year,pouvons_VERB entrer_VERB,pouvons_VERB rentrer_VERB
1892,3.7736444369329547e-07,9.402768341715273e-09
1893,3.719683547842578e-07,6.774258043407144e-09
1894,3.6359881505632075e-07,1.8904617871129403e-09
1895,3.8218200870687724e-07,7.22233739480771e-09
1896,3.367203476045688e-07,5.897029087265082e-09
1897,4.0903529452407383e-07,1.3984112534615178e-08
1898,3.779780968216073e-07,8.487532454637403e-09
1899,3.6426740734896157e-07,1.1607914629507832e-08
1900,3.4883876764979505e-07,2.595526460424935e-09
1901,3.833874870906584e-07,6.706486921359556e-09
1902,2.9903628728789045e-07,2.455141867585553e-09
1903,3.402138872843352e-07,4.860198465905796e-09
1904,4.192207541109383e-07,8.599400302955473e-09
1905,3.555763044005289e-07,4.64468330463319e-09
1906,3.5340548265594407e-07,1.1317205839134203e-08
1907,3.0857060551170434e-07,6.685696440911215e-09
1908,3.658984724097536e-07,3.437972351250096e-09
1909,3.6416511761672155e-07,1.3752458727367411e-08
1910,3.0996073974165483e-07,4.809735720812114e-09
1911,3.2081857170851436e-07,1.4365010514438836e-08
1912,2.8026687459714594e-07,7.814131564032323e-09
1913,3.4151253203162923e-07,4.242391771214216e-09
1914,3.067108593768353e-07,1.5402511266415786e-08
1915,3.0629979619334335e-07,7.068456930880984e-09
1916,2.746865561675804e-07,7.69122365795738e-09
1917,2.774505389879778e-07,3.289927441585405e-09
1918,2.77970315210041e-07,1.722956355365568e-08
1919,2.6058211233248585e-07,2.762354567309444e-09
1920,2.771436697912577e-07,1.741613253614105e-08
1921,2.8019164233228366e-07,8.330022005509363e-09
1922,2.6781904693962133e-07,4.426761179843197e-09
1923,2.6752189796752646e-07,1.0615948120573648e-08
1924,2.384950619216397e-07,1.1602462102189293e-08
1925,2.1776392600258987e-07,9.898360353588487e-09
1926,2.329542923007466e-07,1.0031524944054127e-08
1927,2.2409942346257594e-07,1.3379070296082318e-08
1928,2.707971873405768e-07,6.8556245125250825e-09
1929,2.09439633636066e-07,1.1140406375176326e-09
1930,2.8254694939278124e-07,6.302162347537887e-09
1931,2.7144747605234443e-07,1.2545892325022123e-08
1932,2.454936236517824e-07,6.575722188983946e-09
1933,2.431780501410685e-07,6.882397318719313e-09
1934,2.2525370013681822e-07,1.1981580172459871e-08
1935,2.2859423154386604e-07,5.98414207075848e-09
1936,2.2188227433161956e-07,1.33371855781661e-08
1937,2.707090516196331e-07,6.295559185076627e-09
1938,2.2559473222827364e-07,1.5558256905023882e-08
1939,1.88116814570094e-07,9.176430282309411e-09
1940,2.0793419253095635e-07,1.0143131667916805e-08
1941,2.036536841387715e-07,8.854508237732261e-09
1942,1.8508691823626577e-07,9.102635090130207e-09
1943,2.0903293318497163e-07,5.806470415592457e-09
1944,2.69907644678824e-07,3.2131861615880553e-09
1945,1.9170835230397643e-07,8.714016175304096e-09
1946,2.227376683094917e-07,1.5313215584455975e-08
1947,1.692763618166282e-07,1.3112957830685446e-08
1948,1.8917084787517524e-07,1.0871888278529696e-08
1949,1.492185219831299e-07,7.853606653895895e-09
1950,2.1696136798254884e-07,1.0635361036293034e-08
1951,2.1429417529361672e-07,1.3859822622919182e-08
1952,2.224953590257428e-07,1.4762725264461096e-08
1953,1.8638721144270676e-07,9.69644453618912e-09
1954,1.6711037176264654e-07,9.772536557761669e-09
1955,2.046062519411862e-07,7.508486277174597e-09
1956,1.9012088614545064e-07,1.1337483840634377e-08
1957,1.7846775790530955e-07,1.4136060322300636e-08
1958,1.4890038357862068e-07,5.790570245522986e-09
1959,1.6819122095057537e-07,6.975672928177801e-09
1960,1.377245837375085e-07,1.2457499920515147e-08
1961,2.0427587799076719e-07,1.250668635321972e-08
1962,1.4269402015543164e-07,9.512934440181198e-09
1963,1.306142820567402e-07,9.052474325699222e-09
1964,1.295885283525422e-07,8.517555549758526e-09
1965,1.5814205767128442e-07,6.0192477668863376e-09
1966,1.4512376367292745e-07,1.38476865529924e-08
1967,1.3804940124373388e-07,1.627010703941778e-08
1968,1.3204763149587961e-07,8.084548142051062e-09
1969,1.0673130645955098e-07,1.3171097990039016e-08
1970,1.3842162616128917e-07,6.438214850135182e-09
1971,1.192108243230905e-07,7.193756701440179e-09
1972,1.333838213213312e-07,7.182205497002769e-09
1973,1.0419955032148209e-07,9.923766697284009e-09
1974,8.26959052346865e-08,1.0688586016271984e-08
1975,8.909908899568109e-08,4.569184142155791e-09
1976,7.370449850441219e-08,7.427584769459372e-09
1977,7.816120017878347e-08,8.22749424145286e-09
1978,7.841580895728839e-08,5.346532105932056e-09
1979,9.421677304999321e-08,7.607565244427406e-09
1980,8.584577670944782e-08,7.390696055153967e-09
1981,8.666003026291946e-08,6.958104314946922e-09
1982,8.81465354041211e-08,8.690503427999374e-09
1983,6.69423485533116e-08,5.052252838311233e-09
1984,7.654691103198275e-08,9.278413592994639e-09
1985,7.579603078511354e-08,6.015557829641693e-09
1986,6.833713683818132e-08,8.392279760016663e-09
1987,7.760737474882262e-08,1.2832715334809564e-08
1988,5.217001941559829e-08,7.795519785247507e-09
1989,6.256459528231062e-08,1.1525056464734007e-08
1990,7.90054386357042e-08,7.628111475810329e-09
1991,5.8614652687083435e-08,8.20605094986604e-09
1992,7.162927317949652e-08,8.815910668147353e-09
1993,8.474987112094823e-08,9.970573700002205e-09
1994,8.334384204999878e-08,1.2659823411809157e-08
1995,6.181593903420435e-08,9.21816667442954e-09
1996,5.17794944698835e-08,8.540947504798169e-09
1997,5.945669201423698e-08,1.102825741838842e-08
1998,6.532336982445486e-08,7.152193948201102e-09
1999,5.392837465478806e-08,8.226361813967742e-09
2000,5.87598201207129e-08,1.0161472552283612e-08
2001,5.301266270407723e-08,1.3143635513301888e-08
2002,5.47652696525347e-08,4.81934359086722e-09
2003,6.042038336318001e-08,1.0000615446870142e-08
2004,5.94646820673006e-08,9.690540814233373e-09
2005,5.6296869388461346e-08,1.0808999029165989e-08
2006,5.1061835648624765e-08,1.1941880373456115e-08
2007,6.511001515718817e-08,2.236908436259455e-08
2008,4.38516281064949e-08,1.6178271167177627e-08
2009,6.103286409597786e-08,2.2887324035991696e-08
2010,7.038451599328255e-08,4.015224064346512e-08
2011,7.112588207291992e-08,3.518054114692859e-08
2012,8.408504470480693e-08,4.119145913250577e-08
2013,8.506831505883383e-08,4.406817666335883e-08
2014,6.777843708505316e-08,4.28758148984798e-08
2015,8.312157717682567e-08,4.809968601193759e-08
2016,1.0480980705551701e-07,4.5983750140976554e-08
2017,7.54683426862357e-08,4.955754207003338e-08
2018,8.854431143845432e-08,5.472709574405599e-08
2019,8.596828848794758e-08,5.255034807305492e-08
