year,avons_VERB acheté_VERB,avons_VERB racheté_VERB
1851,9.41618054639548e-08,1.9348316282474798e-09
1852,7.812654700956045e-08,1.9531636308300904e-09
1853,1.176470547648023e-07,1.0749477752369785e-08
1854,7.741540031247496e-08,2.0782657816909023e-09
1855,1.1675261646360013e-07,3.1841622671890946e-09
1856,7.040977578753882e-08,8.28350277259915e-09
1857,1.0934580529919913e-07,6.8341128311999455e-09
1858,8.955426977763636e-08,5.872411001917044e-09
1859,6.467060131853941e-08,1.5276520048956854e-09
1860,7.735440732403731e-08,3.204028820036342e-09
1861,9.431927594505396e-08,7.545541969022906e-09
1862,8.764893522084094e-08,2.710791813242963e-09
1863,7.491931341974123e-08,2.9967726078439227e-09
1864,8.53461585847981e-08,1.2466292886870178e-08
1865,8.33111428732991e-08,4.706844247692743e-09
1866,9.43928881724787e-08,9.244664589402873e-09
1867,8.540948215340904e-08,1.0190904120577216e-08
1868,9.682153034873409e-08,7.903798504571569e-09
1869,9.620532637200085e-08,1.4650557433881772e-09
1870,1.0206606759766146e-07,3.4404292748035914e-09
1871,1.7631154491937195e-07,3.18635318130589e-09
1872,1.4150774063637073e-07,1.0885210954825197e-08
1873,8.85928628235888e-08,1.4366410283628284e-08
1874,1.583271398430952e-07,8.364453130127458e-09
1875,9.26887366858864e-08,8.58229043387837e-09
1876,9.310862481015647e-08,5.441413541973361e-09
1877,1.0637883463004982e-07,2.4739263970730008e-09
1878,9.36058768274961e-08,1.872117572077059e-08
1879,8.675242213485035e-08,3.0546627449723474e-09
1880,1.1231230701014283e-07,1.1552122813895949e-08
1881,9.970685965754456e-08,5.5780060570498335e-09
1882,1.211280107327184e-07,7.320923423037584e-09
1883,1.2954645001173049e-07,1.3270612164717477e-08
1884,1.1618986661687813e-07,3.9610181801208455e-09
1885,1.0764211566538506e-07,5.80107206715752e-09
1886,6.195325141788999e-08,1.1616235084943582e-08
1887,1.214379921066211e-07,1.3057849024278312e-08
1888,8.87686084638517e-08,6.340614699951175e-09
1889,1.0588080812112821e-07,1.1903759755682586e-08
1890,1.0159298824419238e-07,5.243509182406569e-09
1891,1.529812863054758e-07,1.784781566982474e-08
1892,1.1910173469686924e-07,1.2537024751679837e-08
1893,1.551920973952292e-07,1.847524977449666e-08
1894,8.759139547009909e-08,6.9316934414587195e-09
1895,8.004757034996146e-08,1.2037228991346183e-09
1896,1.2088909784324642e-07,5.307326134129653e-09
1897,1.0954221352221793e-07,9.905413378419325e-09
1898,1.1429877133650734e-07,8.487532454637403e-09
1899,1.1442087100022036e-07,6.633094074004475e-09
1900,1.1316495829305495e-07,5.191053142894475e-10
1901,1.2462888321351784e-07,6.706486921359556e-09
1902,1.1637372665518342e-07,2.9461704187383475e-09
1903,1.5174619250046817e-07,3.7801539676252105e-09
1904,1.1877921934910773e-07,8.599400302955473e-09
1905,1.4604948717078514e-07,1.0321518084666081e-09
1906,1.1420089407465639e-07,1.2860461140462576e-08
1907,1.4348532317853824e-07,7.199980611716228e-09
1908,1.517619239166379e-07,7.367083831866239e-09
1909,1.3642439000705053e-07,2.2003934230241384e-09
1910,1.3681025734513241e-07,8.01622590529405e-09
1911,1.5269473863099847e-07,7.980561100850991e-09
1912,1.547198138496242e-07,5.2094213387476884e-09
1913,1.9939241724387102e-07,5.302989602995467e-09
1914,1.2857748288297444e-07,1.0045115850232378e-08
1915,1.425472220262236e-07,8.246533234057551e-09
1916,1.9447807630967873e-07,9.888715624128963e-09
1917,1.8752585617676232e-07,8.773139548168274e-09
1918,1.412824275348612e-07,1.1486376294556067e-08
1919,1.6389969914598623e-07,1.2890987832747669e-08
1920,2.286814009266891e-07,9.843901693784574e-09
1921,1.0980483722278223e-07,6.058197943303867e-09
1922,1.0993123567004659e-07,9.591316185719734e-09
1923,1.8153271241772018e-07,8.492758496458919e-09
1924,1.3149457345207338e-07,1.289162443462999e-09
1925,1.7157157117253519e-07,8.798542339150117e-09
1926,1.2037828867050848e-07,8.916910765321973e-09
1927,1.2152655415320623e-07,2.2298449753321847e-09
1928,7.426926629250374e-08,5.713020723163709e-09
1929,1.7156226306269673e-07,4.4561625500705304e-09
1930,1.680576531271072e-07,3.1510811737689437e-09
1931,1.6195606633573334e-07,5.7026783295555106e-09
1932,8.658033578967661e-08,2.1919073223131136e-09
1933,1.273243555033332e-07,4.588264879146209e-09
1934,1.0903237779302799e-07,0.0
1935,1.2447014796634903e-07,1.196828414151696e-09
1936,7.274828561776303e-08,2.424942913137329e-09
1937,1.5109341688912536e-07,6.295559185076627e-09
1938,1.1668692678767911e-07,1.2965214679638848e-08
1939,9.329370698196726e-08,9.176430282309411e-09
1940,1.2932493120842992e-07,0.0
1941,7.083606590185809e-08,2.9515025978810172e-09
1942,6.978687139280737e-08,1.2136847082899749e-08
1943,1.4806499848418753e-07,0.0
1944,7.390327994016843e-08,6.4263723231761105e-09
1945,9.803267886354661e-08,2.178504043826024e-09
1946,9.605562212300356e-08,6.960552134671616e-09
1947,8.106191984325051e-08,5.960435700558264e-09
1948,1.1198044802540608e-07,4.348755133776194e-09
1949,7.951776836989666e-08,1.9634016634739737e-09
1950,9.359118280372059e-08,0.0
1951,7.462980988748313e-08,1.0661401761424827e-09
1952,8.435843312781799e-08,9.490323193972472e-09
1953,9.696444891460487e-08,4.3095309543161875e-09
1954,1.2313395814089745e-07,1.9545072227344917e-09
1955,9.854888105564896e-08,5.631364707880948e-09
1956,1.3430557999072334e-07,6.104799332717903e-09
1957,9.276789825207743e-08,4.417518795207798e-09
1958,1.207747573062079e-07,2.4816730892496253e-09
1959,8.293299913475494e-08,3.8753737996444215e-09
1960,1.0588875198891401e-07,6.2287499602575735e-09
1961,7.504011989567516e-08,1.3896318540318475e-09
1962,1.135210183633717e-07,6.341956404476434e-10
1963,1.1380253539527985e-07,5.1728425987107585e-09
1964,1.155953981424318e-07,7.909158661334459e-09
1965,1.0944086881181647e-07,3.2832261354087677e-09
1966,1.135510316885302e-07,2.769537488234164e-09
1967,1.0403007877357595e-07,5.916402479044791e-09
1968,9.072660134279431e-08,4.940557296606585e-09
1969,1.1399811938872517e-07,4.541757636644661e-09
1970,9.611335372028407e-08,6.898087434592526e-09
1971,1.1715546577306668e-07,4.624557625731995e-09
1972,9.336867634601731e-08,3.0780880067027283e-09
1973,1.3286820887969952e-07,2.205281512956958e-09
1974,1.1644933550769565e-07,1.6876715580593782e-09
1975,1.056623801787282e-07,8.567219822452898e-09
1976,1.274116527838487e-07,3.9994687561772935e-09
1977,1.1812331734972759e-07,7.639816779203557e-09
1978,1.324751934816959e-07,8.316828115084718e-09
1979,1.3225459838395182e-07,2.925986564150662e-09
1980,1.5065648995005176e-07,7.390696055153967e-09
1981,1.2651099723370862e-07,6.958104314946922e-09
1982,1.3284055455642374e-07,8.690503427999374e-09
1983,1.5851443890824157e-07,1.136756910824488e-08
1984,1.6643154765461077e-07,8.69851302098823e-09
1985,1.1068626548649263e-07,8.421781494405423e-09
1986,1.2108860403259314e-07,7.1933827783254856e-09
1987,1.2588282061187783e-07,9.777306964053878e-09
1988,1.1993107307262107e-07,8.395175221664886e-09
1989,1.4433761919008248e-07,4.939309850016116e-09
1990,1.0897301905288259e-07,9.262707045820662e-09
1991,1.4477818410796317e-07,7.6199047072123e-09
1992,1.1295385604626063e-07,8.815910668147353e-09
1993,1.3349489336178522e-07,9.416652346772025e-09
1994,1.5191788804713724e-07,8.967375286772494e-09
1995,1.1712494085713843e-07,4.337960657352369e-09
1996,1.0569422670414497e-07,9.074756945892659e-09
1997,1.2610571786808578e-07,8.151320507465698e-09
1998,1.201568551323362e-07,1.0013071261028017e-08
1999,1.1425503032569395e-07,8.226361813967742e-09
2000,1.391679944617863e-07,1.3695897749244068e-08
2001,1.5903798100680433e-07,1.3581756164171566e-08
2002,1.590383362781722e-07,1.7086764003693133e-08
2003,1.4084199051467294e-07,5.8336921959778465e-09
2004,1.779535665491494e-07,6.607186797680242e-09
2005,1.531274875787858e-07,1.0358624180639708e-08
2006,1.589505558285964e-07,1.1118302722934459e-08
2007,1.9533004547156452e-07,2.0371844655642235e-08
2008,1.7498076942956686e-07,1.0643598891135753e-08
2009,1.978799843982415e-07,7.629108011997232e-09
2010,2.177668534386612e-07,1.1337103700270745e-08
2011,2.3249749858678115e-07,1.644307978665438e-08
2012,2.5021256533364067e-07,1.6680838044180746e-08
2013,3.168445914525364e-07,1.1714325509615264e-08
2014,2.9168546689106734e-07,1.8406284496563785e-08
2015,2.688705933451274e-07,1.440773989003219e-08
2016,2.723812144722615e-07,1.5120782848043746e-08
2017,2.900499964653136e-07,3.496699818583693e-08
2018,3.1132489652918593e-07,1.7812119779136992e-08
2019,2.9744518315055757e-07,1.3265136544760026e-08
