year,elles_PRON envoient_VERB,elles_PRON renvoient_VERB
1889,6.139834152207868e-08,1.3783300722991498e-08
1890,4.7191582197569915e-08,7.209825181320184e-09
1891,5.163118199646988e-08,5.736798147637501e-09
1892,6.26851246465776e-08,1.7551833764173352e-08
1893,7.45168389215678e-08,9.853466542697475e-09
1894,5.986462525697789e-08,1.5123694296903523e-08
1895,6.680661979174829e-08,1.023164486468886e-08
1896,6.3687911833199e-08,4.1279202278587945e-09
1897,8.50700176968644e-08,2.2141511735185304e-08
1898,7.978280258669201e-08,1.4145887128336199e-08
1899,5.030096517089078e-08,9.949641111006713e-09
1900,5.606337527552796e-08,1.5054054003371675e-08
1901,8.103671156334258e-08,2.514932528896452e-08
1902,4.7629753474609515e-08,1.6694964966035286e-08
1903,5.8322381590869554e-08,1.4580594287494364e-08
1904,7.4707286579212e-08,1.5586413049106795e-08
1905,8.205607038291873e-08,1.0321517862621477e-08
1906,5.401393776693908e-08,1.0288368823552219e-08
1907,5.091415000713084e-08,6.1714118260169926e-09
1908,5.402528024944786e-08,3.437972351250096e-09
1909,4.2357574336904236e-08,2.3104130164597336e-08
1910,5.985448758849543e-08,1.0688301577133075e-08
1911,7.129301238251173e-08,1.649315972684917e-08
1912,4.063348679750334e-08,1.0939784855779067e-08
1913,5.302989514177625e-08,1.8560464054573345e-08
1914,4.486818383497848e-08,1.1384464038144415e-08
1915,6.008188702111283e-08,2.3561523843085297e-09
1916,8.789969641043172e-08,6.592477230782379e-09
1917,7.018511727352461e-08,1.6449636319748606e-08
1918,8.959373687389416e-08,1.1486376294556067e-09
1919,5.52470922343673e-08,1.5653341733923298e-08
1920,4.391894492528081e-08,1.2872793941909322e-08
1921,6.664017782043175e-08,2.0446418780295517e-08
1922,4.869437386645359e-08,2.951174193910333e-09
1923,4.564857825073432e-08,1.1677542488541803e-08
1924,3.609654886105318e-08,1.5469948877466777e-08
1925,2.749544458779951e-08,1.8696902692738604e-08
1926,3.6782255463663205e-08,1.3375366592072169e-08
1927,3.0102906833917586e-08,1.56089151603922e-08
1928,5.3702393643106916e-08,1.1426041446327417e-08
1929,5.458799101631939e-08,1.8938690837799754e-08
1930,3.151081173768944e-08,2.10072066408884e-08
1931,4.1059283972799676e-08,1.596749932275543e-08
1932,2.4110980323399644e-08,3.507051760109903e-08
1933,2.982372127036115e-08,4.588264879146209e-09
1934,2.516131836216573e-08,1.0783422155213884e-08
1935,3.7101681726881e-08,7.180970484910176e-09
1936,2.5461900143852745e-08,1.8187071848529968e-08
1937,1.888667711114067e-08,2.14049007407624e-08
1938,2.5930429359277696e-08,2.4633908024540574e-08
1939,3.211750598808294e-08,1.2235240376412548e-08
1940,4.057252755984564e-08,3.0429395447839624e-08
1941,4.132103770260187e-08,2.066051862925633e-08
1942,3.6410542136877666e-08,1.2136847082899749e-08
1943,4.645176332473966e-08,2.0322646676618206e-08
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,3.267756021330115e-08,8.714016175304096e-09
1946,5.4292303985903345e-08,2.0881656404014848e-08
1947,2.3841741914054637e-08,3.695470152109692e-08
1948,5.544662684542345e-08,1.7395020535104777e-08
1949,2.6505922789965553e-08,1.767061474922116e-08
1950,4.3604980959344175e-08,2.1270722516675278e-08
1951,3.4116485636559446e-08,1.5992102975204148e-08
1952,2.8470970470095835e-08,2.003512689086051e-08
1953,2.5857185725897125e-08,3.232148060305917e-08
1954,1.4658804836642503e-08,3.420387706398742e-08
1955,2.2525458387434583e-08,3.2849626130371234e-08
1956,4.011725263097787e-08,3.401245152190313e-08
1957,3.445664731316356e-08,5.742774522587979e-08
1958,3.9706768095726375e-08,3.22617488279775e-08
1959,2.325224413013416e-08,1.1626122287111684e-08
1960,2.0070417328099666e-08,4.6369582840100065e-08
1961,2.570818935510033e-08,4.307858691987576e-08
1962,3.10755874366464e-08,3.551495542097882e-08
1963,2.909723839650269e-08,6.272071750856867e-08
1964,1.7035111543606263e-08,5.1713731075153646e-08
1965,2.8454626210816514e-08,5.2531618166540284e-08
1966,2.1602391875319427e-08,4.9297764093125807e-08
1967,2.7609879715839725e-08,5.2261556859889424e-08
1968,2.6050212653672133e-08,5.030385796800374e-08
1969,3.406318338505798e-08,6.267625884959216e-08
1970,3.0351585245114165e-08,7.036049431974334e-08
1971,1.952590988896219e-08,6.936836438597993e-08
1972,2.000757270970155e-08,8.567345322063602e-08
1973,1.9847533172523413e-08,7.994145434508937e-08
1974,2.2502286700643026e-08,1.1363654373042209e-07
1975,3.198428855100133e-08,9.880860396549451e-08
1976,3.313845553520878e-08,1.1598459437323072e-07
1977,2.9971587878208084e-08,1.4398115411040635e-07
1978,3.386137104044451e-08,1.8653456201889185e-07
1979,3.2771049873758784e-08,2.0306347892073973e-07
1980,2.5014662785594055e-08,1.7339709756925004e-07
1981,3.226030287351023e-08,2.2329190230152562e-07
1982,3.600351305976801e-08,1.6822331616594965e-07
1983,3.157658046148981e-08,1.9514326154990158e-07
1984,2.145633137828895e-08,1.6411194181387145e-07
1985,2.7671566371623157e-08,2.285912046318117e-07
1986,3.536746451260342e-08,2.235943128425788e-07
1987,2.5054348817832306e-08,1.7415827713307408e-07
1988,2.818380284708155e-08,1.9608730994491452e-07
1989,3.7319230372645507e-08,1.8385209088478405e-07
1990,3.323677066902064e-08,1.7926061701700746e-07
1991,2.9307326343541718e-08,1.9870366685381669e-07
1992,2.644773289262048e-08,2.17091805865266e-07
1993,2.9911721100006616e-08,2.3984768660056943e-07
1994,2.9012097169101025e-08,2.2523936848983794e-07
1995,3.633042044981494e-08,2.434680439478143e-07
1996,2.5089033073300016e-08,2.765131839055357e-07
1997,3.116681401849064e-08,2.929680533725332e-07
1998,3.6237781664283375e-08,3.094515932389186e-07
1999,4.113180995801713e-08,2.915788357427118e-07
2000,3.180982588446568e-08,2.8363762538674564e-07
2001,3.855466346180947e-08,3.049323424875183e-07
2002,3.2859161169795925e-08,2.9354183794794153e-07
2003,3.083522948088557e-08,3.2960360130118715e-07
2004,2.7309706496225772e-08,3.457761152958483e-07
2005,3.738112219764389e-08,3.197662152842895e-07
2006,3.417848581932503e-08,3.113124833475922e-07
2007,3.555086802720098e-08,3.3034345392479736e-07
2008,3.5762493411084506e-08,2.865256902850888e-07
2009,3.9575997590191037e-08,3.0373385584425705e-07
2010,4.156937905008817e-08,2.659495450529903e-07
2011,3.8622117060072014e-08,2.2905592089728088e-07
2012,3.1319125071149756e-08,1.909785751763593e-07
2013,3.346950006033467e-08,1.8854485261954324e-07
2014,3.0965865427390327e-08,1.5223079685711127e-07
2015,2.571227408765253e-08,1.5493861837967415e-07
2016,4.1219666790937026e-08,1.271802823055168e-07
2017,3.547011928617394e-08,1.5269760922365094e-07
2018,3.149389371515099e-08,1.461110166189883e-07
2019,3.1377148879130345e-08,1.4438590767440473e-07
