year,mêmes_ADJ aides_NOUN
1914,4.018046340092951e-09
1915,5.890381071793627e-09
1916,5.493730803607377e-09
1917,0.0
1918,2.2972752589112133e-09
1919,0.0
1920,3.786115865267448e-09
1921,0.0
1922,1.4755870969551665e-09
1923,0.0
1924,5.156649773851996e-09
1925,3.299453377181294e-09
1926,1.1146138456652466e-09
1927,0.0
1928,1.1426041224282812e-09
1929,3.342121912552898e-09
1930,4.201441416995522e-09
1931,1.1405356659111021e-09
1932,1.0959536611565568e-09
1933,1.261772819560747e-08
1934,2.3963160344919743e-09
1935,0.0
1936,1.2124714565686645e-09
1937,1.2591118148108649e-09
1938,2.5930428915188486e-09
1939,3.058810094103137e-09
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,2.178504043826024e-09
1946,0.0
1947,0.0
1948,3.2615663503321457e-09
1949,9.817008539414473e-09
1950,1.0635361480382244e-09
1951,6.396841278899501e-09
1952,4.2179215675730575e-09
1953,0.0
1954,0.0
1955,9.385607846468247e-10
1956,6.976913269340912e-09
1957,4.417518795207798e-09
1958,8.272243445794913e-10
1959,3.8753737996444215e-09
1960,3.460416619915918e-09
1961,2.779263708063695e-09
1962,6.341956404476434e-10
1963,1.2932106496776896e-09
1964,5.475571551727398e-09
1965,4.377634699181954e-09
1966,5.539074976468328e-09
1967,7.395503320850594e-09
1968,5.3896989093971115e-09
1969,6.358460868938209e-09
1970,9.657322941336588e-09
1971,1.0790635052160269e-08
1972,5.130146973897354e-09
1973,4.9618833486420044e-09
1974,1.0688586016271984e-08
1975,1.2565256390928425e-08
1976,2.3425460682346966e-08
1977,5.289103821581875e-09
1978,1.128712323605896e-08
1979,6.437170796402825e-09
1980,1.0233271119375331e-08
1981,6.325549417596221e-09
1982,1.1173503899897241e-08
1983,1.6419821946556112e-08
1984,6.378909400694965e-09
1985,1.142956040922627e-08
1986,1.0790073723399018e-08
1987,1.649920555735207e-08
1988,5.99655392008458e-09
1989,6.036934507847036e-09
1990,1.689081763345257e-08
1991,1.4067516929117119e-08
1992,9.91789939064347e-09
1993,1.994114740000441e-08
1994,1.0549853435293244e-08
1995,1.0844901865425527e-08
1996,1.3879040139386234e-08
1997,1.2946214766884623e-08
1998,1.1920323395031573e-08
1999,1.1425503210205079e-08
2000,1.3254094710646314e-08
2001,1.1829271784336015e-08
2002,2.4534839937473407e-08
2003,1.5417615628621206e-08
2004,1.8500124099318782e-08
2005,1.0358624180639708e-08
2006,8.64756888319107e-09
2007,9.586750948642475e-09
2008,1.3198063086861112e-08
2009,1.192048149079028e-08
2010,1.4171378737160012e-08
2011,1.3001504761689375e-08
2012,8.170206733382201e-09
2013,6.9728125495771565e-09
2014,8.661780626084692e-09
2015,6.428068743957738e-09
2016,4.142679976837371e-09
2017,6.037467414898856e-09
2018,7.744399788123246e-09
2019,4.591778068885333e-09
