year,voulais_VERB établir_VERB,voulais_VERB rétablir_VERB
1932,3.287861094491973e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,4.787313656606784e-09,0.0
1936,4.849885826274658e-09,0.0
1937,1.6368453259474336e-08,1.2591118148108649e-09
1938,7.779128452511941e-09,0.0
1939,6.117620188206274e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,0.0
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,1.089252066321933e-08,0.0
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,1.549713246618012e-08,0.0
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,1.5992101864981123e-08,2.1322803522849654e-09
1952,4.2179215675730575e-09,0.0
1953,5.386913581872932e-09,6.464296653518886e-09
1954,9.772536557761669e-09,0.0
1955,8.447047505910632e-09,0.0
1956,6.976913269340912e-09,3.488456634670456e-09
1957,1.501956425897788e-08,1.7670075402875796e-09
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,1.7302083321624195e-08,6.920833350854139e-10
1961,1.459113452284555e-08,2.08444772553662e-09
1962,8.8787386332001e-09,0.0
1963,1.0992290633282664e-08,1.939815863494232e-09
1964,9.125952438182594e-09,1.2167936658258327e-09
1965,8.20806533852192e-09,2.73602163147757e-09
1966,7.200797291773142e-09,5.539074754423723e-10
1967,8.381570104631919e-09,1.9721342336964653e-09
1968,1.3474247495537384e-08,1.7965663401398047e-09
1969,1.1808570121729645e-08,3.6334062425424918e-09
1970,9.197449912790034e-09,1.8394900047624674e-09
1971,1.1304474689666222e-08,1.0276794970565106e-09
1972,1.0773308467548759e-08,1.0260293725750103e-09
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,1.3501372464475025e-08,1.6876715580593782e-09
1975,4.569184142155791e-09,0.0
1976,1.3712464053128315e-08,2.856763492431469e-09
1977,7.639816779203557e-09,0.0
1978,8.910887139279566e-09,1.1881182704343018e-09
1979,7.022368020415115e-09,1.1703946700691858e-09
1980,1.0801786132219604e-08,1.1370301367108482e-09
1981,1.2018544381930951e-08,1.2651099057237047e-09
1982,1.1794254461960918e-08,0.0
1983,6.315316269933646e-09,6.315316047889041e-10
1984,1.3917620833581168e-08,2.3196033982486597e-09
1985,5.414002135495366e-09,0.0
1986,5.994485352545098e-09,5.994485463567401e-10
1987,5.49973533381376e-09,1.8332451112712533e-09
1988,1.2592763276586538e-08,5.996553809062277e-10
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,1.3076762783725826e-08,1.089730194969718e-09
1991,6.4476117778156095e-09,0.0
1992,6.61193322315512e-09,5.509944167592096e-10
1993,1.3294098266669607e-08,0.0
1994,1.2132331583813993e-08,1.0549853213248639e-09
1995,4.337960657352369e-09,2.1689803286761844e-09
1996,1.1743802375008272e-08,2.135236876199542e-09
1997,8.151320507465698e-09,1.438468344439059e-09
1998,1.0489884516573511e-08,4.768129224785866e-10
1999,1.0511462811280126e-08,9.140402323914998e-10
2000,1.4137700787841823e-08,0.0
2001,3.5049694258049158e-09,2.6287270138425356e-09
2002,7.886198361006791e-09,8.76244299341522e-10
2003,1.5000923170305214e-08,4.1669229178253886e-10
2004,7.488145215006625e-09,4.404791198453495e-09
2005,9.908249332113428e-09,4.5037495954858286e-10
2006,7.000412693969338e-09,1.6471559671771274e-09
2007,1.078509459517818e-08,2.3966877371606188e-09
2008,5.108927503272298e-09,4.257439678578834e-10
2009,1.0013204487790972e-08,1.430457752249481e-09
2010,8.97520635589899e-09,1.4171379625338432e-09
2011,9.942326961720482e-09,2.6767803529281764e-09
2012,8.851056776393307e-09,2.7234021704458655e-09
2013,1.4503449996539075e-08,4.741512515948898e-09
2014,1.0394137106572998e-08,4.7639794331644225e-09
2015,1.10828768384863e-08,3.103205470367243e-09
2016,1.4706514228635115e-08,2.6927420293532123e-09
2017,8.301517695485927e-09,2.7671724911471074e-09
2018,1.3681773936013997e-08,5.162933192082164e-09
2019,1.0714148679369373e-08,3.826481798085979e-09
