year,pas_ADV appelé_VERB,pas_ADV rappelé_VERB
1839,6.781730803595565e-07,1.8876983176596696e-07
1840,6.312361620075535e-07,1.859949065874389e-07
1841,5.765652417721867e-07,1.7463892731939268e-07
1842,6.171603672555648e-07,1.7441489319480752e-07
1843,6.036863169356366e-07,1.447193227477328e-07
1844,6.569807737832889e-07,1.844156543029385e-07
1845,7.092469900271681e-07,1.3057733383448067e-07
1846,7.405944302263379e-07,1.6275514269636915e-07
1847,6.353217258947552e-07,1.9685266750002484e-07
1848,7.779729571666394e-07,2.1480741452251095e-07
1849,8.052617772591475e-07,2.0278184820199385e-07
1850,7.23706989447237e-07,1.6700930416391202e-07
1851,6.546180202349206e-07,1.92838214729818e-07
1852,6.302208248598618e-07,2.2721803816239117e-07
1853,5.15377735155198e-07,1.9587936606058065e-07
1854,7.216777930807439e-07,1.5431123756570742e-07
1855,5.980917876513558e-07,1.3851105507001193e-07
1856,6.569853212567978e-07,2.3038492713567393e-07
1857,7.078187991282903e-07,2.089285828787979e-07
1858,6.591781698261912e-07,1.7861917456230003e-07
1859,6.232820055629418e-07,2.179450149242257e-07
1860,5.497198003467929e-07,1.6981351791400812e-07
1861,6.192060482135275e-07,1.8250779021400376e-07
1862,6.031511929904809e-07,2.272547021675564e-07
1863,6.458044481405523e-07,2.1077299550142925e-07
1864,6.166019943520951e-07,2.0713224557766807e-07
1865,5.497594202097389e-07,1.7933076890130906e-07
1866,6.096612992223527e-07,1.8732609419203072e-07
1867,5.541910468309652e-07,1.2034972485253093e-07
1868,5.769772997155087e-07,1.5511204765061848e-07
1869,6.783208164051757e-07,2.075495615372347e-07
1870,5.625101948680822e-07,1.657140131783308e-07
1871,6.755068966413091e-07,1.890569620854876e-07
1872,5.442605583994009e-07,1.5662608632283082e-07
1873,5.219795866651111e-07,1.8496753284580336e-07
1874,5.418970658865874e-07,1.9955194829890388e-07
1875,4.508563336003135e-07,2.099800440191757e-07
1876,5.284217081680254e-07,2.0072769757462083e-07
1877,4.830341140404926e-07,1.6760851906383323e-07
1878,5.127186000208894e-07,1.7754921088908304e-07
1879,4.905788273390499e-07,1.4906753165178088e-07
1880,5.788897396996617e-07,1.3220763150911807e-07
1881,4.6018550392545876e-07,1.666429341184994e-07
1882,4.984883616998559e-07,1.3111109353758366e-07
1883,4.436175800037745e-07,1.5355993809862412e-07
1884,5.651052674693346e-07,1.4655766733540077e-07
1885,5.362769002204004e-07,1.8047779803964659e-07
1886,4.85300461150473e-07,1.639179885160047e-07
1887,5.327602252691577e-07,1.3319005631728942e-07
1888,5.326116365722555e-07,1.445660160470652e-07
1889,5.237654363554611e-07,1.44724651818251e-07
1890,4.542189913081529e-07,1.2256703030288918e-07
1891,4.748793855924305e-07,1.5489354154851753e-07
1892,4.738995471598173e-07,1.3289246680869837e-07
1893,4.945208615936281e-07,1.7181982059355505e-07
1894,4.556012811463006e-07,1.3989416913773312e-07
1895,3.996360078417638e-07,1.7453982081860886e-07
1896,4.694035169450217e-07,1.7455205636451865e-07
1897,4.177753680778551e-07,1.299357137440893e-07
1898,4.781309712598159e-07,1.4824890115505696e-07
1899,5.616019507215242e-07,1.3984772806452384e-07
1900,4.651183758141997e-07,1.3081454142138682e-07
1901,3.705333995185356e-07,1.4866046171846392e-07
1902,3.7956493770252564e-07,1.0409802086996933e-07
1903,4.482182873744023e-07,1.7172700950141007e-07
1904,4.3641955471684923e-07,1.6876323627457168e-07
1905,4.0253920019495126e-07,1.3830833722749958e-07
1906,3.7243896144900646e-07,1.3683531108199531e-07
1907,3.887989521444979e-07,1.1159970370044903e-07
1908,4.454630015970906e-07,1.3211636940013705e-07
1909,4.461297749003279e-07,1.1827114576590247e-07
1910,3.8745091046621383e-07,1.0260769300884931e-07
1911,4.5010364146946813e-07,1.3034916435117339e-07
1912,4.115442777674616e-07,1.2502610502451716e-07
1913,4.184058752798592e-07,1.4371101997312508e-07
1914,3.9778657878741797e-07,1.2723812403692136e-07
1915,3.993678205915785e-07,1.3901299666940758e-07
1916,4.3180725128877384e-07,1.1866458748954756e-07
1917,4.3646369363159465e-07,1.6997957175135525e-07
1918,4.031718106034532e-07,1.343906035344844e-07
1919,4.401351532123954e-07,1.4640478696037462e-07
1920,3.4605099585860444e-07,1.2039848229505878e-07
1921,4.414911813910294e-07,1.0526118643383597e-07
1922,3.858660306832462e-07,1.1804696953277016e-07
1923,3.959748653414863e-07,1.040362889170865e-07
1924,3.519413382946368e-07,1.1215713158208018e-07
1925,3.8493621445923054e-07,1.4517594593144167e-07
1926,3.823125496182911e-07,1.3040981627909787e-07
1927,3.779587132157758e-07,1.2821608663671213e-07
1928,3.6677593584499846e-07,1.4168291784244502e-07
1929,3.832299739769951e-07,1.214304319319126e-07
1930,3.3506495356050436e-07,1.3234540574558196e-07
1931,3.353174804487935e-07,1.1177249348293117e-07
1932,3.4851325381168863e-07,1.3041848490047414e-07
1933,3.900025262737472e-07,8.02946331646126e-08
1934,3.5824925248562067e-07,1.4737344145032694e-07
1935,3.3870244919853576e-07,1.1968283786245593e-07
1936,3.297922432921041e-07,1.7702083709991712e-07
1937,3.475148560028174e-07,1.3472497073507839e-07
1938,3.643225170435471e-07,9.07565009811151e-08
1939,3.2423386642221885e-07,1.2082300315796601e-07
1940,3.803674246682931e-07,1.141102288215734e-07
1941,4.102588491150527e-07,1.2396310467011062e-07
1942,3.6410540360520827e-07,1.3957374278561474e-07
1943,3.4548497751529794e-07,1.3645205854118103e-07
1944,3.984350769314915e-07,5.462416652335378e-08
1945,3.747026937617193e-07,1.32888743564763e-07
1946,3.9814358387957327e-07,1.0719250553847814e-07
1947,4.994844857719727e-07,1.1086410012239867e-07
1948,3.7508013406295504e-07,8.697510622823756e-08
1949,3.37705074571204e-07,1.295845066806578e-07
1950,3.7755532389383006e-07,9.146410917537651e-08
1951,3.8381045897040167e-07,1.172754195977177e-07
1952,3.511419777169067e-07,1.0755699975106836e-07
1953,3.760065681035485e-07,1.2389901371534506e-07
1954,3.6451558571570786e-07,1.192249357018227e-07
1955,3.3600477422623953e-07,1.0418024487535149e-07
1956,3.566946986666153e-07,1.3604980608761252e-07
1957,3.498674914226285e-07,9.54184073975739e-08
1958,3.7555986409643083e-07,8.851300492551673e-08
1959,3.937379915441852e-07,9.920957211306813e-08
1960,3.453495764915715e-07,8.997083256190308e-08
1961,4.057725107031729e-07,1.1603425775774667e-07
1962,3.69101854857945e-07,1.0717906206991756e-07
1963,3.42700815281205e-07,1.0087043023077058e-07
1964,3.668633041797875e-07,9.673509993035623e-08
1965,3.835902475657349e-07,8.481666924353704e-08
1966,3.328983950723341e-07,1.0302679243068269e-07
1967,3.564632606867235e-07,1.0205794609419172e-07
1968,3.548218501236988e-07,9.431973069240485e-08
1969,3.48352813261954e-07,1.1717735048932809e-07
1970,3.5870056080966606e-07,9.657322408429536e-08
1971,3.262882444232673e-07,8.581123722706252e-08
1972,3.11912941697301e-07,9.695977354340357e-08
1973,3.1645788567402633e-07,8.600597567465229e-08
1974,3.060310973523883e-07,7.369499144260772e-08
1975,2.695818750453327e-07,8.795679207196372e-08
1976,2.856763501313253e-07,9.541589918171667e-08
1977,3.102940695498546e-07,7.816120017878347e-08
1978,3.166335318383062e-07,8.613857715999984e-08
1979,2.773835490188503e-07,8.543881335754122e-08
1980,2.6151693077736127e-07,7.845508065429385e-08
1981,2.745288441019511e-07,9.804601575069682e-08
1982,3.252731062275416e-07,9.683703439122837e-08
1983,3.062928328745329e-07,6.252162876307921e-08
1984,2.916901280514139e-07,6.552879483479046e-08
1985,2.779187866508437e-07,7.579603078511354e-08
1986,3.0451985821855487e-07,7.612996455463872e-08
1987,3.2509547054360155e-07,8.43292724539424e-08
1988,3.0282598117992165e-07,7.615623331957977e-08
1989,3.3697071444294124e-07,8.067539880585173e-08
1990,3.2147039519259124e-07,6.211462277860846e-08
1991,3.264836152538919e-07,8.792197547791147e-08
1992,3.0855687782604946e-07,8.044518295946546e-08
1993,3.079799455463217e-07,7.145577285427862e-08
1994,3.2018803608480084e-07,7.64864367397422e-08
1995,3.220935695935623e-07,6.94073705176379e-08
1996,2.9306124815775547e-07,7.09966272438578e-08
1997,3.174220069013245e-07,8.103371840206819e-08
1998,3.094515932389186e-07,8.773357507152468e-08
1999,3.0300432740659744e-07,9.003296241871794e-08
2000,3.220744986265345e-07,8.040817078835971e-08
2001,3.3253397191401746e-07,9.025296066056399e-08
2002,3.299059869732446e-07,9.68249977972846e-08
2003,3.529383718614554e-07,7.000430457537732e-08
2004,3.1626402119400154e-07,1.0219115864629202e-07
2005,3.4273534765816294e-07,9.953286905783898e-08
2006,3.557856871339027e-07,1.11594815166427e-07
2007,5.352602556740749e-07,1.1863603788242472e-07
2008,5.415463419922162e-07,1.302776553302465e-07
2009,6.127127107902197e-07,1.5496625849209522e-07
2010,7.057346920191776e-07,1.9509265314354707e-07
2011,7.724423198851582e-07,1.9196339451355016e-07
2012,8.871482464201108e-07,2.2978706226695067e-07
2013,1.004921728053887e-06,2.644090670855803e-07
2014,1.026204472509562e-06,2.4989236635519774e-07
2015,1.0114233646163484e-06,2.4736982595641166e-07
2016,1.027591792990279e-06,2.5332488462481706e-07
2017,1.1599483968893765e-06,2.9181092031649314e-07
2018,1.1332639360261965e-06,2.713121602937463e-07
2019,1.0703944326451165e-06,2.64537419525368e-07
