year,sans_ADP approcher_VERB,sans_ADP rapprocher_VERB
1852,5.5339635540718746e-08,6.510545436100301e-09
1853,5.733054564416307e-08,1.911018143729848e-08
1854,9.352196084222442e-08,2.0263090760863633e-08
1855,6.633671745248648e-08,1.2736649068756378e-08
1856,9.73311573559954e-08,7.765783571755946e-09
1857,7.8592298891067e-08,1.806158356210119e-08
1858,8.22137575795523e-08,5.872411001917044e-09
1859,3.564521455778902e-08,2.2405561850291633e-08
1860,5.355305177090486e-08,9.15436793036406e-09
1861,4.5744848464757126e-08,2.0750240636857598e-08
1862,7.81611650957359e-08,1.3102160245637151e-08
1863,6.093437310283889e-08,1.3485475847119233e-08
1864,5.609831577046975e-08,2.3973639073915365e-08
1865,6.307171540598233e-08,1.0825742080555756e-08
1866,4.719644519646238e-08,1.0217787504984699e-08
1867,3.105799351033056e-08,2.717574432153924e-08
1868,4.79167767686306e-08,2.2723421366777075e-08
1869,5.1765301378736694e-08,1.2208797528501236e-08
1870,4.1285153073999936e-08,1.0894693147633916e-08
1871,1.911811864374613e-08,6.37270636261178e-09
1872,4.6564512024005467e-08,6.652073114565837e-09
1873,6.644464667360239e-08,2.334541759907438e-08
1874,3.883496046963586e-08,1.0754296120296658e-08
1875,3.661777370211894e-08,2.2313955128083762e-08
1876,5.441413275519835e-08,2.2370254981751714e-08
1877,3.5871932202447e-08,6.184816214727107e-09
1878,6.522215467708037e-08,1.1474268590827563e-08
1879,4.398714159581374e-08,1.4662380531937913e-08
1880,5.776061584583658e-08,7.059631101924424e-09
1881,6.902782218043413e-08,9.064259565150223e-09
1882,5.3243080611053983e-08,1.1314154724217929e-08
1883,4.4867304815898734e-08,8.21514056781325e-09
1884,6.073561031882946e-08,3.9610181801208455e-09
1885,3.545099686030895e-08,9.66845359329227e-09
1886,5.485444226627223e-08,4.5174246565693466e-09
1887,3.721486963037535e-08,2.3504128421336645e-08
1888,5.135898062391675e-08,1.014498351992188e-08
1889,4.385595531175568e-08,1.1277245803853475e-08
1890,6.751018288841948e-08,2.6217545912032847e-09
1891,3.888274358043731e-08,5.736798147637501e-09
1892,3.698422124109868e-08,7.522214851007902e-09
1893,3.6334658393144537e-08,8.621783287310336e-09
1894,3.78092355202142e-08,6.301539290376468e-09
1895,4.513960760732516e-08,6.018614495673091e-09
1896,3.597187830939319e-08,2.948514543632541e-09
1897,2.563753909168298e-08,1.981082675683865e-08
1898,3.055511621496976e-08,7.355861253444118e-09
1899,4.090408189938444e-08,1.1607914629507832e-08
1900,4.049021551377763e-08,8.824790675987515e-09
1901,2.4590450675709974e-08,1.2854099118442264e-08
1902,2.6515533602111674e-08,5.892340837476695e-09
1903,2.9161189463167148e-08,6.480264325148255e-09
1904,3.117282609821359e-08,4.837162670412454e-09
1905,2.2707339675243077e-08,3.6125313851442797e-09
1906,3.909580159611181e-08,1.5432553013283723e-09
1907,4.3714167119457414e-08,7.71426478252124e-09
1908,4.3220224066331525e-08,8.349361202419914e-09
1909,3.300590112331747e-08,1.0451868703853506e-08
1910,2.137660315426615e-08,9.085056262847502e-09
1911,4.0966880998638544e-08,9.044636151145369e-09
1912,4.115442742147479e-08,5.730363294986773e-09
1913,4.34845150998342e-08,1.3787773589513108e-08
1914,1.607218563792756e-08,2.0090231700464756e-09
1915,2.3561524287174507e-08,5.890381071793627e-09
1916,3.2962386153911893e-09,9.888715624128963e-09
1917,6.57985488317081e-09,2.7416060532914344e-08
1918,1.9526838812566893e-08,3.44591288836682e-09
1919,2.854432917809291e-08,1.2890987832747669e-08
1920,4.31617208640489e-08,6.815008557481406e-09
1921,1.666004423306333e-08,1.6660044011018726e-08
1922,2.7298360627536766e-08,5.902348387820666e-09
1923,2.9724654737606215e-08,1.2739137744688378e-08
1924,3.4807385307367156e-08,9.024136882196387e-09
1925,3.079489863111462e-08,2.1996355847875293e-09
1926,1.894843482119768e-08,6.687683296036084e-09
1927,3.679244131582493e-08,3.3447675740205796e-09
1928,3.427812322875923e-08,5.713020723163709e-09
1929,3.3421218015305953e-08,3.342121912552898e-09
1930,3.2561170204559176e-08,3.1510811737689437e-09
1931,4.334035708097872e-08,1.0264820993199919e-08
1932,3.8358379805814025e-08,7.6716757391182e-09
1933,3.4411987037685776e-08,9.176529758292418e-09
1934,2.6359476379411717e-08,1.3179738189705859e-08
1935,2.6330225111337313e-08,5.98414207075848e-09
1936,2.3036957230715416e-08,6.0623572828433225e-09
1937,2.0145789036973838e-08,1.510934133364117e-08
1938,5.186085672015395e-09,1.5558256905023882e-08
1939,1.6823455517567254e-08,3.058810094103137e-09
1940,3.296517903095264e-08,2.5357829169792012e-09
1941,3.836953510472085e-08,0.0
1942,2.123948195098535e-08,3.034211770724937e-09
1943,3.4838822049465534e-08,8.709705845433291e-09
1944,4.4984606262232774e-08,6.4263723231761105e-09
1945,1.5249528306782167e-08,4.357008087652048e-09
1946,2.7842209426864883e-08,1.2528993842408909e-08
1947,4.2915136777565976e-08,1.6689218895749036e-08
1948,1.848220954059343e-08,7.610321262063735e-09
1949,2.257911879688379e-08,7.853606653895895e-09
1950,2.5524867552917385e-08,6.381216888229346e-09
1951,3.3050344683260846e-08,7.462981344019681e-09
1952,2.741648996718027e-08,7.381362632230548e-09
1953,2.1547653883402518e-08,5.386913692895234e-09
1954,1.6613311615287785e-08,8.795282724349818e-09
1955,2.0648336374051723e-08,9.385607846468247e-09
1956,3.0523995775411095e-08,8.72114158667614e-10
1957,2.2971098467827744e-08,8.835037590415595e-09
1958,1.2408365002158916e-08,1.6544486891589827e-09
1959,1.3951346411467114e-08,6.200598257066758e-09
1960,1.9378333604436193e-08,1.1765417085030094e-08
1961,2.1539293348915578e-08,1.389631876236308e-08
1962,1.52206956482992e-08,1.8391673961559718e-08
1963,2.392439668597035e-08,1.0345685086399214e-08
1964,2.5552667481942848e-08,8.517555549758526e-09
1965,2.298258228172756e-08,1.3680108601477059e-08
1966,2.1602391431230217e-08,7.200797291773142e-09
1967,1.922830805689557e-08,1.0846738507375164e-08
1968,3.368561962702188e-08,1.122853987567396e-08
1969,2.361714024345929e-08,9.083515273289322e-09
1970,2.0234389830342536e-08,4.598724956395017e-09
1971,1.49013525962971e-08,8.221435976452085e-09
1972,3.1806909994713806e-08,8.208234980600082e-09
1973,2.3706776985932265e-08,3.859242703185828e-09
1974,1.4626486743996026e-08,7.313243399753588e-09
1975,2.513051233776764e-08,7.4249242310031605e-09
1976,1.428381679602353e-08,5.7135269293517865e-09
1977,1.5279633558407113e-08,8.815172425347129e-09
1978,1.4257419245211622e-08,5.346532216954358e-09
1979,1.6970722382936287e-08,8.777959692451986e-09
1980,2.558317740986027e-08,9.096241149197937e-09
1981,1.4548763971333756e-08,8.223214609248686e-09
1982,1.6760255960868164e-08,6.828252629986764e-09
1983,1.452522668810019e-08,7.57837881337764e-09
1984,1.5077422255149742e-08,4.059305780401701e-09
1985,1.8648229627160617e-08,1.0226448687866707e-08
1986,8.991728250862252e-09,7.792831324682226e-09
1987,1.5888123539031795e-08,5.49973533381376e-09
1988,2.0388282950811742e-08,2.99827696004229e-09
1989,2.0306052728180646e-08,9.878619700032232e-09
1990,3.487136779334321e-08,1.2531897297662908e-08
1991,2.2859714399192654e-08,8.20605094986604e-09
1992,2.5345743948079758e-08,9.91789939064347e-09
1993,1.32940979336027e-08,1.1078414852150331e-09
1994,2.0572213710323695e-08,1.002236066360851e-08
1995,1.0302656505700725e-08,4.337960657352369e-09
1996,1.5480466686312866e-08,4.804282749404365e-09
1997,2.7330898655364422e-08,3.835915585170824e-09
1998,1.1443510361530684e-08,2.3840645013706308e-09
1999,1.0511462644746672e-08,5.484241505371301e-09
2000,1.1486881668076876e-08,7.068850393920911e-09
2001,1.4019877869753117e-08,9.20054432640427e-09
2002,9.20056508757483e-09,7.00995456126563e-09
2003,1.0000615002780933e-08,5.8336921959778465e-09
2004,1.4095332012686868e-08,7.488145215006625e-09
2005,1.1259374210759177e-08,3.1526248278623825e-09
2006,1.1530091881262194e-08,9.882935358973555e-09
2007,1.2782334524175099e-08,5.592271090648637e-09
2008,1.8306990368088805e-08,4.683183785214595e-09
2009,1.3350939020995156e-08,9.53638545908575e-09
2010,1.1809482836078189e-08,4.2514138876015295e-09
2011,1.7972667576415802e-08,1.911985902935953e-09
2012,2.1787216974988866e-08,5.787229612197464e-09
2013,2.8170162535978704e-08,4.7415126269712005e-09
2014,2.1004817774006312e-08,4.547434789836657e-09
2015,3.302697249019104e-08,2.438232948875907e-09
2016,3.3348575012581705e-08,4.97121616094276e-09
2017,1.911864622172743e-08,2.5156112748447867e-09
2018,2.529837428433268e-08,4.646640072714092e-09
2019,3.2652643477959487e-08,3.5713827450933877e-09
