year,trois_DET aigles_NOUN,trois_DET règles_NOUN
1963,4.526237162849611e-09,6.013429576512408e-08
1964,1.0951143047943646e-08,4.6846557744117945e-08
1965,1.3132904208568164e-08,7.058936013493167e-08
1966,1.606331601067268e-08,7.865486395530752e-08
1967,3.303324724868162e-08,5.8670991620601853e-08
1968,4.940557296606585e-09,4.581244006374163e-08
1969,1.5441977002650376e-08,5.5409443255882707e-08
1970,9.19745013483464e-09,6.116304174241805e-08
1971,7.193756368373272e-09,5.806389102858134e-08
1972,8.721249500354133e-09,6.515286354868977e-08
1973,2.7014699421901156e-08,7.277429325824869e-08
1974,1.012602890426706e-08,6.356895809744856e-08
1975,6.282628195464213e-09,8.16741678733024e-08
1976,3.028169176522155e-08,5.713526807227254e-08
1977,9.99052895966912e-09,8.345030266809772e-08
1978,1.485147826940647e-08,7.247521338626939e-08
1979,1.404473604083023e-08,8.368322035323672e-08
1980,1.2507331226263574e-08,8.300320075704803e-08
1981,5.0604397339171214e-09,7.337637519810869e-08
1982,1.738100641190954e-08,7.262777756977812e-08
1983,2.3998200759933752e-08,1.1114956066649029e-07
1984,1.9716628885113607e-08,8.408562557349342e-08
1985,1.2031116214394899e-08,8.121003070016286e-08
1986,5.994485352545098e-09,7.732885975997306e-08
1987,5.499735167280306e-09,8.310710963854717e-08
1988,8.395175110642583e-09,8.874899570798789e-08
1989,9.878619700032232e-09,7.902896115297153e-08
1990,4.903785932874882e-09,1.018897695104215e-07
1991,2.9307325455363298e-09,9.788647048480925e-08
1992,6.060938473329003e-09,8.43021448204695e-08
1993,8.308811416668505e-09,9.804397294033151e-08
1994,8.967375397794797e-09,7.543145041921662e-08
1995,5.964695848348356e-09,8.947043639295771e-08
1996,1.44128484702577e-08,8.594328626543302e-08
1997,3.835915696193126e-09,9.206197670863503e-08
1998,1.2873948684877234e-08,9.10712705248784e-08
1999,1.1425502988160474e-08,1.0054442434181965e-07
2000,9.71966962470816e-09,8.703521992003971e-08
2001,1.1391150939177308e-08,8.192865941225591e-08
2002,4.81934359086722e-09,8.499569847941757e-08
2003,1.0417307738652681e-08,8.667199846712492e-08
2004,3.9643119897903034e-09,8.325055489422084e-08
2005,8.106749049829887e-09,9.412836732280994e-08
2006,8.235780057930242e-09,9.388789123931929e-08
2007,1.0785094373133575e-08,9.706584869206836e-08
2008,3.831695793987677e-09,1.0175280529267638e-07
2009,6.675469732542183e-09,9.154929614396679e-08
2010,2.3618964561933353e-09,1.0439582709409478e-07
2011,7.2655467198146084e-09,1.2121990877744793e-07
2012,7.829781129009561e-09,1.191488419038933e-07
2013,5.8571625882741785e-09,1.1463303906111832e-07
2014,7.795602663396295e-09,9.592922012302552e-08
2015,5.984753762011685e-09,1.0085418011840375e-07
2016,1.1392370269369678e-08,9.217463414756821e-08
2017,4.2765391228272165e-09,1.0942909334232809e-07
2018,7.48625322843921e-09,9.473982842678197e-08
2019,7.908062371608793e-09,9.591713912016075e-08
