year,nos_DET aides_NOUN,nos_DET raids_NOUN
2010,1.228186230495254e-08,3.7790344187271785e-09
2011,1.300150453964477e-08,3.4415748029203996e-09
2012,1.3617010741207025e-08,7.829781267787439e-09
2013,1.3108887531032565e-08,5.020425131174733e-09
2014,1.3642304202976518e-08,1.1909948360866451e-08
2015,1.2634479601425497e-08,7.09304109891562e-09
2016,1.9677730778155933e-08,7.0425559828279916e-09
2017,1.911864680459452e-08,5.282783988036499e-09
2018,1.8328413009527367e-08,5.421080140344259e-09
2019,1.811201238988147e-08,7.908062094053037e-09
