year,sans_ADP emporter_VERB,sans_ADP remporter_VERB
1935,9.095896302824258e-08,7.180970484910176e-09
1936,7.881064334469556e-08,8.487299751891442e-09
1937,6.295559273894469e-08,1.5109342110797286e-08
1938,8.9459980756601e-08,6.482607339819424e-09
1939,7.035263394072899e-08,7.647025235257843e-09
1940,7.86092684279538e-08,7.607348528892999e-09
1941,8.264207496111453e-08,1.1806010391524069e-08
1942,7.888950426249153e-08,3.034211770724937e-09
1943,1.1032293656398906e-07,0.0
1944,1.0603514510876266e-07,3.2131861615880553e-09
1945,1.0238968695119866e-07,1.742803235060819e-08
1946,8.491873870752897e-08,1.1136883415474585e-08
1947,1.096720159132758e-07,3.5762612871081956e-09
1948,8.588791278185681e-08,1.3046265401328583e-08
1949,8.835307674370796e-08,1.1780409536754632e-08
1950,8.508288829034427e-08,1.595304155443955e-08
1951,1.0554787466254822e-07,8.529121520162164e-09
1952,1.1072044259208269e-07,1.0544804140977249e-08
1953,9.911921239336152e-08,1.6160741300730308e-08
1954,7.329401796596358e-08,8.795282724349818e-09
1955,8.540903451148552e-08,1.1262729415761896e-08
1956,9.767678332828211e-08,6.976913269340912e-09
1957,8.393286066166183e-08,8.835037701437898e-10
1958,7.031407278645929e-08,1.0753916868111446e-08
1959,7.673240043359897e-08,3.100299128533379e-09
1960,8.997083256190308e-08,4.844583401109048e-09
1961,9.17157052526818e-08,9.03260666262895e-09
1962,7.039571636724418e-08,7.610347907416326e-09
1963,6.918677264433626e-08,1.7458344103715717e-08
1964,9.247631993503092e-08,6.6923653285755336e-09
1965,8.372226406594407e-08,1.5321720781003023e-08
1966,7.643922961264593e-08,1.0524241922382771e-08
1967,7.691323844483122e-08,1.7256174156266013e-08
1968,1.0599741107064631e-07,8.982831367632116e-09
1969,6.90347209397757e-08,8.629339909305145e-09
1970,7.817832869960739e-08,6.898087712148282e-09
1971,6.782685002537647e-08,9.24911525146399e-09
1972,6.823095466401696e-08,1.4364410771960934e-08
1973,7.167165150256949e-08,7.718485461882807e-09
1974,6.131873253600872e-08,1.0688586238316589e-08
1975,7.196464846259687e-08,6.8537762132336866e-09
1976,7.941802238065065e-08,1.1998406490576485e-08
1977,5.994317509028235e-08,7.639816612670103e-09
1978,8.49504568911641e-08,1.128712323605896e-08
1979,7.432006299268323e-08,1.58003277128671e-08
1980,6.424220361234134e-08,5.6851505725319385e-09
1981,6.831593563072502e-08,1.8976649140967083e-09
1982,6.269577446094132e-08,8.690503427999374e-09
1983,6.062703294951177e-08,4.4207211225000265e-09
1984,6.900819826682891e-08,1.4497521405587577e-08
1985,7.158513937177702e-08,6.617113634810323e-09
1986,5.934540597829496e-08,7.792831269171074e-09
1987,6.416357445360177e-08,5.49973533381376e-09
1988,7.195864504261351e-08,3.597932174415064e-09
1989,7.244321209576299e-08,7.134558610566444e-09
1990,6.048002593184165e-08,7.628111475810329e-09
1991,7.033758420149638e-08,5.8614650910726596e-09
1992,7.107827670882472e-08,5.509944056569793e-09
1993,6.92400921042946e-08,6.093128224193833e-09
1994,7.068401663978818e-08,9.494867780901473e-09
1995,8.025227504759869e-08,7.591431483433553e-09
1996,6.45909130625455e-08,4.270473752399084e-09
1997,7.432086179814945e-08,4.794894259418925e-09
1998,6.103205341112528e-08,7.152193948201102e-09
1999,8.317766253540526e-08,1.1425502988160474e-08
2000,8.129177708759983e-08,3.97622823555821e-09
2001,7.272811863856532e-08,7.009938629565227e-09
2002,6.747081249258713e-08,6.571832134039113e-09
2003,8.208838020440368e-08,7.500461585152607e-09
2004,8.457199229816581e-08,6.6071870752359985e-09
2005,8.28689903364932e-08,1.306087415997581e-08
2006,6.300371779843772e-08,7.000412693969338e-09
2007,8.028903553114475e-08,9.986198756806175e-09
2008,8.344581736707823e-08,5.960415716543821e-09
2009,7.10460716923933e-08,1.0966842767246021e-08
2010,8.739017243186709e-08,7.0856894796023084e-09
2011,8.259779415986657e-08,4.5887662558641296e-09
2012,1.0893608928808085e-07,1.2595735121578855e-08
2013,1.0793913829409973e-07,7.2517252203141425e-09
2014,1.1931602950099318e-07,1.234303714792162e-08
2015,1.2036004265469913e-07,1.1747849637533392e-08
2016,1.4064399178614906e-07,8.906761828075815e-09
2017,8.804639684001359e-08,8.553078523210189e-09
2018,1.146171186849898e-07,7.744400343234759e-09
2019,1.015293153994179e-07,1.2499839996404916e-08
