year,vingt - deux rois
1933,1.2687977335446021e-09
1934,0.0
1935,2.6527477992033255e-09
1936,2.684458655366484e-09
1937,5.579036344016686e-09
1938,0.0
1939,1.6942175440348706e-09
1940,0.0
1941,1.3123854003538327e-08
1942,3.3643954289175326e-09
1943,0.0
1944,3.5494505112865227e-09
1945,0.0
1946,1.5397358943403106e-09
1947,1.3167827939142285e-09
1948,3.609619714239898e-09
1949,3.244822410763959e-09
1950,7.05765845765427e-09
1951,1.1799059507211496e-09
1952,2.3360564593843947e-09
1953,4.7633044175654504e-09
1954,1.188739595647803e-08
1955,0.0
1956,5.788134416206958e-09
1957,6.845143563083411e-09
1958,9.148918289625385e-10
1959,0.0
1960,0.0
1961,2.3004387283975802e-09
1962,3.497129030805013e-09
1963,2.8528732709531823e-09
1964,2.01339389604982e-09
1965,2.413545363566527e-09
1966,1.222114964782861e-09
1967,5.43188660717675e-10
1968,1.976373731338299e-09
1969,1.4978221996031493e-09
1970,0.0
1971,1.6998997764972046e-09
1972,0.0
1973,0.0
1974,0.0
1975,0.0
1976,0.0
1977,1.2989321840350954e-09
1978,0.0
1979,1.2882890310095263e-09
1980,0.0
1981,2.7851303485704193e-09
1982,2.7274857927750418e-09
1983,1.3883862948205206e-09
1984,6.368131577616509e-10
1985,1.3216827632334116e-09
1986,6.58354371019243e-10
1987,0.0
1988,0.0
1989,1.205561317441095e-09
1990,1.790998682693612e-09
1991,1.9289774777497826e-09
1992,4.828028643544258e-09
1993,1.8198214046805106e-09
1994,5.77337011531398e-10
1995,5.928857960135758e-10
1996,2.3334127963181572e-09
1997,4.710816181585642e-09
1998,2.0810239642621298e-09
1999,1.4955428007112914e-09
2000,0.0
2001,0.0
2002,2.38667308138929e-09
2003,1.3613796756573038e-09
2004,4.796653629846048e-10
2005,0.0
2006,1.3462255754603802e-09
2007,2.1815120820889433e-09
2008,4.6488379812359426e-10
2009,2.086278705348832e-09
2010,1.0353725654610457e-09
2011,2.0982131587743424e-09
2012,1.1248695308552215e-09
2013,2.156136158504296e-09
2014,1.6766086297081984e-09
2015,1.4708499695981203e-09
2016,6.877464153731694e-10
2017,1.3945098964462943e-09
2018,0.0
2019,1.6995006790754275e-09
