year,avez_VERB apporté_VERB,avez_VERB rapporté_VERB
1901,1.173635197915246e-07,1.956058603980182e-08
1902,9.820567470342212e-08,2.8479647085077886e-08
1903,6.642270733436817e-08,1.4040573148577096e-08
1904,1.0910488867921231e-07,1.9348650681649815e-08
1905,1.207617685849982e-07,2.2707340008309984e-08
1906,9.773950893077199e-08,1.9033482345776065e-08
1907,7.662836765121028e-08,1.9542804707839423e-08
1908,8.987841937369012e-08,1.5716445034286153e-08
1909,8.746563651129691e-08,6.0510818578052294e-09
1910,1.0153886620400954e-07,1.870452770447173e-08
1911,1.0215118351197816e-07,1.3300935464144459e-08
1912,9.11648712076385e-08,1.9795800554334164e-08
1913,1.0181740606185485e-07,1.2196876397752021e-08
1914,9.308473636338022e-08,1.2054139020278853e-08
1915,1.1898569596269226e-07,1.1780762143587253e-08
1916,8.789969285771804e-08,1.4283700444650549e-08
1917,1.1514745779095392e-07,5.483212106582869e-09
1918,1.3783650842924544e-07,9.189101035644853e-09
1919,1.3351380800941115e-07,1.5653341733923298e-08
1920,1.5068741276991204e-07,3.256059599721084e-08
1921,1.1737758853769265e-07,2.0446417892117097e-08
1922,1.4829650751835288e-07,1.3280283539529592e-08
1923,8.705077192416866e-08,1.9108707505210987e-08
1924,1.2633792323413218e-07,2.5783249313349188e-08
1925,1.1438105218530836e-07,1.9796720707176974e-08
1926,1.1034676816734645e-07,1.114613823460786e-08
1927,1.0926240179287561e-07,7.804457524684949e-09
1928,7.998228568339982e-08,1.1426041446327417e-08
1929,1.214304319319126e-07,2.6736975300423182e-08
1930,1.0608639655629304e-07,4.201441416995522e-09
1931,1.1975625113791466e-07,1.596749932275543e-08
1932,1.0521155502374313e-07,2.6302888755935783e-08
1933,1.3305968593613215e-07,1.4911860191091364e-08
1934,1.1142869738023364e-07,2.6359476379411717e-08
1935,8.856530087086867e-08,2.393656828303392e-08
1936,1.1033490210365926e-07,3.6374142808881516e-08
1937,1.057653946645587e-07,1.0072894518486919e-08
1938,9.07565009811151e-08,1.0372171566075394e-08
1939,1.0858775567612611e-07,1.3764645423464117e-08
1940,1.0903866609623947e-07,1.0143131667916805e-08
1941,8.264207451702532e-08,2.6563522936839945e-08
1942,9.102635090130207e-08,1.2136847082899749e-08
1943,9.00002916637277e-08,1.7419411690866582e-08
1944,9.639558129492798e-08,3.213186161588055e-08
1945,1.0456819410364915e-07,1.089252066321933e-08
1946,1.3085838190818322e-07,1.3921104269343232e-08
1947,1.0967201546918659e-07,2.5033829231801974e-08
1948,1.1632919694193333e-07,1.6307831529616124e-08
1949,7.755436826073492e-08,2.1597418964347526e-08
1950,1.3187847969220456e-07,1.914365022059883e-08
1951,8.742349422163898e-08,2.9851925376078725e-08
1952,9.49032354924384e-08,1.1599284199803606e-08
1953,1.0342874645630218e-07,5.386913581872932e-09
1954,9.479359874831061e-08,1.172704333640695e-08
1955,8.634759041115103e-08,1.3139850985055546e-08
1956,8.808353157974125e-08,7.849027205963921e-09
1957,8.039884136223918e-08,1.3252556385623393e-08
1958,7.445019178931034e-08,2.2335056470978998e-08
1959,1.0618524726169198e-07,1.1626121398933265e-08
1960,8.720250121996287e-08,1.7994166157109248e-08
1961,1.0144312767579322e-07,6.25334317660986e-09
1962,8.942158302716052e-08,2.1562652108286784e-08
1963,7.823924619287936e-08,1.0992290633282664e-08
1964,9.490990748872719e-08,2.494427064902993e-08
1965,9.466634764976334e-08,2.188817305182056e-08
1966,7.699313897546745e-08,1.8278946356531378e-08
1967,9.07181743059482e-08,2.7116845657815247e-08
1968,9.476887186110616e-08,1.3474247495537384e-08
1969,8.811009877263132e-08,1.9529558414888015e-08
1970,1.0209169687414033e-07,1.5635665207014426e-08
1971,8.581123722706252e-08,1.490135304038631e-08
1972,7.028301496347922e-08,7.182205497002769e-09
1973,8.490334124644505e-08,9.37244681864513e-09
1974,9.788494992335472e-08,8.438357568252286e-09
1975,7.596268858378608e-08,6.282628195464213e-09
1976,7.141908753283133e-08,9.712995741040231e-09
1977,8.168726850499297e-08,9.990529292736028e-09
1978,7.900986531694798e-08,8.316828115084718e-09
1979,8.48536103603692e-08,7.022368020415115e-09
1980,6.310516909024955e-08,1.193881615790815e-08
1981,7.780425903547439e-08,2.0874313833019187e-08
1982,5.2143018791639406e-08,3.7245013739806154e-09
1983,5.62063142695024e-08,8.841442245000053e-09
1984,6.72685018798802e-08,1.0438215625185876e-08
1985,6.857736423171445e-08,3.0077789148208467e-09
1986,6.71382380801333e-08,1.2588419195935785e-08
1987,7.027439608009445e-08,1.2221633483022742e-08
1988,6.11648474091453e-08,8.994830658082265e-09
1989,7.13455889922443e-08,1.2073869015694072e-08
1990,8.554381736303185e-08,1.4166492867673242e-08
1991,7.737133955743047e-08,1.582595565707834e-08
1992,7.328225848368675e-08,9.91789939064347e-09
1993,6.314696321396696e-08,8.308811416668505e-09
1994,7.595894402356862e-08,1.5824779708850656e-08
1995,6.615390191200277e-08,8.133675954979935e-09
1996,7.313186500823576e-08,1.4946657245218375e-08
1997,5.7059242664081467e-08,4.315404922294874e-09
1998,6.24624902911819e-08,8.10582001520288e-09
1999,6.124069784618769e-08,9.597422412355172e-09
2000,6.582867229099065e-08,8.394259509714175e-09
2001,6.046072087428911e-08,6.133696661692056e-09
2002,6.528019724783007e-08,8.762443215459825e-09
2003,6.41706137116671e-08,1.12506919336397e-08
2004,6.563139010040686e-08,7.488145215006625e-09
2005,6.620511783239635e-08,1.0358624180639708e-08
2006,8.194601264222001e-08,9.471146533712727e-09
2007,1.1304376812404371e-07,1.1184542181297275e-08
2008,1.0090131752349407e-07,7.2376473703172906e-09
2009,1.0013204132519604e-07,1.1443662017995848e-08
2010,1.2281861927476712e-07,1.1809482280966677e-08
2011,1.6634278665605962e-07,1.9884653923440965e-08
2012,1.8553177483227046e-07,4.119145913250577e-08
2013,1.997013470145248e-07,3.235384937738672e-08
2014,1.8471247642537492e-07,3.053277808362509e-08
2015,2.0591986071849533e-07,3.1697027225163765e-08
2016,2.141765662599937e-07,2.8170225263579596e-08
2017,1.7760216053375188e-07,2.7420163917213358e-08
2018,1.8973780413489294e-07,3.665682868358999e-08
2019,1.7984463340781076e-07,2.627517403652746e-08
