year,mieux_ADV établi_VERB,mieux_ADV etabli_VERB,mieux_ADV rétabli_VERB
1965,8.91943088277003e-08,5.472043373977442e-10,5.472043373977442e-10
1966,8.031658182972023e-08,2.215629901769489e-09,0.0
1967,8.825301023307475e-08,0.0,0.0
1968,6.647295691664112e-08,0.0,0.0
1969,9.855614280240843e-08,4.5417578031781147e-10,0.0
1970,7.495921749978152e-08,0.0,0.0
1971,6.268844998658096e-08,0.0,0.0
1972,8.31083823982226e-08,0.0,1.5390440033513642e-09
1973,7.001769120051904e-08,0.0,0.0
1974,4.500457251310763e-08,0.0,5.625571675160757e-10
1975,7.253579781263397e-08,0.0,0.0
1976,5.370715427943651e-08,0.0,5.713526873840635e-10
1977,4.2900506258547466e-08,0.0,1.1753563677885381e-09
1978,6.653462492067774e-08,0.0,0.0
1979,5.969013017192992e-08,0.0,0.0
1980,4.832378053265529e-08,0.0,1.1370301367108482e-09
1981,4.7441620409927054e-08,0.0,3.795329828193417e-09
1982,6.083352133146036e-08,0.0,6.207502289967692e-10
1983,5.052253015946917e-08,0.0,0.0
1984,7.190770645593147e-08,0.0,5.799008495621649e-10
1985,5.353846788125338e-08,0.0,3.0077789148208467e-09
1986,6.414099118501326e-08,0.0,0.0
1987,8.005169860325623e-08,0.0,2.4443267410134695e-09
1988,5.336933028843305e-08,5.996553809062277e-10,5.996553809062277e-10
1989,5.2137160366783064e-08,1.0976244357863152e-09,5.488122178931576e-10
1990,5.0127589190651634e-08,0.0,5.44865097484859e-10
1991,4.8064013213888757e-08,0.0,0.0
1992,4.958949872957419e-08,0.0,5.509944167592096e-10
1993,5.926952084678305e-08,0.0,0.0
1994,4.800183361908239e-08,0.0,0.0
1995,4.880205750623645e-08,0.0,0.0
1996,4.3238546965085334e-08,5.338092190498855e-10,0.0
1997,4.411302967355368e-08,0.0,4.79489448146353e-10
1998,5.101898281623107e-08,0.0,2.3840645013706308e-09
1999,5.4385392189715276e-08,0.0,4.570201161957499e-10
2000,5.478359099697627e-08,0.0,0.0
2001,5.3888904005816585e-08,4.3812117822561447e-10,8.762423564512289e-10
2002,4.950780407853017e-08,0.0,4.38122149670761e-10
2003,5.125315283294185e-08,0.0,8.333845835650777e-10
2004,5.682180770349987e-08,0.0,8.809582507929292e-10
2005,5.17931191268417e-08,9.007499190971657e-10,2.251874686720612e-09
2006,5.270899094966808e-08,0.0,0.0
2007,5.0330442036283785e-08,0.0,0.0
2008,4.5554603644859526e-08,0.0,0.0
2009,6.389377915638761e-08,0.0,4.76819250749827e-10
2010,3.495607003856094e-08,0.0,4.723793023408973e-10
2011,3.976930784688193e-08,0.0,1.1471915639660324e-09
2012,3.472337795074054e-08,0.0,1.0212758416727752e-09
2013,3.0122549787847674e-08,0.0,0.0
2014,3.009968807532459e-08,4.330890368553497e-10,8.661780737106994e-10
2015,3.5021891164888075e-08,0.0,2.2165753954528356e-10
2016,4.1219667679115446e-08,0.0,1.0356699942093428e-09
2017,2.3646746782901573e-08,0.0,2.515611330355938e-10
2018,2.220061290358899e-08,0.0,1.0325866828253538e-09
2019,3.1377147990951926e-08,0.0,1.2754939326953263e-09
