year,aurons_VERB empli_VERB,aurons_VERB rempli_VERB
1993,0.0,1.1078414852150331e-09
1994,0.0,3.6924485691258724e-09
1995,0.0,2.7112254663563817e-09
1996,0.0,0.0
1997,0.0,9.110299181713799e-09
1998,0.0,2.86087753487152e-09
1999,0.0,3.656160929565999e-09
2000,0.0,1.7672125984802278e-09
2001,0.0,3.943090742808408e-09
2002,0.0,4.38122149670761e-10
2003,0.0,8.333845835650777e-10
2004,4.404791253964646e-10,3.523833003171717e-09
2005,0.0,2.251874686720612e-09
2006,0.0,4.117890028965121e-09
2007,0.0,5.192823504529542e-09
2008,0.0,4.257439678578834e-10
2009,0.0,7.1522885392028e-09
2010,0.0,6.140930874920514e-09
2011,0.0,6.500752380844688e-09
2012,0.0,4.085103366691101e-09
2013,0.0,5.857162754807632e-09
2014,2.1654451842767486e-10,4.547434873103384e-09
2015,2.2165753954528356e-10,7.75801378694041e-09
2016,4.1426800878596737e-10,8.285359953674742e-09
2017,2.515611330355938e-10,6.037467414898856e-09
2018,5.162933414126769e-10,6.9699601645822895e-09
2019,0.0,6.632568272380013e-09
