year,sans_ADP abattre_VERB,sans_ADP rabattre_VERB
1857,2.880090299584026e-08,2.440754542920587e-09
1858,5.236233491245912e-08,2.936205500958522e-09
1859,3.6663649671808685e-08,5.601390462572908e-09
1860,4.897586691754441e-08,5.950338888283113e-09
1861,4.7631232291678316e-08,1.4147891747029462e-09
1862,2.5300723294208183e-08,3.162590411776023e-09
1863,1.9978482868054925e-08,6.493007020935693e-09
1864,3.643993196078554e-08,1.102787461348953e-08
1865,2.3063536858103362e-08,1.2237795665726026e-08
1866,1.8489329178805747e-08,9.731225825149181e-10
1867,3.105799351033056e-08,9.7056229719783e-10
1868,3.062721987134864e-08,9.87974813071446e-10
1869,3.7603097524652185e-08,4.395167341186834e-09
1870,4.4152177025580386e-08,1.1468097582678638e-09
1871,2.6552942955504477e-08,1.0621177271019633e-09
1872,4.2936108002322726e-08,6.652073114565837e-09
1873,3.6514627765882324e-08,8.380406590902112e-09
1874,2.9873046258899194e-08,0.0
1875,3.1468399441791917e-08,5.149374260327022e-09
1876,2.7811667635546655e-08,6.650616057868319e-09
1877,3.587193120324628e-08,0.0
1878,1.872117572077059e-08,4.22736201599605e-09
1879,3.421222061206208e-08,0.0
1880,2.1178893305773272e-08,1.9253538763308597e-09
1881,1.673401861523871e-08,1.1156012114099667e-08
1882,1.5972924316542958e-08,3.3276925659464496e-09
1883,1.4534479397809719e-08,6.319338941018771e-10
1884,1.1883054540362536e-08,5.281357573494461e-09
1885,3.480643329112354e-08,6.445635691854079e-10
1886,2.9040586824180536e-08,3.872078213618124e-09
1887,1.5016526688782506e-08,7.1818169189441505e-09
1888,1.0779045211961602e-08,1.0779045211961602e-08
1889,2.1301464370182543e-08,1.2530273485467092e-09
1890,2.0318598359381213e-08,1.9663159989136147e-09
1891,1.466070642663908e-08,1.9122659011827636e-09
1892,2.4447198043731078e-08,1.8805537127519756e-09
1893,1.3548516086814288e-08,3.079208221734575e-09
1894,3.0877544077156927e-08,1.2603078580752936e-09
1895,1.625025980445116e-08,1.8055843487019274e-09
1896,3.066455178668548e-08,5.89702897624278e-10
1897,2.0976168357833558e-08,9.905413378419325e-09
1898,1.0750873968845553e-08,5.092519295146758e-09
1899,2.3768587098516036e-08,2.7637891975018647e-09
1900,2.076421168339948e-08,5.191053142894475e-10
1901,1.397184767881754e-08,5.58873880507349e-09
1902,2.553347577816112e-08,8.838511256215043e-09
1903,1.0800440541913758e-08,9.720396931811592e-09
1904,9.674325340824907e-09,5.374625189347171e-09
1905,1.961088502699937e-08,8.773290205432716e-09
1906,1.2860461140462576e-08,7.716276506641861e-09
1907,1.2857108266928208e-08,3.599990305858114e-09
1908,3.830883343880487e-08,1.4734167219643268e-09
1909,2.9155213354670195e-08,2.7504918342913243e-09
1910,2.4583092894658876e-08,3.206490406526541e-09
1911,2.3941684190731394e-08,3.7242617878519013e-09
1912,1.0418842677495377e-08,1.0418842455450772e-09
1913,1.4318072061314524e-08,2.121195885607108e-09
1914,2.276892807628883e-08,3.348371857558874e-09
1915,2.3561524287174507e-08,0.0
1916,7.69122365795738e-09,2.197492410260793e-09
1917,1.6449636319748606e-08,1.0966424213165737e-08
1918,3.331049214239101e-08,0.0
1919,1.93364815270769e-08,4.603924352863942e-09
1920,2.7260034229925623e-08,3.786115865267448e-09
1921,2.120369302360814e-08,0.0
1922,2.1396012073182646e-08,5.902348387820666e-09
1923,2.3355084977083607e-08,0.0
1924,1.2891624545652292e-08,3.867487219366694e-09
1925,9.898360353588487e-09,4.399271169575059e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,2.6758140592164636e-08,5.574612327308159e-09
1928,1.3711249025050165e-08,1.1426041224282812e-09
1929,7.798284684668033e-09,4.4561625500705304e-09
1930,1.7856125467119455e-08,1.0503603542488804e-09
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,1.2055489939655217e-08,5.4797681947604815e-09
1933,1.2617728861741284e-08,1.1470662197865522e-09
1934,1.1981580172459871e-08,2.3963160344919743e-09
1935,2.0346082152400413e-08,1.196828414151696e-09
1936,1.6974599503782883e-08,1.33371855781661e-08
1937,1.0072894518486919e-08,2.5182236296217297e-09
1938,6.482607339819424e-09,9.075650453382877e-09
1939,1.8352861452797242e-08,0.0
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,1.7709016475464523e-08
1942,9.102635090130207e-09,3.034211770724937e-09
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,3.2131861615880553e-09,0.0
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,2.7842208538686464e-08,0.0
1947,9.53669654357725e-09,2.3841741914054637e-09
1948,1.522064252412747e-08,2.174377566888097e-09
1949,1.3743811422273211e-08,2.945102384188658e-09
1950,2.339779503479633e-08,1.0635361480382244e-09
1951,2.0256663901818683e-08,1.7058242818279723e-08
1952,4.2179215675730575e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,1.2209597999301991e-08,2.616342476002842e-09
1957,7.951533653738352e-09,0.0
1958,7.445019267748876e-09,0.0
1959,9.300897829689347e-09,4.650448914844674e-09
1960,1.2457499920515147e-08,4.152500121534786e-09
1961,7.64297514166401e-09,3.47407969059077e-09
1962,1.331810839388936e-08,5.0735651235811474e-09
1963,1.2285501505004959e-08,2.5864212993553792e-09
1964,1.2167936880302932e-08,3.6503808864551957e-09
1965,9.849678406226303e-09,1.0944086747954884e-09
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,1.1832804958089582e-08,0.0
1968,1.5719955115400808e-08,1.3474247273492779e-09
1969,1.589615195030092e-08,4.5417577476669635e-09
1970,9.657322413980651e-09,9.197450023812337e-10
1971,1.3873672877195986e-08,1.541519245584766e-09
1972,1.0260293947794707e-08,5.130146973897354e-09
1973,9.37244681864513e-09,5.513203782392395e-10
1974,1.518904385600095e-08,5.625571675160757e-10
1975,9.138368284311582e-09,3.4268881066168433e-09
1976,7.427584769459372e-09,2.285410749536254e-09
1977,5.876781727920388e-09,2.3507127355770763e-09
1978,4.752473081737207e-09,5.940591352171509e-10
1979,5.851973128301324e-09,2.3407893401383717e-09
1980,7.95921106799824e-09,1.1370301367108482e-09
1981,5.060439622894819e-09,6.325549528618524e-10
1982,1.0552754226011984e-08,3.7245013739806154e-09
1983,3.157658134966823e-09,3.789189628733425e-09
1984,1.275781880138993e-08,5.799008495621649e-10
1985,8.421781494405423e-09,1.2031116103372597e-09
1986,7.792830936104167e-09,8.392279760016663e-09
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,9.594485872455039e-09,1.1993107618124554e-09
1989,8.780995486290522e-09,1.6464366536794728e-09
1990,8.172976073694826e-09,8.172976573295188e-09
1991,7.033758464558559e-09,5.2753188484189195e-09
1992,8.815910668147353e-09,2.7549720282848966e-09
1993,1.1632335983335906e-08,4.985286850001103e-09
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,5.4224509327127635e-09,2.1689803286761844e-09
1996,7.473328622609188e-09,3.736664533349199e-09
1997,4.315404922294874e-09,2.397447240731765e-09
1998,6.675381136744818e-09,3.337690568372409e-09
1999,7.769341614505265e-09,3.199140841125825e-09
2000,7.068850393920911e-09,6.627047133278552e-09
2001,1.0514908055370142e-08,3.943090742808408e-09
2002,8.324320788233308e-09,4.81934359086722e-09
2003,7.083769126836614e-09,5.833692307000149e-09
2004,1.0571499231559756e-08,3.9643121285681815e-09
2005,7.656374201303606e-09,8.106749271874492e-09
2006,5.353256948836815e-09,3.2943118788431036e-09
2007,4.7933754743212376e-09,7.190063044948403e-09
2008,7.237647453584017e-09,4.6831836186811415e-09
2009,6.675469510497578e-09,4.768192729542875e-09
2010,4.2514138876015295e-09,2.3618965672156378e-09
2011,1.185431303118989e-08,4.97116342534909e-09
2012,1.361701096325163e-08,3.744677901096338e-09
2013,1.0877588052515819e-08,8.646287852354106e-09
2014,9.527958866328845e-09,4.547434831470021e-09
2015,1.1082877018897541e-08,4.87646573121836e-09
2016,8.906762438698479e-09,6.835422117212886e-09
2017,5.534344815760761e-09,3.018733624182701e-09
2018,6.195520096952123e-09,7.228106557732872e-09
2019,1.1989642778598153e-08,4.5917777913295765e-09
