year,veux_VERB établir_VERB,veux_VERB rétablir_VERB
1899,4.2562355417885556e-08,4.4220627160029835e-09
1900,4.1009318607621026e-08,1.038210628578895e-09
1901,3.688567673520993e-08,5.029864968975062e-09
1902,2.6024505217492333e-08,2.455141867585553e-09
1903,4.3201762167655033e-08,2.1600881083827517e-09
1904,2.956043942958786e-08,6.987012746151322e-09
1905,5.057543717157387e-08,3.6125313851442797e-09
1906,3.600929332492342e-08,5.144184522798412e-10
1907,3.034277540336916e-08,4.114274698707732e-09
1908,1.9154416719402434e-08,2.9468334439286537e-09
1909,2.4204327431220918e-08,6.0510818578052294e-09
1910,2.0842188419578633e-08,2.137660271017694e-09
1911,2.3409645777405785e-08,4.788336838146279e-09
1912,2.7609932118366487e-08,0.0
1913,2.5454351515463713e-08,0.0
1914,2.0090231700464756e-08,1.1384464038144415e-08
1915,2.0027295377644805e-08,1.1780761921542648e-09
1916,1.2086208478478966e-08,0.0
1917,2.8512703309502285e-08,0.0
1918,2.1824114071478107e-08,0.0
1919,3.1306683467846597e-08,0.0
1920,1.817335615328375e-08,1.514446346106979e-09
1921,2.499006690470651e-08,8.330022005509363e-09
1922,3.32007097370024e-08,8.115729421831475e-09
1923,1.2739137744688378e-08,2.1231896241147297e-09
1924,3.2229060309418855e-08,0.0
1925,2.1996356736053713e-08,6.598906754362588e-09
1926,2.1177662290483568e-08,7.802296586589819e-09
1927,3.1217830098739796e-08,1.7838759802657478e-08
1928,1.3711249025050165e-08,1.1426041224282812e-09
1929,2.4508894469477127e-08,1.1140406375176326e-09
1930,1.3654684494213143e-08,0.0
1931,2.3951248095954725e-08,6.843213995466613e-09
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,1.1470662641954732e-08,3.4411986593596566e-09
1934,1.3179738189705859e-08,2.3963160344919743e-09
1935,5.98414207075848e-09,3.590485242455088e-09
1936,4.849885826274658e-09,2.424942913137329e-09
1937,2.0145789036973838e-08,5.0364472592434595e-09
1938,1.8151300906765755e-08,0.0
1939,9.176430282309411e-09,1.2235240376412548e-08
1940,5.0715658339584024e-09,0.0
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,3.6410540360520827e-08,6.068423541449874e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,0.0
1947,7.152522574216391e-09,0.0
1948,9.784699273041042e-09,1.0871888278529696e-08
1949,1.2762110479513922e-08,1.9634016634739737e-09
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,1.2793682557799002e-08,3.1984206394497505e-09
1952,1.370824520563474e-08,0.0
1953,8.619061908632375e-09,1.0773827385790469e-09
1954,2.052232517257835e-08,4.886268278880834e-09
1955,1.407841132561316e-08,3.754243138587299e-09
1956,1.3081712602058815e-08,4.360570571293465e-09
1957,1.0602045463770082e-08,0.0
1958,1.4062814024384807e-08,2.4816730892496253e-09
1959,1.4726420971555854e-08,3.8753737996444215e-09
1960,1.5225833038812198e-08,2.076250060767393e-09
1961,5.55852741612739e-09,6.25334317660986e-09
1962,1.8391673961559718e-08,3.805173953708163e-09
1963,9.052474325699222e-09,7.1126584622049904e-09
1964,8.517555549758526e-09,4.867174663303331e-09
1965,1.4774516721161035e-08,1.0944086747954884e-09
1966,1.7171132071780448e-08,3.3234448526542337e-09
1967,1.824224149515885e-08,3.451234853457663e-09
1968,1.0779397818794223e-08,2.6948494546985557e-09
1969,2.952142530432411e-08,2.2708788183223305e-09
1970,2.575285940054073e-08,4.5987250119061684e-10
1971,1.4387513402880359e-08,3.083038491169532e-09
1972,1.4364410994005539e-08,5.130146862875051e-10
1973,1.0475087464101307e-08,1.102640756478479e-09
1974,1.0688586016271984e-08,4.500457340128605e-09
1975,7.4249242310031605e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,3.9994687561772935e-09
1977,1.3516598507123945e-08,4.11374712072643e-09
1978,1.7821774278559133e-08,4.158414057542359e-09
1979,1.404473604083023e-08,4.681578680276743e-09
1980,1.762396628635088e-08,1.7055452605774235e-09
1981,1.2651098835192442e-08,0.0
1982,1.4277254933858785e-08,5.586751949948621e-09
1983,1.0736036948344463e-08,6.315316269933646e-09
1984,1.333771937339634e-08,2.3196033982486597e-09
1985,1.0226449020933615e-08,1.2031116103372597e-09
1986,8.392279760016663e-09,1.7983456945813714e-09
1987,1.588812459374367e-08,1.2221633705067347e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,9.329808037250586e-09,8.232182935330457e-09
1990,1.5256222951620657e-08,5.448650863826288e-09
1991,1.1722930182145319e-08,1.7584396161396398e-09
1992,1.1019888113139586e-08,1.1019888335184191e-09
1993,1.3848018731721368e-08,1.1078414852150331e-09
1994,1.7407257857371405e-08,1.0549853213248639e-09
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,8.540947504798169e-09,2.6690460952494277e-09
1997,1.102825741838842e-08,2.3974471297094624e-09
1998,1.0013071261028017e-08,1.9072516899143466e-09
1999,1.0054442611817649e-08,3.1991407301035224e-09
2000,1.192868470667463e-08,1.7672125984802278e-09
2001,1.445799924226776e-08,4.381211837767296e-09
2002,1.1391176002462089e-08,3.9430991805033955e-09
2003,1.12506919336397e-08,3.7502307925763034e-09
2004,8.369103632333008e-09,2.642874807889939e-09
2005,7.656374201303606e-09,4.954124666056714e-09
2006,9.882935358973555e-09,1.6471559671771274e-09
2007,1.3181781888249589e-08,7.190063211481856e-09
2008,1.1920831433087642e-08,8.51487946817997e-09
2009,2.0026408975581944e-08,3.814554005998616e-09
2010,9.447585824773341e-09,2.8342759250676863e-09
2011,1.9502257586623273e-08,6.118355155848576e-09
2012,1.6340413466764403e-08,7.829781267787439e-09
2013,1.5061274893923837e-08,9.204113027294625e-09
2014,1.8622827724357194e-08,5.630157673408576e-09
2015,1.7067630864175953e-08,5.54143841924315e-09
2016,2.237047169728612e-08,7.871092222444531e-09
2017,1.1823373391450787e-08,6.792150397672003e-09
2018,2.323320025254816e-08,8.26069346260283e-09
2019,1.7091618786935214e-08,8.418259866971312e-09
