year,leurs_DET arts_NOUN,leurs_DET rares_ADJ
1839,2.740658295863341e-07,5.0338622270551525e-08
1840,3.293129053894006e-07,4.968357103507515e-08
1841,4.0706278525703965e-07,7.062603657459476e-08
1842,2.8174712429773763e-07,6.305768884828922e-08
1843,4.1112101367701825e-07,4.4892523476391943e-08
1844,3.8255273260290323e-07,3.402908010929906e-08
1845,2.6952499787569195e-07,6.640471195140663e-08
1846,3.653208899834226e-07,5.034871009002018e-08
1847,2.9932391143461246e-07,4.907833606182521e-08
1848,3.210043532653195e-07,2.815827521152059e-08
1849,2.279200925769942e-07,3.2679717376637996e-08
1850,2.769910292244049e-07,5.634866617754142e-08
1851,2.702314800817618e-07,4.127640806927957e-08
1852,2.8776610538905345e-07,5.4037528673944735e-08
1853,2.974021926505088e-07,7.703791737867505e-08
1854,2.317266301066212e-07,7.637626842083023e-08
1855,2.589785346174267e-07,5.413075854221461e-08
1856,2.0656985633138447e-07,8.076414886870609e-08
1857,2.1332195121459563e-07,6.492407417235668e-08
1858,2.437050765080606e-07,8.466059475686905e-08
1859,2.9789212807607157e-07,5.1940169498720934e-08
1860,2.0002293132925786e-07,6.957319795275474e-08
1861,2.48531297430965e-07,4.291527133659656e-08
1862,2.8553672315467793e-07,6.280001241254496e-08
1863,2.3075148247730937e-07,5.344244269345211e-08
1864,2.2535221533281913e-07,5.9454626111232756e-08
1865,2.20280310436749e-07,1.0496262792258904e-07
1866,1.5034743816588758e-07,6.276640829305791e-08
1867,2.3778775926075468e-07,5.82337378318698e-08
1868,1.9067913648029844e-07,6.619431114351926e-08
1869,1.7531834206607755e-07,5.1765301378736694e-08
1870,1.8578318261575077e-07,6.823518194920553e-08
1871,1.1577083469660465e-07,6.585129597169725e-08
1872,2.582214007063044e-07,4.958818156097777e-08
1873,1.7898153714668297e-07,6.34516446051947e-08
1874,1.6967889671093417e-07,8.304706566875097e-08
1875,1.9167115306029103e-07,9.097228098609023e-08
1876,1.831942544328058e-07,6.831996968159615e-08
1877,2.0409892576012112e-07,6.98884221606022e-08
1878,2.602847164467903e-07,5.254007173771669e-08
1879,2.034405275352924e-07,6.903537530522641e-08
1880,1.7264006357819994e-07,8.664092776555776e-08
1881,1.9523021876910462e-07,8.436734311167982e-08
1882,1.5972924272134037e-07,6.655384821030452e-08
1883,1.6051121171090088e-07,8.404720741594929e-08
1884,1.6438224825776615e-07,8.912290994089744e-08
1885,1.7467672686066749e-07,7.541393826082654e-08
1886,1.251972037152882e-07,5.937186742244194e-08
1887,1.9586774158142362e-07,7.899998721860868e-08
1888,1.084245115912097e-07,7.545331781599884e-08
1889,1.7918290384777436e-07,7.518163780417808e-08
1890,1.2125615267422063e-07,6.751018288841948e-08
1891,1.389580031041504e-07,8.987650335079422e-08
1892,1.209822917402903e-07,6.080457115587024e-08
1893,1.2994259190879376e-07,6.712674149866871e-08
1894,1.3359262940326744e-07,6.616615966237305e-08
1895,1.2338159649516456e-07,5.236194544622208e-08
1896,1.2501701873723903e-07,8.078929386590161e-08
1897,8.332200496230513e-08,1.0371550374088656e-07
1898,1.1939128796711884e-07,8.544115903674765e-08
1899,1.5145565512852954e-07,6.411990938204326e-08
1900,8.720969102427034e-08,5.035321548607641e-08
1901,1.190401378581285e-07,9.05375685533727e-08
1902,1.016428754496701e-07,8.249277105853992e-08
1903,9.50438781011087e-08,6.53426635022214e-08
1904,1.3221578143429724e-07,6.664534968336966e-08
1905,1.2385822306670846e-07,7.48310089448978e-08
1906,1.301478673165768e-07,6.533114227380565e-08
1907,1.1622825968338191e-07,5.965698335330671e-08
1908,1.1050625170483386e-07,6.581261580151931e-08
1909,8.69155369898067e-08,5.831042537707276e-08
1910,9.405705458931379e-08,7.107720412236063e-08
1911,7.448523731135026e-08,7.92735721510951e-08
1912,1.0002088524085906e-07,6.095022797580896e-08
1913,1.0659009408442444e-07,7.10600641107284e-08
1914,1.1585366826993848e-07,6.763711218882307e-08
1915,1.1545146694214026e-07,8.835571208010151e-08
1916,9.668966782783173e-08,6.70235194011326e-08
1917,8.77313937053259e-08,8.882803825827068e-08
1918,9.303964532136888e-08,8.155327257952649e-08
1919,8.1949848795837e-08,9.760318953055958e-08
1920,1.1055458060127421e-07,4.694783584113793e-08
1921,9.693117064557555e-08,5.906743028027961e-08
1922,1.2468711396707022e-07,6.123686335790524e-08
1923,1.1252905096625909e-07,6.157250131977321e-08
1924,9.668718092825657e-08,8.37955622667863e-08
1925,1.2427940410120186e-07,7.148815495128247e-08
1926,7.80229711949687e-08,3.5667642395154076e-08
1927,1.4939960779614125e-07,6.243565797703354e-08
1928,1.0854739307397665e-07,5.370239530844145e-08
1929,8.466708578680482e-08,4.4561623724348465e-08
1930,1.4179864449292978e-07,6.407198505087308e-08
1931,1.0606981426519724e-07,6.957267295604197e-08
1932,1.0411560014134125e-07,6.13734059129456e-08
1933,6.767690918785263e-08,5.620624632385329e-08
1934,1.114286956038768e-07,4.073737258636356e-08
1935,9.335261808018913e-08,6.582556100198644e-08
1936,9.093535879856063e-08,6.062357016389797e-08
1937,8.561960340713881e-08,6.29555889641864e-08
1938,6.482606929036905e-08,4.797129216083107e-08
1939,1.0399954142314982e-07,9.176430371127253e-08
1940,1.343965010391912e-07,7.607348861959906e-08
1941,7.083606590185809e-08,7.673907109762013e-08
1942,9.406056733496371e-08,1.0316320242509391e-07
1943,6.387117701400769e-08,4.935499831049128e-08
1944,1.2210107591670294e-07,7.069009200222354e-08
1945,1.1328221205531008e-07,7.84261473540937e-08
1946,1.1415305412043608e-07,6.960551957035932e-08
1947,6.914105465938292e-08,6.198852986472048e-08
1948,7.610321572926182e-08,5.2185063159626566e-08
1949,8.4426268642801e-08,6.086545178973779e-08
1950,1.0422653962116613e-07,5.530387969798767e-08
1951,7.889437370067753e-08,5.7571570843961695e-08
1952,7.27591498161928e-08,3.5852331770058754e-08
1953,7.43394120705787e-08,5.494652155491053e-08
1954,7.818028846529046e-08,7.42712753520891e-08
1955,8.25933454962069e-08,5.162084359966457e-08
1956,9.069987516596711e-08,7.587392869545795e-08
1957,7.156380599226964e-08,5.6544242177380966e-08
1958,7.279574276708445e-08,3.3916197683669935e-08
1959,7.130687862400009e-08,5.73555332117337e-08
1960,7.958958292419993e-08,6.297958266010539e-08
1961,7.78193811612482e-08,5.419564130804133e-08
1962,8.815319607613503e-08,5.961439059065654e-08
1963,7.112658551022832e-08,5.88410856705579e-08
1964,8.821754166055129e-08,5.718930373710407e-08
1965,8.153344310812827e-08,5.3078820116958525e-08
1966,7.920876576861247e-08,5.926809931722232e-08
1967,1.1536984922955185e-07,5.275459002973548e-08
1968,1.167768121090873e-07,7.410836388999087e-08
1969,8.538504903121691e-08,5.540944347792731e-08
1970,7.771845106363529e-08,6.024329624043645e-08
1971,1.1150322665187673e-07,6.47438094247832e-08
1972,9.798580569153614e-08,6.874396518696813e-08
1973,7.112032562872628e-08,6.560712417780223e-08
1974,5.62557183059198e-08,6.750685721534921e-08
1975,6.682431896720686e-08,6.625317094943739e-08
1976,6.056338519577764e-08,5.5992563252615923e-08
1977,5.5829427136888654e-08,5.700478244996532e-08
1978,6.891085702065425e-08,5.405938019453771e-08
1979,6.378650851956991e-08,5.617894416332092e-08
1980,5.5145962907232615e-08,4.718675145065632e-08
1981,6.009272213169936e-08,7.400892898523637e-08
1982,8.007677954058323e-08,6.021277076939668e-08
1983,5.999550367619122e-08,6.504775273974417e-08
1984,6.26292886996005e-08,6.900820292976562e-08
1985,6.316336120804067e-08,5.0530686745986486e-08
1986,6.773768662649005e-08,5.694761218144606e-08
1987,5.988600415562928e-08,7.577412830528374e-08
1988,5.75669182323324e-08,6.116485051776976e-08
1989,6.421102871634332e-08,7.079677544208351e-08
1990,7.628111675650473e-08,6.37492183486188e-08
1991,4.747786724879077e-08,8.20605094986604e-08
1992,6.777231020826946e-08,7.052728534517883e-08
1993,5.982344042365639e-08,8.142634833063767e-08
1994,7.80689148327518e-08,6.69915674045285e-08
1995,6.886512282644475e-08,7.537206303531718e-08
1996,5.65837787736001e-08,7.740233787245643e-08
1997,6.185414025416947e-08,9.781584964230206e-08
1998,6.72306215143692e-08,7.53364419736613e-08
1999,7.358023684789217e-08,7.815044078540723e-08
2000,7.289751802197486e-08,7.51065316606514e-08
2001,9.419605467853032e-08,9.156732438952986e-08
2002,6.30895898856565e-08,8.236696347196926e-08
2003,6.25038470980499e-08,7.458791895231798e-08
2004,7.796480350208412e-08,8.281007479737923e-08
2005,7.656374578779435e-08,6.980811706469581e-08
2006,8.688748032170679e-08,1.013000900940142e-07
2007,8.668020123892006e-08,9.187302518753881e-08
2008,7.961412284984704e-08,9.579239534929229e-08
2009,7.343016772409783e-08,1.0060886124207968e-07
2010,5.5268379206552254e-08,1.091196217828383e-07
2011,4.8564443078102926e-08,9.789368249357722e-08
2012,6.70637801958307e-08,1.1063821681034369e-07
2013,5.0204252033392294e-08,1.0654457582859322e-07
2014,6.734534219177135e-08,1.27544721451045e-07
2015,6.9600469054798e-08,1.0550899087746757e-07
2016,8.88604909654589e-08,1.1040242231530328e-07
2017,6.263872442957563e-08,9.207137496858309e-08
2018,6.995774493034901e-08,1.1255194909409738e-07
2019,5.637682898296248e-08,9.89783255356258e-08
