year,aviez_VERB envoyé_VERB,aviez_VERB renvoyé_VERB
1854,4.7800114089113777e-08,3.63696517347023e-09
1855,2.4942604426314574e-08,4.776243400783642e-09
1856,3.4169449492083004e-08,2.5885946719483854e-09
1857,5.27202992373077e-08,1.4644527812635033e-09
1858,4.893675864536817e-08,5.3830437884982985e-09
1859,3.411756210880412e-08,3.5645213447565993e-09
1860,3.524431591017674e-08,8.696649622663699e-09
1861,2.452301117727984e-08,1.2733101684148096e-08
1862,6.280001230152266e-08,2.981871105589562e-08
1863,2.6970951694238465e-08,3.995696662428827e-09
1864,6.041356925834407e-08,1.9178911792039344e-09
1865,4.23615986733239e-08,4.23615986733239e-09
1866,4.6223323835192787e-08,3.4059290943133647e-09
1867,3.88224918879132e-08,1.3102591012170706e-08
1868,4.5940829807022965e-08,7.409810987013543e-09
1869,5.030024752272766e-08,8.30198221279943e-09
1870,3.669791226457164e-08,8.027668307875047e-09
1871,3.292564798584863e-08,7.434824311758348e-09
1872,5.200711683528425e-08,8.4662747923403e-09
1873,3.5317427204972773e-08,1.1373408881354408e-08
1874,5.855116924635695e-08,4.182226565063729e-09
1875,3.089624556196213e-08,7.437985338754061e-09
1876,3.3857681103199866e-08,4.232210137899983e-09
1877,3.030559980743419e-08,6.80329748092845e-09
1878,2.6571990829893366e-08,6.6429977074733415e-09
1879,2.504823370941267e-08,2.443730107160036e-09
1880,8.471557322309309e-08,1.9253538763308597e-09
1881,1.673401861523871e-08,1.6036766581351003e-08
1882,3.0614771162618126e-08,3.3276925659464496e-09
1883,3.728409936343269e-08,7.58320695126713e-09
1884,1.8484751507230612e-08,6.601696966868076e-09
1885,4.060750313783501e-08,6.445635580831777e-09
1886,2.710454793941608e-08,6.453463874400711e-10
1887,3.7867764035581786e-08,7.1818169189441505e-09
1888,4.438430423192585e-08,7.60873763994141e-09
1889,4.761503902273034e-08,1.1903759755682586e-08
1890,4.1948073459252555e-08,1.4419650362640368e-08
1891,1.5935549768641977e-08,9.561330394092238e-09
1892,2.382034658410248e-08,6.268512375839919e-09
1893,1.9091091374434654e-08,1.0469308087124318e-08
1894,3.0247388593807045e-08,5.041231432301174e-09
1895,1.2037228991346183e-08,1.8657704714541978e-08
1896,3.597187614445829e-08,2.7716035688740703e-08
1897,3.1464253424928756e-08,3.4960281336537946e-09
1898,4.9227686815811467e-08,1.3580051749784161e-08
1899,3.6482017407024614e-08,1.2160672469008205e-08
1900,1.453494924419374e-08,6.748368974740515e-09
1901,2.1237207548097103e-08,1.117747761014698e-08
1902,1.915010727771005e-08,5.892340837476695e-09
1903,1.296052865029651e-08,6.480264325148255e-09
1904,1.8811189050893518e-08,6.449550227216605e-09
1905,2.6835946798087207e-08,4.64468330463319e-09
1906,2.211999294843281e-08,5.144184633820714e-09
1907,1.1828539925318182e-08,5.142843373384665e-10
1908,2.2101250607420297e-08,3.437972351250096e-09
1909,3.905698164885507e-08,1.2102163715610459e-08
1910,1.2291546447329438e-08,5.878565634276356e-09
1911,1.649316061502759e-08,2.6601871816467337e-09
1912,2.9693701719679666e-08,1.0418842677495377e-08
1913,2.0151361468379037e-08,4.772690687104841e-09
1914,2.276892807628883e-08,2.0090231700464756e-09
1915,3.180805663305364e-08,2.3561523843085297e-09
1916,2.197492321442951e-08,3.2962386153911893e-09
1917,2.0836205649743533e-08,1.0966424213165737e-08
1918,2.412139110674616e-08,2.2972752589112133e-09
1919,9.207848705727883e-09,5.524709134618888e-09
1920,3.028892692213958e-08,3.028892692213958e-09
1921,2.877644078580488e-08,7.572747429129834e-10
1922,1.4018077365562931e-08,7.377935484775833e-10
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,2.836157442231979e-08,1.4180787211159895e-08
1925,3.079489729884699e-08,2.1996355847875293e-09
1926,2.1177662290483568e-08,3.343841648018042e-09
1927,2.3413372574054847e-08,2.2298449753321847e-09
1928,1.7139061725401916e-08,6.8556245125250825e-09
1929,1.3368487650211591e-08,1.1140406375176326e-09
1930,1.05036033204442e-08,1.3654684494213143e-08
1931,1.1405356659111021e-08,5.7026783295555106e-09
1932,1.9727165678773417e-08,3.287861094491973e-09
1933,2.867665571670841e-08,3.4411986593596566e-09
1934,8.38710612072191e-09,8.38710612072191e-09
1935,1.555876849579363e-08,1.196828414151696e-09
1936,2.0612015205756506e-08,1.2124714565686645e-09
1937,2.1404900962807005e-08,0.0
1938,1.6854778905894818e-08,1.2965214457594243e-09
1939,1.988226472349197e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,0.0
1941,1.1806010391524069e-08,0.0
1942,3.944475324146879e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,1.1136883415474585e-08,0.0
1947,3.5762614203349585e-08,8.344609447874518e-09
1948,4.348755133776194e-09,0.0
1949,6.8719057111366055e-09,2.945102384188658e-09
1950,2.4461330738745346e-08,1.0635361480382244e-09
1951,2.6653504292539765e-08,8.529121409139861e-09
1952,2.2144087452602434e-08,5.272402070488624e-09
1953,1.2928593307037772e-08,0.0
1954,3.127211556375187e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,0.0
1956,5.232684952005684e-09,1.744228317335228e-09
1957,1.3252556385623393e-08,3.534015080575159e-09
1958,4.9633461784992505e-09,0.0
1959,1.3176271629333769e-08,7.750747821333448e-10
1960,1.868625076895114e-08,0.0
1961,1.598076693198891e-08,3.47407969059077e-09
1962,1.1415521861124489e-08,6.341956404476434e-10
1963,1.4871922360271128e-08,6.466053248388448e-10
1964,2.494427064902993e-08,0.0
1965,1.91521518644322e-08,5.472043373977442e-10
1966,1.9386762417639147e-08,2.215629901769489e-09
1967,1.6763140209263838e-08,3.451234853457663e-09
1968,1.3474247495537384e-08,3.1439910674890825e-09
1969,1.7712855182594467e-08,1.2716921737876419e-08
1970,2.115413444414571e-08,3.6789800095249348e-09
1971,2.1067430466814585e-08,2.0553589941130213e-09
1972,1.0773308467548759e-08,1.0260293725750103e-09
1973,1.3783009400469837e-08,0.0
1974,7.313243344242437e-09,2.812785782069227e-09
1975,1.4849848462006321e-08,5.711480177694739e-10
1976,1.4855169538918744e-08,5.713526873840635e-10
1977,7.052138428775834e-09,5.876781838942691e-10
1978,1.3663360221016774e-08,0.0
1979,2.2822696621460636e-08,1.1703946700691858e-09
1980,1.6486936260662333e-08,5.685150683554241e-10
1981,1.2018544381930951e-08,0.0
1982,7.449002747961231e-09,0.0
1983,1.136756910824488e-08,0.0
1984,1.0438215625185876e-08,0.0
1985,9.02333674446254e-09,6.015558051686298e-10
1986,9.591176741707841e-09,2.997242676272549e-09
1987,6.110816741511371e-09,0.0
1988,1.5591039570495013e-08,2.398621523624911e-09
1989,1.3720305780395847e-08,0.0
1990,8.717841559757744e-09,2.179460389939436e-09
1991,9.37834432335194e-09,5.861465202094962e-10
1992,8.264915862810085e-09,1.1019888335184191e-09
1993,1.0524494165053966e-08,1.1078414852150331e-09
1994,1.6879765141197822e-08,1.0549853213248639e-09
1995,8.133675954979935e-09,0.0
1996,1.3345230698291743e-08,0.0
1997,1.1507746755512471e-08,4.79489448146353e-10
1998,6.675381136744818e-09,1.43043876743576e-09
1999,1.2339542720951613e-08,9.140402323914998e-10
2000,1.4137700787841823e-08,1.7672125984802278e-09
2001,9.638665865452367e-09,2.6287270138425356e-09
2002,9.63868718173444e-09,0.0
2003,1.2500768420409258e-08,0.0
2004,1.6297727611913615e-08,8.809582507929292e-10
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,1.1530091548195287e-08,2.8825228870488218e-09
2007,1.5179022483380322e-08,7.988958938831558e-10
2008,1.2772319202269955e-08,1.7029758714315335e-09
2009,1.7165493915172192e-08,1.907277002999308e-09
2010,1.842279218067233e-08,3.3066551718974324e-09
2011,1.911985947344874e-08,1.911985902935953e-09
2012,2.8595723122748495e-08,3.4042526575461807e-09
2013,2.147626254611623e-08,1.3945624655065103e-09
2014,1.9272462736807938e-08,1.7323561474213989e-09
2015,2.349569960813369e-08,2.2165753954528356e-10
2016,2.2991875070488277e-08,2.899876117012923e-09
2017,2.1382696502314502e-08,3.018733707449428e-09
2018,2.090988004965766e-08,2.581466596041082e-09
2019,2.653027308952005e-08,2.806086474294034e-09
