year,peux_VERB entrer_VERB,peux_VERB rentrer_VERB
1872,2.1770421909650395e-08,6.047339295989218e-10
1873,1.1373408881354408e-08,4.788803575905831e-09
1874,2.3898437007119355e-08,6.572069999322139e-09
1875,1.6592428764283795e-08,1.716458086775674e-09
1876,1.6928840551599933e-08,2.418405919968336e-09
1877,1.2988113695655557e-08,8.040260901509555e-09
1878,1.6305540029293297e-08,5.435179861734696e-09
1879,2.993569481191116e-08,9.163987790827832e-09
1880,2.631317030932223e-08,2.5671385017744797e-09
1881,1.4642266066289267e-08,3.4862537301449947e-09
1882,1.6638463051776853e-08,1.1314154946262533e-08
1883,2.7173157945981075e-08,5.687405213450347e-09
1884,1.7164412113856997e-08,6.601696966868076e-10
1885,1.0957580620640783e-08,2.5782542767416317e-09
1886,2.0005737511041843e-08,1.936039106809062e-09
1887,1.3710741875172516e-08,6.528924623161458e-10
1888,1.775372027168487e-08,2.53624587998047e-09
1889,1.50363277384713e-08,4.385595886446936e-09
1890,1.9007721618891082e-08,1.0487018364813139e-08
1891,1.0836173736095134e-08,3.1871101313640793e-09
1892,2.570090096298827e-08,1.002961980134387e-08
1893,1.6627724974682678e-08,8.005941687372342e-09
1894,1.1972924873759894e-08,8.822155450616265e-09
1895,2.046328972937772e-08,1.1435367319734269e-08
1896,3.4202766840962795e-08,5.897029087265082e-09
1897,2.2724183423861177e-08,1.4566784223291052e-08
1898,1.6975064909274806e-08,1.584339415217073e-08
1899,1.6582735185011188e-08,2.7637891975018647e-09
1900,1.0901211489056095e-08,8.30568502863116e-09
1901,1.956058603980182e-08,1.397184767881754e-08
1902,2.4060391012881155e-08,9.329538919189417e-09
1903,1.3500550899436803e-08,2.1600881083827517e-09
1904,8.061937784020756e-09,2.6873125946735854e-09
1905,1.2901897328276846e-08,1.5482277682110634e-09
1906,2.6749759740596346e-08,1.5432553013283723e-09
1907,3.3428481316377656e-08,3.599990305858114e-09
1908,2.553922229253658e-08,1.080505640516094e-08
1909,1.3752458727367411e-08,4.400786846048277e-09
1910,1.870452770447173e-08,8.01622590529405e-09
1911,2.2345570727111408e-08,5.852411444351446e-09
1912,1.6670147928721235e-08,5.209421227725386e-10
1913,2.1211958411981868e-08,7.42418571064718e-09
1914,2.6117300322425763e-08,8.036092680185902e-09
1915,3.534228465440492e-09,0.0
1916,1.3184954461564757e-08,2.197492410260793e-09
1917,2.3029491202919417e-08,7.676496771580332e-09
1918,3.331049214239101e-08,1.1486376294556067e-09
1919,2.8544329566670967e-08,8.287063479883727e-09
1920,2.1959472462640406e-08,8.329454459499175e-09
1921,2.8019165654313838e-08,1.2873671018098776e-08
1922,3.9103056792555435e-08,1.475587119159627e-08
1923,3.3971033985835675e-08,6.369568872344189e-09
1924,2.0626599095407983e-08,1.0313299547703991e-08
1925,2.0896537833436923e-08,1.9796720707176974e-08
1926,3.009457216762712e-08,1.114613823460786e-08
1927,2.3413372574054847e-08,1.0034302277972529e-08
1928,5.141718517620575e-08,1.1426041446327417e-08
1929,3.78773812315103e-08,7.798284684668033e-09
1930,2.941009036305786e-08,1.1553964007759987e-08
1931,2.2810713318222042e-08,1.1405356659111021e-08
1932,3.507051715700982e-08,3.287861094491973e-09
1933,2.7529589274877253e-08,1.261772819560747e-08
1934,4.553000465534751e-08,8.38710612072191e-09
1935,2.752705441366743e-08,4.787313656606784e-09
1936,3.273672888326473e-08,7.274828739411987e-09
1937,4.658713592675667e-08,7.554670666820584e-09
1938,4.148868626430158e-08,6.482607339819424e-09
1939,3.976452944698394e-08,3.058810094103137e-09
1940,1.2678914806940611e-08,1.7750480196809804e-08
1941,3.836953510472085e-08,2.9515025090631752e-08
1942,2.4273694165799498e-08,2.4273694165799498e-08
1943,6.387117679196308e-08,0.0
1944,5.462416652335378e-08,3.2131861615880553e-09
1945,5.2284097051824574e-08,1.5249527862692958e-08
1946,4.733175273941015e-08,1.9489545977080525e-08
1947,5.006765846360395e-08,2.0265479960812627e-08
1948,4.4574740343250596e-08,3.261566305923225e-08
1949,3.8286334103077024e-08,1.1780409536754632e-08
1950,3.93508372553697e-08,1.595304155443955e-08
1951,3.838104589704017e-08,2.3455083209000804e-08
1952,3.796129277588989e-08,1.370824520563474e-08
1953,4.0940545176226806e-08,2.477980309834038e-08
1954,3.420387528763058e-08,1.4658803948464083e-08
1955,3.848099083825218e-08,1.9709776921672528e-08
1956,5.319896345667985e-08,1.3953826538681824e-08
1957,4.94762097957846e-08,1.501956425897788e-08
1958,6.286904863372911e-08,1.6544486669545222e-08
1959,5.8905683886223414e-08,2.0927018340444192e-08
1960,6.505583627358646e-08,2.7683332959327345e-08
1961,4.168895628708924e-08,1.598076693198891e-08
1962,5.580921680348183e-08,2.72704117065814e-08
1963,5.819448034571906e-08,1.681173777967615e-08
1964,5.901449284806404e-08,1.3384730657151067e-08
1965,3.447387442179206e-08,1.8057743744748223e-08
1966,5.095948907296588e-08,1.6617224929404983e-08
1967,3.9935716955596945e-08,2.021437595089992e-08
1968,4.895643357372137e-08,2.2007936806289763e-08
1969,4.4509224750299836e-08,2.1346261647181564e-08
1970,3.7709543931896405e-08,1.4256047897731605e-08
1971,4.007949883089168e-08,1.7470551227916076e-08
1972,3.693705608043274e-08,1.0260293947794707e-08
1973,4.465695013777804e-08,1.268036875501366e-08
1974,4.219178606490459e-08,1.7439271360331077e-08
1975,4.3407247574123176e-08,1.3707552426467373e-08
1976,4.1137393935741784e-08,1.9425991482080462e-08
1977,3.937443793233797e-08,1.7630345183761165e-08
1978,4.3366316759829715e-08,1.7227714366185864e-08
1979,3.6867433550469286e-08,1.345953837272873e-08
1980,4.4912688679232815e-08,2.21720881654619e-08
1981,4.99718417756867e-08,2.0241758491579276e-08
1982,5.338451813940992e-08,2.6071509395819703e-08
1983,5.494324994970157e-08,2.5892795463278162e-08
1984,5.8569984417999876e-08,1.9716628330002095e-08
1985,5.9554025710895075e-08,1.9851341903631692e-08
1986,4.855533219938479e-08,1.6185110141009318e-08
1987,4.522004459772688e-08,1.649920555735207e-08
1988,5.4568641161267806e-08,2.278690480750356e-08
1989,5.488122312158339e-08,1.92084268491044e-08
1990,5.5031375012504213e-08,1.961514328741032e-08
1991,5.6270067716468475e-08,2.1687421636329418e-08
1992,5.7854414592384273e-08,2.920270425477156e-08
1993,3.76666093870881e-08,3.0465642453236796e-08
1994,6.382661155157621e-08,2.4264663167627987e-08
1995,5.368226396740283e-08,2.76544991351102e-08
1996,5.017806614660003e-08,1.3345230698291743e-08
1997,5.897720356529135e-08,2.205651483677684e-08
1998,5.149579607177657e-08,2.6701524546979272e-08
1999,4.20458512451205e-08,2.9249287436527993e-08
2000,5.478359099697627e-08,3.446064411605221e-08
2001,5.2136421402337874e-08,3.0230360437144554e-08
2002,6.17752249354453e-08,3.6364138367162013e-08
2003,7.417122560582357e-08,2.416815370054337e-08
2004,7.400049639727513e-08,4.228599692623902e-08
2005,7.926599465690742e-08,2.8373621674404603e-08
2006,7.371023258428977e-08,4.8591100920702957e-08
2007,1.8055047235066013e-07,7.749289920866431e-08
2008,1.6135696512264985e-07,7.152498682216901e-08
2009,2.19336854456742e-07,8.392018457925587e-08
2010,2.820104327838635e-07,1.3226620865225414e-07
2011,3.414806997170672e-07,1.6022443105612183e-07
2012,4.4221243911124475e-07,1.698722087439819e-07
2013,4.7359344534925185e-07,1.818509502982124e-07
2014,4.822446157959348e-07,1.9835478326513112e-07
2015,4.883115707343677e-07,1.952802932692066e-07
2016,5.323344112184714e-07,2.065125954686664e-07
2017,6.133060423962888e-07,2.711828983592568e-07
2018,6.776350005566201e-07,2.896405533192592e-07
2019,6.122370450611925e-07,2.795882494410762e-07
