year,as_VERB emporté_VERB,as_VERB remporté_VERB
1844,1.097712254427563e-09,1.097712254427563e-09
1845,1.1160455892778032e-09,2.2320911785556063e-09
1846,5.269050973311096e-09,6.439951683034906e-09
1847,9.707802561820245e-09,5.393223645455691e-10
1848,8.045221711050488e-10,0.0
1849,4.1897072478036534e-09,8.379414939696517e-10
1850,2.0366988096043315e-09,1.3577992064028876e-09
1851,8.384270167027807e-09,3.2247193804124663e-09
1852,7.812654523320361e-09,4.557382027314816e-09
1853,7.166318205520383e-09,7.763511611358354e-09
1854,5.195664343204953e-09,5.195664454227256e-10
1855,1.1144567935161831e-08,2.1227748447927297e-09
1856,5.177189343896771e-09,5.177189232874468e-10
1857,2.9289055625270066e-09,1.4644527812635033e-09
1858,2.936205500958522e-09,2.936205500958522e-09
1859,3.055304009791371e-09,1.018434669930457e-09
1860,1.327383358784573e-08,3.204028820036342e-09
1861,1.3204698667834691e-08,1.2733101684148096e-08
1862,2.710791813242963e-09,8.132375661773494e-09
1863,2.4973103585068657e-09,3.995696662428827e-09
1864,1.582260189536555e-08,9.589455896019672e-10
1865,5.6482134525026595e-09,3.294791106611683e-09
1866,5.838735717134114e-09,3.4059290943133647e-09
1867,2.91168689159349e-09,4.85281148598915e-09
1868,1.0867722721741302e-08,1.975949626142892e-09
1869,3.906815315701806e-09,9.767038733343725e-09
1870,3.4404292748035914e-09,1.7202146374017957e-09
1871,1.274541272522356e-08,6.37270636261178e-09
1872,3.628403577593531e-09,2.4189357183956872e-09
1873,8.380406590902112e-09,1.1972008939764578e-09
1874,5.377148060148329e-09,5.377148060148329e-09
1875,7.437985338754061e-09,5.721527251978387e-09
1876,7.255217759905008e-09,0.0
1877,9.895705588292003e-09,4.329371083855449e-09
1878,7.850815109122777e-09,6.039088784604019e-09
1879,2.6270098985037293e-08,9.774920428640144e-09
1880,5.776061406947974e-09,3.8507077526617195e-09
1881,6.2752567586699115e-09,0.0
1882,4.6587693702804245e-09,6.655385131892899e-10
1883,4.423537092179686e-09,1.8958017378167824e-09
1884,1.1222884843675729e-08,6.601696966868076e-10
1885,4.511945039809007e-09,0.0
1886,5.808117542471791e-09,1.2906927748801422e-09
1887,4.570247291724172e-09,3.9173548849191775e-09
1888,2.53624587998047e-09,1.9021844099853524e-09
1889,6.265136853755848e-09,3.132568426877924e-09
1890,6.554386366985909e-09,1.3108772956016423e-09
1891,8.92390783491237e-09,2.5496880162734215e-09
1892,8.775916882086676e-09,4.387958441043338e-09
1893,1.847525021858587e-09,0.0
1894,7.561847148451761e-09,6.301539290376468e-10
1895,4.213029924926559e-09,0.0
1896,4.1279202278587945e-09,5.89702897624278e-10
1897,6.409385022720926e-09,5.826713556089658e-10
1898,5.092519295146758e-09,1.6975064687230201e-09
1899,8.291367592505594e-09,1.1055156790007459e-09
1900,3.114631885736685e-09,1.5573159428683425e-09
1901,6.147612641171918e-09,2.794369402536745e-09
1902,1.276673788908056e-08,4.910283846193408e-10
1903,5.940242076007962e-09,5.400220270956879e-10
1904,3.2247751136083025e-09,0.0
1905,5.160758931310738e-09,2.0643036169332163e-09
1906,5.658602919567102e-09,0.0
1907,4.6285588695127444e-09,5.142843373384665e-10
1908,2.9468334439286537e-09,2.4556945366072114e-09
1909,6.0510818578052294e-09,0.0
1910,1.336037680488289e-08,3.740905363258662e-09
1911,5.3203743632934675e-09,1.5961122423746588e-09
1912,9.897900277167082e-09,2.0837684910901544e-09
1913,1.060597942803554e-09,1.590896969716482e-09
1914,2.0090231700464756e-09,3.3483718020477227e-09
1915,5.890381071793627e-09,0.0
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,1.1486376294556067e-09
1919,8.287063479883727e-09,1.1049418269237776e-08
1920,7.572231730534895e-10,1.514446346106979e-09
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,8.115729421831475e-09,3.6889677978990676e-09
1923,1.8047112249064412e-08,1.0615948120573648e-09
1924,6.445812328337297e-09,9.02413699321869e-09
1925,2.1996355847875293e-09,0.0
1926,1.0031524944054127e-08,1.2260752413340015e-08
1927,3.3447675740205796e-09,7.804457524684949e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,2.2280812750352652e-09,0.0
1930,5.2518016602221e-09,7.352522590764465e-09
1931,6.843213995466613e-09,0.0
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,1.1470662197865522e-09,1.1470662197865522e-09
1934,4.7926320689839486e-09,9.585264137967897e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,0.0,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,1.0372171566075394e-08,3.8895642262559704e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,1.1806010391524069e-08,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,8.344609447874518e-09,3.5762612871081956e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,7.444753258312176e-09,2.1270722960764488e-09
1951,1.1727541604500402e-08,5.330700769690111e-09
1952,8.435843135146115e-09,6.326882129314981e-09
1953,8.619061908632375e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,2.9317608341017376e-09
1955,5.631364707880948e-09,1.8771215692936494e-09
1956,1.1337483840634377e-08,1.744228317335228e-09
1957,1.1485549400447326e-08,5.301022731885041e-09
1958,7.445019267748876e-09,5.790570245522986e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,6.920833239831836e-09,2.076250060767393e-09
1961,6.94815938118154e-09,0.0
1962,1.2049716779927166e-08,6.341956404476434e-10
1963,9.69907976156037e-09,6.466053470433053e-09
1964,1.034274621503073e-08,3.6503808864551957e-09
1965,4.924839203113152e-09,5.472043373977442e-10
1966,9.416426749453422e-09,1.1078149508847446e-09
1967,5.916402479044791e-09,9.860671168482327e-10
1968,6.737123747768692e-09,2.245707841908029e-09
1969,6.8126366770115965e-09,1.3625273131978588e-09
1970,1.74751555448438e-08,3.6789800095249348e-09
1971,8.735275613958038e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,1.5390440033513642e-09
1973,4.410563025913916e-09,1.6539611902288698e-09
1974,8.438357568252286e-09,5.06301445213353e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,1.428381679602353e-08,3.9994687561772935e-09
1977,6.464460078348111e-09,2.938390863960194e-09
1978,1.128712323605896e-08,0.0
1979,6.437170796402825e-09,4.681578680276743e-09
1980,5.6851505725319385e-09,2.2740602734216964e-09
1981,1.3283654176632353e-08,6.325549528618524e-10
1982,9.311253101884631e-09,1.8622506869903077e-09
1983,5.68378455412244e-09,6.315316047889041e-10
1984,9.278413592994639e-09,2.8995041922996734e-09
1985,7.218669662023558e-09,3.0077789148208467e-09
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,5.99655392008458e-09,2.398621523624911e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,8.172976073694826e-09,2.179460389939436e-09
1991,1.0550637696837839e-08,5.861465202094962e-10
1992,9.91789939064347e-09,0.0
1993,2.7696036575264316e-09,1.1078414852150331e-09
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,9.21816667442954e-09,5.4224509327127635e-09
1996,1.2277611816102763e-08,3.2028553142993132e-09
1997,1.1507746755512471e-08,1.917957792585412e-09
1998,8.10582001520288e-09,2.3840645013706308e-09
1999,1.2339542720951613e-08,2.7421207526856506e-09
2000,1.0603275590881367e-08,1.3254094488601709e-09
2001,1.0514908055370142e-08,2.190605918883648e-09
2002,1.8401129509015846e-08,3.504977197366088e-09
2003,1.4167538253673229e-08,7.083769126836614e-09
2004,1.497629043001325e-08,3.9643119897903034e-09
2005,1.216012357474483e-08,2.251874686720612e-09
2006,1.317724773741702e-08,5.353256948836815e-09
2007,1.677681460421354e-08,6.391167151065247e-09
2008,1.7881246705542253e-08,5.960415716543821e-09
2009,1.4781396551200032e-08,1.0013204487790972e-08
2010,2.172944846279279e-08,1.4171378737160012e-08
2011,2.600300952337875e-08,1.1471915861704929e-08
2012,2.9616998631354363e-08,1.5319137958158535e-08
2013,3.7932100127591184e-08,1.9523875849358774e-08
2014,3.832838046946563e-08,2.2520630693634303e-08
2015,3.3913604369217865e-08,1.8619234154471087e-08
2016,3.9355459335865817e-08,1.9470595802317803e-08
2017,5.458876728425821e-08,2.087957362562065e-08
2018,3.717311969353432e-08,2.1942467398616827e-08
2019,3.877501342230971e-08,2.2703790847344862e-08
