year,ces_DET oies_NOUN,ces_DET rois_NOUN
1892,3.259626435436758e-08,7.628779492563353e-07
1893,2.0322774685332945e-08,6.472495863718564e-07
1894,1.260307880279754e-08,5.658782002981866e-07
1895,9.629782971032341e-09,5.910279599063983e-07
1896,2.9485144881213898e-08,6.138807098210464e-07
1897,7.57472740087195e-09,4.871132484041141e-07
1898,2.602843285348655e-08,4.413516760948255e-07
1899,1.0502398950507086e-08,4.996930798029098e-07
1900,1.661137050135153e-08,5.663438766845275e-07
1901,2.235495566438317e-09,4.5045235541607553e-07
1902,1.8659078726557254e-08,3.667982042543372e-07
1903,9.720396265677778e-09,4.952001972924336e-07
1904,2.2573425795258117e-08,5.315504196801157e-07
1905,9.289366220688322e-09,5.336225088470314e-07
1906,6.687439879637935e-09,5.169905588076062e-07
1907,2.571421719999023e-08,5.63141346887619e-07
1908,1.4243027868232616e-08,4.3662247861675496e-07
1909,1.8153245739949142e-08,4.978389984700016e-07
1910,1.0688301244066167e-08,5.082287160007581e-07
1911,1.4897047262429908e-08,4.862821940676554e-07
1912,2.865181703004538e-08,5.282353132685103e-07
1913,2.1742258216050914e-08,4.518147385113025e-07
1914,1.339348720819089e-08,5.665445130809132e-07
1915,1.4136914638918086e-08,4.1350473933832177e-07
1916,1.4283700444650549e-08,4.416959793474007e-07
1917,1.754627876326964e-08,5.121320221235237e-07
1918,1.378365155346728e-08,4.2729320615109145e-07
1919,1.2890988054792274e-08,4.097492523058577e-07
1920,2.8774480576032602e-08,4.308599974578442e-07
1921,1.5902769490150348e-08,3.551618608099716e-07
1922,2.1396013683006032e-08,4.3013364958710554e-07
1923,1.4862327812892318e-08,4.787792668992097e-07
1924,1.8048273875415077e-08,4.20266945688752e-07
1925,1.319781373076978e-08,5.136149177076277e-07
1926,2.1177663178661987e-08,4.89315487683939e-07
1927,1.6723837870102898e-08,5.65265711571783e-07
1928,1.3711249469139375e-08,3.57635085546093e-07
1929,1.559656914729146e-08,4.600987946190571e-07
1930,1.6805765667982087e-08,5.419859441246899e-07
1931,1.4826963656844327e-08,3.467228548714729e-07
1932,1.4247397928102146e-08,3.6604853193011877e-07
1933,2.5235457501437963e-08,3.4756105282696126e-07
1934,3.5944740517379614e-09,5.104153188995042e-07
1935,1.4361940969820353e-08,4.835186686591442e-07
1936,1.9399543305098632e-08,4.5467679576916e-07
1937,5.036447148221157e-09,5.414180961338388e-07
1938,9.075649898271365e-09,4.3822425510597895e-07
1939,1.3764645423464117e-08,4.08351139569163e-07
1940,1.2678914584896006e-08,3.6261694758010776e-07
1941,2.066051907334554e-08,4.869979299826355e-07
1942,6.068423541449874e-09,4.6120019714379623e-07
1943,2.3225881884414434e-08,4.81937057372761e-07
1944,0.0,5.430284613083813e-07
1945,1.3071024262956144e-08,3.2241858605175366e-07
1946,1.1136883415474585e-08,4.858465452173277e-07
1947,1.549713202209091e-08,4.041175287738952e-07
1948,1.087188805648509e-08,3.9030076415258463e-07
1949,8.835307596655184e-09,3.7893653104248415e-07
1950,1.0635361258337639e-08,4.5200284937152446e-07
1951,1.4925962243950153e-08,4.744323867100775e-07
1952,1.2653764258629963e-08,3.817219068613653e-07
1953,1.0773827607835074e-08,3.8678040503725697e-07
1954,1.563605800392054e-08,4.4074136340555015e-07
1955,1.1262729415761896e-08,3.1723354654289437e-07
1956,1.5698054856017052e-08,4.151263333085353e-07
1957,2.0320586824329467e-08,3.127603314112548e-07
1958,2.0680608225909225e-08,4.185755173580219e-07
1959,2.712761748568937e-08,3.751362083193044e-07
1960,1.3841666590685975e-08,3.2666334348618875e-07
1961,2.779263619245853e-08,4.0090879860343875e-07
1962,1.331810878246742e-08,3.9129872320131653e-07
1963,1.422531736849919e-08,3.7761749638320907e-07
1964,9.734349160073208e-09,4.337869512482939e-07
1965,1.1491290807796872e-08,3.441915392699002e-07
1966,8.862519607077957e-09,3.42868739622304e-07
1967,1.3311906243984595e-08,4.077387636414187e-07
1968,1.4372530499073832e-08,4.617175406451679e-07
1969,1.6804503566447693e-08,3.574363507397038e-07
1970,1.5175792178467873e-08,3.4030565032594495e-07
1971,1.798439097644433e-08,3.4016190220143017e-07
1972,1.3851396252206882e-08,3.673185116070954e-07
1973,1.2129047988196362e-08,2.734549031657707e-07
1974,1.5751600079827455e-08,3.139069075785983e-07
1975,8.567220266542108e-09,2.770067908386409e-07
1976,7.998937512354587e-09,2.6339358516480615e-07
1977,8.815172591880582e-09,3.032419542137177e-07
1978,1.425741957827853e-08,3.3801965138025025e-07
1979,1.1703946700691858e-08,3.528739860314545e-07
1980,9.66475621755336e-09,2.484410863701214e-07
1981,9.48832451497239e-09,2.871799580361767e-07
1982,8.069752865935698e-09,2.811998651708336e-07
1983,1.7051352996233504e-08,2.3114056801887273e-07
1984,7.538710988796993e-09,3.7577576250669154e-07
1985,1.0828004715079942e-08,2.8573900223705095e-07
1986,1.4386764946028308e-08,2.919314479044033e-07
1987,1.2832715334809564e-08,3.0798516093000217e-07
1988,1.2592763165564236e-08,2.884342480413693e-07
1989,1.7013179087754793e-08,2.530024341140802e-07
1990,9.262706268664544e-09,3.062141722409706e-07
1991,7.619904984768056e-09,2.54973736346642e-07
1992,1.2121877501769518e-08,2.529064406786574e-07
1993,1.2186256670432272e-08,2.9136231205484364e-07
1994,1.3714809232734382e-08,2.584713971742758e-07
1995,1.6267353131205198e-08,2.754605059607229e-07
1996,1.0676184603042316e-08,2.476874740864332e-07
1997,1.822059936262832e-08,2.924885666999444e-07
1998,1.3350762273489636e-08,3.189878388099032e-07
1999,9.597422329088445e-09,2.947779798034844e-07
2000,1.1928685039741538e-08,2.805449916820635e-07
2001,1.22673927682726e-08,2.821500464378346e-07
2002,1.6210519815373914e-08,2.707594841666605e-07
2003,1.2084076406182476e-08,2.791838440430183e-07
2004,1.8940602419803554e-08,2.594422063850743e-07
2005,1.4862373554080932e-08,2.643701044746649e-07
2006,6.588624035241963e-09,2.705453656659529e-07
2007,1.3581230362547103e-08,2.78415212662253e-07
2008,1.277231942431456e-08,2.746048561874659e-07
2009,2.1933686200625857e-08,3.0802524886297533e-07
2010,1.700565521733921e-08,2.2438016245018844e-07
2011,2.2179037717506844e-08,2.0802407352249475e-07
2012,2.5531894598529448e-08,2.471487445809828e-07
2013,3.1796024591024263e-08,3.0847723886395784e-07
2014,2.3819897165822113e-08,2.89303472733593e-07
2015,3.036708307035951e-08,4.229225742946596e-07
2016,2.4856080527158042e-08,4.165464702055033e-07
2017,1.9370207215985147e-08,3.773416903385396e-07
2018,2.4007639431999905e-08,2.800891394372229e-07
2019,2.4744581716973357e-08,3.5968927303287046e-07
