year,pourrons_VERB entrer_VERB,pourrons_VERB rentrer_VERB
1927,6.689535148041159e-09,3.3447675740205796e-09
1928,4.570416489713125e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,0.0
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,4.5621426636444085e-09,1.1405356659111021e-09
1932,8.767629289252454e-09,1.0959536611565568e-09
1933,9.176529758292418e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,5.990790086229936e-09
1935,1.3165112555668657e-08,3.590485242455088e-09
1936,3.6374143697059935e-09,0.0
1937,6.295559185076627e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,6.482607339819424e-09
1939,7.647025235257843e-09,1.070583532936098e-08
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,6.068423541449874e-09,2.1239483061208375e-08
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,3.2131861615880553e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,2.622591566137089e-08,8.344609447874518e-09
1948,1.0871888278529696e-08,5.435944139264848e-09
1949,2.945102384188658e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,1.4925962688039363e-08,6.396841278899501e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,1.0773827385790469e-09,0.0
1954,1.4658803948464083e-08,8.795282724349818e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,1.1337483840634377e-08,5.232684952005684e-09
1957,1.7670075402875796e-09,5.301022731885041e-09
1958,1.6544486669545222e-08,3.3088973783179654e-09
1959,1.007597205671118e-08,7.750747599288843e-09
1960,6.920833239831836e-09,2.7683333403416555e-09
1961,9.03260666262895e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,6.341956293454132e-09
1963,9.052474325699222e-09,7.1126584622049904e-09
1964,7.300761772910391e-09,2.4335873316516654e-09
1965,2.73602163147757e-09,2.188817349590977e-09
1966,6.092982118843793e-09,7.200797291773142e-09
1967,9.367637332502454e-09,3.944268467392931e-09
1968,8.982831367632116e-09,6.737123747768692e-09
1969,7.2668124850849836e-09,1.8167031212712459e-09
1970,1.103694025061941e-08,5.058597540852361e-09
1971,9.762954888969944e-09,1.541519245584766e-09
1972,5.130146973897354e-09,2.0520587451500205e-09
1973,3.859242703185828e-09,2.7566018356850464e-09
1974,5.06301445213353e-09,3.937900228123681e-09
1975,3.998036124386317e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,4.570821499072508e-09
1977,1.2928920156696222e-08,2.3507127355770763e-09
1978,6.534650598410963e-09,0.0
1979,1.1703946256602649e-08,3.5111840102075575e-09
1980,5.6851505725319385e-09,2.2740602734216964e-09
1981,7.590659656386833e-09,0.0
1982,6.828252629986764e-09,2.483000915987077e-09
1983,5.68378455412244e-09,3.157658134966823e-09
1984,5.799008384599347e-09,9.278413592994639e-09
1985,8.421781494405423e-09,4.210890747202711e-09
1986,1.7983456945813714e-09,3.5966913891627428e-09
1987,2.4443267410134695e-09,3.6664902225425067e-09
1988,1.139345240375178e-08,1.798966087207532e-09
1989,7.683371272548811e-09,6.036934507847036e-09
1990,3.814055737905164e-09,6.538381391862913e-09
1991,8.7921980806982e-09,4.10302547493302e-09
1992,6.060938417817852e-09,3.856960972825618e-09
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,5.802419433820205e-09,4.2199412852994556e-09
1995,1.4098372247417501e-08,3.253470381991974e-09
1996,9.074756945892659e-09,1.6014276571496566e-09
1997,1.054876808126437e-08,4.794894259418925e-09
1998,6.198567881199324e-09,9.059445638115449e-09
1999,6.8553016596695215e-09,2.7421207526856506e-09
2000,8.394259509714175e-09,2.6508188977203417e-09
2001,6.571817756650944e-09,5.257454027685071e-09
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,5.8336921959778465e-09,4.166922806803086e-09
2004,6.607186797680242e-09,3.0833537945085254e-09
2005,5.854874363109275e-09,8.106749049829887e-09
2006,9.882935358973555e-09,7.412201963319376e-09
2007,5.592271090648637e-09,1.078509459517818e-08
2008,5.108927503272298e-09,1.1920831433087642e-08
2009,7.1522885392028e-09,5.721831008997924e-09
2010,6.613310343794865e-09,1.1809482280966677e-08
2011,1.2619107536693264e-08,1.873746313663105e-08
2012,7.489355802192676e-09,1.6340413466764403e-08
2013,1.6455837581474952e-08,2.3149738126448938e-08
2014,1.1909948582911056e-08,2.6418431886554572e-08
2015,1.0861219479352258e-08,2.6155589694099035e-08
2016,1.2635174684305639e-08,3.1484368889778125e-08
2017,1.8363962794865074e-08,2.9181091321106578e-08
2018,1.3681773936013997e-08,2.942872079358949e-08
2019,1.2499840273960672e-08,2.2958889900337454e-08
