year,voudrais_VERB acheter_VERB,voudrais_VERB racheter_VERB
1853,3.0456853039595444e-08,3.5831591027601917e-09
1854,1.1950028522278444e-08,6.754363734984281e-09
1855,1.1675261646360013e-08,6.8990182455763716e-09
1856,7.248064815001953e-09,5.177189343896771e-09
1857,1.3668225662399891e-08,1.4156376515472857e-08
1858,2.0064071293290908e-08,4.893676130990343e-09
1859,1.3748867822016564e-08,7.638259802433822e-09
1860,2.0597328287408345e-08,6.408057640072684e-09
1861,2.971057178058345e-08,2.8295783494058924e-09
1862,1.490935552794781e-08,3.6143890103090826e-09
1863,2.4973103585068657e-09,1.9978483312144135e-09
1864,1.8699438442126848e-08,1.0548401263577034e-08
1865,1.0355057256106193e-08,2.3534221238463715e-09
1866,1.3137154475373336e-08,2.919367858567057e-09
1867,8.249779526181555e-09,9.7056229719783e-10
1868,4.939874287401835e-09,6.421836395986702e-09
1869,3.4184632902167778e-09,8.30198221279943e-09
1870,1.0894693147633916e-08,1.1468097582678638e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,3.628403577593531e-09,6.047339295989218e-10
1873,5.9860045809045914e-09,1.1972008939764578e-09
1874,1.4339061493728877e-08,5.974609251779839e-09
1875,6.293679799540541e-09,3.432916173551348e-09
1876,7.859819461941697e-09,1.813804439976252e-09
1877,1.1132669008873108e-08,1.8554447978047506e-09
1878,3.0195443923020093e-09,6.039088784604019e-09
1879,4.27652757650776e-09,4.27652757650776e-09
1880,6.417846254436199e-09,3.2089231272180996e-09
1881,2.7890030285249168e-09,6.972507571312292e-10
1882,1.3976308999019693e-08,5.989846840748214e-09
1883,1.2638677659992936e-08,8.21514056781325e-09
1884,2.6406787867472303e-09,7.922036360241691e-09
1885,4.511945039809007e-09,1.2891271383708158e-09
1886,5.808117542471791e-09,5.162771099520569e-09
1887,2.6115698492645834e-09,0.0
1888,7.60873763994141e-09,4.4384300679212174e-09
1889,1.0650732740202784e-08,0.0
1890,2.0974036729626278e-08,1.9663159989136147e-09
1891,1.0198752065093686e-08,5.099376032546843e-09
1892,6.8953633913793055e-09,1.8805537127519756e-09
1893,8.005941687372342e-09,6.158416554491453e-10
1894,4.411077725308132e-09,1.2603078580752936e-09
1895,1.0833506536300774e-08,2.4074457982692365e-09
1896,5.897029087265082e-09,0.0
1897,4.078699600285063e-09,5.2440420894583895e-09
1898,9.619203211741478e-09,1.6975064687230201e-09
1899,4.4220627160029835e-09,0.0
1900,4.15284251431558e-09,1.038210628578895e-09
1901,5.58873880507349e-09,2.794369402536745e-09
1902,3.928227076954727e-09,0.0
1903,7.560307935250421e-09,2.7001101354784396e-09
1904,6.987012746151322e-09,0.0
1905,1.4450125540577119e-08,6.192911072844254e-09
1906,2.572092316910357e-09,1.5432553013283723e-09
1907,9.771402353919711e-09,3.0857059130084963e-09
1908,5.40252820258047e-09,1.964555629285769e-09
1909,1.2102163715610459e-08,3.300590023513905e-09
1910,8.550641084070776e-09,2.67207544979442e-09
1911,1.1172785363555704e-08,0.0
1912,1.510732161591477e-08,2.0837684910901544e-09
1913,6.363587878865928e-09,3.181793939432964e-09
1914,6.027069510139427e-09,0.0
1915,1.4136913861761968e-08,1.1780761921542648e-09
1916,8.789969641043172e-09,0.0
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,1.033773866510046e-08,0.0
1919,2.6702760891339494e-08,0.0
1920,7.572231730534895e-09,7.572231730534895e-10
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,2.951174193910333e-09,0.0
1923,6.369568872344189e-09,2.1231896241147297e-09
1924,1.933743654092268e-08,3.867487219366694e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,1.114613823460786e-08,0.0
1927,1.5608915049369898e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,4.570416489713125e-09
1929,1.1140405931087116e-08,2.2280812750352652e-09
1930,7.352522590764465e-09,0.0
1931,6.843213995466613e-09,3.4216069977333063e-09
1932,8.767629289252454e-09,2.1919073223131136e-09
1933,9.176529758292418e-09,0.0
1934,1.1981580172459871e-08,2.3963160344919743e-09
1935,1.4361940969820353e-08,5.98414207075848e-09
1936,4.849885826274658e-09,0.0
1937,8.813782592653752e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,1.5294050470515685e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.4516175816936538e-08,0.0
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,2.6142048525912287e-08,0.0
1946,1.9489545977080525e-08,0.0
1947,2.622591566137089e-08,1.1920870957027319e-09
1948,1.9569398546082084e-08,2.174377566888097e-09
1949,7.853606653895895e-09,2.945102384188658e-09
1950,1.3825969702452312e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,5.330700769690111e-09
1952,1.8980646387944944e-08,1.2653764258629963e-08
1953,2.0470272588113403e-08,2.1547654771580937e-09
1954,1.6613311615287785e-08,1.9545072227344917e-09
1955,8.447047505910632e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,8.72114158667614e-10
1957,1.4136060322300636e-08,8.835037701437898e-10
1958,7.445019267748876e-09,4.1361216673863055e-09
1959,8.525822714489095e-09,3.100299128533379e-09
1960,2.07624992754063e-08,1.3841666701708277e-09
1961,2.36237411854745e-08,2.08444772553662e-09
1962,1.0147130247162295e-08,1.9025869768540815e-09
1963,9.69907976156037e-09,3.2330267352165265e-09
1964,1.5818317322668918e-08,6.083968329129164e-10
1965,1.4227312661319047e-08,1.0944086747954884e-09
1966,1.495550172592175e-08,2.215629901769489e-09
1967,1.1832804958089582e-08,1.4791006197611978e-09
1968,1.0330256650092906e-08,2.245707841908029e-09
1969,1.4987801222332564e-08,1.8167031212712459e-09
1970,7.3579600190498695e-09,4.5987250119061684e-10
1971,9.762954888969944e-09,2.569198631618974e-09
1972,5.130146973897354e-09,2.565073486948677e-09
1973,1.3783009400469837e-08,1.6539611902288698e-09
1974,9.563471792262135e-09,2.2502286700643026e-09
1975,1.0851811893530794e-08,2.2845920710778955e-09
1976,1.199840671262109e-08,1.142705374768127e-09
1977,1.1165885105413054e-08,0.0
1978,2.198018833610149e-08,0.0
1979,1.462993370893173e-08,1.1703946700691858e-09
1980,2.0466542238750662e-08,5.685150683554241e-10
1981,1.0120879245789638e-08,5.69299452024552e-09
1982,1.1173503899897241e-08,1.8622506869903077e-09
1983,1.705135410645653e-08,0.0
1984,1.739702604197646e-08,5.799008495621649e-10
1985,1.564045071233977e-08,6.015558051686298e-10
1986,2.2179596825822046e-08,5.994485463567401e-10
1987,1.4054879038383206e-08,0.0
1988,1.5591039570495013e-08,0.0
1989,2.469655058234821e-08,5.488122178931576e-10
1990,1.6345952147389653e-08,0.0
1991,1.3481369798284959e-08,3.5168792322792797e-09
1992,1.8182815253453555e-08,1.65298330578878e-09
1993,1.2186256448387667e-08,3.323524566667402e-09
1994,1.7407257857371405e-08,5.274926606624319e-10
1995,1.1929391696696712e-08,3.253470381991974e-09
1996,1.3345230698291743e-08,5.338092190498855e-10
1997,1.8220598363427598e-08,9.58978896292706e-10
1998,1.8118891276230897e-08,1.9072516899143466e-09
1999,1.7823785114501334e-08,4.570201161957499e-10
2000,2.2531960297555997e-08,8.836062992401139e-10
2001,1.840108865280854e-08,1.3143635069212678e-09
2002,2.9354184860608257e-08,0.0
2003,1.0417307017007715e-08,8.333845835650777e-10
2004,1.1011977996133737e-08,8.809582507929292e-10
2005,1.5763124139311913e-08,9.007499190971657e-10
2006,1.523619275189958e-08,8.235779835885637e-10
2007,1.3980677948666198e-08,3.994479469415779e-10
2008,2.8950589481269162e-08,1.7029758714315335e-09
2009,3.6715082529781284e-08,0.0
2010,3.637320489247031e-08,1.8895172093635892e-09
2011,4.015170418369962e-08,5.353560705856353e-09
2012,4.085103100237575e-08,1.3617010852229328e-09
2013,4.797295005687374e-08,1.9523875849358774e-09
2014,4.742324932749398e-08,3.031623174720721e-09
2015,6.029085142245094e-08,5.098123256885856e-09
2016,8.616774493930279e-08,6.628288140575478e-09
2017,6.087779524932557e-08,2.7671724911471074e-09
2018,6.76344242833693e-08,4.64663996169179e-09
2019,4.5152482641697134e-08,4.846876677788714e-09
