year,pas_ADV acheté_VERB,pas_ADV racheté_VERB
1840,1.968233789284568e-07,3.3759349093998026e-08
1841,1.7784918782126624e-07,3.852328944731198e-08
1842,1.6099835420391173e-07,2.6162233268678392e-08
1843,1.7425387000002956e-07,5.9069112268161916e-08
1844,2.3271499571819731e-07,5.598332464273881e-08
1845,2.0535239286800788e-07,5.1896119401817487e-08
1846,1.8910039045749727e-07,2.6345256642912318e-08
1847,1.806729983400146e-07,2.8044762956369595e-08
1848,1.6251347290108242e-07,4.022610866627474e-08
1849,2.530583174120693e-07,5.1952373070207614e-08
1850,1.3849552260580822e-07,3.394497838371535e-08
1851,1.2769888257935236e-07,4.837079004005318e-08
1852,2.0443113157853077e-07,5.7943854159248076e-08
1853,1.4452075447479729e-07,3.58315901394235e-08
1854,1.3041118052115053e-07,4.364358119346434e-08
1855,1.1834470114990836e-07,6.04990830765928e-08
1856,1.4496130518182326e-07,3.4169449492083004e-08
1857,1.8305658500139543e-07,4.78387889302212e-08
1858,1.957470345814727e-07,2.6425849952715907e-08
1859,1.8993806349953957e-07,3.8700516569178944e-08
1860,1.40519546221185e-07,4.531412045594152e-08
1861,1.9288292207875202e-07,3.206855225812433e-08
1862,1.7710506483581412e-07,3.298130124562704e-08
1863,1.408483143450212e-07,2.946826249683454e-08
1864,1.462392020812331e-07,3.643993196078554e-08
1865,2.0145293433415645e-07,5.883555331820389e-08
1866,1.9413795371292508e-07,5.93604774223877e-08
1867,1.3199647241890489e-07,2.7661025470138156e-08
1868,1.625218573053644e-07,4.742279102742941e-08
1869,1.5090074612089666e-07,3.955650385023546e-08
1870,1.404841896146536e-07,5.103303379883073e-08
1871,1.9755390212594648e-07,2.1242353653860846e-08
1872,1.614639586478006e-07,2.53988243770209e-08
1873,2.0053114724305487e-07,6.105724281724179e-08
1874,1.9656464189665712e-07,2.5093358502203955e-08
1875,1.951040786707381e-07,4.63443683429432e-08
1876,1.5961478538883966e-07,1.0882827083946722e-08
1877,1.7874118896088476e-07,3.896434108696667e-08
1878,1.4674985493456916e-07,2.4156355138416075e-08
1879,3.0913184900782653e-07,2.871382953628654e-08
1880,1.6493865473421465e-07,3.144744553651435e-08
1881,1.2411064176376385e-07,4.811030152040985e-08
1882,1.597292396127159e-07,2.728707926280549e-08
1883,1.7378181382809998e-07,3.6020232130340446e-08
1884,1.5910089246062853e-07,3.4328824227713994e-08
1885,1.7274304298098286e-07,4.7697703564608673e-08
1886,1.2713323371826846e-07,3.6784744139595205e-08
1887,2.1610740930100292e-07,4.374379614091595e-08
1888,1.5978349665601854e-07,4.5018364147608736e-08
1889,1.6915869593958632e-07,4.0723389105323804e-08
1890,1.6779229383701022e-07,3.47382496102e-08
1891,1.5425612787112186e-07,2.995883363610119e-08
1892,1.698766851632172e-07,1.56712811616444e-08
1893,1.4903368139584927e-07,3.0176241949675386e-08
1894,1.512369465217489e-07,2.5836310868498913e-08
1895,1.3902999285164697e-07,2.1065151400989635e-08
1896,1.3799048304008465e-07,2.889544248318998e-08
1897,1.7305339383710816e-07,2.330685333618021e-08
1898,1.4994640196164255e-07,2.093591255913907e-08
1899,1.4537531001224124e-07,3.040167939616367e-08
1900,1.7078565406336566e-07,2.699347589896206e-08
1901,1.833106324511391e-07,8.38310842965484e-09
1902,1.2226607282173063e-07,1.4730851205513318e-08
1903,1.7496714121989498e-07,1.7820726228023887e-08
1904,1.3221577432886988e-07,3.2247751136083025e-08
1905,1.414047972048138e-07,1.909480928929952e-08
1906,1.394074047311733e-07,2.82930141537463e-08
1907,1.5891386340172176e-07,4.8342727154704335e-08
1908,1.4144799820314802e-07,5.35341406759926e-08
1909,1.479764506484571e-07,2.4204327431220918e-08
1910,1.3200052251249872e-07,3.580580809625644e-08
1911,1.814247525544488e-07,3.405039450399272e-08
1912,1.2085857292731816e-07,2.5005221004903433e-08
1913,1.7711985833557264e-07,2.227255713194154e-08
1914,1.1116594578197692e-07,3.8841115213017474e-08
1915,1.2251992131950828e-07,3.534228554258334e-08
1916,1.5712070933204814e-07,3.84561182897869e-08
1917,1.524333015368029e-07,3.3995917192441993e-08
1918,1.435796974647019e-07,2.067547733020092e-08
1919,1.3167223755772284e-07,9.207848705727883e-09
1920,1.9006301954505034e-07,1.514446346106979e-08
1921,1.5827042432192684e-07,2.3475516641724425e-08
1922,1.357540071467156e-07,3.6151885041135756e-08
1923,1.3800732290292217e-07,1.1677542488541803e-08
1924,1.366512236700146e-07,1.804827398643738e-08
1925,1.8366957021953567e-07,2.969508017258704e-08
1926,1.4489980060261587e-07,4.124071395494866e-08
1927,1.9622635250016174e-07,1.3379070296082318e-08
1928,1.2111603098219348e-07,3.1992914983902665e-08
1929,1.3925507857948105e-07,2.0052731031228177e-08
1930,1.3339575843929197e-07,1.1553964007759987e-08
1931,1.4028589134795766e-07,2.8513390759599133e-08
1932,1.1288322809832607e-07,5.698959171240858e-08
1933,1.5141273479457595e-07,4.244144946596862e-08
1934,1.2460843379358266e-07,1.7972370258689807e-08
1935,1.5080037485404318e-07,1.0771455727365264e-08
1936,1.066974846253288e-07,3.273672888326473e-08
1937,1.3472497073507839e-07,2.6441348666139675e-08
1938,1.1798345411762057e-07,1.5558256905023882e-08
1939,1.3764645245828433e-07,1.5294050470515685e-08
1940,9.382397081481031e-08,3.0429394115571995e-08
1941,1.475751361112998e-07,1.4757512545315876e-08
1942,1.1226583751522412e-07,2.1239483061208375e-08
1943,1.8580705329895864e-07,2.0322646676618206e-08
1944,1.6708568750800623e-07,3.855823393905666e-08
1945,1.2199622290154366e-07,1.9606536838523425e-08
1946,1.225057246756478e-07,2.7842208538686464e-08
1947,1.2040079866437736e-07,2.1457568166738383e-08
1948,1.1850357850562432e-07,1.522064252412747e-08
1949,1.295845066806578e-07,1.3743811422273211e-08
1950,1.35069086582007e-07,1.0635361036293034e-08
1951,1.247384062708079e-07,1.1727541604500402e-08
1952,1.5606309489157866e-07,1.0544804140977249e-08
1953,1.3682760879873967e-07,2.1547654771580937e-09
1954,1.1727043158771266e-07,1.2704297169818801e-08
1955,1.2295146234464482e-07,2.440258128899586e-08
1956,1.351777001445953e-07,1.3081712602058815e-08
1957,1.4489461364064482e-07,1.1485549400447326e-08
1958,1.1415696121730434e-07,3.1434524316864554e-08
1959,1.379633118858692e-07,2.6352543258667538e-08
1960,1.5295042032903439e-07,3.3220000972278285e-08
1961,1.3826837630404043e-07,1.528595028332802e-08
1962,1.395230384559909e-07,1.585489073363533e-08
1963,1.5389207419502782e-07,1.8751554975438012e-08
1964,1.277633288054858e-07,2.007709554163739e-08
1965,1.1655452425429758e-07,2.8454625322638094e-08
1966,1.4401594228274917e-07,2.215629990587331e-08
1967,1.336120902806215e-07,2.9582013283402375e-08
1968,1.4237788548143726e-07,1.976222918642634e-08
1969,1.5033218403459614e-07,1.725867981861029e-08
1970,1.3428277156890545e-07,1.74751555448438e-08
1971,1.3462602055369643e-07,1.6956711590410123e-08
1972,1.421050654926148e-07,2.0520587895589415e-08
1973,1.1577728287193167e-07,2.3706776985932265e-08
1974,1.6145391157351696e-07,1.1813700240281833e-08
1975,1.5135422870571347e-07,1.4849848462006321e-08
1976,1.4912305346115318e-07,1.085570122683066e-08
1977,1.3751669314387982e-07,1.3516598507123945e-08
1978,1.6693061866135395e-07,1.7227714366185864e-08
1979,1.6385524759243708e-07,1.6385525825057812e-08
1980,1.39854705594189e-07,1.2507331170752423e-08
1981,1.4865041464418027e-07,1.8976647808699454e-08
1982,1.433933078942573e-07,9.311253101884631e-09
1983,1.8188110573191807e-07,1.3893695083311286e-08
1984,1.6005263603346975e-07,1.9136727757995686e-08
1985,1.4317028274035692e-07,1.142956040922627e-08
1986,1.4027095573965198e-07,1.558566253834215e-08
1987,1.686585449078848e-07,1.711028652096047e-08
1988,1.5770936556691595e-07,1.8589316752581908e-08
1989,1.7726634382597695e-07,3.0733485090195245e-08
1990,1.7980548250307038e-07,1.2531897297662908e-08
1991,1.6587947015977988e-07,8.7921980806982e-09
1992,1.7742020474997844e-07,2.3692759754112558e-08
1993,1.5842132938814757e-07,2.2156829260211452e-08
1994,1.6457771323530324e-07,1.7407257857371405e-08
1995,1.496596411243445e-07,1.3013881527967897e-08
1996,1.526694433096054e-07,1.4412848692302305e-08
1997,1.683008008512843e-07,2.061804593722627e-08
1998,1.6307001260429388e-07,1.5258013519314773e-08
1999,1.5081663207183738e-07,1.5995704316651427e-08
2000,1.3254094710646314e-07,1.988114206596947e-08
2001,1.4282750271377154e-07,1.1829271784336015e-08
2002,1.5553335686036007e-07,1.3581786362237835e-08
2003,1.7417737296909763e-07,1.2917460878725251e-08
2004,1.6341775221917487e-07,1.6297727611913615e-08
2005,1.5132599173739436e-07,1.9816498664226856e-08
2006,1.6389202528444002e-07,1.6471560115860484e-08
2007,1.9652839000627864e-07,1.4779574009082808e-08
2008,1.8477288676876924e-07,1.9158479247494142e-08
2009,2.4985328650473093e-07,1.0490023072406984e-08
2010,2.418582027985394e-07,2.3146585093059002e-08
2011,2.9903461040703405e-07,1.9502257586623273e-08
2012,3.482550425815134e-07,2.2127641940983267e-08
2013,3.4083109312632587e-07,2.0081699858565116e-08
2014,3.4906975088233594e-07,3.031623307947484e-08
2015,3.779261135150591e-07,2.6377247053233077e-08
2016,3.432210462506191e-07,3.728412067971476e-08
2017,3.481605972410762e-07,4.9054420969696366e-08
2018,3.5107947837786924e-07,2.7363547872027993e-08
2019,4.1836199216049863e-07,2.9591458172717466e-08
