year,vous_PRON entrerez_VERB,vous_PRON rentrerez_VERB
1884,9.968562153517269e-08,5.677459569142229e-08
1885,1.198888206488391e-07,3.7384687789909776e-08
1886,1.0777284931151598e-07,5.808117542471791e-08
1887,1.3971898837894514e-07,6.137189156874001e-08
1888,1.2427604545450777e-07,8.17939316277716e-08
1889,1.4221860489271876e-07,7.330209861322601e-08
1890,1.088028191986723e-07,5.3745967676377404e-08
1891,9.688814195385476e-08,4.780665019410435e-08
1892,1.3163875678401382e-07,5.829716354099901e-08
1893,1.2008912086969303e-07,6.897426363394743e-08
1894,1.0649601556167454e-07,4.4110773700367645e-08
1895,1.444467478961542e-07,6.620476078467163e-08
1896,1.1263325383481515e-07,6.958494136455329e-08
1897,1.252743402346823e-07,4.777905182606901e-08
1898,1.1316709347397591e-07,6.676858887999515e-08
1899,1.0004916717321066e-07,5.417027004739339e-08
1900,1.1679869338365734e-07,6.592637546987135e-08
1901,7.712459382247516e-08,8.327221046044997e-08
1902,1.1588270254492272e-07,6.57978045381924e-08
1903,1.047642754770095e-07,7.722314698810351e-08
1904,1.1501697816385104e-07,8.760638881000204e-08
1905,1.1611707506631319e-07,4.2318222703841e-08
1906,9.362416086844405e-08,6.378788697247728e-08
1907,7.045695227247961e-08,6.428554177873025e-08
1908,9.822778235246687e-08,9.478980977917217e-08
1909,1.1442046066179046e-07,5.611003395245007e-08
1910,1.0688301088634944e-07,6.038890276727216e-08
1911,1.0108711023804062e-07,5.639596611928255e-08
1912,8.178791510715655e-08,6.303399757712214e-08
1913,9.8635608125619e-08,6.363587790048086e-08
1914,6.830678600522333e-08,7.50035304974972e-08
1915,9.424609270780593e-08,7.421879988367408e-08
1916,8.020847186429592e-08,9.888715535311121e-08
1917,1.0418103180143135e-07,4.496233874107247e-08
1918,9.074237539152818e-08,6.776962102605921e-08
1919,7.090043041557692e-08,7.366278786946623e-08
1920,7.04217537617069e-08,7.723676098692067e-08
1921,8.178566979211155e-08,7.118382505666432e-08
1922,9.665095390687384e-08,7.746832419996963e-08
1923,9.235874642854469e-08,7.961961046021315e-08
1924,9.53980201501281e-08,4.8988172629549354e-08
1925,1.11081595477458e-07,7.258797474207768e-08
1926,1.2595136311688293e-07,6.799144625091458e-08
1927,1.259862436597814e-07,1.2152655415320623e-07
1928,9.36935400375205e-08,8.112489524592092e-08
1929,9.692153568607864e-08,6.127223439733598e-08
1930,7.982738736700412e-08,4.8316577405671524e-08
1931,7.983749839013399e-08,6.386999729102172e-08
1932,7.123698964051073e-08,8.00046198179416e-08
1933,6.652984119170924e-08,5.5059177661576086e-08
1934,8.387105943086226e-08,5.03226385006883e-08
1935,7.180970484910176e-08,7.061287643495007e-08
1936,8.244805904666919e-08,4.1224027746977754e-08
1937,8.310137999956169e-08,5.414180659357726e-08
1938,6.352954962096646e-08,5.963998539471049e-08
1939,3.8235126176289214e-08,3.211750509990452e-08
1940,5.8323005980298603e-08,5.0715657451405605e-08
1941,8.559357311810345e-08,1.0625409530007346e-07
1942,9.406056378225003e-08,6.371844563091145e-08
1943,9.290352664947932e-08,6.096793869758699e-08
1944,3.534504777746861e-08,8.03296504869877e-08
1945,8.278315277721049e-08,9.149717072887142e-08
1946,6.542918740137793e-08,6.9605523123073e-08
1947,9.894323227399582e-08,7.510148947176276e-08
1948,9.0236667915633e-08,6.414413711297584e-08
1949,7.460926276792179e-08,6.086545134564858e-08
1950,8.401935680524275e-08,4.785912466331865e-08
1951,1.0661401717015906e-07,8.635735504469721e-08
1952,6.326882440177428e-08,7.697706649878455e-08
1953,6.033343424860504e-08,6.8952495269059e-08
1954,6.938500618502985e-08,4.788542717903965e-08
1955,8.07162265914485e-08,5.819076775992471e-08
1956,7.936238866079748e-08,6.715279177171851e-08
1957,8.746687640837081e-08,8.128234618709484e-08
1958,1.3070144788684956e-07,6.783239570040678e-08
1959,7.82825519962671e-08,5.348016163253533e-08
1960,1.0381250170610201e-07,6.574791733271468e-08
1961,9.727422778382788e-08,6.948159114728014e-08
1962,1.325468872437341e-07,6.405376051787925e-08
1963,7.306640092963335e-08,7.435961357771248e-08
1964,9.004272882862097e-08,6.144808040176031e-08
1965,7.332538132232003e-08,4.268193798395714e-08
1966,9.25025496201215e-08,7.477750862960875e-08
1967,8.135053874980258e-08,6.212222825041636e-08
1968,9.431973246876169e-08,5.29987076447469e-08
1969,7.948076152786143e-08,4.814263387942219e-08
1970,6.944074826265023e-08,4.046877899455126e-08
1971,6.679916708662859e-08,4.727325553233186e-08
1972,9.388168642487926e-08,3.8476100527873314e-08
1973,6.560712684233749e-08,5.072147590823306e-08
1974,6.863197388184972e-08,3.2628315160820875e-08
1975,6.225513526914028e-08,4.968987665776581e-08
1976,5.942067993203182e-08,3.828062933308729e-08
1977,6.993370416097378e-08,4.407586384758133e-08
1978,7.36633323228375e-08,4.039602163885547e-08
1979,7.022367842779431e-08,4.330460257051527e-08
1980,5.798853752736477e-08,4.7755265741855624e-08
1981,6.452060574702045e-08,3.6688188931321974e-08
1982,5.462602015171569e-08,5.462602015171569e-08
1983,6.567928867440287e-08,4.357568084145669e-08
1984,7.654691103198275e-08,4.9871473173368486e-08
1985,5.7749356408010044e-08,4.210890613975948e-08
1986,5.934540503460539e-08,4.1961397467815686e-08
1987,6.110816919147055e-08,4.1553554375184376e-08
1988,9.714417270600961e-08,4.3774842861665775e-08
1989,6.585746703535733e-08,4.939309850016116e-08
1990,4.9582724592767136e-08,4.0320016214678844e-08
1991,5.8614650910726596e-08,4.3374842384480417e-08
1992,6.391535123384529e-08,4.242657114517101e-08
1993,6.203912406022027e-08,3.600484888011124e-08
1994,6.32991179472242e-08,3.9034456555953057e-08
1995,6.290042797729711e-08,4.337960746170211e-08
1996,6.138806085687065e-08,3.3629980578098184e-08
1997,7.384137656885059e-08,3.35642611482001e-08
1998,6.580018396817877e-08,4.1959538066294044e-08
1999,5.7127513386490136e-08,3.701862905103326e-08
2000,5.522539225921719e-08,4.550572541006659e-08
2001,6.615629821737912e-08,4.162151334696773e-08
2002,5.301277994362863e-08,3.4611649990523574e-08
2003,5.708684547300891e-08,4.8752997194867476e-08
2004,6.475043168308048e-08,4.9333661156225617e-08
2005,6.845699562774143e-08,3.648037250059133e-08
2006,7.82399105503373e-08,5.229720123622883e-08
2007,9.38702680031156e-08,7.709345695161574e-08
2008,9.834685954501765e-08,7.833688897562752e-08
2009,8.964201825278906e-08,8.535064743853127e-08
2010,1.2092909784655603e-07,1.185672058312548e-07
2011,1.9616976842939948e-07,1.3039744750642512e-07
2012,2.1957430007546463e-07,1.5455307611489388e-07
2013,1.9300744824590765e-07,1.729257554927699e-07
2014,1.5764441485544012e-07,1.7107016958561871e-07
2015,2.0636316833133606e-07,1.8264581314042516e-07
2016,2.216333854221375e-07,1.8600633922005727e-07
2017,2.2011599654092606e-07,1.856521123499988e-07
2018,1.9154483155148228e-07,1.8638188947761591e-07
2019,2.073952991565875e-07,1.8647720523290445e-07
