year,sans_ADP ouvrir_VERB,sans_ADP rouvrir_VERB
1886,3.168650781759652e-07,5.80811748696064e-09
1887,3.316693799604309e-07,1.1752063988623718e-08
1888,3.0308138332379997e-07,8.242799109936527e-09
1889,3.4708858454024494e-07,3.007265725329944e-08
1890,3.015017844276713e-07,1.900772012009e-08
1891,3.4739497811742126e-07,1.2748439970344805e-08
1892,2.870978734748064e-07,7.522215073052507e-09
1893,2.7712874861585135e-07,2.6481191017779793e-08
1894,3.0814527463007835e-07,1.7014156084016463e-08
1895,3.7616341685975385e-07,7.824198844375019e-09
1896,3.207983851893914e-07,1.7691086706683734e-08
1897,3.012410942915267e-07,1.981082675683865e-08
1898,2.53494292223877e-07,1.697506513131941e-08
1899,3.6758395083325013e-07,1.879376654301268e-08
1900,3.0471481826666036e-07,1.557315920663882e-08
1901,2.3863915021848925e-07,9.5008563238963e-09
1902,3.5157632849447396e-07,1.816805017540446e-08
1903,2.845915982874203e-07,1.7820727116202306e-08
1904,2.719560292518963e-07,1.2361637935498493e-08
1905,2.920989707888566e-07,8.25721468977747e-09
1906,2.819013138477544e-07,1.8519064282074282e-08
1907,2.617707366425748e-07,1.902852053703441e-08
1908,2.5293653238556146e-07,8.349361202419914e-09
1909,3.262083216881706e-07,1.1001967337165297e-08
1910,2.923250441710934e-07,8.01622590529405e-09
1911,2.931526097427195e-07,1.4365010070349626e-08
1912,2.839134483068051e-07,1.3023553346869221e-08
1913,2.5454351959552923e-07,2.9166443926698093e-08
1914,3.1608631445578794e-07,1.9420557162419527e-08
1915,2.3679331828674322e-07,8.246533456102156e-09
1916,2.5600786379698093e-07,2.5271162495954513e-08
1917,2.4126133357782464e-07,2.0836206093832743e-08
1918,2.033088657427129e-07,1.1486376294556067e-08
1919,2.651860224744951e-07,8.287063535394878e-09
1920,1.9763524372606867e-07,2.953170330499688e-08
1921,2.7110435318888904e-07,1.2873670629520717e-08
1922,2.7224580811946453e-07,1.549366412945119e-08
1923,2.0064142480791247e-07,9.554353308516284e-09
1924,2.449408702531741e-07,2.3204923760289375e-08
1925,2.7275481784272415e-07,2.6395627683584166e-08
1926,3.0651881033350037e-07,1.0031524499964917e-08
1927,3.0548876317482154e-07,4.0137210444157745e-08
1928,2.0795394828354574e-07,2.2852082448565625e-08
1929,2.5065914854849325e-07,2.0052731031228177e-08
1930,2.51036138099181e-07,7.352522590764465e-09
1931,2.3380980707088383e-07,1.596749932275543e-08
1932,2.454936138818198e-07,1.3151444377967891e-08
1933,2.0876605510977697e-07,1.605892752110094e-08
1934,2.384334383265241e-07,1.1981580172459871e-08
1935,2.4774348439393634e-07,1.6755597798123745e-08
1936,1.952079098366255e-07,1.333718602225531e-08
1937,2.266401324391154e-07,1.510934133364117e-08
1938,2.191121240002758e-07,1.9447822019458272e-08
1939,2.1105789649311646e-07,4.588215141154706e-09
1940,2.2822046386039574e-07,5.0715658339584024e-09
1941,1.7118714801256374e-07,5.9030051957620344e-09
1942,1.8508691823626577e-07,1.8205270180260413e-08
1943,2.6129116381667927e-07,2.0322646232528996e-08
1944,2.3777577773387293e-07,1.927911696952833e-08
1945,2.5270647263653245e-07,4.357008087652048e-09
1946,2.6867730618107544e-07,2.3665877257883494e-08
1947,2.4556994127067355e-07,1.907339353124371e-08
1948,1.978683519254787e-07,1.087188805648509e-08
1949,2.0615717399863343e-07,1.6688914028506474e-08
1950,2.2759673790062607e-07,2.2334259774936527e-08
1951,2.771964329184584e-07,1.8124383327489113e-08
1952,2.362036024550207e-07,1.7926166329118587e-08
1953,2.2948251832133337e-07,1.1851210235391818e-08
1954,2.5994946639684713e-07,3.029486150829541e-08
1955,2.2994739268256126e-07,2.2525459275613002e-08
1956,2.3459870490682988e-07,2.0058624983221307e-08
1957,2.2882747252594982e-07,2.2087594420128198e-08
1958,2.192144492596526e-07,1.6544487224656734e-08
1959,2.015194500160078e-07,1.0851047171911432e-08
1960,2.8098584792246584e-07,1.6610000042049933e-08
1961,2.570818882219328e-07,1.737039800886464e-08
1962,2.130897396313003e-07,2.219684702708946e-08
1963,2.2501865437618562e-07,1.6165133231993423e-08
1964,2.451839176131898e-07,9.125952438182594e-09
1965,1.8659667588849516e-07,1.3680108601477059e-08
1966,2.1159265273240635e-07,1.2185964681776795e-08
1967,2.3320487585465344e-07,1.528404003359185e-08
1968,2.510701406777116e-07,1.796566362344265e-08
1969,2.3571723239967923e-07,1.6804503566447693e-08
1970,1.894674728220025e-07,2.0234390163409444e-08
1971,1.8498230147656614e-07,1.4387512958791149e-08
1972,2.1957028728536443e-07,6.156176013405457e-09
1973,1.7090932225016786e-07,9.37244637455592e-09
1974,1.6482925069283283e-07,9.000914902301815e-09
1975,1.4450045249247978e-07,1.8276736568623164e-08
1976,1.971166785352807e-07,1.5997875468798384e-08
1977,1.4574419004986794e-07,5.876781727920388e-09
1978,2.0792069399533375e-07,1.3069301196821925e-08
1979,1.9018912755797146e-07,1.6385525380968602e-08
1980,1.8135630597271302e-07,1.2507331614841632e-08
1981,2.024175866921496e-07,2.0241758491579276e-08
1982,1.4898005673558146e-07,1.738100596782033e-08
1983,1.5725136925937022e-07,1.0736037392433673e-08
1984,2.2790102960357217e-07,1.5657322549600394e-08
1985,1.8467763496232692e-07,2.1054453291924347e-08
1986,2.2599210147689064e-07,1.5585661872208334e-08
1987,1.6315880912998182e-07,1.3443796742507175e-08
1988,1.8469385931751958e-07,1.3192418268914707e-08
1989,1.695829805470339e-07,2.4147737143209724e-08
1990,1.8198493911825153e-07,2.451892955335211e-08
1991,2.10426597035962e-07,1.4067516485027909e-08
1992,1.8623611452994737e-07,2.644773200444206e-08
1993,1.8777913268763768e-07,1.772546376344053e-08
1994,1.9095234726762556e-07,1.5297286770632468e-08
1995,1.8599006779140836e-07,1.4098371803328291e-08
1996,1.879008486582734e-07,2.081855932090093e-08
1997,1.6782130352055447e-07,1.5823152121896555e-08
1998,2.0979768855511338e-07,1.4304387896402204e-08
1999,1.8920632705032858e-07,1.0968482566653392e-08
2000,1.9439337961557612e-07,1.192868515076384e-08
2001,1.9058270961380686e-07,1.5772362527144423e-08
2002,1.8707815918617143e-07,1.2267419968736704e-08
2003,2.2043021630224757e-07,1.12506919336397e-08
2004,2.255253175320604e-07,1.4095332234731472e-08
2005,2.0176798187776512e-07,9.007499413016262e-09
2006,2.0918880494491532e-07,1.5647981133071198e-08
2007,2.712251649938935e-07,2.236908569486218e-08
2008,2.443770377169585e-07,1.575252639440805e-08
2009,2.4889964755914207e-07,1.192048149079028e-08
2010,2.985437106417521e-07,2.7870379337713302e-08
2011,3.888979591692987e-07,2.1031845376384695e-08
2012,4.789783538683423e-07,3.438295292923499e-08
2013,5.112466183732067e-07,3.932666192696388e-08
2014,5.350814937798987e-07,4.677361697957849e-08
2015,5.040492538910257e-07,3.8346755104612384e-08
2016,4.915290006124451e-07,3.624845223981765e-08
2017,4.774630184556372e-07,3.471543585931158e-08
2018,5.250703338788298e-07,4.0529026357205566e-08
2019,4.6581035206827437e-07,3.979540963428008e-08
