year,moins_ADV apporté_VERB,moins_ADV rapporté_VERB
1870,2.1789386295267832e-08,2.2936195165357276e-09
1871,1.0621176826930423e-08,3.186353225714811e-08
1872,3.9912439575573444e-08,9.071008832961525e-09
1873,2.6338419445437466e-08,1.616221290134945e-08
1874,1.9118749250424116e-08,1.0156835372754358e-08
1875,1.7736734747586524e-08,1.1443054503956773e-08
1876,2.7207066821688386e-08,1.5115036333668286e-08
1877,1.7317484335421796e-08,6.80329748092845e-09
1878,2.717589886458427e-08,1.7513357875031943e-08
1879,2.6270098985037293e-08,4.27652757650776e-09
1880,1.1552122813895949e-08,9.626769603698904e-09
1881,1.045876096839038e-08,8.367009307619355e-09
1882,7.986462158271479e-09,1.7304001787010748e-08
1883,8.847074184359371e-09,4.423537092179686e-09
1884,2.3766109080725073e-08,5.941527270181268e-09
1885,6.445635580831777e-09,1.933690718658454e-08
1886,1.8069698626277386e-08,7.744156427236248e-09
1887,2.154545164501087e-08,7.834709769838355e-09
1888,1.775372027168487e-08,5.07249175996094e-09
1889,2.6940087494153886e-08,4.385595886446936e-09
1890,1.9663159989136147e-08,8.520702365899524e-09
1891,1.0198752065093686e-08,6.3742202627281586e-09
1892,1.6924984080901595e-08,1.9432388143059143e-08
1893,2.771287377356657e-08,1.2932674486876294e-08
1894,1.8904618315218613e-08,1.0082462864602348e-08
1895,1.625025980445116e-08,1.2037228991346183e-08
1896,1.9460195233023114e-08,7.076434549446731e-09
1897,1.9228155068162778e-08,5.2440420894583895e-09
1898,2.0370077180587032e-08,2.6594268121016285e-08
1899,2.65323762960179e-08,1.1055156790007459e-09
1900,1.4015843596837385e-08,7.786579381274805e-09
1901,3.1855812210324075e-08,6.147612641171918e-09
1902,9.329538919189417e-09,3.437198747846537e-09
1903,3.67214987306852e-08,1.4040573148577096e-08
1904,2.4723275870996986e-08,1.4511488011237361e-08
1905,1.651442893546573e-08,7.2250627702885595e-09
1906,3.7038127231880935e-08,1.5432553013283723e-09
1907,1.8514235478050978e-08,5.65712765521198e-09
1908,2.1118973236866623e-08,1.080505640516094e-08
1909,1.7053048750881317e-08,1.6502950117569526e-08
1910,2.51175080734356e-08,2.137660271017694e-09
1911,9.576673676292558e-09,1.1172785363555704e-08
1912,2.0837685354990754e-08,2.6047106693738442e-09
1913,1.2727175757731857e-08,2.6514948014977335e-09
1914,2.4108278040557707e-08,1.0714789944188396e-08
1915,2.1205371680821372e-08,1.1780762143587253e-08
1916,3.186363883855847e-08,1.0987462051303964e-09
1917,9.869782324756216e-09,3.289927441585405e-09
1918,2.6418664589300533e-08,1.9526840588923733e-08
1919,2.3940405213807026e-08,2.762354567309444e-09
1920,2.4988365154854364e-08,5.300562211374427e-09
1921,2.120369302360814e-08,9.087297137000405e-09
1922,2.2871599725249325e-08,8.115729421831475e-09
1923,2.7601466001669905e-08,6.369568872344189e-09
1924,1.4180787211159895e-08,6.445812328337297e-09
1925,1.8696901804560184e-08,1.5397448649423495e-08
1926,2.3406890647947876e-08,5.57306911730393e-09
1927,2.2298449309232637e-08,1.7838759802657478e-08
1928,2.5137291359556002e-08,1.0283437212876834e-08
1929,1.2254447234738564e-08,4.4561625500705304e-09
1930,1.2604324695075775e-08,7.352522590764465e-09
1931,2.0529641986399838e-08,6.843213995466613e-09
1932,2.301502632917618e-08,9.863582839386709e-09
1933,2.7529589274877253e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,1.0783422155213884e-08
1935,3.949533677882755e-08,9.574627313213568e-09
1936,2.66743711563322e-08,7.274828739411987e-09
1937,3.021868266728234e-08,1.2591118148108649e-09
1938,1.5558256905023882e-08,5.186085783037697e-09
1939,2.9058696782158222e-08,1.6823456405745674e-08
1940,3.550096039361961e-08,7.607348528892999e-09
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,0.0
1943,4.645176332473966e-08,8.709705845433291e-09
1944,1.927911696952833e-08,1.2852744646352221e-08
1945,2.3963544037997053e-08,8.714016175304096e-09
1946,2.7842208538686464e-08,1.2528993842408909e-08
1947,3.337843779149807e-08,4.7683483828109274e-09
1948,2.391815279167986e-08,8.697510267552389e-09
1949,2.4542520904446974e-08,6.8719057111366055e-09
1950,4.0414374069541736e-08,0.0
1951,2.5587365115598004e-08,1.0661401761424827e-09
1952,2.1089608281954497e-08,3.1634410646574906e-09
1953,2.0470272588113403e-08,6.464296653518886e-09
1954,2.14995790059902e-08,3.9090144454689835e-09
1955,2.440258128899586e-08,2.815682353940474e-09
1956,2.0058624983221307e-08,7.849027205963921e-09
1957,2.297109880089465e-08,7.951533653738352e-09
1958,2.6471179026543723e-08,8.272243445794913e-10
1959,1.6276571201956358e-08,5.425523585955716e-09
1960,3.114374891310945e-08,7.612916519406099e-09
1961,2.292892631317045e-08,9.03260666262895e-09
1962,2.0928455413127267e-08,6.341956293454132e-09
1963,2.392439668597035e-08,7.759263453976928e-09
1964,1.8251904876365188e-08,6.083968440151466e-09
1965,2.2435377999840966e-08,4.377634699181954e-09
1966,1.606331601067268e-08,9.970334780007306e-09
1967,1.5777073869571723e-08,3.451234853457663e-09
1968,2.515192853991266e-08,1.3474247273492779e-09
1969,2.679637134406221e-08,3.1792304344691047e-09
1970,2.8052221878738237e-08,6.898087434592526e-09
1971,2.6205826841874114e-08,5.652237344833111e-09
1972,1.9494558856081312e-08,9.234264020108185e-09
1973,1.8193572870472963e-08,4.9618833486420044e-09
1974,1.6876715136504572e-08,4.500457340128605e-09
1975,1.7134439644905797e-08,2.2845920710778955e-09
1976,2.628222439682304e-08,5.142174241967723e-09
1977,1.1165885105413054e-08,1.1753563677885381e-09
1978,3.26732525479656e-08,8.316828115084718e-09
1979,2.750427441355896e-08,3.5111840102075575e-09
1980,2.2740602290127754e-08,5.6851505725319385e-09
1981,1.2018544381930951e-08,3.1627747087981106e-09
1982,2.5450759721934446e-08,1.8622506869903077e-09
1983,2.084054351314535e-08,5.052252838311233e-09
1984,2.9574943383181562e-08,4.059305780401701e-09
1985,1.9851341903631692e-08,7.218669662023558e-09
1986,2.2179596825822046e-08,2.997242676272549e-09
1987,2.4443266966045485e-08,9.166225112267057e-09
1988,1.5591039570495013e-08,0.0
1989,1.5915555096057687e-08,9.878619700032232e-09
1990,1.7435683119515488e-08,5.448650863826288e-09
1991,1.1722930182145319e-08,8.20605094986604e-09
1992,1.8733810946969243e-08,1.65298330578878e-09
1993,1.2740176913439427e-08,8.862731881720265e-09
1994,1.002236071911966e-08,7.384897138251745e-09
1995,1.138714633697191e-08,3.253470381991974e-09
1996,2.1886178203089912e-08,4.270473752399084e-09
1997,1.5823152565985765e-08,7.671831170341648e-09
1998,1.0489884516573511e-08,7.629006759657386e-09
1999,1.5995704316651427e-08,2.285100553223174e-09
2000,1.590491294223284e-08,4.418031274155965e-09
2001,1.840108865280854e-08,4.8193329327261836e-09
2002,7.886198361006791e-09,3.504977197366088e-09
2003,1.4167538253673229e-08,4.583615265119079e-09
2004,1.3214373595360485e-08,1.7619165015858584e-09
2005,9.457874483587148e-09,6.305249655724765e-09
2006,1.5647982465338828e-08,1.6471559671771274e-09
2007,1.1983438241713884e-08,4.393927444112933e-09
2008,1.1069342775726909e-08,5.960415716543821e-09
2009,1.3827758493789588e-08,6.675469510497578e-09
2010,2.220182793166714e-08,2.8342759250676863e-09
2011,1.5678285336662157e-08,6.118355155848576e-09
2012,2.0425515501187874e-08,4.425528388196653e-09
2013,2.2591912340885756e-08,2.7891249310130206e-09
2014,2.1004817440939405e-08,5.413613113347537e-09
2015,2.4825643762937943e-08,6.64972610309178e-09
2016,2.982729796485728e-08,5.178350193091319e-09
2017,2.7168601590688013e-08,2.7671724911471074e-09
2018,1.8070267060465994e-08,7.744399788123246e-09
2019,2.2703790847344862e-08,3.5713827450933877e-09
