year,puissions_VERB apporter_VERB,puissions_VERB rapporter_VERB
1960,5.536666680683311e-09,2.076250060767393e-09
1961,2.084447814354462e-08,2.08444772553662e-09
1962,1.1415521861124489e-08,2.5367825617905737e-09
1963,1.1638896069143811e-08,7.759263453976928e-09
1964,1.3993127545575135e-08,4.258777774879263e-09
1965,1.586892572902343e-08,3.2832261354087677e-09
1966,1.5509408868297214e-08,2.215629901769489e-09
1967,1.4791006641701188e-08,6.409436092980059e-09
1968,6.737123747768692e-09,4.042274071025531e-09
1969,1.8167030546578644e-08,3.6334062425424918e-09
1970,1.609553734738256e-08,1.8394900047624674e-09
1971,1.2332153964678128e-08,4.1107179882260425e-09
1972,1.5903454553267693e-08,4.104117490300041e-09
1973,2.260413545229767e-08,1.102640756478479e-09
1974,7.875800456247362e-09,5.625571675160757e-10
1975,1.2565256390928425e-08,1.7134440533084216e-09
1976,1.085570122683066e-08,5.713526873840635e-10
1977,1.7630345183761165e-08,5.876781838942691e-10
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,9.363157360553487e-09,2.925986564150662e-09
1980,1.1370301145063877e-08,3.411090521154847e-09
1981,7.590659656386833e-09,1.8976649140967083e-09
1982,1.4898005495922462e-08,3.1037510339615437e-09
1983,1.1999100379966876e-08,1.89459470334441e-09
1984,1.0438215625185876e-08,5.799008495621649e-10
1985,1.3835783185811579e-08,1.2031116103372597e-09
1986,1.1988970705090196e-08,5.994485463567401e-10
1987,9.777306964053878e-09,2.4443267410134695e-09
1988,1.3792074149421296e-08,1.798966087207532e-09
1989,7.134558721588746e-09,2.1952488715726304e-09
1990,5.993515905799995e-09,2.724325431913144e-09
1991,8.7921980806982e-09,2.9307325455363298e-09
1992,1.3774860363469088e-08,2.2039776670368383e-09
1993,1.994114740000441e-08,1.661762283333701e-09
1994,7.912389854425328e-09,2.637463358823311e-09
1995,9.21816667442954e-09,4.337960657352369e-09
1996,1.1209993822092201e-08,1.067618438099771e-09
1997,9.58978851883785e-09,4.79489448146353e-10
1998,8.582632382569955e-09,1.9072516899143466e-09
1999,8.226361813967742e-09,9.140402323914998e-10
2000,6.627047355323157e-09,0.0
2001,6.571817756650944e-09,0.0
2002,9.200564754507923e-09,0.0
2003,6.250384210204629e-09,1.2500769308587678e-09
2004,6.166707589017051e-09,8.809582507929292e-10
2005,8.557123898356167e-09,9.007499190971657e-10
2006,8.235780057930242e-09,4.941467679486777e-09
2007,5.991719120856942e-09,1.5977917877663117e-09
2008,3.405951742863067e-09,4.257439678578834e-10
2009,3.337734755248789e-09,4.76819250749827e-10
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,3.823971805871906e-09,3.82397197240536e-10
2012,3.744677901096338e-09,2.382976926895708e-09
2013,4.741512515948898e-09,1.3945624655065103e-09
2014,3.2481677347817595e-09,1.5158115873603606e-09
2015,3.32486305154589e-09,1.329945265027277e-09
2016,2.6927420293532123e-09,1.2428040818690533e-09
2017,3.773417134311785e-09,1.509366853724714e-09
2018,1.5488800242380307e-09,1.290733298020541e-09
2019,5.101975730781305e-09,2.2958890344426663e-09
