year,moins_ADV enseigné_VERB,moins_ADV renseigné_VERB
1986,5.395036861699509e-09,1.019062523255343e-08
1987,4.277571630240118e-09,9.777306964053878e-09
1988,4.197587610832443e-09,5.396898483667201e-09
1989,2.1952488715726304e-09,1.7013178421620978e-08
1990,2.724325431913144e-09,7.628111475810329e-09
1991,2.344586080837985e-09,8.7921980806982e-09
1992,4.958949695321735e-09,1.3774860363469088e-08
1993,4.985286850001103e-09,8.862731881720265e-09
1994,7.384897138251745e-09,8.439882570598911e-09
1995,4.337960657352369e-09,8.675921314704738e-09
1996,5.3380921904988554e-09,9.074756945892659e-09
1997,6.233362714880286e-09,7.192341833217597e-09
1998,1.2397135762398648e-08,5.72175506974304e-09
1999,4.113180906983871e-09,5.484241505371301e-09
2000,6.627047355323157e-09,8.394259509714175e-09
2001,6.133696661692056e-09,8.324302136486494e-09
2002,3.504977197366088e-09,6.571832411594869e-09
2003,2.083461403401543e-09,6.250384210204629e-09
2004,5.285749615779878e-09,6.607186797680242e-09
2005,5.404499514582994e-09,9.457874483587148e-09
2006,4.117890028965121e-09,1.070651389767363e-08
2007,9.98619853476157e-09,8.787854888225866e-09
2008,1.0217855006544596e-08,8.51487946817997e-09
2009,1.907277002999308e-09,9.059565542202108e-09
2010,3.7790344187271785e-09,3.3066551718974324e-09
2011,9.177532511728259e-09,5.353560705856353e-09
2012,8.170206733382201e-09,2.7234021704458655e-09
2013,8.925200134513034e-09,6.136075203500013e-09
2014,1.3209215943277286e-08,7.57905826986871e-09
2015,1.0417904761084174e-08,5.098123256885856e-09
2016,8.906762438698479e-09,7.042556315894899e-09
2017,1.1823373391450787e-08,4.2765391228272165e-09
2018,1.290733386838383e-08,6.711813327342497e-09
2019,8.673358031785483e-09,4.591778068885333e-09
