year,elles_PRON entrent_VERB,elles_PRON rentrent_VERB
1843,2.9948040136673626e-07,1.7189111822801806e-07
1844,3.238251018444771e-07,2.607066580395667e-07
1845,3.018903456109001e-07,2.985422042911523e-07
1846,2.5174355755552824e-07,2.423763589831651e-07
1847,3.0255983674010167e-07,1.9900995340549343e-07
1848,3.0089127989185727e-07,2.5101092404611336e-07
1849,1.994300760088663e-07,2.404892072149778e-07
1850,2.5594515662419326e-07,2.4644055685030253e-07
1851,2.424988991833743e-07,1.9993259581241318e-07
1852,3.737053049235328e-07,2.376349046429027e-07
1853,3.5712152524070007e-07,2.0244849352479832e-07
1854,2.873202440412115e-07,1.7561345444505605e-07
1855,3.1788553656042495e-07,2.3085176081849568e-07
1856,2.661075235721455e-07,1.915559959542179e-07
1857,2.7385266321289237e-07,2.0746413298411426e-07
1858,2.3587518427348186e-07,1.7274676267220457e-07
1859,3.7834848853890435e-07,2.2252797649002787e-07
1860,2.97516951519583e-07,2.1558536644761261e-07
1861,3.093672091836197e-07,2.494744819614425e-07
1862,2.489410455552843e-07,1.3373239404756987e-07
1863,2.667127603217523e-07,2.407407322380095e-07
1864,3.231646701351565e-07,1.658975818941144e-07
1865,3.059448907549722e-07,2.2451647296861665e-07
1866,3.0458736688387944e-07,1.5326681257477048e-07
1867,2.9650679422843496e-07,1.6839256566925087e-07
1868,3.0874212697540315e-07,1.9660698669099475e-07
1869,3.169403832714579e-07,2.3733903375955379e-07
1870,2.603258195676972e-07,1.903704163197517e-07
1871,2.453491987353118e-07,2.028644914275901e-07
1872,2.6487345650139105e-07,1.917006553497913e-07
1873,2.4243318463845753e-07,2.3165837781391474e-07
1874,3.417476435174649e-07,2.3061991782924451e-07
1875,2.2714462488693243e-07,1.8594962725160258e-07
1876,2.829534970771874e-07,1.735206200947914e-07
1877,3.3026916668177364e-07,2.1461311661141735e-07
1878,2.808176304824883e-07,1.9868602052497408e-07
1879,3.127974679273393e-07,1.7350484071698702e-07
1880,2.5799742076060284e-07,1.6622221643558532e-07
1881,2.761113009341898e-07,2.2939550703426903e-07
1882,2.4691478373028986e-07,2.2095878193795215e-07
1883,2.729954431401893e-07,2.1296171581752787e-07
1884,2.6736872626997865e-07,2.0861362770574488e-07
1885,2.8231885096374754e-07,2.0110383758265016e-07
1886,2.6910944939118053e-07,1.8134233670252797e-07
1887,2.885784660122681e-07,2.3242971280978963e-07
1888,2.758167383376531e-07,1.9021844011035682e-07
1889,2.8756977954458307e-07,2.0800253963670912e-07
1890,3.041235174805479e-07,1.848337003451661e-07
1891,2.830153711386174e-07,1.982382471510391e-07
1892,2.946200829967438e-07,2.2315903436265216e-07
1893,3.5657232189123533e-07,2.2231883534118424e-07
1894,2.923914266261818e-07,1.613194111627081e-07
1895,2.8106930116678086e-07,1.9801241890604615e-07
1896,2.4531641429348383e-07,1.7278294350830947e-07
1897,2.7502088073561026e-07,1.882028506372535e-07
1898,2.597184902697336e-07,1.589997751239025e-07
1899,2.5316308693845713e-07,1.9788731364656087e-07
1900,2.8187418266156783e-07,1.7078564340522462e-07
1901,2.3975690410793504e-07,1.8163401804827117e-07
1902,2.8872469570728754e-07,1.7775227334482224e-07
1903,2.3328950859990982e-07,1.83607493653426e-07
1904,3.1495304142481473e-07,1.993985883075311e-07
1905,2.0333390438054266e-07,1.9352846436504478e-07
1906,2.7624270870774126e-07,1.9136366091743184e-07
1907,2.129137151030136e-07,1.738280985819074e-07
1908,2.9713904581285533e-07,1.6060241847526413e-07
1909,2.766994668945699e-07,1.8373285115558247e-07
1910,2.6186338430989053e-07,1.736848957989423e-07
1911,2.809157564342968e-07,1.6652771606118222e-07
1912,2.771412042079646e-07,1.792040826842367e-07
1913,2.5242231060929043e-07,1.8401374290988315e-07
1914,2.4108278040557707e-07,1.727759837422127e-07
1915,2.3914947000491793e-07,2.0851948612232718e-07
1916,2.2084799056187876e-07,1.4503449463632023e-07
1917,2.226184179221491e-07,1.6888294140926519e-07
1918,1.677010956768754e-07,1.504715267941492e-07
1919,1.8876088958563741e-07,1.3811772703320457e-07
1920,2.2943861921476127e-07,1.5750242532419634e-07
1921,2.476288365471646e-07,1.6508589695263254e-07
1922,2.14697923439644e-07,1.6821692838675517e-07
1923,2.866305948145964e-07,1.8471749640980306e-07
1924,2.3720589226172706e-07,1.6501278743419334e-07
1925,2.320615521966829e-07,1.3087831973734865e-07
1926,2.57475804232854e-07,1.7833821530643945e-07
1927,2.8876491597884524e-07,1.728129888078911e-07
1928,2.490876980232315e-07,1.679627992245969e-07
1929,2.462029726757464e-07,1.4036912077131092e-07
1930,2.3738143895002395e-07,1.659569406342598e-07
1931,2.657448057163947e-07,1.6993981688528947e-07
1932,2.3891789169283584e-07,1.205549047256227e-07
1933,2.271191092972913e-07,1.1241248998317133e-07
1934,2.2884818662305406e-07,1.0903237956938483e-07
1935,2.477434861702932e-07,1.3883209604159674e-07
1936,3.0796775263297604e-07,1.0790996185505719e-07
1937,2.593770318526367e-07,9.065604977820385e-08
1938,3.098686214286772e-07,1.3354171102264445e-07
1939,2.905869536107275e-07,9.482311114084041e-08
1940,2.434351671354307e-07,8.621661784502521e-08
1941,2.862957586557968e-07,5.017554549624492e-08
1942,2.5183958030083886e-07,1.3350531702371882e-07
1943,2.5258146507667334e-07,8.419382258040287e-08
1944,2.6348126169750685e-07,1.2531425852557732e-07
1945,2.897410382729504e-07,1.2635323187737413e-07
1946,2.157771206157122e-07,1.1693727408612631e-07
1947,2.419936819819668e-07,1.0132739980406313e-07
1948,2.717971980814582e-07,1.1741638772377883e-07
1949,2.7389452839088335e-07,9.522497812497477e-08
1950,2.1377077175088743e-07,8.827350050921723e-08
1951,2.3455083209000804e-07,7.676209534679401e-08
1952,2.478028946484301e-07,8.541290874575225e-08
1953,2.8011951513917666e-07,1.1097042218466413e-07
1954,2.511541836724973e-07,8.013479479984653e-08
1955,2.0554480784085172e-07,9.010183354973833e-08
1956,2.302381290064659e-07,8.633930370649523e-08
1957,2.4296353728914255e-07,7.774833044038587e-08
1958,2.9118297817376515e-07,7.362296727819739e-08
1959,2.9685364211218257e-07,6.510628303146859e-08
1960,2.9205916263208564e-07,4.982999968206059e-08
1961,3.2447904629862023e-07,7.017640868411945e-08
1962,2.0865036987061103e-07,4.946725962184928e-08
1963,2.5734891551110195e-07,8.470529699877716e-08
1964,2.4579232160704123e-07,6.449006395570223e-08
1965,2.506195926343935e-07,7.715581062939236e-08
1966,2.6975293820896695e-07,7.588532646707336e-08
1967,2.7757788956250806e-07,7.247593281078935e-08
1968,2.654426864978632e-07,6.737123570133008e-08
1969,2.570634904941471e-07,6.948889375024692e-08
1970,2.2579739322736714e-07,6.116304085423963e-08
1971,2.440738811060328e-07,5.292549465352181e-08
1972,2.2777851427235873e-07,5.3866540561386955e-08
1973,2.2769531682342858e-07,5.8439961314604716e-08
1974,2.6215164439236105e-07,5.344293185771676e-08
1975,2.7300875871105745e-07,4.6262988995238175e-08
1976,2.359686561703711e-07,5.1993095606661655e-08
1977,2.3565895190813535e-07,5.230335986539103e-08
1978,2.6138601327829747e-07,5.584155893245679e-08
1979,2.533904392976183e-07,7.84164448930369e-08
1980,2.552632665242527e-07,6.594774681900617e-08
1981,2.492266553133504e-07,6.00927192451195e-08
1982,2.3774734003723097e-07,8.442203203173904e-08
1983,2.317720984024163e-07,6.946847541655643e-08
1984,2.5225687139140973e-07,7.654691458469642e-08
1985,2.725047707485828e-07,5.353846788125338e-08
1986,2.433761068232343e-07,5.3350920126149504e-08
1987,2.7009809855371714e-07,5.7441678080749625e-08
1988,2.8123837836346866e-07,4.137622156008547e-08
1989,2.7824779635921004e-07,4.445378998241267e-08
1990,2.5227253530601956e-07,5.2307051134903304e-08
1991,2.754888583922366e-07,4.9822453718206816e-08
1992,2.6172235578769687e-07,3.967159933893072e-08
1993,2.6754371873494165e-07,4.4867578985474665e-08
1994,2.859010166389453e-07,6.85740477734953e-08
1995,2.825096814262906e-07,7.591431128162185e-08
1996,2.7918221690015343e-07,7.419948033771107e-08
1997,2.968039680695256e-07,5.178485906753849e-08
1998,2.89902253314267e-07,6.103205496543751e-08
1999,2.8746566016479846e-07,6.398281726660571e-08
2000,2.752433587716041e-07,5.478359099697627e-08
2001,2.580533688956166e-07,6.352756898309053e-08
2002,3.049330175031173e-07,7.141391122900131e-08
2003,2.9543483748284416e-07,4.666953756782277e-08
2004,2.8763286508137753e-07,5.594084928617349e-08
2005,2.954459716875135e-07,5.5396118803230365e-08
2006,2.973116437487988e-07,6.053298307051591e-08
2007,2.728229517856562e-07,7.26995246225215e-08
2008,2.562978664855109e-07,5.875266673172064e-08
2009,2.932438434299911e-07,6.007922515038899e-08
2010,2.862618586618737e-07,6.235406857513226e-08
2011,2.3173270591314576e-07,6.50075246966253e-08
2012,2.4578704227451453e-07,6.399995022832172e-08
2013,2.451640881417916e-07,7.307507488008014e-08
2014,2.609361473560057e-07,6.712880029624557e-08
2015,2.6754064919032317e-07,8.267826068220074e-08
2016,2.498036053566466e-07,9.196750028195311e-08
2017,2.7696880522398715e-07,7.672614721343507e-08
2018,2.2510389641183792e-07,7.821844150157631e-08
2019,2.517824952974479e-07,7.346844554945164e-08
