year,aux_ADP ans_NOUN,aux_ADP rangs_NOUN
1874,2.569081986036892e-08,1.5892460680788645e-07
1875,3.71899266937703e-08,1.5333692715557845e-07
1876,3.5066884507273244e-08,1.5598718383635912e-07
1877,1.5462039648639347e-08,1.6080521902939182e-07
1878,3.200716980344964e-08,1.3587949776461272e-07
1879,3.2990356002571275e-08,1.7472670932328072e-07
1880,2.1820677709172287e-08,1.2193908105473383e-07
1881,1.882577010947628e-08,1.331748978872227e-07
1882,1.6638462163598433e-08,9.916523580066894e-08
1883,2.0221884611260066e-08,1.4344899579299408e-07
1884,2.2445769687351458e-08,1.2609240673810973e-07
1885,2.9005360890899112e-08,8.701608322780885e-08
1886,2.1296431229611557e-08,1.10999575253512e-07
1887,2.219834327465975e-08,1.1295039570313747e-07
1888,2.5362458577760094e-08,9.70114015785839e-08
1889,1.8795410117178335e-08,1.403390680887462e-07
1890,1.966316010015845e-08,1.0618106038862152e-07
1891,2.995883363610119e-08,1.0963658780838159e-07
1892,3.573051987615372e-08,8.650547256294772e-08
1893,2.155445777418663e-08,1.0038218811736499e-07
1894,2.8987080291642542e-08,7.624862874422433e-08
1895,2.106515117894503e-08,9.509410858754563e-08
1896,2.0639601361338578e-08,1.0378771131414055e-07
1897,3.146425364697336e-08,9.147940005505006e-08
1898,1.810673555535658e-08,7.695362946869011e-08
1899,1.9346524382513053e-08,8.733573686470208e-08
1900,1.9206897072798768e-08,7.578937710750466e-08
1901,1.956058603980182e-08,8.215446467563225e-08
1902,1.816805017540446e-08,8.15107128460113e-08
1903,2.052083747372535e-08,7.668312940189992e-08
1904,3.171028861714831e-08,8.491907976804214e-08
1905,3.302885742684225e-08,7.225062309546004e-08
1906,2.1091156710006942e-08,1.028836885685891e-07
1907,2.6228502036929058e-08,1.0697113950186576e-07
1908,2.357466755142923e-08,1.0952397611063702e-07
1909,1.8153245295859932e-08,8.966603104454407e-08
1910,3.580580976159098e-08,7.214603126026731e-08
1911,2.2345571171200618e-08,1.0161914487660795e-07
1912,2.813087401909442e-08,8.595545142320304e-08
1913,2.1742257771961704e-08,1.0712039255622585e-07
1914,2.7456649620560825e-08,1.0246018034010262e-07
1915,5.772573496987121e-08,1.1662954246816071e-07
1916,1.9777432136436346e-08,1.0328214372634648e-07
1917,2.9609346086090227e-08,1.217273158937715e-07
1918,4.135095377222342e-08,8.614782398552734e-08
1919,3.222746869369075e-08,8.747456092805805e-08
1920,3.028892603396116e-08,6.436396882136819e-08
1921,4.013556204052193e-08,8.63293205810578e-08
1922,2.5822774307737717e-08,1.0255330629149739e-07
1923,2.866306125781648e-08,8.280439356411762e-08
1924,1.2891624101563082e-08,1.0957880958173405e-07
1925,2.859526304632709e-08,8.578578691853522e-08
1926,4.124071217859182e-08,8.693987718633167e-08
1927,2.8987985345452216e-08,8.027441822378023e-08
1928,3.1992915872081085e-08,7.084145892122251e-08
1929,3.899142186902793e-08,7.35266840745652e-08
1930,3.046045016219523e-08,7.772666954508622e-08
1931,2.5091785538222666e-08,8.554017583151108e-08
1932,3.835837791843488e-08,8.329247691563069e-08
1933,4.014731747048472e-08,1.0667715755197094e-07
1934,2.7557634396657704e-08,1.0304159125951173e-07
1935,2.393656828303392e-08,8.138433305049375e-08
1936,2.7886844389257703e-08,7.881064467696319e-08
1937,3.52551301485704e-08,9.317427351884788e-08
1938,4.408173026604345e-08,8.038432675050444e-08
1939,3.8235126176289214e-08,1.116465684347645e-07
1940,3.2965178364818826e-08,7.353770570261986e-08
1941,3.5418031174572207e-08,1.4462362774025905e-07
1942,4.247896434605991e-08,1.456421614420833e-07
1943,5.8064704155924574e-08,9.290352687152392e-08
1944,2.5705489292704442e-08,9.318240046241044e-08
1945,2.3963544037997053e-08,6.317661815913311e-08
1946,3.3410650246423756e-08,9.605561590575462e-08
1947,4.649139739854036e-08,7.986983519003843e-08
1948,4.348755133776194e-08,8.045196864259196e-08
1949,2.748762406579175e-08,8.049946920163364e-08
1950,3.403315673722318e-08,8.933703554703243e-08
1951,4.904244754744269e-08,7.676209101692422e-08
1952,2.8470970470095835e-08,1.1177491954228458e-07
1953,2.908933460776808e-08,7.326202933199966e-08
1954,4.299915934424803e-08,8.893007841237477e-08
1955,5.255940260795455e-08,5.44365241772482e-08
1956,6.453644840753725e-08,7.936238799466366e-08
1957,3.622365363220581e-08,8.658337125044824e-08
1958,3.474342219478288e-08,9.016745361467571e-08
1959,1.7826720544178443e-08,7.518225741964812e-08
1960,2.629916601160076e-08,6.367166399678936e-08
1961,1.59807664878997e-08,8.68519879904106e-08
1962,2.2831043222648617e-08,9.259256472660127e-08
1963,2.4571002898987615e-08,1.0862969190839067e-07
1964,1.5818317711246976e-08,9.612670281988756e-08
1965,3.17378508474242e-08,1.1108247699453955e-07
1966,1.883285383197375e-08,9.58259928074412e-08
1967,2.9582014060558492e-08,1.0008581557974239e-07
1968,3.099077011681217e-08,1.0240428049979045e-07
1969,1.544197603120523e-08,1.0582295817407328e-07
1970,2.2993624615441632e-08,1.1036940109065974e-07
1971,3.185806496386334e-08,1.0687866591752027e-07
1972,2.359867534718063e-08,1.1337624811202929e-07
1973,2.095017431757995e-08,1.0254558763245214e-07
1974,2.1939729255571194e-08,8.888403191242844e-08
1975,1.2565256390928425e-08,1.416447026336698e-07
1976,2.4568165224447824e-08,1.0512889359048927e-07
1977,1.7042667277422652e-08,8.99147590271987e-08
1978,2.435642376674707e-08,1.1762371188162035e-07
1979,1.6385525603013207e-08,1.6151447024270738e-07
1980,1.4781391888263329e-08,1.1711410730086413e-07
1981,1.7078983727270014e-08,1.3599931758534467e-07
1982,3.6003513170790313e-08,1.2725379416878013e-07
1983,1.7051353551345017e-08,1.1304415670210233e-07
1984,1.565732282715615e-08,1.3105759499865144e-07
1985,1.7445117905801055e-08,1.0888159995836588e-07
1986,2.577628777089558e-08,1.6305000660743474e-07
1987,1.527704190928958e-08,1.0449496629094668e-07
1988,1.499138480021145e-08,1.1693279566848958e-07
1989,2.1952489270837816e-08,1.1031125324301172e-07
1990,2.1794604121438965e-08,1.1169734648319718e-07
1991,1.817054207098323e-08,1.0316178694624867e-07
1992,1.8733810502880033e-08,1.39952586908354e-07
1993,1.6617622111692043e-08,1.4014195315326106e-07
1994,1.6352272202979634e-08,1.1552089057564885e-07
1995,1.897857726529395e-08,1.117024872598904e-07
1996,2.3487605638194964e-08,1.1209993822092201e-07
1997,1.3905193996244236e-08,1.2994164455548685e-07
1998,1.6211639364271946e-08,1.1348147532785902e-07
1999,2.7421206777455964e-08,1.0694270646816051e-07
2000,1.546311012567969e-08,1.1619423123665484e-07
2001,1.664860438399529e-08,1.1303526203931824e-07
2002,1.6210519815373914e-08,1.2004546934285543e-07
2003,1.7501076365888935e-08,1.0625653468210317e-07
2004,2.6869226871228946e-08,9.073870083087243e-08
2005,1.1709748948263154e-08,1.2250199077357138e-07
2006,1.564798118858235e-08,1.1241839548148391e-07
2007,9.986198562517146e-09,1.110465284170914e-07
2008,1.3623806749407663e-08,1.0430727148680319e-07
2009,1.5735035052699686e-08,1.0156249974357934e-07
2010,8.502827775203059e-09,9.164158321084415e-08
2011,1.3766299045148145e-08,9.368731190839696e-08
2012,9.872332590310506e-09,9.39573765457169e-08
2013,1.0319762655530695e-08,8.423157438208762e-08
2014,6.063246668630562e-09,8.445236154841496e-08
2015,8.644643945121544e-09,8.932798833960476e-08
2016,1.3256576725240166e-08,9.942432432907822e-08
2017,1.8615523900145092e-08,8.980732291163918e-08
2018,3.872200171617379e-09,8.751172142495989e-08
2019,4.5917777913295765e-09,8.367239501261281e-08
