year,voulez_VERB envoyer_VERB,voulez_VERB renvoyer_VERB
1987,6.110816741511371e-09,1.2221633705067347e-09
1988,7.195864348830128e-09,0.0
1989,1.2622680678475717e-08,1.0976244357863152e-09
1990,8.172976073694826e-09,0.0
1991,8.7921980806982e-09,1.1722930404189924e-09
1992,7.162927584403178e-09,0.0
1993,6.093128224193833e-09,3.877445031719162e-09
1994,6.329911705904578e-09,2.637463358823311e-09
1995,5.4224509327127635e-09,0.0
1996,6.4057106285986265e-09,1.6014276571496566e-09
1997,8.630809844589749e-09,2.876936688878118e-09
1998,6.198567881199324e-09,4.768129224785866e-10
1999,4.570201106446348e-09,4.570201161957499e-10
2000,5.3016377954406835e-09,3.5344251969604557e-09
2001,1.270551397425379e-08,0.0
2002,8.324320788233308e-09,1.752488598683044e-09
2003,8.750538071922165e-09,8.333845835650777e-10
2004,1.5416770082765652e-08,1.3214374039449694e-09
2005,1.5312748402607212e-08,1.3511248786457486e-09
2006,9.882935358973555e-09,8.235779835885637e-10
2007,1.3181781888249589e-08,3.994479469415779e-10
2008,1.4475294740634581e-08,3.405951742863067e-09
2009,1.7165493915172192e-08,2.860915504498962e-09
2010,2.3146585093059002e-08,4.723792912386671e-09
2011,2.2179037273417634e-08,4.5887662558641296e-09
2012,2.655317032917992e-08,1.0212758416727752e-09
2013,2.7612337305527035e-08,1.9523875849358774e-09
2014,2.2304085689484054e-08,3.2481677347817595e-09
2015,2.6377247053233077e-08,2.21657536769726e-09
2016,2.6927420293532123e-08,2.899876117012923e-09
2017,2.0628013075452145e-08,2.5156112748447867e-09
2018,1.6779534206534663e-08,4.64663996169179e-09
2019,2.015280387013263e-08,2.2958890344426663e-09
