year,avais_VERB emporté_VERB,avais_VERB remporté_VERB
1991,1.2309077312977479e-08,0.0
1992,1.7080827419135858e-08,5.509944056569793e-09
1993,5.539207315052863e-09,5.539207426075166e-10
1994,4.747434001473039e-09,0.0
1995,7.591431483433553e-09,5.422450821690461e-10
1996,6.939520069693117e-09,0.0
1997,6.233362714880286e-09,4.79489448146353e-10
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,9.140402323914998e-10
2000,7.510653432518666e-09,1.3254094488601709e-09
2001,9.20054432640427e-09,0.0
2002,9.63868718173444e-09,0.0
2003,5.416999737661854e-09,1.6667691671301554e-09
2004,9.250062049659391e-09,4.404791253964646e-10
2005,5.404499514582994e-09,9.007499190971657e-10
2006,1.317724773741702e-08,8.235779835885637e-10
2007,1.3181781888249589e-08,1.1983438685803094e-09
2008,1.4049550856043425e-08,4.257439678578834e-10
2009,1.5258216023994464e-08,1.907277002999308e-09
2010,1.5588517143783065e-08,1.4171379625338432e-09
2011,1.7590270573464295e-08,1.1471915639660324e-09
2012,1.872338906139248e-08,3.4042526575461807e-09
2013,2.3149738126448938e-08,5.578249862026041e-09
2014,2.555225364631042e-08,4.114345752981308e-09
2015,2.881547978006438e-08,4.654808538617772e-09
2016,2.2577607339258066e-08,3.935546111222266e-09
2017,2.264050280587071e-08,4.779661555431858e-09
2018,2.2975052971219156e-08,4.64663996169179e-09
2019,2.3469088006322636e-08,3.826481798085979e-09
