year,nous_PRON entrons_VERB,nous_PRON rentrons_VERB
1872,1.7815461887948913e-06,4.6262145048103775e-07
1873,1.6551302621792274e-06,4.3099231561427587e-07
1874,1.6519794030500634e-06,4.702017264435199e-07
1875,1.7639467841945589e-06,4.342639172705276e-07
1876,1.596147939153525e-06,4.2805785938071494e-07
1877,1.8133880530513125e-06,4.255153385201993e-07
1878,1.6963800533176254e-06,4.094502230600483e-07
1879,1.9250484228905407e-06,4.227653178645596e-07
1880,1.8521904507906584e-06,4.84547399537405e-07
1881,1.6985028139515634e-06,4.594882483388574e-07
1882,1.9413758991504437e-06,6.342582139495789e-07
1883,2.0689515736194153e-06,4.783739484537364e-07
1884,2.022099806708866e-06,6.46306133944563e-07
1885,2.205696546297986e-06,5.594811796072463e-07
1886,2.042521259681962e-06,5.362828403576714e-07
1887,1.8424624670387857e-06,5.908676854460282e-07
1888,1.7271834735765879e-06,6.137715047316306e-07
1889,2.1050859118076914e-06,6.35284862937624e-07
1890,1.87848712585037e-06,5.558119795523453e-07
1891,1.813465615896348e-06,5.099375925965433e-07
1892,2.030997961810499e-06,5.691809263907999e-07
1893,2.0827764615205524e-06,6.121465929709302e-07
1894,2.0139718799327966e-06,5.627274646258229e-07
1895,1.947623616160854e-06,5.302399443962713e-07
1896,1.8510773713842354e-06,6.516216899399296e-07
1897,1.894264528345957e-06,5.261522346700076e-07
1898,1.8095419136443525e-06,5.528212625449669e-07
1899,1.8207843766049336e-06,5.400444251790759e-07
1900,1.7841650219452276e-06,5.429841536397362e-07
1901,1.5994971249710943e-06,4.5548222260549664e-07
1902,1.346890883269225e-06,4.424165780392286e-07
1903,1.6411269712079957e-06,4.822396704184939e-07
1904,1.5521917475780356e-06,5.073646320852276e-07
1905,1.7252417592317215e-06,4.396966772901578e-07
1906,1.6831771461056633e-06,4.496017140809272e-07
1907,1.5881100239312218e-06,4.607987733606933e-07
1908,1.6350013822830078e-06,4.1255668747908203e-07
1909,1.6453442128749884e-06,4.554814410084873e-07
1910,1.778533317065012e-06,5.082287231061855e-07
1911,1.5556773576008709e-06,4.1924549520899745e-07
1912,1.5992923181329388e-06,5.100023514614804e-07
1913,1.5580184253849438e-06,4.666630815108874e-07
1914,1.518821534318704e-06,4.6006630327610765e-07
1915,1.7706485664348293e-06,5.501615731873244e-07
1916,1.959064491074969e-06,6.537539860573816e-07
1917,1.8730652300291695e-06,6.10829843594729e-07
1918,1.8780224877446017e-06,5.789133723510531e-07
1919,1.7752731196196692e-06,5.211642246649717e-07
1920,1.6242436799984716e-06,4.240449840153815e-07
1921,1.4789576141538419e-06,3.8318101758250123e-07
1922,1.5486286883970024e-06,5.415404729092188e-07
1923,1.417229071876136e-06,4.5436259199505e-07
1924,1.6230555104357336e-06,4.731226255216825e-07
1925,1.6200315826608858e-06,4.83919833982327e-07
1926,1.5470840253328788e-06,3.9457329137349006e-07
1927,1.500685698374582e-06,4.783017431009284e-07
1928,1.4442516089729907e-06,3.9419842323695775e-07
1929,1.288945014721321e-06,3.275279425452027e-07
1930,1.4001304009525484e-06,3.9073405844192166e-07
1931,1.5009449327862967e-06,3.8093891419066495e-07
1932,1.3271998682284902e-06,3.0248320115333627e-07
1933,1.2525962915788114e-06,2.970901533672077e-07
1934,1.362305681595899e-06,3.11521091589384e-07
1935,1.3284795556955942e-06,2.8364833326577354e-07
1936,1.2512705040990113e-06,2.8978067945217845e-07
1937,1.348508732235132e-06,2.933730485210617e-07
1938,1.2589223388204118e-06,3.6950861215245823e-07
1939,1.163877243470779e-06,3.043516016987269e-07
1940,1.207032681804776e-06,1.901837194395739e-07
1941,1.3458851810810302e-06,3.305682980681013e-07
1942,1.4260795637710544e-06,4.278238492361197e-07
1943,1.6780699638729857e-06,3.861302815266754e-07
1944,1.6194457543861063e-06,4.5627243139279017e-07
1945,1.773302301444346e-06,5.729465613057982e-07
1946,1.5160082966758637e-06,4.399068984639598e-07
1947,1.5997809157397569e-06,4.255750951642767e-07
1948,1.6949272776400903e-06,3.6964418370644125e-07
1949,1.281119608620429e-06,3.219978736979101e-07
1950,1.3783428300939704e-06,3.148066980429576e-07
1951,1.53950645653822e-06,3.347680177512302e-07
1952,1.262213004338264e-06,2.6467458269507915e-07
1953,1.318716471132575e-06,3.145957521155651e-07
1954,1.2977927781321341e-06,3.136984219054284e-07
1955,1.429428039045888e-06,2.937695242621885e-07
1956,1.4049759045065002e-06,3.008793783010333e-07
1957,1.1167487912189245e-06,2.738861581974561e-07
1958,1.2383548551042622e-06,2.3493171852351225e-07
1959,1.2439950296538882e-06,3.0305423592835723e-07
1960,1.3191108223509218e-06,3.294316712754153e-07
1961,1.278461297715694e-06,3.105827204308298e-07
1962,1.2385841046125279e-06,2.993403427353769e-07
1963,1.2602337733369495e-06,2.657547923945458e-07
1964,1.4047882928025501e-06,2.932472824568322e-07
1965,1.3433866286050034e-06,2.681301225493371e-07
1966,1.178715109517725e-06,2.597826096462086e-07
1967,1.2296256670651928e-06,2.899037312431574e-07
1968,1.3285608417845651e-06,3.346104762158575e-07
1969,1.2671504237005138e-06,2.9612260732392315e-07
1970,1.2485538150031061e-06,2.501706433122308e-07
1971,1.2902515891255462e-06,2.8004266283687684e-07
1972,1.189168045812039e-06,2.441949931153431e-07
1973,1.2228285868332023e-06,3.0212356705305865e-07
1974,1.1414284983857215e-06,2.80716029976702e-07
1975,1.1131675137221464e-06,2.661549842741806e-07
1976,1.1112809659152845e-06,2.42253541671289e-07
1977,1.0425411005599017e-06,2.391850131289175e-07
1978,1.0704945907491492e-06,2.5544543547084686e-07
1979,1.0732519228895399e-06,2.6567958855139295e-07
1980,1.1455578885488649e-06,2.478725775745261e-07
1981,1.1430268216372497e-06,2.9477060081717354e-07
1982,1.209842196203681e-06,2.749923524447695e-07
1983,1.1203370604562224e-06,2.658748030626157e-07
1984,1.2624441581010615e-06,3.18945467370213e-07
1985,1.0918237762780336e-06,2.3520831859968894e-07
1986,1.0586261396383634e-06,2.6675461128888855e-07
1987,1.0290615932717628e-06,2.664316198774941e-07
1988,1.0835772741302208e-06,2.6744630332586894e-07
1989,1.1859831943183963e-06,3.227015810125522e-07
1990,1.1643766981705994e-06,4.865645450990996e-07
1991,1.2889362039913976e-06,2.9776244048207445e-07
1992,1.1736180738353141e-06,3.4712648755430564e-07
1993,1.2961745596840046e-06,5.046217950166465e-07
1994,1.2796971873285656e-06,3.4234274437494605e-07
1995,1.2482481679398916e-06,3.063684772541819e-07
1996,1.2421740791523916e-06,3.5605074799605063e-07
1997,1.243795651362234e-06,3.217374313635446e-07
1998,1.374651645846825e-06,3.242327863972605e-07
1999,1.3322135998805607e-06,3.4185104880180006e-07
2000,1.3262930735891132e-06,3.9850644384387124e-07
2001,1.327069043099982e-06,4.6265597575256834e-07
2002,1.2753735916248843e-06,3.8729997697828367e-07
2003,1.255493884855241e-06,4.0210805707374675e-07
2004,1.1875317511567118e-06,4.171337195657543e-07
2005,1.1561125177195208e-06,3.8371946686766023e-07
2006,1.206953498922303e-06,4.3155486650903185e-07
2007,1.2147211805313418e-06,4.85329252342126e-07
2008,1.3325786483164848e-06,4.7257580604309624e-07
2009,1.2626173599983304e-06,5.27362089997041e-07
2010,1.4124141216598218e-06,6.499939217974315e-07
2011,1.4554037193192926e-06,6.665183036602684e-07
2012,1.5067222989273432e-06,8.360844674371037e-07
2013,1.5619100395269925e-06,8.317171023008996e-07
2014,1.7308403243987414e-06,8.76788760706404e-07
2015,1.8286747263118741e-06,9.094609083604155e-07
2016,2.213019740793243e-06,1.0139209507542546e-06
2017,1.979786134143069e-06,9.893899459711974e-07
2018,2.0633663666558277e-06,1.0769878997507476e-06
2019,2.0486982066358905e-06,1.0571293103112112e-06
