year,moins_ADV envoyé_VERB,moins_ADV renvoyé_VERB
1903,1.7280704867062013e-08,5.400220270956879e-10
1904,1.0211787859759625e-08,1.6123875568041512e-09
1905,2.580379465655369e-09,3.6125313851442797e-09
1906,6.6874399351490865e-09,2.572092316910357e-09
1907,1.337139288182243e-08,3.0857059130084963e-09
1908,9.331639461152008e-09,1.4734167219643268e-09
1909,1.4852655993990993e-08,4.400786846048277e-09
1910,1.6032452032632705e-09,3.740905363258662e-09
1911,1.4365010514438836e-08,0.0
1912,6.772247651554153e-09,1.0418842455450772e-09
1913,3.181793939432964e-09,5.833288518886093e-09
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,9.424609537234119e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,7.676496771580332e-09,4.386569774084137e-09
1918,8.040463406189247e-09,0.0
1919,9.207848372660976e-10,4.603924352863942e-09
1920,4.543339038320937e-09,0.0
1921,9.087297137000405e-09,7.572747429129834e-10
1922,5.164555005876537e-09,1.4755870969551665e-09
1923,3.1847844361720945e-09,3.1847844361720945e-09
1924,6.445812328337297e-09,3.867487219366694e-09
1925,2.1996355847875293e-09,6.598906754362588e-09
1926,7.802296586589819e-09,0.0
1927,1.1149224876660924e-09,0.0
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,3.342121912552898e-09,1.1140406375176326e-09
1930,7.352522590764465e-09,0.0
1931,4.5621426636444085e-09,7.983749661377715e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,6.882397318719313e-09,3.4411986593596566e-09
1934,1.1981580172459871e-08,5.990790086229936e-09
1935,2.393656828303392e-09,0.0
1936,8.487299751891442e-09,0.0
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,1.1668692678767911e-08,3.8895642262559704e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,0.0,3.2131861615880553e-09
1945,0.0,0.0
1946,5.568441707737293e-09,0.0
1947,1.1920870957027319e-09,0.0
1948,2.174377566888097e-09,0.0
1949,9.817008539414473e-09,0.0
1950,5.317680518146517e-09,0.0
1951,4.264560704569931e-09,0.0
1952,1.0544804140977249e-08,0.0
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,0.0,0.0
1955,6.569925492527773e-09,0.0
1956,1.744228317335228e-09,1.744228317335228e-09
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,4.9633461784992505e-09,0.0
1959,1.1626121398933265e-08,0.0
1960,8.305000243069571e-09,1.3841666701708277e-09
1961,3.47407969059077e-09,6.948159270159238e-10
1962,6.341956293454132e-09,0.0
1963,7.1126584622049904e-09,0.0
1964,4.258777774879263e-09,6.083968329129164e-10
1965,3.830430195250756e-09,5.47204326295514e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,1.4791006197611978e-09
1968,7.186265360559219e-09,8.982831700699023e-10
1969,1.1808570121729645e-08,3.6334062425424918e-09
1970,1.3796175313274261e-09,0.0
1971,7.707596338946132e-09,5.138397485282553e-10
1972,5.130146973897354e-09,0.0
1973,3.859242703185828e-09,0.0
1974,7.313243344242437e-09,1.1251143350321513e-09
1975,8.567219822452898e-09,2.2845920710778955e-09
1976,3.4281160132820787e-09,2.856763492431469e-09
1977,2.938390863960194e-09,3.526069214387917e-09
1978,5.940591130126904e-09,0.0
1979,7.022368020415115e-09,4.681578680276743e-09
1980,7.390696055153967e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,2.483000915987077e-09
1983,8.841442245000053e-09,1.2630632095778083e-09
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,1.2031116103372597e-09,3.609334831011779e-09
1986,6.593933843390687e-09,2.3977941854269602e-09
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,5.396898483667201e-09,3.597932174415064e-09
1989,4.939309850016116e-09,3.841685636274406e-09
1990,8.172976073694826e-09,2.179460389939436e-09
1991,4.10302547493302e-09,2.344586080837985e-09
1992,3.30596661157756e-09,5.509944167592096e-10
1993,3.323524566667402e-09,2.2156829704300662e-09
1994,3.6924485691258724e-09,1.0549853213248639e-09
1995,1.626735190995987e-09,6.506940763983948e-09
1996,3.2028553142993132e-09,3.736664311304594e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,4.7681290027412615e-09,3.337690568372409e-09
1999,3.656160929565999e-09,3.1991407301035224e-09
2000,3.97622823555821e-09,2.6508188977203417e-09
2001,3.943090742808408e-09,8.762423564512289e-10
2002,5.257465574004527e-09,3.504977197366088e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,1.7619165015858584e-09,2.2023955992267474e-09
2005,2.702249757291497e-09,0.0
2006,2.4707338397433887e-09,2.8825228870488218e-09
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,2.1287198670449925e-09,1.7029758714315335e-09
2009,3.814554005998616e-09,4.291373478793048e-09
2010,6.613310343794865e-09,1.8895172093635892e-09
2011,6.118355155848576e-09,0.0
2012,7.829781267787439e-09,2.7234021704458655e-09
2013,8.925200134513034e-09,3.3469500504423877e-09
2014,6.496335469563519e-09,1.2992671383216248e-09
2015,5.763096222466402e-09,1.7732603163622684e-09
2016,7.45682449121432e-09,1.4499380585064614e-09
2017,6.792150397672003e-09,1.0062445321423752e-09
2018,7.228107001822082e-09,3.3559066636712487e-09
2019,1.0459049626376782e-08,2.806086474294034e-09
