year,pourrions_VERB appeler_VERB,pourrions_VERB rappeler_VERB
1840,6.497082694068013e-08,2.6115722917552375e-08
1841,1.0208672307499e-07,3.531301828729738e-08
1842,6.77534757187459e-08,4.427455024824667e-08
1843,1.1636614516419286e-07,2.7762482091020502e-08
1844,8.836583731408609e-08,2.360081374774836e-08
1845,8.984167010339661e-08,3.236532108985557e-08
1846,1.0713737452761052e-07,3.2785209214125643e-08
1847,6.957258591455684e-08,1.5640349459999925e-08
1848,5.470750608083108e-08,3.861706332486392e-08
1849,8.463209155706863e-08,4.4410899846525353e-08
1850,6.44954596396019e-08,4.0055077477063605e-08
1851,8.255281613855914e-08,1.7413483988093503e-08
1852,1.5234675743158732e-07,5.9245962802378926e-08
1853,1.2302179186463036e-07,3.4040009921909586e-08
1854,1.0391328686409906e-07,2.338049043260071e-08
1855,1.294892655323565e-07,1.8043586180738203e-08
1856,1.1700447544171766e-07,4.814786080942213e-08
1857,9.226052100075322e-08,3.612316845647001e-08
1858,1.1157581525367277e-07,3.7191938417890924e-08
1859,1.6040345940382394e-07,3.819129901216911e-08
1860,1.6340545982984622e-07,3.61597543019343e-08
1861,1.2544462890673458e-07,5.517677692523648e-08
1862,1.1701584412548982e-07,3.5240294238292336e-08
1863,1.3085906402920955e-07,4.7948361725502764e-08
1864,1.261013409248335e-07,3.212467802882202e-08
1865,1.1484700479513776e-07,2.9182434246877165e-08
1866,1.5278024534381984e-07,2.7247432754506917e-08
1867,1.6305446592923545e-07,3.34843974769683e-08
1868,1.6103989253224427e-07,2.9145256874585357e-08
1869,1.6115613732381462e-07,5.860222884734867e-08
1870,1.869299950385539e-07,4.3578772590535664e-08
1871,1.2426777118434984e-07,6.797553453452565e-08
1872,1.614639586478006e-07,2.963196266136947e-08
1873,1.4426271377487865e-07,5.028243776905583e-08
1874,1.5713222012436745e-07,5.317401985394099e-08
1875,1.893825469778676e-07,4.520006413599731e-08
1876,2.430497829664091e-07,3.264847947548333e-08
1877,1.5833128941267205e-07,3.0924081073635534e-08
1878,2.2525800602579693e-07,3.140326043649111e-08
1879,1.7717043476750405e-07,3.1157558311178946e-08
1880,1.546700900689757e-07,3.658172431642015e-08
1881,1.7222093617874634e-07,2.3009274485730202e-08
1882,1.5906370265383885e-07,1.8635077481121698e-08
1883,1.529279956002938e-07,3.791603475633565e-08
1884,1.716441175858563e-07,3.3668655419205606e-08
1885,1.2697901752289908e-07,3.7384687345820566e-08
1886,1.2584254704961495e-07,2.5813855941692054e-08
1887,1.2992559561553207e-07,2.9380160526670807e-08
1888,1.5471100311970076e-07,3.61415040117663e-08
1889,1.4096558231813106e-07,2.5687061366852504e-08
1890,2.1826106433309178e-07,1.9663159989136147e-08
1891,1.7529104923141858e-07,2.42220359325529e-08
1892,2.005923960268774e-07,2.570090096298827e-08
1893,1.4964952299578727e-07,3.387129154930335e-08
1894,1.6005910197236517e-07,3.465846631911518e-08
1895,1.6430817595392e-07,2.9491211250842753e-08
1896,1.716035455956444e-07,2.7716035688740703e-08
1897,1.701400407227993e-07,1.981082675683865e-08
1898,1.5334141778566845e-07,2.3765091228256097e-08
1899,1.5698321931267856e-07,1.6029977345510815e-08
1900,1.484641245497187e-07,2.595526638060619e-08
1901,1.8275176216775435e-07,2.6825947685438223e-08
1902,1.5958423205120198e-07,3.093478895266344e-08
1903,1.2042491448482906e-07,3.4021386596805314e-08
1904,1.8381217614660272e-07,2.1498500757388683e-08
1905,1.635960558132865e-07,2.37394921498435e-08
1906,1.6718600193144084e-07,4.0639058340730116e-08
1907,1.5325673530242057e-07,3.034277540336916e-08
1908,1.3064294535070076e-07,3.241516921548282e-08
1909,1.705304839560995e-07,3.4106097501762633e-08
1910,1.8009787083883566e-07,1.7101282168141552e-08
1911,2.133470076159938e-07,2.7665945978583295e-08
1912,1.630548780440222e-07,3.4903123946605774e-08
1913,1.7818045705553232e-07,2.4924052155483878e-08
1914,1.908571931608094e-07,3.616241528447972e-08
1915,1.2134184146361804e-07,5.654765544704787e-08
1916,1.593182048509334e-07,3.29623865980011e-08
1917,2.017822140487624e-07,7.676496771580332e-09
1918,1.8148475078305637e-07,4.2499593178035866e-08
1919,1.9520638261383283e-07,2.2098836538475553e-08
1920,2.5442699325139984e-07,2.1959472462640406e-08
1921,1.885614153707138e-07,2.499006690470651e-08
1922,1.8739956431090832e-07,1.623145884366295e-08
1923,2.4522839225937787e-07,9.554353752605493e-09
1924,1.959526940709111e-07,1.933743654092268e-08
1925,1.8366957021953567e-07,1.2097995494286806e-08
1926,2.1289125129442255e-07,2.1177662290483568e-08
1927,1.861920537749029e-07,3.1217830098739796e-08
1928,1.8852968253213476e-07,1.7139061725401916e-08
1929,2.2726429449448915e-07,1.6710609784809094e-08
1930,2.1427351271086081e-07,2.10072066408884e-08
1931,2.554799891640869e-07,3.42160717536899e-08
1932,2.4001386123018165e-07,1.9727165678773417e-08
1933,2.328544468355176e-07,2.408838994938378e-08
1934,2.096776512416909e-07,2.7557634396657704e-08
1935,1.9149254626427137e-07,1.795242710045386e-08
1936,2.4128181053129083e-07,8.487299751891442e-09
1937,2.6567258260001836e-07,2.5182236740306507e-08
1938,2.9819992164448195e-07,2.3337385357535823e-08
1939,2.3858717668190366e-07,1.3764645423464117e-08
1940,2.1807733219247893e-07,2.2822046474857416e-08
1941,2.7744124508899404e-07,2.9515025090631752e-08
1942,3.064553766307654e-07,2.730790527039062e-08
1943,2.641943979142525e-07,2.322588166236983e-08
1944,1.83151612986876e-07,6.4263723231761105e-09
1945,2.8320553724370257e-07,1.5249527862692958e-08
1946,2.784220782814373e-07,1.1136883415474585e-08
1947,2.157677698733096e-07,1.907339353124371e-08
1948,2.9136660373296763e-07,3.587722829934137e-08
1949,2.4051669811342435e-07,1.9634017078828947e-08
1950,2.4142269694493734e-07,1.595304155443955e-08
1951,2.6440275746608677e-07,2.5587365115598004e-08
1952,2.720559280078305e-07,8.435843135146115e-09
1953,3.587684602734953e-07,1.8315507332999914e-08
1954,3.283572027612536e-07,1.9545073115523337e-08
1955,2.7687542569765355e-07,1.1262729415761896e-08
1956,3.052399506486836e-07,1.3953826538681824e-08
1957,2.668181480203202e-07,1.8553580005686854e-08
1958,2.8870130108771264e-07,7.445019267748876e-09
1959,2.9685364211218257e-07,1.0851047171911432e-08
1960,2.8098583015889744e-07,1.1073333361366622e-08
1961,3.342064474054496e-07,2.223410966450956e-08
1962,2.853880403108633e-07,1.3952304200870458e-08
1963,3.265356838255684e-07,1.0992290633282664e-08
1964,3.121075735634804e-07,2.5552667537454e-08
1965,3.080760393459059e-07,1.9699356812452606e-08
1966,2.708607667045726e-07,1.163205709531212e-08
1967,2.657450863807753e-07,1.4791006641701188e-08
1968,2.865523356376798e-07,1.392338955241712e-08
1969,2.938517411621433e-07,2.1346261647181564e-08
1970,3.1547253342978365e-07,1.4715920038099739e-08
1971,3.057346589230292e-07,7.707596338946132e-09
1972,2.770279365904571e-07,1.3338381954497436e-08
1973,3.092907263635425e-07,8.269805285010534e-09
1974,2.6833976107809576e-07,1.4626486688484874e-08
1975,2.5187628693856823e-07,1.1422960355389478e-08
1976,2.862476833342953e-07,1.656922776760439e-08
1977,2.9560212055912416e-07,8.22749424145286e-09
1978,2.94653318633209e-07,1.0099005187669263e-08
1979,2.7387235945752764e-07,8.192762912528906e-09
1980,2.825519800353504e-07,7.95921106799824e-09
1981,2.625102979436633e-07,1.9609203150139365e-08
1982,2.8368285143187677e-07,7.449002747961231e-09
1983,2.450342719839682e-07,8.209910973278056e-09
1984,2.8589113298949087e-07,9.858314165001048e-09
1985,2.5746587084540806e-07,5.414002135495366e-09
1986,2.4397556330768566e-07,4.196139880008332e-09
1987,2.810975843203778e-07,8.555143260480236e-09
1988,2.9682942681574787e-07,3.597932174415064e-09
1989,2.502583811292425e-07,8.232182935330457e-09
1990,2.5336225917271804e-07,5.448650863826288e-09
1991,2.883840863887599e-07,4.10302547493302e-09
1992,2.93129033934747e-07,5.509944056569793e-09
1993,2.5701922368170926e-07,9.416652346772025e-09
1994,3.217705284441763e-07,5.802419433820205e-09
1995,3.1016418233775767e-07,4.880205572987961e-09
1996,2.7277650360701955e-07,1.014237493990322e-08
1997,3.3372464258718537e-07,5.274384040632185e-09
1998,3.1612697171112814e-07,1.0489884516573511e-08
1999,3.884671002651885e-07,8.226361813967742e-09
2000,3.048441783448652e-07,1.1045078629479121e-08
2001,3.6714556017614086e-07,1.2267393323384113e-08
2002,2.847793894034112e-07,7.009954394732176e-09
2003,3.10019061089406e-07,2.9168460979889232e-09
2004,3.052520298751915e-07,7.928623979580607e-09
2005,2.8688884867733577e-07,9.007498746882447e-09
2006,3.1090070251593716e-07,4.941467679486777e-09
2007,2.9838761861356033e-07,9.18730247434496e-09
2008,3.056841819670808e-07,3.8316958494988285e-09
2009,2.937206602382503e-07,2.860915504498962e-09
2010,2.5697434580251866e-07,7.085689368580006e-09
2011,2.2676154287637473e-07,1.529588788962144e-09
2012,2.3829768736050028e-07,3.063827413996023e-09
2013,1.980278767632626e-07,3.904775169871755e-09
2014,2.1307980091478385e-07,4.980523993225461e-09
2015,1.8397575729522941e-07,5.098123256885856e-09
2016,1.7233548987860559e-07,7.871092222444531e-09
2017,1.7508655503206683e-07,2.5156112748447867e-09
2018,1.6159981441887794e-07,3.0977600484760615e-09
2019,1.8009973246080335e-07,3.06118530524202e-09
