year,ils_PRON envoient_VERB,ils_PRON renvoient_VERB
1851,2.5668766312492153e-07,5.997978291816253e-08
1852,2.4674966425664024e-07,5.4037526453498685e-08
1853,3.153179974901832e-07,4.9567032700537084e-08
1854,2.74331078742307e-07,6.078927450303695e-08
1855,2.244834362841175e-07,7.907336296852918e-08
1856,2.453987697492721e-07,5.332504793287285e-08
1857,3.2754926593270284e-07,4.881509063636713e-08
1858,2.2706656110926815e-07,5.138359693290795e-08
1859,2.296570116300245e-07,4.88848626023497e-08
1860,2.8790486794605386e-07,6.911547778543081e-08
1861,3.1974234104836796e-07,5.093240895703843e-08
1862,2.981870963481015e-07,6.370360683405352e-08
1863,2.1077299905414293e-07,6.542953201460477e-08
1864,2.3014693795175845e-07,4.698833278027337e-08
1865,2.645246510724064e-07,5.5070080051677905e-08
1866,3.620016073568877e-07,3.259960656976091e-08
1867,2.5380203538816204e-07,9.996792016409017e-08
1868,2.4155984590379376e-07,5.2362667091188086e-08
1869,2.4173419888029457e-07,5.030024841090608e-08
1870,2.8039499255783085e-07,6.250113226968779e-08
1871,3.1013837542559486e-07,7.222400855155797e-08
1872,2.5701192285509933e-07,6.833493371161126e-08
1873,2.490177806180327e-07,3.292302430679683e-08
1874,3.6564608052458425e-07,4.122480223855973e-08
1875,2.3973198537419194e-07,3.5473468384950024e-08
1876,3.083467490228031e-07,5.743713904493575e-08
1877,2.6161772126442884e-07,4.5149157634760684e-08
1878,2.572651780496926e-07,4.40853482608361e-08
1879,2.755305708035394e-07,4.520900676041606e-08
1880,2.2590818460344053e-07,4.171599998770148e-08
1881,3.24918858041201e-07,4.811030152040985e-08
1882,2.855160232684284e-07,3.527354230925539e-08
1883,2.8942572072310213e-07,4.107570372724467e-08
1884,3.010373745837569e-07,5.677459302688703e-08
1885,2.848970979130172e-07,4.44748864403266e-08
1886,3.129930092882205e-07,4.001147702048513e-08
1887,3.081652408809532e-07,4.570247291724172e-08
1888,3.0054513899813173e-07,4.7554608695321576e-08
1889,2.5624409261126857e-07,5.388017410012935e-08
1890,2.9953545777061663e-07,4.8502461602595304e-08
1891,5.003762737487705e-07,4.3344696276648165e-08
1892,3.209478265375765e-07,3.949162774574688e-08
1893,3.953703497927563e-07,3.387129021703572e-08
1894,3.238991226339749e-07,4.600123659770361e-08
1895,2.8106930471949454e-07,4.694519439851774e-08
1896,3.225674802820322e-07,3.7740987002266024e-08
1897,3.233826078030688e-07,4.020432420315245e-08
1898,2.574551416500981e-07,4.4701004675573586e-08
1899,2.581379092703173e-07,4.8089932036532446e-08
1900,3.1146318235641957e-07,4.5162162010115026e-08
1901,3.2973559171978195e-07,5.19752711980459e-08
1902,2.6024504506949597e-07,3.928227143568108e-08
1903,3.223931557272408e-07,4.9142004243662996e-08
1904,2.896923021467046e-07,5.4283715300584845e-08
1905,3.194509687887148e-07,4.696290778483103e-08
1906,3.2974224239978867e-07,5.041300976671437e-08
1907,2.6845641798445286e-07,4.937129771676041e-08
1908,2.9910358989582164e-07,8.447589472382333e-08
1909,2.5689593030620017e-07,5.3909639419202904e-08
1910,2.308673074935541e-07,3.7943470587720185e-08
1911,2.5591000252234153e-07,3.83066933729026e-08
1912,2.9276947088874294e-07,5.938740077482407e-08
1913,2.4764962347489927e-07,4.5075411847506075e-08
1914,2.5045821416824765e-07,4.687720700502496e-08
1915,3.2514901704416843e-07,3.062998032987707e-08
1916,2.8237776916739676e-07,2.0876177231343718e-08
1917,3.2241287328815815e-07,4.1672411299487067e-08
1918,3.6756405563664885e-07,4.939141629023425e-08
1919,3.0385898952545176e-07,3.222746869369075e-08
1920,2.529125353589734e-07,4.619061266808444e-08
1921,1.8401776102905387e-07,4.013555976456473e-08
1922,2.427340710653425e-07,4.426761357478881e-08
1923,2.0807258138688667e-07,4.458698255049853e-08
1924,2.2173594516061712e-07,8.508472326695937e-08
1925,1.9356793146130258e-07,6.048997791552324e-08
1926,2.006304882229415e-07,5.3501462815574996e-08
1927,1.795025177386833e-07,3.4562597672760376e-08
1928,1.9767051284702575e-07,4.227635086451187e-08
1929,1.8158862502559714e-07,3.4535259096912796e-08
1930,1.796116180230456e-07,3.676261250973312e-08
1931,2.0643695108901738e-07,3.649714130915527e-08
1932,1.6220114318343803e-07,4.4934099552307316e-08
1933,1.8123645872947236e-07,3.4411986149507356e-08
1934,1.6055317786367596e-07,2.2765002327673756e-08
1935,1.9149254626427137e-07,1.6755597798123745e-08
1936,2.182448568532891e-07,2.9099314957647948e-08
1937,1.6620276355183705e-07,4.1550689555691633e-08
1938,1.568790928274666e-07,4.019216426343064e-08
1939,2.1870491906383904e-07,4.435274636449549e-08
1940,2.3329203457933545e-07,7.607348528892999e-09
1941,2.213627041669497e-07,4.132103770260187e-08
1942,2.032921884165262e-07,3.034211770724937e-08
1943,2.119361752761506e-07,4.064529335323641e-08
1944,1.2852744823987905e-07,2.8918675454292497e-08
1945,1.8517284416930124e-07,4.574858536443571e-08
1946,1.6287692261585107e-07,5.290019799986112e-08
1947,2.0146272561305523e-07,7.152522485398549e-08
1948,1.8482208474779327e-07,4.892349547702679e-08
1949,1.8357805231516977e-07,4.810333997795624e-08
1950,1.5633981220730675e-07,3.084254718288548e-08
1951,1.8230997511636815e-07,5.437314865019971e-08
1952,1.6977135075535443e-07,4.5342655852209646e-08
1953,2.0901224928593365e-07,4.955960619668076e-08
1954,1.661331090474505e-07,5.0817187791096785e-08
1955,1.6800237645497873e-07,2.627970197011109e-08
1956,1.447709543356268e-07,3.9245136917998025e-08
1957,1.546131613849866e-07,4.594219671361088e-08
1958,1.24083651797946e-07,5.4596806187134916e-08
1959,1.4571406126151487e-07,5.425523585955716e-08
1960,1.86170417748599e-07,5.052208429390248e-08
1961,1.7092471438218126e-07,7.017640868411945e-08
1962,1.832825446967945e-07,7.039571592315497e-08
1963,1.7910967642364994e-07,6.207411296088594e-08
1964,1.9651216831562124e-07,6.9965634175162e-08
1965,1.9754076419076227e-07,7.606140250970839e-08
1966,2.7584592032781075e-07,7.588532646707336e-08
1967,2.1446959408422117e-07,1.0452311371977885e-07
1968,1.9402916606736653e-07,8.758260783281457e-08
1969,3.2473568012392207e-07,7.403065360733763e-08
1970,1.6371461342146176e-07,1.1220888929130979e-07
1971,1.808715879292322e-07,1.2280769823291848e-07
1972,1.8109418320477744e-07,1.0927212912292816e-07
1973,1.5933158792336144e-07,1.8744892571476157e-07
1974,1.985826827421988e-07,2.0533336453354423e-07
1975,1.7248669692548901e-07,2.1703623787061588e-07
1976,1.7254851059078646e-07,2.3196918874646144e-07
1977,1.710143493482974e-07,2.7268266933333507e-07
1978,1.7584150313609825e-07,2.2633652463355247e-07
1979,1.6970722427345208e-07,2.0364867836519807e-07
1980,1.8760996667310792e-07,2.2172087810190533e-07
1981,2.397383269681086e-07,2.0937569544798862e-07
1982,1.762930672555285e-07,2.2347007799794483e-07
1983,1.736711894295695e-07,2.81031571347512e-07
1984,1.8092907083655518e-07,2.568960795201747e-07
1985,1.642247369204597e-07,2.779187866508437e-07
1986,1.6065220620475884e-07,2.571634212245044e-07
1987,1.6132556623915661e-07,2.517656554346104e-07
1988,1.7509936611759258e-07,2.4346008942188746e-07
1989,2.195248853809062e-07,2.5300243322590177e-07
1990,1.8144007185583177e-07,2.8387471928681407e-07
1991,2.0808202094713124e-07,2.6200748948213004e-07
1992,1.6805329750013698e-07,2.9257803646487446e-07
1993,1.8334776541450992e-07,3.245975506160903e-07
1994,1.7512756045334754e-07,2.9961582725945846e-07
1995,1.7460291346083068e-07,3.215513331156217e-07
1996,1.6548085568501847e-07,3.000007779974112e-07
1997,1.9802914152933226e-07,3.356426248046773e-07
1998,1.9787736604826023e-07,3.633314378248542e-07
1999,2.020028873062074e-07,3.212851353850965e-07
2000,2.3503927337742425e-07,3.865777458145203e-07
2001,1.8751586239318385e-07,3.5356380578832614e-07
2002,1.9934557116130236e-07,3.9255745321042923e-07
2003,2.058459926956857e-07,3.829402217547795e-07
2004,2.0085848007056484e-07,3.876216325693349e-07
2005,2.0356948482458392e-07,3.575977274294928e-07
2006,1.894229342269682e-07,3.8419914005771716e-07
2007,2.224925097493724e-07,3.6030203887094103e-07
2008,2.0180263504698814e-07,3.5166451084478467e-07
2009,1.9883363222561456e-07,3.943295183717055e-07
2010,2.2815920885932428e-07,3.986881296214051e-07
2011,2.271439285550514e-07,3.8583877426390245e-07
2012,2.4238278939492375e-07,3.714039706892436e-07
2013,2.557627709620647e-07,2.518579904631224e-07
2014,2.6591666824060667e-07,2.501089255702027e-07
2015,2.349569996340506e-07,2.506946827907086e-07
2016,2.3841123208967474e-07,1.8310645799601843e-07
2017,2.4376273444204344e-07,2.1558788887432456e-07
2018,2.1787578674548058e-07,2.191665231521256e-07
2019,2.4438462276066275e-07,2.0790550081528636e-07
