year,sans_ADP entrer_VERB,sans_ADP rentrer_VERB
1900,2.0753831222464214e-06,8.876701063087467e-08
1901,2.333857310077292e-06,9.668518607952592e-08
1902,2.155614652110671e-06,5.99054637007157e-08
1903,2.2184104864209075e-06,5.778235490083716e-08
1904,2.169736148971424e-06,5.8045951156771025e-08
1905,2.294989599249675e-06,5.934872771007349e-08
1906,2.251609657832887e-06,8.693671649240287e-08
1907,2.1563942027569283e-06,6.171411948141525e-08
1908,2.2592389541387092e-06,6.679489317207299e-08
1909,2.3137137077355874e-06,8.746564184036743e-08
1910,2.196445848312578e-06,9.085056351665344e-08
1911,2.0962273765690043e-06,7.55493108073324e-08
1912,2.132737108695437e-06,6.095022886398738e-08
1913,2.092559725497267e-06,6.575707400813258e-08
1914,2.1817991182615515e-06,4.687720522866812e-08
1915,2.0345376015029615e-06,6.83284211433488e-08
1916,1.9964218154200353e-06,6.262853236016497e-08
1917,2.0507213775999844e-06,3.7285843079715164e-08
1918,2.0824800230911933e-06,4.364822991931305e-08
1919,1.7697484508971684e-06,3.7752178938532666e-08
1920,2.024057494054432e-06,8.708066312479446e-08
1921,2.1059811388113303e-06,5.452377993542257e-08
1922,2.1152541194169316e-06,6.71392159645734e-08
1923,1.9129938095829857e-06,6.051090384318059e-08
1924,1.8692855405788578e-06,5.672314795646116e-08
1925,1.8982855181093328e-06,5.609070585776976e-08
1926,1.8279666846865439e-06,7.690835435170129e-08
1927,1.7626924773139763e-06,8.919379812510897e-08
1928,1.8464482423041773e-06,7.655447609167254e-08
1929,1.7846930973064445e-06,4.233354289340241e-08
1930,1.9673249767038214e-06,7.03741442897865e-08
1931,2.0404183374012064e-06,4.33403561928003e-08
1932,1.8959997873935208e-06,5.2605774847336306e-08
1933,1.9098652614957246e-06,5.047091455878672e-08
1934,1.8703246382756333e-06,6.110605887954534e-08
1935,1.8598713040773873e-06,6.582556277834328e-08
1936,1.8878180298997904e-06,7.274828917047671e-08
1937,1.8194165818385954e-06,5.162358451826776e-08
1938,1.9655264509310655e-06,5.3157377832846464e-08
1939,1.9622266904661956e-06,3.976453033516236e-08
1940,1.6254368802037789e-06,5.0715657229361e-08
1941,1.4521392586175352e-06,5.9030050181263505e-08
1942,1.7264665075344965e-06,6.371844563091145e-08
1943,1.6171019865396374e-06,8.709705712206528e-08
1944,1.6355117509192496e-06,3.213186161588055e-08
1945,1.5314883512473898e-06,5.446260153973981e-08
1946,1.5842216498640482e-06,5.150808668474838e-08
1947,1.6856111528795736e-06,6.675687647117456e-08
1948,1.707973581233091e-06,6.631851512395315e-08
1949,1.666927971655241e-06,4.613993809243766e-08
1950,1.6059395875345217e-06,6.700277621618511e-08
1951,1.697295203939575e-06,5.863770891068043e-08
1952,1.7451650933253404e-06,7.065018969854009e-08
1953,1.7895327459882537e-06,5.602390373837807e-08
1954,1.800101131266274e-06,7.818028979755809e-08
1955,1.6668839748490427e-06,4.97437211421925e-08
1956,1.8192300785813131e-06,2.703553825256222e-08
1957,1.773192082055175e-06,5.6544240401024126e-08
1958,1.9001342934643617e-06,5.956015147745575e-08
1959,1.7586446574568981e-06,4.8829710053155395e-08
1960,1.7890353660732217e-06,4.152499899490181e-08
1961,1.7273123944505642e-06,5.28060102311656e-08
1962,1.7167675991913711e-06,4.249110840959247e-08
1963,1.7329022625744983e-06,5.948768944108451e-08
1964,1.8282324276697182e-06,6.692365062122008e-08
1965,1.9004406794920214e-06,5.7456453816939757e-08
1966,1.8877166212405427e-06,5.095948729660904e-08
1967,1.710826495582296e-06,4.9796389234302296e-08
1968,1.733686474381102e-06,5.075299913670506e-08
1969,1.8539455481914047e-06,5.677197290054892e-08
1970,1.8123575387107849e-06,4.828661204214768e-08
1971,1.7306122686022718e-06,4.8300936583700604e-08
1972,1.7622054997445957e-06,5.848367390370868e-08
1973,1.6682955106261943e-06,4.9618835262776884e-08
1974,1.7034230950230267e-06,5.344293008135992e-08
1975,1.7819817799136217e-06,6.339742952832239e-08
1976,1.7683365740595036e-06,5.142174153149881e-08
1977,1.6842856780385773e-06,5.994317398005933e-08
1978,1.7744546312314924e-06,6.831679932872703e-08
1979,1.804748535505496e-06,5.734933949952392e-08
1980,1.755574487560807e-06,6.594774859536301e-08
1981,1.8786881810228806e-06,7.084615560870589e-08
1982,1.908806950723374e-06,8.255977945736959e-08
1983,1.8036542996924254e-06,8.336217049986772e-08
1984,1.856262599631009e-06,7.248760525158104e-08
1985,1.8894867821472872e-06,8.842870258263247e-08
1986,1.8121330072062847e-06,8.392279582380979e-08
1987,1.8246898889628937e-06,8.249602601040351e-08
1988,1.911101719542785e-06,8.635037573867521e-08
1989,1.7304048469668487e-06,8.780995486290522e-08
1990,1.8372851400272339e-06,9.26270651291361e-08
1991,1.7889191212816513e-06,1.0316178844504975e-07
1992,1.7912828411681403e-06,1.1185186821194293e-07
1993,1.7941493410944531e-06,7.754890063438324e-08
1994,1.7623529515731207e-06,6.69915678486177e-08
1995,1.7818173319028574e-06,9.001268352903935e-08
1996,1.8560546095613972e-06,9.395041900006618e-08
1997,1.7065028714569053e-06,1.0596717103794617e-07
1998,1.7875716480375559e-06,1.301699299460779e-07
1999,1.666295361246739e-06,1.215673499643799e-07
2000,1.7605855191504816e-06,1.2326307796683977e-07
2001,1.7305786172983062e-06,1.36255685845299e-07
2002,1.699037738944753e-06,1.1960734980220877e-07
2003,1.75302454863413e-06,1.625099912416772e-07
2004,1.7447378581891826e-06,1.4007235904500703e-07
2005,1.7533096752231359e-06,1.7744773117556178e-07
2006,1.7006885855153087e-06,1.4083183685897893e-07
2007,1.6137697116391791e-06,1.6217586562561337e-07
2008,1.5488565168197965e-06,1.5369356987093852e-07
2009,1.5034111129352823e-06,1.4495304867523373e-07
2010,1.3793475659440446e-06,1.7336319757532692e-07
2011,1.3162111258679943e-06,1.8622743880314374e-07
2012,1.2759139167428657e-06,1.770211426332935e-07
2013,1.2765825090355065e-06,1.779461769046975e-07
2014,1.122133710396156e-06,1.500653468156088e-07
2015,1.1818780194516876e-06,1.7577442434912882e-07
2016,1.2146338121965528e-06,1.7129982055053006e-07
2017,1.1637217767201946e-06,2.0351295404452685e-07
2018,1.0927348625955347e-06,1.8509116017639826e-07
2019,1.1155469792356598e-06,2.0816059986827895e-07
