year,ayez_VERB envoyé_VERB,ayez_VERB renvoyé_VERB
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,5.219107812592938e-09,0.0
1985,6.015557829641693e-09,0.0
1986,2.997242676272549e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,0.0
1988,6.596209356501959e-09,0.0
1989,5.488122178931576e-10,5.488122178931576e-10
1990,1.089730194969718e-09,0.0
1991,9.37834432335194e-09,5.861465202094962e-10
1992,6.060938417817852e-09,0.0
1993,3.877445031719162e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,1.626735190995987e-09,0.0
1996,1.067618438099771e-09,0.0
1997,4.79489448146353e-10,9.58978896292706e-10
1998,5.2449422582867555e-09,0.0
1999,3.1991407301035224e-09,0.0
2000,2.2090156370779823e-09,0.0
2001,1.7524847129024579e-09,0.0
2002,8.76244299341522e-10,0.0
2003,2.9168460979889232e-09,0.0
2004,2.642874807889939e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,4.5037495954858286e-10
2006,3.294311934354255e-09,2.0589450144825605e-09
2007,2.7961355453243186e-09,1.997239706952314e-09
2008,2.1287198670449925e-09,0.0
2009,1.0013204487790972e-08,2.384096253749135e-09
2010,9.447586046817946e-10,0.0
2011,3.4415748029203996e-09,7.64794394481072e-10
2012,5.7872298064864935e-09,2.0425516833455504e-09
2013,6.414987652192394e-09,5.578250084070646e-10
2014,6.496335469563519e-09,6.496335691608124e-10
2015,8.644644111654998e-09,4.433150790905671e-10
2016,1.1392370602436586e-08,2.4856081637381067e-09
2017,5.0312225496895735e-09,5.031222660711876e-10
2018,1.058401366549333e-08,1.5488800242380307e-09
2019,7.652963596171958e-09,1.2754939326953263e-09
