year,pourrez_VERB acheter_VERB,pourrez_VERB racheter_VERB
1873,1.7958013742713774e-08,5.986004469882289e-10
1874,1.4936523129449597e-08,2.3898436563030145e-09
1875,6.293679799540541e-09,2.8607636259891933e-09
1876,3.627608879952504e-09,6.04601479992084e-10
1877,7.421779191219002e-09,6.184815992682502e-10
1878,5.435179861734696e-09,0.0
1879,1.4051448005147904e-08,1.221865053580018e-09
1880,1.9253538763308597e-09,6.417846254436199e-10
1881,4.183504653809678e-09,1.3945015142624584e-09
1882,3.9932310791357395e-09,0.0
1883,1.64302811356265e-08,6.319338941018771e-10
1884,6.601696966868076e-09,1.3203393933736152e-09
1885,4.511945039809007e-09,0.0
1886,1.936039106809062e-09,1.2906927748801422e-09
1887,9.793386546164129e-09,6.528924623161458e-10
1888,3.804368819970705e-09,6.340614699951175e-10
1889,1.0650732740202784e-08,6.265136742733546e-10
1890,1.3108772956016423e-09,1.3108772956016423e-09
1891,2.5496880162734215e-09,3.824531802365527e-09
1892,1.6298132621272998e-08,1.8805537127519756e-09
1893,1.2316833108982905e-09,0.0
1894,6.301539290376468e-09,0.0
1895,5.416753268150387e-09,3.0093072478365457e-09
1896,5.307326134129653e-09,0.0
1897,6.409385022720926e-09,0.0
1898,5.6583548957434e-10,5.6583548957434e-10
1899,4.9748205555033564e-09,1.1055156790007459e-09
1900,5.710158568206225e-09,2.07642125715779e-09
1901,8.38310842965484e-09,0.0
1902,9.820567470342212e-09,4.910283846193408e-10
1903,1.0800440541913758e-08,0.0
1904,2.1498500757388683e-09,0.0
1905,6.708986699521802e-09,0.0
1906,6.173021205313489e-09,5.144184522798412e-10
1907,3.599990305858114e-09,5.142843373384665e-10
1908,1.4734167219643268e-09,3.437972351250096e-09
1909,2.2003934230241384e-09,5.500983557560346e-10
1910,8.01622590529405e-09,5.344150677544235e-10
1911,1.1172785363555704e-08,1.0640748282497725e-09
1912,2.0837684910901544e-09,5.209421227725386e-10
1913,5.302989602995467e-09,3.181793939432964e-09
1914,1.1384464038144415e-08,2.678697486047099e-09
1915,3.534228465440492e-09,0.0
1916,0.0,0.0
1917,5.483212106582869e-09,0.0
1918,3.44591288836682e-09,0.0
1919,1.012863304339362e-08,0.0
1920,1.4387239843927091e-08,0.0
1921,7.572747762196741e-09,0.0
1922,2.951174193910333e-09,7.377935484775833e-10
1923,5.307974060286824e-09,0.0
1924,7.734974438733389e-09,0.0
1925,4.399271169575059e-09,1.0998177923937646e-09
1926,1.3375366592072169e-08,3.343841648018042e-09
1927,6.689535148041159e-09,5.574612327308159e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,0.0,2.2280812750352652e-09
1930,0.0,0.0
1931,2.2810713318222042e-09,2.2810713318222042e-09
1932,0.0,0.0
1933,9.176529758292418e-09,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,0.0,0.0
1936,9.699771652549316e-09,0.0
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,3.5762612871081956e-09,1.1920870957027319e-09
1948,2.174377566888097e-09,0.0
1949,5.890204768377316e-09,1.9634016634739737e-09
1950,7.444753258312176e-09,0.0
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,1.0773827385790469e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,8.447047505910632e-09,0.0
1956,6.976913269340912e-09,8.72114158667614e-10
1957,7.068030161150318e-09,8.835037701437898e-10
1958,9.099467845885556e-09,8.272243445794913e-10
1959,6.975672928177801e-09,0.0
1960,4.152500121534786e-09,1.3841666701708277e-09
1961,6.25334317660986e-09,2.08444772553662e-09
1962,6.976152100435229e-09,0.0
1963,1.1638896069143811e-08,4.526237162849611e-09
1964,4.867174663303331e-09,0.0
1965,8.755269398363907e-09,1.6416130677043839e-09
1966,9.416426749453422e-09,2.215629901769489e-09
1967,4.437302081328198e-09,4.930335584241163e-10
1968,8.982831367632116e-09,0.0
1969,7.2668124850849836e-09,3.1792304344691047e-09
1970,1.5175793066646293e-08,4.5987250119061684e-10
1971,5.138397263237948e-09,5.138397485282553e-10
1972,2.565073486948677e-09,0.0
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,7.313243344242437e-09,0.0
1975,6.8537762132336866e-09,5.711480177694739e-10
1976,1.7140580510499603e-08,5.713526873840635e-10
1977,4.11374712072643e-09,5.876781838942691e-10
1978,8.316828115084718e-09,1.7821774056514528e-09
1979,6.437170796402825e-09,5.851973350345929e-10
1980,8.527726080842513e-09,0.0
1981,5.69299452024552e-09,0.0
1982,1.1794254461960918e-08,0.0
1983,2.5261264191556165e-09,6.315316047889041e-10
1984,7.538710988796993e-09,0.0
1985,6.617113967877231e-09,0.0
1986,1.0790073723399018e-08,5.994485463567401e-10
1987,5.49973533381376e-09,6.110816852533674e-10
1988,1.0793796967334401e-08,0.0
1989,7.134558721588746e-09,0.0
1990,3.814055737905164e-09,1.6345953479657283e-09
1991,5.8614650910726596e-09,0.0
1992,2.2039776670368383e-09,0.0
1993,7.754890063438324e-09,1.1078414852150331e-09
1994,7.912389854425328e-09,5.274926606624319e-10
1995,7.0491861237087505e-09,0.0
1996,1.1743802375008272e-08,0.0
1997,7.671831170341648e-09,1.917957792585412e-09
1998,9.536258005482523e-09,0.0
1999,1.0968483010742602e-08,4.570201161957499e-10
2000,1.2370488633450805e-08,4.4180314962005696e-10
2001,7.448059946568719e-09,8.762423564512289e-10
2002,8.762443215459825e-09,0.0
2003,7.91715315529018e-09,4.1669229178253886e-10
2004,1.0571499231559756e-08,8.809582507929292e-10
2005,4.954124666056714e-09,9.007499190971657e-10
2006,1.4824403926638752e-08,0.0
2007,4.154258803623634e-08,0.0
2008,7.407945190607279e-08,1.7029758714315335e-09
2009,8.868838108355703e-08,1.907277002999308e-09
2010,9.164158143448731e-08,4.723793023408973e-10
2011,2.5123495106527116e-07,2.6767803529281764e-09
2012,2.4885088123483e-07,2.0425516833455504e-09
2013,1.5898012861725874e-07,8.367375126105969e-10
2014,1.5547895770851028e-07,1.0827225782605865e-09
2015,1.64469895480579e-07,1.994917786518613e-09
2016,1.5742183734346327e-07,2.6927420293532123e-09
2017,1.506851248223029e-07,1.509366853724714e-09
2018,1.417225234945363e-07,1.0325866828253538e-09
2019,1.3826353040258255e-07,2.04079020349468e-09
