year,plus_ADV entré_VERB,plus_ADV rentré_VERB
1844,1.0428266250528395e-08,9.330554107123135e-09
1845,1.0044410636567136e-08,2.2320911785556063e-09
1846,3.5127007969038004e-09,4.6836010625384006e-09
1847,4.853901280910122e-09,1.1325769655456952e-08
1848,2.091757700384278e-08,1.850401076808339e-08
1849,5.02764896381791e-09,5.865590679832167e-09
1850,9.504594444820214e-09,1.3577992064028876e-08
1851,6.449438760824933e-10,1.805842941848823e-08
1852,6.510545436100301e-09,1.1067927019325907e-08
1853,3.5831591027601917e-09,6.569124799682413e-09
1854,9.871762074453727e-09,6.754363734984281e-09
1855,5.837630823180007e-09,1.0083180512765466e-08
1856,9.318940286107136e-09,6.212626857404757e-09
1857,1.2203773103180993e-08,1.0251168802710708e-08
1858,9.787352261980686e-09,1.1744822003834088e-08
1859,8.147477359443656e-09,2.189634606963864e-08
1860,1.5104706818647173e-08,1.2358396972445007e-08
1861,8.488735048217677e-09,2.357981898626349e-08
1862,7.228778020618165e-09,1.445755604123633e-08
1863,9.489779628779615e-09,6.99246927027275e-09
1864,1.9178912680217763e-08,9.589456340108882e-09
1865,5.6482134525026595e-09,9.413688495385486e-09
1866,1.3137154475373336e-08,2.2868380966656332e-08
1867,9.220341823379385e-09,6.79393608038481e-09
1868,3.951899252285784e-09,1.877152122631287e-08
1869,8.790334682373668e-09,2.4417595057002472e-08
1870,1.490852596930381e-08,5.160643912205387e-09
1871,1.4869648623516696e-08,8.496941816815706e-09
1872,1.6327815544059376e-08,1.3908880269752899e-08
1873,1.3169209722718733e-08,4.7289436366781956e-08
1874,1.7326366119618797e-08,1.4339061493728877e-08
1875,1.4303817685856757e-08,2.8607636259891933e-09
1876,9.069021977836655e-09,4.836811839936672e-09
1877,1.2369632429454214e-08,9.895705588292003e-09
1878,7.850815109122777e-09,4.831270938865373e-09
1879,1.5273313280772527e-08,1.0996785704264767e-08
1880,2.5671385017744797e-08,9.626769603698904e-09
1881,8.367009307619355e-09,5.5780060570498335e-09
1882,7.320923423037584e-09,1.0648616211028639e-08
1883,7.58320695126713e-09,3.791603475633565e-09
1884,3.300848483434038e-09,1.1222884843675729e-08
1885,5.156508553483263e-09,1.2246707647989297e-08
1886,1.2906927970846027e-08,5.162771099520569e-09
1887,8.48760173255414e-09,7.1818169189441505e-09
1888,1.0779045211961602e-08,3.1703073499755874e-09
1889,1.0024218788373673e-08,1.8795409673089125e-09
1890,9.831579994568074e-09,2.6217545912032847e-09
1891,6.3742202627281586e-09,5.099376032546843e-09
1892,6.8953633913793055e-09,6.268512375839919e-10
1893,4.310891643655168e-09,9.23762488724833e-09
1894,7.561847148451761e-09,6.301539290376468e-09
1895,1.3842813118003505e-08,1.2037228991346183e-08
1896,1.7691087705884456e-08,8.845543852942228e-09
1897,6.992056267307589e-09,1.7480140668268973e-09
1898,8.487532454637403e-09,3.3950129374460403e-09
1899,1.0502398950507086e-08,4.4220627160029835e-09
1900,2.0245106924221545e-08,7.26747462209687e-09
1901,1.956058603980182e-08,6.147612641171918e-09
1902,7.856454153909453e-09,8.838511256215043e-09
1903,9.720396931811592e-09,2.1600881083827517e-09
1904,1.289910045443321e-08,7.524475265086039e-09
1905,4.1286072338664326e-09,1.0321517862621477e-08
1906,7.201858220895474e-09,4.629765903985117e-09
1907,3.0857059130084963e-09,9.257117739025489e-09
1908,1.3260750719723546e-08,5.893666887857307e-09
1909,3.300590023513905e-09,5.5009836685826485e-09
1910,3.740905363258662e-09,5.878565634276356e-09
1911,1.1704822888702893e-08,7.980561100850991e-09
1912,6.251305251225858e-09,3.646594803896619e-09
1913,1.2196876397752021e-08,7.954484182448596e-09
1914,5.357394972094198e-09,1.0045115850232378e-08
1915,1.1780761921542648e-09,2.709575319670421e-08
1916,7.69122365795738e-09,2.197492410260793e-09
1917,3.289927441585405e-09,3.289927441585405e-09
1918,1.033773866510046e-08,1.033773866510046e-08
1919,2.025726608678724e-08,5.524709134618888e-09
1920,1.9687803387569147e-08,6.057785384427916e-09
1921,1.2116395886607734e-08,3.0290989716519334e-09
1922,1.623145884366295e-08,8.853522359686394e-09
1923,1.1677542488541803e-08,1.2739137744688378e-08
1924,3.867487219366694e-09,1.933743654092268e-08
1925,3.299453377181294e-09,1.2097995494286806e-08
1926,1.0031524944054127e-08,5.57306911730393e-09
1927,1.7838759802657478e-08,4.4596899506643695e-09
1928,1.7139061725401916e-08,3.4278122562625413e-09
1929,7.798284684668033e-09,8.912325100141061e-09
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,1.3151444377967891e-08,4.383814644626227e-09
1933,6.882397318719313e-09,2.2941324395731044e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,5.98414207075848e-09
1936,9.699771652549316e-09,3.6374143697059935e-09
1937,7.554670666820584e-09,6.295559185076627e-09
1938,6.482607339819424e-09,9.075650453382877e-09
1939,1.988226472349197e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,1.6307831529616124e-08,7.610321262063735e-09
1949,1.9634016634739737e-09,4.908504269707237e-09
1950,3.190608444114673e-09,8.508289184305795e-09
1951,7.462981344019681e-09,7.462981344019681e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,1.0773827163745864e-08,5.386913581872932e-09
1954,1.3681550115052232e-08,6.840775057526116e-09
1955,8.447047505910632e-09,4.6928039232341234e-09
1956,1.1337483840634377e-08,6.104799332717903e-09
1957,1.767007518083119e-08,5.301022731885041e-09
1958,4.9633461784992505e-09,3.3088973783179654e-09
1959,8.525822714489095e-09,3.8753737996444215e-09
1960,7.612916519406099e-09,5.536666680683311e-09
1961,6.94815938118154e-09,6.25334317660986e-09
1962,1.1415521861124489e-08,8.244543714397423e-09
1963,1.4225316924409981e-08,2.5864212993553792e-09
1964,9.125952438182594e-09,3.6503808864551957e-09
1965,4.924839203113152e-09,9.849678406226303e-09
1966,1.7725039214155913e-08,7.200797291773142e-09
1967,8.381570104631919e-09,5.423369309198733e-09
1968,1.3025106326836067e-08,8.533690198930799e-09
1969,9.083515273289322e-09,1.3625273131978588e-09
1970,7.817832603507213e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,7.193756701440179e-09
1972,6.156176013405457e-09,4.104117490300041e-09
1973,5.513203671370093e-09,4.410563025913916e-09
1974,2.812785782069227e-09,6.1881286761433785e-09
1975,1.0851811893530794e-08,2.2845920710778955e-09
1976,2.856763492431469e-09,7.427584769459372e-09
1977,4.11374712072643e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,1.7821774056514528e-09
1979,6.437170796402825e-09,7.607565244427406e-09
1980,2.8425752862659692e-09,1.7055452605774235e-09
1981,6.325549417596221e-09,7.590659656386833e-09
1982,6.2075020679230875e-09,3.7245013739806154e-09
1983,5.68378455412244e-09,3.157658134966823e-09
1984,4.059305780401701e-09,5.799008384599347e-09
1985,2.4062232206745193e-09,5.414002135495366e-09
1986,3.5966913891627428e-09,6.593933843390687e-09
1987,7.332980445085013e-09,3.6664902225425067e-09
1988,5.396898483667201e-09,7.195864348830128e-09
1989,4.939309850016116e-09,9.329808037250586e-09
1990,3.2691906959314565e-09,4.90378582185258e-09
1991,2.344586080837985e-09,6.4476117778156095e-09
1992,3.856960972825618e-09,7.713921945651236e-09
1993,4.4313659408601325e-09,5.539207315052863e-09
1994,5.274926717646622e-09,2.1099706426497278e-09
1995,4.880205572987961e-09,2.1689803286761844e-09
1996,6.939520069693117e-09,9.60856638698715e-09
1997,3.3564262480467733e-09,9.110299181713799e-09
1998,8.10582001520288e-09,3.814503379828693e-09
1999,6.8553016596695215e-09,4.570201106446348e-09
2000,6.185244316725402e-09,6.627047355323157e-09
2001,6.133696661692056e-09,3.943090742808408e-09
2002,8.324320788233308e-09,4.381221607729913e-09
2003,7.500461585152607e-09,4.166922806803086e-09
2004,3.523833003171717e-09,1.0571499231559756e-08
2005,7.205999352777326e-09,6.305249655724765e-09
2006,6.1768350434476815e-09,4.117890028965121e-09
2007,5.192823504529542e-09,5.592271090648637e-09
2008,7.2376473703172906e-09,7.2376473703172906e-09
2009,6.675469510497578e-09,7.1522885392028e-09
2010,8.030448306328708e-09,8.97520635589899e-09
2011,9.942326961720482e-09,1.185431308670104e-08
2012,7.829781267787439e-09,7.489355802192676e-09
2013,1.0877587719448911e-08,1.2829975304384789e-08
2014,1.3425760059249114e-08,1.1260315346817151e-08
2015,1.1969507163200888e-08,1.4851055496478693e-08
2016,1.1392370602436586e-08,1.0563834251797743e-08
2017,1.282961736848165e-08,1.0314006537726073e-08
2018,1.1358453733123497e-08,1.6005094138904497e-08
2019,1.0969247732361964e-08,9.438654302584837e-09
