year,ils_PRON apportent_VERB,ils_PRON rapportent_VERB
1997,4.866817988613548e-07,1.4432632511329757e-07
1998,5.607320048284237e-07,1.1109741038239918e-07
1999,5.306003600935583e-07,1.4076219656544708e-07
2000,5.394416291437665e-07,1.506548770180416e-07
2001,5.178592488164213e-07,1.292457483259568e-07
2002,5.147935269178561e-07,1.323128877572799e-07
2003,5.221154424361885e-07,1.30424691491271e-07
2004,5.184439260119689e-07,1.4491763522528345e-07
2005,5.224349592936051e-07,1.4862373731716616e-07
2006,5.777399536555095e-07,1.3877289006813953e-07
2007,5.600260095661724e-07,1.3301616519356685e-07
2008,5.394175985884431e-07,1.4815890381214558e-07
2009,4.625146772241351e-07,1.1825117596231394e-07
2010,4.459260765088402e-07,1.3179382207795243e-07
2011,5.410920209669712e-07,1.468405272930795e-07
2012,4.942974953792145e-07,1.2936160587173617e-07
2013,4.788927725485337e-07,1.2272150229364343e-07
2014,4.3677029282207513e-07,1.1996566229299788e-07
2015,4.2247926046456996e-07,1.1703517799332985e-07
2016,4.91528979296163e-07,1.2303759788778734e-07
2017,4.978394940735598e-07,9.609635398533101e-08
2018,4.938345767868668e-07,1.1590785575776863e-07
2019,4.3417810502432985e-07,9.795792976774464e-08
