year,autres_ADJ aides_NOUN,autres_ADJ raids_NOUN
1988,1.697024725189067e-07,2.398621523624911e-09
1989,1.2677561933571724e-07,6.585746614717891e-09
1990,1.307676207318309e-07,5.993515905799995e-09
1991,1.283660875373016e-07,5.8614650910726596e-09
1992,1.2397374238304337e-07,6.61193322315512e-09
1993,1.4124979141882932e-07,5.539207315052863e-09
1994,1.4769794454139173e-07,5.274926717646622e-09
1995,1.8544781710261304e-07,8.133675954979935e-09
1996,1.692175217726799e-07,5.871901187504136e-09
1997,1.390519415167546e-07,7.671831170341648e-09
1998,1.9597010769700773e-07,8.10582001520288e-09
1999,1.9697567310572595e-07,9.597422412355172e-09
2000,1.8246470645522095e-07,7.068850393920911e-09
2001,1.9934514128294722e-07,9.638665865452367e-09
2002,1.9934557471401604e-07,4.381221607729913e-09
2003,1.8876161256287105e-07,5.000307723435071e-09
2004,2.0350136153979292e-07,2.642874807889939e-09
2005,1.7384473238735154e-07,6.305249655724765e-09
2006,1.1488912532442441e-07,2.4707338397433887e-09
2007,1.394073372296134e-07,6.391167151065247e-09
2008,1.8221841102672443e-07,8.51487946817997e-09
2009,1.1825117285368947e-07,8.582746957586096e-09
2010,1.3746238414213963e-07,6.140930874920514e-09
2011,1.384277865668082e-07,8.412738061736036e-09
2012,1.0110630865867165e-07,1.1574459612972987e-08
2013,1.0933370242494078e-07,9.204113027294625e-09
2014,8.293655207047834e-08,1.147685946278898e-08
2015,1.0196246513771712e-07,9.752931795503628e-09
2016,9.859578353754728e-08,6.421154274960372e-09
2017,8.60339106623087e-08,7.798394818792076e-09
2018,7.408809610254252e-08,7.228107001822082e-09
2019,8.239690774125563e-08,6.632568272380013e-09
