year,vous_PRON envoyez_VERB,vous_PRON renvoyez_VERB
1918,7.695871762081197e-08,1.378365155346728e-08
1919,8.010828089766164e-08,1.6574126959767455e-08
1920,1.7416132891412417e-07,3.104615053928228e-08
1921,7.79992967991916e-08,1.3630945761011759e-08
1922,8.92730183110757e-08,1.1804696775641332e-08
1923,6.900366500417476e-08,2.3355086309351236e-08
1924,1.0700047958778214e-07,3.351822264185955e-08
1925,9.568414860439134e-08,1.2097995938376016e-08
1926,9.139833601068403e-08,2.3406890647947876e-08
1927,9.922809773854624e-08,2.4528294950698637e-08
1928,9.026572733716876e-08,2.5137291359556002e-08
1929,9.135132961191061e-08,1.4482527843640014e-08
1930,8.928062911195411e-08,1.2604324695075775e-08
1931,7.071321395102359e-08,2.167017765231094e-08
1932,6.904507987570696e-08,1.643930525041526e-08
1933,8.602996715012523e-08,1.9500125514326783e-08
1934,6.82950087593781e-08,1.3179738189705859e-08
1935,6.462873436419159e-08,4.787313656606784e-09
1936,8.851041766178014e-08,1.333718602225531e-08
1937,5.666003044524359e-08,7.554670666820584e-09
1938,4.6674773379606904e-08,1.8151300351654243e-08
1939,4.5882151411547056e-08,1.5294050470515685e-08
1940,6.339457403470306e-08,2.5357829169792012e-09
1941,8.559357844717397e-08,2.3612021227137348e-08
1942,6.068423630267716e-08,1.2136847082899749e-08
1943,6.09679391416762e-08,8.709705845433291e-09
1944,6.42637232317611e-08,3.213186161588055e-08
1945,6.753362402633911e-08,2.3963545370264683e-08
1946,5.98607483581759e-08,2.3665876369705074e-08
1947,1.0490366619819724e-07,1.4305045148432782e-08
1948,6.958008524904358e-08,1.7395020535104777e-08
1949,9.522498123359924e-08,2.3560819517598475e-08
1950,1.3081494820710304e-07,3.084254918128693e-08
1951,1.0128331506820132e-07,1.2793682113709792e-08
1952,1.1915628128633671e-07,7.381362854275153e-09
1953,1.1204780303586404e-07,1.508335811806205e-08
1954,1.534288172067022e-07,2.4431340062136542e-08
1955,1.3139850896237704e-07,1.407841176970237e-08
1956,1.0029313024517705e-07,1.5698054633972447e-08
1957,1.0248643800281343e-07,2.03205861026845e-08
1958,1.1250251041872161e-07,1.3235589735316466e-08
1959,1.1858644111129024e-07,2.1702094343822864e-08
1960,1.2042249775134906e-07,6.228750071279876e-09
1961,1.0144312501125796e-07,1.945484617849047e-08
1962,1.26204933170726e-07,1.8391673961559718e-08
1963,9.56975867438814e-08,1.4225316924409981e-08
1964,1.040358563741961e-07,3.224503286602953e-08
1965,9.740237238986538e-08,2.9001829382480082e-08
1966,6.923843454131884e-08,2.0494577146479287e-08
1967,6.113616235481345e-08,2.169347701475033e-08
1968,8.309119259308773e-08,2.425364553637621e-08
1969,1.1263559329677264e-07,4.7234279820784764e-08
1970,1.0898978342055443e-07,2.575285984462994e-08
1971,5.857773022199808e-08,2.2608949379332444e-08
1972,6.874396696332497e-08,1.9494557745858287e-08
1973,6.285052389642942e-08,2.1501494584796887e-08
1974,7.36949861135372e-08,2.4752515148662724e-08
1975,6.853776213233687e-08,8.567220266542108e-09
1976,7.484720532247024e-08,1.8854638517140643e-08
1977,6.993370238461694e-08,1.9393380457088938e-08
1978,6.831680199326229e-08,1.603959731699689e-08
1979,8.660920691738738e-08,1.9896709724243067e-08
1980,8.129765216580154e-08,2.1035058139773355e-08
1981,7.084615827324114e-08,3.5423077027196825e-08
1982,6.766177484962554e-08,3.289976158171726e-08
1983,8.020451236490089e-08,1.5788289786655696e-08
1984,7.770671239804017e-08,1.681712458179163e-08
1985,6.196024582294513e-08,2.045289759777802e-08
1986,7.73288615363299e-08,2.817408106814412e-08
1987,6.538573948944304e-08,1.9554614372196966e-08
1988,6.296381638293269e-08,3.1781735909675035e-08
1989,9.659095212555258e-08,2.8538235330444195e-08
1990,6.374921479590512e-08,1.1442167213715493e-08
1991,7.209601893265472e-08,1.758439527321798e-08
1992,6.446634692736097e-08,1.7080826753002043e-08
1993,7.034793103599668e-08,1.994114606773678e-08
1994,7.543145041921662e-08,2.1099706648541883e-08
1995,6.127369545083639e-08,1.3556126887692699e-08
1996,7.09966228029657e-08,1.6548084902368032e-08
1997,6.56900560613849e-08,1.1028256974299211e-08
1998,6.389293005781838e-08,2.19333951001488e-08
1999,6.124069695800927e-08,2.2393985998903077e-08
2000,6.715407785407024e-08,1.590491338632205e-08
2001,6.61562973292007e-08,1.1391150578354825e-08
2002,8.98150404604614e-08,2.190610692842654e-08
2003,7.58379961607325e-08,1.2084076850271686e-08
2004,1.0791738702664588e-07,1.2333415733145614e-08
2005,1.328606149542111e-07,1.8014997937854105e-08
2006,1.2024238671415333e-07,1.6059770402421236e-08
2007,1.5858083735054151e-07,1.7176261746243426e-08
2008,1.2346575140043115e-07,1.4049551300132634e-08
2009,2.0837001635243269e-07,1.6688673332154735e-08
2010,2.2815920885932428e-07,1.747803501928047e-08
2011,3.1547768131190423e-07,3.479814547624471e-08
2012,3.094465590436357e-07,3.199997600233928e-08
2013,2.7723901752096936e-07,3.48640636360642e-08
2014,2.3126953863084054e-07,3.5080210736282424e-08
2015,2.4537489391740497e-07,7.381196098776854e-08
2016,2.5187495480971656e-07,4.349814020088161e-08
2017,2.498002018569423e-07,5.6098131029358456e-08
2018,2.780239576338772e-07,3.9238295279631075e-08
2019,2.50251893874065e-07,8.290709985203648e-08
