year,veux_VERB entrer_VERB,veux_VERB rentrer_VERB
1873,4.6092235805872406e-08,3.412022664406322e-08
1874,5.257655999457711e-08,3.943242177228967e-08
1875,5.2065896483100005e-08,1.2587359599081083e-08
1876,5.8041742079240066e-08,1.209202959984168e-08
1877,4.762308236649915e-08,1.1751150275074451e-08
1878,3.200716847118201e-08,6.6429977074733415e-09
1879,4.032154521382836e-08,1.710611030603104e-08
1880,4.2357786611546544e-08,1.4761046607247863e-08
1881,3.067903264764027e-08,2.719277958362909e-08
1882,4.5256619785050134e-08,2.3293848627758962e-08
1883,4.92908434068795e-08,1.0742875922176154e-08
1884,4.5551708183211304e-08,1.4523733327109767e-08
1885,1.740321664556177e-08,1.740321664556177e-08
1886,3.291266637006629e-08,1.4842966855610484e-08
1887,2.6768590899450828e-08,1.6322312390570914e-08
1888,4.628648753168818e-08,1.6485598663962264e-08
1889,4.2602930960811136e-08,1.1277245803853475e-08
1890,3.6704562944578356e-08,1.9663159989136147e-08
1891,4.143242904319777e-08,1.8485238229004608e-08
1892,2.9462007944403013e-08,3.447681962143179e-08
1893,1.6627724974682678e-08,1.23168328869383e-08
1894,2.835692747282792e-08,2.457600345451283e-08
1895,1.745398137131815e-08,2.2268872967856623e-08
1896,2.8305738197786923e-08,1.7101383420481397e-08
1897,3.554295346930303e-08,6.992056267307589e-09
1898,3.847681284696591e-08,1.9238406423482957e-08
1899,2.7085134135518274e-08,1.8241008703512307e-08
1900,1.9206897405865675e-08,1.764958135197503e-08
1901,3.800342440740678e-08,1.0059729937950124e-08
1902,2.2096276808269977e-08,1.8659077838378835e-08
1903,2.052083658554693e-08,1.7820726228023887e-08
1904,2.418581246388385e-08,1.3436562973367927e-08
1905,3.354493216534138e-08,1.5482276793932215e-08
1906,5.24706820215215e-08,1.8519063615940468e-08
1907,2.108565766434367e-08,1.542852956504248e-08
1908,4.125566732682273e-08,1.6698722404839828e-08
1909,3.190570296851547e-08,2.0353638774395222e-08
1910,6.19921465272455e-08,2.672075360976578e-08
1911,2.979409430281521e-08,1.702519725199636e-08
1912,2.7088990606216612e-08,2.6047105805560022e-08
1913,2.9166443482608884e-08,1.2727175757731857e-08
1914,4.218948390644073e-08,8.036092680185902e-09
1915,1.6493066468115103e-08,2.4739600590351074e-08
1916,5.493730803607377e-09,4.614734194774428e-08
1917,2.1932848426331475e-08,2.52227767560953e-08
1918,3.445912710731136e-08,2.2972752589112133e-08
1919,2.762354434082681e-08,1.9336480860943084e-08
1920,3.028892692213958e-08,2.4231141537711665e-08
1921,3.634918854800162e-08,4.8465583546430935e-08
1922,2.2133805899215986e-08,5.4596721810185045e-08
1923,7.112685551646791e-08,2.653987074552333e-08
1924,2.5783249313349188e-08,2.3204924204378585e-08
1925,5.27912540349007e-08,1.2097995494286806e-08
1926,4.0126099776216506e-08,1.89484357093761e-08
1927,4.7941668412931904e-08,2.2298449309232637e-08
1928,2.8565102283550914e-08,4.4561559775502246e-08
1929,4.67897081080082e-08,3.230717737778832e-08
1930,2.8359728787563654e-08,4.7266215830177316e-08
1931,2.2810713318222042e-08,2.2810713318222042e-08
1932,4.055028668403793e-08,2.301502632917618e-08
1933,1.9500125958415992e-08,3.0970788600370724e-08
1934,3.834105655187159e-08,2.875579241390369e-08
1935,2.752705441366743e-08,3.111753699158726e-08
1936,2.7886843056990074e-08,2.0612015205756506e-08
1937,2.0145789036973838e-08,2.1404900962807005e-08
1938,3.5006078036303734e-08,2.3337385357535823e-08
1939,2.7529290846928234e-08,3.976452944698394e-08
1940,1.5214697057785997e-08,2.028626333583361e-08
1941,5.9030051957620344e-09,3.836953510472085e-08
1942,5.158160121254696e-08,3.944475324146879e-08
1943,2.0322646676618206e-08,3.4838823381733164e-08
1944,3.213186161588055e-08,1.927911696952833e-08
1945,4.1391576388605245e-08,7.84261473540937e-08
1946,5.150808490839154e-08,3.897909195416105e-08
1947,3.2186353138285995e-08,4.2915136333476767e-08
1948,1.522064252412747e-08,3.370285384107774e-08
1949,2.3560819073509265e-08,5.4975245689092844e-08
1950,3.616023036556726e-08,5.104973510583477e-08
1951,3.944718685033877e-08,3.5182626589858046e-08
1952,2.6362009464264702e-08,2.9525450528922192e-08
1953,2.1547654327491728e-08,3.878577814475648e-08
1954,4.49536656788041e-08,4.88626810124515e-08
1955,2.815682265122632e-08,3.0972504561077585e-08
1956,3.0523995775411095e-08,5.319896345667985e-08
1957,3.534015036166238e-08,3.0922631566454584e-08
1958,2.5643954515430778e-08,4.1361218450219894e-08
1959,3.797866554577922e-08,3.5653439312000046e-08
1960,1.6610000486139143e-08,3.944875004435744e-08
1961,3.057190056665604e-08,3.126671543896009e-08
1962,4.1856910826254534e-08,4.312530421657357e-08
1963,1.8751554975438012e-08,4.2029345337368795e-08
1964,3.224503331011874e-08,4.502136619066732e-08
1965,2.7360217202954118e-08,3.3926667697414814e-08
1966,3.6557892713062756e-08,5.5944653354345064e-08
1967,2.662381248796919e-08,4.437302081328198e-08
1968,2.515192853991266e-08,3.727875252934609e-08
1969,2.0892086283197386e-08,3.951329219376021e-08
1970,2.713247759800197e-08,2.2993624781975086e-08
1971,3.1858064630796434e-08,2.7747345754391972e-08
1972,2.1033601527165047e-08,3.5398013409349005e-08
1973,2.536073751002732e-08,3.583582497412863e-08
1974,1.800182936051442e-08,4.5567130513290977e-08
1975,1.8847885030481848e-08,3.0270843609514486e-08
1976,2.399681342524218e-08,3.25671045686704e-08
1977,1.7630345183761165e-08,3.761140376923322e-08
1978,2.1386128423728223e-08,3.742572474152439e-08
1979,3.043026097770962e-08,9.597236072522719e-08
1980,1.3644362084619388e-08,7.049586514540351e-08
1981,1.8976647808699454e-08,6.00927236860116e-08
1982,2.110550845202397e-08,4.034876610603533e-08
1983,1.705135410645653e-08,5.683784465304598e-08
1984,1.6237223121606803e-08,6.436899724349132e-08
1985,2.947623478632977e-08,6.436646771135202e-08
1986,1.6185110141009318e-08,7.373217414397004e-08
1987,2.9331921780340053e-08,4.0331389783432314e-08
1988,2.6384837426007834e-08,6.836071264615384e-08
1989,2.469655058234821e-08,7.573608939992482e-08
1990,1.9070277801347402e-08,5.339677855431546e-08
1991,1.992898113201136e-08,5.6270067716468475e-08
1992,1.8182815253453555e-08,5.7854414592384273e-08
1993,2.3818591543545153e-08,5.206855036021807e-08
1994,2.637463225596548e-08,5.327675722810454e-08
1995,2.4943274112843028e-08,5.802022329248757e-08
1996,2.5089033073300016e-08,7.63347216548027e-08
1997,1.3425704992187093e-08,7.575933125281153e-08
1998,2.6224711291433778e-08,7.29523748077554e-08
1999,3.1991408633302854e-08,7.495130205370515e-08
2000,2.5182780305499364e-08,6.84794869698635e-08
2001,2.4534786646768225e-08,7.491872366927055e-08
2002,2.3220474432150695e-08,8.543381824210883e-08
2003,1.7084383685528337e-08,7.333784424190526e-08
2004,2.5988267537968568e-08,8.94172629273271e-08
2005,2.8373621674404603e-08,7.65637437893929e-08
2006,2.5119128110873135e-08,9.553504298764892e-08
2007,2.836080348345149e-08,1.8214826980056387e-07
2008,3.15050527888161e-08,1.7838672761172347e-07
2009,3.4330987830344384e-08,2.098004756589944e-07
2010,4.2041758518962524e-08,3.198007902938116e-07
2011,4.627005978363741e-08,3.495110263429524e-07
2012,5.7531870822913334e-08,4.4970178691983165e-07
2013,7.000704016491e-08,4.802873263543006e-07
2014,6.929424500867754e-08,4.872251793130999e-07
2015,7.203870211469621e-08,4.650375160508702e-07
2016,7.974659155252084e-08,4.865577807322552e-07
2017,7.899019749402214e-08,5.904140039092454e-07
2018,7.202292096053498e-08,6.18261253748642e-07
2019,8.188670364006612e-08,5.737171591135848e-07
