year,certaines_DET humeurs_NOUN,certaines_DET rumeurs_NOUN
1843,4.312045037702106e-08,1.1813821920725331e-08
1844,3.2382512671347286e-08,2.5796238034558883e-08
1845,1.5066615177694587e-08,2.0646844234306627e-08
1846,1.5807152919933287e-08,1.9905304071698993e-08
1847,2.2112217834546755e-08,1.9954928376364478e-08
1848,2.654923164646661e-08,1.6090443422100975e-09
1849,2.4300303991253713e-08,2.011059585527164e-08
1850,1.4935791270431764e-08,1.765138968323754e-08
1851,3.418202609850596e-08,9.029214709244116e-09
1852,1.3672145193766028e-08,1.4974254947119903e-08
1853,5.792773905000104e-08,2.6276499864863467e-08
1854,2.8056588163849483e-08,5.7152309551611324e-09
1855,3.874064091746732e-08,1.8043586180738203e-08
1856,6.264399132760445e-08,1.2942972915652717e-08
1857,1.4156376515472857e-08,1.122747050885664e-08
1858,2.6425849952715907e-08,9.787352150958384e-09
1859,1.9859475841599306e-08,1.7313389166773163e-08
1860,1.5104706818647173e-08,8.696649622663699e-09
1861,1.7449066469499286e-08,2.8295781717702084e-08
1862,4.111367604697769e-08,1.400575744270327e-08
1863,1.6482248454963155e-08,2.2475793892695606e-08
1864,2.0137857603685916e-08,3.16452037907311e-08
1865,1.553258677233771e-08,3.953749172502796e-08
1866,2.0435575009969398e-08,4.427707916976331e-08
1867,2.4749338578544666e-08,3.979305418511103e-08
1868,3.457912001181285e-08,6.619431047738544e-08
1869,2.490594752657671e-08,2.8324411704971908e-08
1870,4.6445795653937694e-08,1.6055337059839303e-08
1871,5.523012092112367e-08,6.266494612106044e-08
1872,1.0280476914203973e-08,3.749350485637848e-08
1873,2.5141218884527916e-08,2.6937019725892242e-08
1874,2.8080663128093875e-08,3.8834959414923986e-08
1875,2.6891177895560503e-08,2.9751940244793218e-08
1876,2.8416269337583344e-08,1.51150369998021e-08
1877,2.4120781816350245e-08,2.5357746458176678e-08
1878,2.0532900657510567e-08,1.872117527668138e-08
1879,1.6495177557196428e-08,1.0385853066452455e-08
1880,1.7969970400599777e-08,1.4761046163158653e-08
1881,2.2312024228199334e-08,1.3945014920579979e-08
1882,1.5307385581309063e-08,2.4624925432092937e-08
1883,2.0853818227806187e-08,2.6541223885345744e-08
1884,1.3203393933736152e-08,4.621187876807653e-08
1885,5.414333870135124e-08,1.6114088952079442e-08
1886,1.2906927970846027e-08,1.8069698126677025e-08
1887,7.834709769838355e-09,2.089255946025048e-08
1888,9.510921827882157e-09,2.0924028065749667e-08
1889,1.0024218788373673e-08,3.4458253139746375e-08
1890,7.209825181320184e-09,2.1629475654982855e-08
1891,1.0198752065093686e-08,2.6134301833735663e-08
1892,1.817868522380195e-08,1.56712811616444e-08
1893,1.970693297437265e-08,2.894455702895371e-08
1894,1.575384822594117e-08,1.3863386882917439e-08
1895,4.814891596538473e-09,2.046328972937772e-08
1896,3.5382172747233653e-09,2.5357223876198987e-08
1897,9.90541271228551e-09,2.330685333618021e-08
1898,1.3580051749784161e-08,2.2067584204421564e-08
1899,9.39688327150634e-09,3.040168117252051e-08
1900,1.661137050135153e-08,2.4397950215693243e-08
1901,1.1177477832191585e-08,1.4530721570427119e-08
1902,2.9461704187383475e-09,1.8659077838378835e-08
1903,1.3500550899436803e-08,1.4040572704487886e-08
1904,1.3974025492302644e-08,6.449550227216605e-09
1905,1.9610883583709438e-08,1.857873277444355e-08
1906,2.572092316910357e-09,2.1605574218597212e-08
1907,8.228549397415463e-09,3.034277540336916e-08
1908,1.5716445034286153e-08,2.357466843960765e-08
1909,1.6502950117569526e-08,2.585462333115629e-08
1910,3.206490406526541e-09,2.084218819753403e-08
1911,1.7557234666121246e-08,3.990280461607654e-08
1912,4.688478938419394e-09,1.4065437425880845e-08
1913,1.7499866444836698e-08,1.6969567084856862e-08
1914,3.3483718020477227e-09,1.2054139020278853e-08
1915,2.3561523843085297e-09,3.534228509849413e-08
1916,1.0987462051303964e-09,4.6147340393432046e-08
1917,3.289927441585405e-09,3.838248474608008e-08
1918,1.1486376294556067e-08,4.2499591401679027e-08
1919,7.366278809151083e-09,3.130668446704732e-08
1920,6.057785384427916e-09,2.1959471574461986e-08
1921,1.2116395886607734e-08,1.8174593885422752e-08
1922,3.6889677978990676e-09,2.0658219468394634e-08
1923,2.5478275489376756e-08,1.4862327812892318e-08
1924,1.2891624656674594e-08,3.4807385307367156e-08
1925,1.3197813508725176e-08,4.2892894125401426e-08
1926,1.4489979882625903e-08,3.12091874565823e-08
1927,3.3447675740205796e-09,2.89879845682961e-08
1928,1.4853853258500749e-08,2.399468712610542e-08
1929,1.6710609784809094e-08,5.458799012814097e-08
1930,1.3654684494213143e-08,3.361153133596417e-08
1931,1.3686427990933225e-08,2.8513391647777553e-08
1932,1.6439305028370654e-08,8.767629022798928e-08
1933,6.882397318719313e-09,3.555905392360614e-08
1934,7.188948103475923e-09,8.387105765450542e-08
1935,2.0346082152400413e-08,3.111753699158726e-08
1936,3.273672888326473e-08,3.758661337727176e-08
1937,1.6368453259474336e-08,6.92511468169954e-08
1938,2.3337385357535823e-08,4.40817279345751e-08
1939,1.2235240376412548e-08,4.129393538221393e-08
1940,2.5357829613881222e-08,3.550096039361961e-08
1941,1.1806010391524069e-08,3.8369532440185594e-08
1942,0.0,3.6410540360520827e-08
1943,1.7419411690866582e-08,6.09679391416762e-08
1944,3.2131861615880553e-09,3.8558232162699824e-08
1945,8.714016175304096e-09,8.060464695702763e-08
1946,1.6705325123211878e-08,5.290019444714744e-08
1947,7.152522574216391e-09,5.4836005514147246e-08
1948,1.0871888278529696e-08,5.544662640133424e-08
1949,8.835307596655184e-09,8.933477912975718e-08
1950,6.381216888229346e-09,5.424034488221707e-08
1951,1.0661401761424827e-09,6.183612910604097e-08
1952,7.381362632230548e-09,4.5342657628566485e-08
1953,5.386913581872932e-09,7.541679369893473e-08
1954,1.3681550115052232e-08,5.0817186902918365e-08
1955,9.385607846468247e-09,6.100645233431123e-08
1956,1.831439710997529e-08,6.192010371108836e-08
1957,6.184526224473075e-09,8.7466875742237e-08
1958,9.926692356998501e-09,5.376958078784355e-08
1959,3.8753737996444215e-09,5.968075944551288e-08
1960,2.7683333403416555e-09,6.643999683753066e-08
1961,1.389631831827387e-08,7.434530280292506e-08
1962,1.9660065575521912e-08,8.244543536761739e-08
1963,8.405868889838075e-09,8.599850698232103e-08
1964,6.6923653285755336e-09,7.300761750705931e-08
1965,1.094408652591028e-08,8.645828231124142e-08
1966,7.20079718075084e-09,1.0136506922719946e-07
1967,6.902469706915326e-09,9.367637865409506e-08
1968,4.042274071025531e-09,1.0644655645819512e-07
1969,1.0900218921916505e-08,1.1399811761236833e-07
1970,1.0117195081704722e-08,1.1312863623658131e-07
1971,9.24911525146399e-09,8.375587956521713e-08
1972,4.6171320100540925e-09,1.0311595399770113e-07
1973,9.37244681864513e-09,9.648106846782412e-08
1974,3.937900283634832e-09,8.100822856960121e-08
1975,1.7134440533084216e-09,1.0166434982750161e-07
1976,4.570821499072508e-09,1.114137768709611e-07
1977,4.7014254711541525e-09,8.756405023291336e-08
1978,7.1287097336281136e-09,1.0217817170143917e-07
1979,8.192762912528906e-09,1.0709111419870965e-07
1980,1.3075846183596695e-08,1.0744934630935177e-07
1981,4.427884725544118e-09,1.239807678743432e-07
1982,9.932003663948308e-09,1.1049354053938032e-07
1983,2.5261264191556165e-09,1.0988650256393839e-07
1984,1.739702604197646e-09,1.2003947524874548e-07
1985,1.2031115659283387e-08,1.004598200182727e-07
1986,8.991728250862252e-09,1.1089798057639655e-07
1987,4.888653482026939e-09,1.2832715068356038e-07
1988,7.795519729736355e-09,1.2173004471094373e-07
1989,3.841685414229801e-09,1.0866482025306823e-07
1990,9.262706823776057e-09,1.127870721262525e-07
1991,1.2309077312977479e-08,9.905876385829515e-08
1992,7.713922001162388e-09,9.642402032383757e-08
1993,8.862731881720265e-09,1.0136749573064208e-07
1994,1.5824779264761446e-09,8.703628928685703e-08
1995,5.964695848348356e-09,8.513247884422981e-08
1996,9.60856638698715e-09,9.074756501803449e-08
1997,7.192341833217597e-09,1.0596716926158933e-07
1998,9.059445638115449e-09,9.82234595880982e-08
1999,1.0968482927475875e-08,1.1059886517728046e-07
2000,8.83606254831193e-09,1.0735816502460693e-07
2001,7.448059946568719e-09,9.200544681675638e-08
2002,6.571832411594869e-09,9.156752778238797e-08
2003,1.0833999475323708e-08,9.042222881561202e-08
2004,5.7262286579096155e-09,8.941726470368394e-08
2005,4.503749373441224e-09,8.557124164809693e-08
2006,7.823990677557902e-09,1.0294724539505751e-07
2007,2.7961355453243186e-09,9.18730247434496e-08
2008,5.960415716543821e-09,1.0303003961098511e-07
2009,1.192048149079028e-08,1.0776114933719327e-07
2010,8.502827775203059e-09,1.3604523552146475e-07
2011,8.030341225317983e-09,1.4684052906943634e-07
2012,5.1063788752969685e-09,1.5285094434602797e-07
2013,6.693900100884775e-09,1.7655161244078954e-07
2014,8.445236510112863e-09,1.8666137791001347e-07
2015,8.86630147078904e-09,1.5538193487429908e-07
2016,4.971216327476213e-09,1.427153293320771e-07
2017,6.540589542192166e-09,1.6351474130260613e-07
2018,1.4714360396794746e-08,1.6676274228188959e-07
2019,1.3775333485011032e-08,1.492327861285503e-07
