year,pourrons_VERB établir_VERB,pourrons_VERB rétablir_VERB
1957,3.445664731316356e-08,4.417518795207798e-09
1958,2.8952852559882558e-08,1.6544486891589827e-09
1959,2.6352543258667538e-08,1.5501495642666896e-09
1960,2.07624992754063e-08,6.920833350854139e-10
1961,1.876002997391879e-08,1.3896318540318475e-09
1962,2.2831043722248978e-08,0.0
1963,2.0691370394843034e-08,1.2932106496776896e-09
1964,2.494427064902993e-08,1.2167936658258327e-09
1965,3.55682807651192e-08,1.0944086747954884e-09
1966,2.0494576702390077e-08,0.0
1967,2.415864486238206e-08,6.409436092980059e-09
1968,2.6948494991074767e-08,4.491415683816058e-09
1969,2.997560244466513e-08,1.8167031212712459e-09
1970,3.0351586133292585e-08,4.5987250119061684e-10
1971,2.1581270104320538e-08,1.541519245584766e-09
1972,2.257264597460562e-08,5.130146862875051e-10
1973,1.8193572870472963e-08,1.6539611902288698e-09
1974,2.5877628928583363e-08,2.2502286700643026e-09
1975,1.8847885030481848e-08,0.0
1976,1.3712464053128315e-08,2.856763492431469e-09
1977,1.5279633558407113e-08,5.876781838942691e-10
1978,2.1386128423728223e-08,1.7821774056514528e-09
1979,2.1652301285257636e-08,1.1703946700691858e-09
1980,3.240536017301565e-08,2.8425752862659692e-09
1981,2.6567308353264707e-08,1.2651099057237047e-09
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,1.5788289786655696e-08,6.315316047889041e-10
1984,1.4497521405587577e-08,5.799008495621649e-10
1985,1.3835783185811579e-08,4.210890747202711e-09
1986,1.498621315931814e-08,5.994485463567401e-10
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,1.4817929994137558e-08,3.2928733073589456e-09
1990,1.3076762783725826e-08,3.814055737905164e-09
1991,7.6199047072123e-09,4.68917216167597e-09
1992,8.815910668147353e-09,1.1019888335184191e-09
1993,8.862731881720265e-09,5.539207426075166e-10
1994,1.4242301560329906e-08,3.6924485691258724e-09
1995,9.21816667442954e-09,1.0844901643380922e-09
1996,1.3345230698291743e-08,1.067618438099771e-09
1997,1.006927874414032e-08,1.438468344439059e-09
1998,1.1920323395031573e-08,4.768129224785866e-10
1999,9.140402212892695e-09,2.285100553223174e-09
2000,1.590491294223284e-08,2.6508188977203417e-09
2001,1.4896119893137438e-08,1.3143635069212678e-09
2002,1.0076809608960957e-08,1.3143663935011318e-09
2003,1.4167538253673229e-08,2.083461403401543e-09
2004,1.2773894830786503e-08,2.642874807889939e-09
2005,7.656374201303606e-09,1.3511248786457486e-09
2006,1.1530091548195287e-08,8.235779835885637e-10
2007,7.190063211481856e-09,7.988958938831558e-10
2008,9.79211112195344e-09,8.514879357157668e-10
2009,7.629108011997232e-09,3.337734755248789e-09
2010,8.502827775203059e-09,4.2514138876015295e-09
2011,1.185431308670104e-08,3.82397197240536e-10
2012,1.0212757750593937e-08,2.7234021704458655e-09
2013,1.2829975304384789e-08,3.904775169871755e-09
2014,9.527958866328845e-09,8.661780737106994e-10
2015,1.219116452233493e-08,8.866301581811342e-10
2016,1.0770968117412849e-08,2.278474076078396e-09
2017,1.2578056818313144e-08,1.509366853724714e-09
2018,1.1358453733123497e-08,2.323319980845895e-09
2019,1.3775333762566788e-08,2.5509878653906526e-09
