year,les_DET adieux_NOUN,les_DET radieux_ADJ
1868,6.792326709970098e-07,5.9278488784286765e-09
1869,7.774562247320205e-07,3.906815315701806e-09
1870,7.586146431037832e-07,8.601073187008978e-09
1871,6.723205387970665e-07,1.0621177271019633e-09
1872,6.385990474200298e-07,1.5723082613661177e-08
1873,5.824382292018981e-07,5.986004469882289e-10
1874,6.416730258251846e-07,5.974609029735234e-09
1875,6.837224972855438e-07,1.2015206940496626e-08
1876,6.602248223686047e-07,6.650616057868319e-09
1877,6.283773164028617e-07,1.2369632429454214e-08
1878,6.292730478918429e-07,4.831270938865373e-09
1879,7.716077767838669e-07,1.0385853066452455e-08
1880,7.380523161515384e-07,7.059630879879819e-09
1881,7.042232734733034e-07,3.486253841167297e-09
1882,6.721939076470562e-07,7.320923645082189e-09
1883,6.80592811441727e-07,1.0110942305630033e-08
1884,6.311222406907291e-07,8.582206056928499e-09
1885,7.431817987679779e-07,9.023890135129164e-09
1886,6.911659919950353e-07,1.936039151217983e-08
1887,6.287354459288963e-07,1.0446279397058333e-08
1888,6.397680238912073e-07,1.2047167929907232e-08
1889,7.123460621372146e-07,9.397704836544563e-09
1890,7.727621547104491e-07,1.4419650362640368e-08
1891,6.724802101842897e-07,2.1672347472190268e-08
1892,5.892401535589897e-07,1.4417578242387208e-08
1893,6.386277933145834e-07,1.1700991287000306e-08
1894,6.906487102220638e-07,1.575384867003038e-08
1895,6.626494375439052e-07,6.018614495673091e-09
1896,6.6872307957766e-07,1.5921978790967017e-08
1897,6.619146537545362e-07,1.748014144542509e-08
1898,6.614616943068086e-07,1.9804241913057297e-08
1899,6.588873482371582e-07,6.633094074004475e-09
1900,6.130633734002799e-07,1.557315876254961e-08
1901,5.639037459204133e-07,1.1177477665658131e-08
1902,5.273644951842016e-07,9.820567470342212e-09
1903,5.124809216994208e-07,1.3500550899436803e-08
1904,5.406873047064664e-07,1.5048950530172078e-08
1905,5.697478053789951e-07,1.341797323251015e-08
1906,5.540286762695246e-07,1.4403716441790948e-08
1907,4.911415292241372e-07,4.6285588695127444e-09
1908,6.149059235127652e-07,9.331639461152008e-09
1909,5.957565072378657e-07,1.3752458727367411e-08
1910,6.199214777069528e-07,1.870452770447173e-08
1911,6.496176965242739e-07,1.8621309716415624e-08
1912,6.308609172833712e-07,1.4065437481391996e-08
1913,6.687070106536908e-07,1.3787773589513108e-08
1914,6.00028227992766e-07,1.4063161746236119e-08
1915,7.10379945090267e-07,1.0602685840410686e-08
1916,6.065079083406033e-07,6.592477230782379e-09
1917,6.009600586054376e-07,2.1932848426331475e-08
1918,6.501289178117986e-07,9.189101035644853e-09
1919,5.469461825668986e-07,1.5653341733923298e-08
1920,5.527729296517236e-07,7.572231730534895e-09
1921,6.232370992620417e-07,8.330022505109724e-09
1922,6.175332103453002e-07,4.426761179843197e-09
1923,6.284641269616031e-07,1.4862327368803108e-08
1924,6.793886155875839e-07,6.445812328337297e-09
1925,6.785875594772506e-07,6.598906976407193e-09
1926,6.409029422727031e-07,2.5636119005412183e-08
1927,7.391936094336415e-07,2.4528294062520217e-08
1928,5.770150810491259e-07,9.14083297942625e-09
1929,6.305470039436045e-07,8.912325322185666e-09
1930,6.060579385014364e-07,6.302162347537887e-09
1931,6.318567606911074e-07,5.7026783295555106e-09
1932,5.392091990685799e-07,6.575721966939341e-09
1933,5.287975111123444e-07,1.4911860635180574e-08
1934,5.128116224994983e-07,2.3963160344919743e-09
1935,4.942901412618994e-07,1.196828414151696e-08
1936,4.971132998576877e-07,7.274828739411987e-09
1937,4.772033679323329e-07,2.5182236296217297e-09
1938,5.600972716734987e-07,1.1668693122857121e-08
1939,4.741155485987747e-07,7.647025235257843e-09
1940,3.9051055900074516e-07,1.0143131667916805e-08
1941,4.92900940507468e-07,5.9030051957620344e-09
1942,5.582949533788906e-07,6.068423541449874e-09
1943,5.632276343092713e-07,1.161294105322952e-08
1944,5.623075800542665e-07,1.6065930807940276e-08
1945,4.945204139517045e-07,4.357008087652048e-09
1946,5.234335240800192e-07,8.352662561605939e-09
1947,3.9338873492056337e-07,5.960435700558264e-09
1948,4.881477693174929e-07,5.435944139264848e-09
1949,4.103509425590346e-07,6.871905600114303e-09
1950,4.147791070607809e-07,4.2541445921528975e-09
1951,4.595064275747518e-07,4.264560704569931e-09
1952,4.5237208112780536e-07,6.326882129314981e-09
1953,4.578876726668568e-07,4.3095309543161875e-09
1954,4.7396799196519623e-07,4.886268278880834e-09
1955,4.767888670542675e-07,2.815682353940474e-09
1956,5.293732954214647e-07,8.72114158667614e-10
1957,4.4616941607955596e-07,8.835037590415595e-09
1958,4.5662783421107633e-07,0.0
1959,3.9606321244889386e-07,4.650448692800069e-09
1960,4.560829180988435e-07,2.076250060767393e-09
1961,4.88455595082371e-07,6.25334317660986e-09
1962,4.528156960503793e-07,4.43936931660005e-09
1963,4.946530793858983e-07,3.879631726988464e-09
1964,5.658090458382503e-07,5.475571551727398e-09
1965,4.508963780125441e-07,2.188817349590977e-09
1966,4.658361740794703e-07,3.3234448526542337e-09
1967,5.196573589216769e-07,5.423369309198733e-09
1968,6.243068062516954e-07,1.1228539820162808e-08
1969,4.40096345144525e-07,6.358460868938209e-09
1970,4.925234495800623e-07,4.5987250119061684e-10
1971,5.015076052217182e-07,4.1107179882260425e-09
1972,5.284051312060001e-07,8.208234980600082e-09
1973,4.1349028023773826e-07,6.064524049609332e-09
1974,3.257205984930067e-07,3.3753431161187564e-09
1975,3.76386549483243e-07,2.8557400888473694e-09
1976,3.6109489753854973e-07,2.856763492431469e-09
1977,3.749386774387631e-07,1.1753563677885381e-09
1978,4.1524733784825685e-07,0.0
1979,4.166604989919165e-07,5.851973350345929e-10
1980,4.275233260742084e-07,4.548120546843393e-09
1981,4.2317926141066664e-07,3.1627747087981106e-09
1982,3.6872563669021474e-07,3.7245013739806154e-09
1983,4.7428024085860443e-07,5.68378455412244e-09
1984,4.88856426450468e-07,2.3196033982486597e-09
1985,4.433466234132766e-07,6.015557829641693e-09
1986,3.926388019159788e-07,1.1988970927134801e-09
1987,5.090310501998374e-07,3.6664902225425067e-09
1988,4.905181061332087e-07,1.1993107618124554e-09
1989,4.3685452055797214e-07,2.1952488715726304e-09
1990,3.9557206221729757e-07,1.089730194969718e-09
1991,4.319899913340919e-07,2.344586080837985e-09
1992,5.063638663926895e-07,6.611933001110515e-09
1993,5.229011659224625e-07,2.7696036575264316e-09
1994,4.404563798132699e-07,3.6924485691258724e-09
1995,5.270622303044092e-07,5.422450821690461e-10
1996,4.313178401105233e-07,4.80428297144897e-09
1997,4.5551499017193464e-07,4.315405033317177e-09
1998,4.6393896724339356e-07,1.43043876743576e-09
1999,5.104914708731201e-07,1.3710603485872497e-09
2000,5.363490194199017e-07,6.185244316725402e-09
2001,4.3636870872276745e-07,8.762423564512289e-10
2002,4.806200060158972e-07,2.6287327870022636e-09
2003,5.050310498688759e-07,3.333538389771462e-09
2004,4.999438170116832e-07,3.9643121285681815e-09
2005,4.805500974924826e-07,3.1526246058177776e-09
2006,5.065004540227847e-07,2.0589449589714093e-09
2007,5.212795839426576e-07,2.7961356841021967e-09
2008,5.453780218545035e-07,2.554463751636149e-09
2009,5.612162530255205e-07,2.860915504498962e-09
2010,5.130039237855044e-07,1.8895172093635892e-09
2011,4.833500524270562e-07,1.529588788962144e-09
2012,6.651909743027318e-07,2.382976926895708e-09
2013,6.872404074709237e-07,4.183687507541833e-09
2014,7.789106408750968e-07,3.2481677347817595e-09
2015,7.904308034767382e-07,5.984753762011685e-09
2016,8.045084722851925e-07,8.69962796246071e-09
2017,6.163247725510246e-07,1.7609279590047322e-09
2018,7.718585504079556e-07,3.872199894061623e-09
2019,7.402966391012455e-07,3.5713827450933877e-09
