year,voulez_VERB entrer_VERB,voulez_VERB rentrer_VERB
1900,3.4780054392058446e-08,5.19105292084987e-09
1901,3.129693837422565e-08,8.38310842965484e-09
1902,1.915010727771005e-08,3.437198747846537e-09
1903,4.1581696308412575e-08,2.7001101354784396e-09
1904,2.9022976022474722e-08,0.0
1905,3.096455358786443e-08,3.6125313851442797e-09
1906,4.8869754465385995e-08,7.716276506641861e-09
1907,3.394276504309346e-08,6.685696440911215e-09
1908,3.487086175368859e-08,3.437972351250096e-09
1909,3.4106097501762633e-08,4.950885035270858e-09
1910,3.046165986120286e-08,4.809735720812114e-09
1911,3.8838731342139e-08,2.128149656499545e-09
1912,3.229841283314272e-08,6.251305251225858e-09
1913,2.2802856491921375e-08,1.1666577037772186e-08
1914,2.6117300322425763e-08,6.696743715117748e-10
1915,2.0027295377644805e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,2.197492410260793e-09
1917,2.0836205649743533e-08,0.0
1918,4.020231614276781e-08,0.0
1919,1.4732557396257562e-08,3.6831393490643904e-09
1920,2.4231141537711665e-08,4.543339038320937e-09
1921,1.438822039290244e-08,5.300923255902035e-09
1922,3.32007097370024e-08,7.377935484775833e-10
1923,2.653987074552333e-08,0.0
1924,1.4180787211159895e-08,6.445812328337297e-09
1925,1.6497267552040284e-08,3.299453377181294e-09
1926,1.89484357093761e-08,5.57306911730393e-09
1927,2.6758140592164636e-08,1.7838759802657478e-08
1928,2.0566874425753667e-08,1.1426041224282812e-09
1929,2.0052731031228177e-08,4.4561625500705304e-09
1930,2.3107928015519974e-08,4.201441416995522e-09
1931,9.124285327288817e-09,7.983749661377715e-09
1932,1.0959536389520963e-08,5.4797681947604815e-09
1933,1.7205993074753678e-08,5.735331320977366e-09
1934,2.2765002327673756e-08,4.7926320689839486e-09
1935,1.196828414151696e-08,9.574627313213568e-09
1936,1.2124714565686645e-08,4.849885826274658e-09
1937,1.2591118370153254e-08,2.1404900962807005e-08
1938,1.9447821131279852e-08,3.8895642262559704e-09
1939,3.058810094103137e-08,1.3764645423464117e-08
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,1.7709016475464523e-08,8.854508237732261e-09
1942,2.1239483061208375e-08,9.102635090130207e-09
1943,1.1612940831184915e-08,5.806470415592457e-09
1944,2.8918675454292497e-08,9.639558484764166e-09
1945,1.742803235060819e-08,2.6142048525912287e-08
1946,3.3410650246423756e-08,5.568441707737293e-09
1947,2.7418003867296648e-08,8.344609447874518e-09
1948,2.717971980814582e-08,1.0871887834440486e-09
1949,1.8652315247891238e-08,1.3743811422273211e-08
1950,2.4461330738745346e-08,8.508289184305795e-09
1951,2.5587365115598004e-08,4.264560704569931e-09
1952,2.003512733494972e-08,1.1599284199803606e-08
1953,2.9089333608567358e-08,4.3095309543161875e-09
1954,2.5408594339637602e-08,1.8567819282111486e-08
1955,2.5341140741375057e-08,3.754243138587299e-09
1956,2.441919733087161e-08,1.0465369904011368e-08
1957,1.8553580005686854e-08,1.236905244894615e-08
1958,2.3989505493204888e-08,3.3088973783179654e-09
1959,2.1702094343822864e-08,9.300897829689347e-09
1960,1.6610000486139143e-08,1.1765417085030094e-08
1961,2.014966149488373e-08,1.320150300188061e-08
1962,1.331810839388936e-08,1.2683912586908264e-08
1963,1.2932106940866106e-08,8.405868889838075e-09
1964,2.1293889318485526e-08,1.2167936880302932e-08
1965,1.7510538796727815e-08,5.47204326295514e-09
1966,2.99110034518435e-08,8.862519607077957e-09
1967,2.267954357648705e-08,2.9582012395223956e-09
1968,1.7067380397861598e-08,8.982831367632116e-09
1969,2.5433843475752838e-08,8.629339909305145e-09
1970,1.5175793066646293e-08,6.438214850135182e-09
1971,1.5415192677892264e-08,7.193756701440179e-09
1972,1.1799337507056862e-08,2.0520587451500205e-09
1973,1.874489363729026e-08,2.7566018356850464e-09
1974,2.1377172032543967e-08,1.1251143128276908e-08
1975,1.028066431985053e-08,3.4268881066168433e-09
1976,1.9425991482080462e-08,7.998937512354587e-09
1977,1.7630345183761165e-08,5.876781727920388e-09
1978,1.128712323605896e-08,5.346532105932056e-09
1979,1.580032815695631e-08,5.851973128301324e-09
1980,7.95921106799824e-09,2.2740602734216964e-09
1981,2.6567308353264707e-08,3.1627747087981106e-09
1982,1.738100685599875e-08,6.2075020679230875e-09
1983,1.0736036948344463e-08,3.157658134966823e-09
1984,1.1018116197192285e-08,6.378909400694965e-09
1985,1.3234227935754461e-08,8.421781494405423e-09
1986,2.038125046510686e-08,1.558566253834215e-08
1987,1.1610551631235921e-08,6.721898593298192e-09
1988,1.3792074149421296e-08,4.197587610832443e-09
1989,2.3050112929468014e-08,3.841685636274406e-09
1990,1.3076762783725826e-08,4.358920779878872e-09
1991,2.2273567878983158e-08,2.9307325455363298e-09
1992,1.8733810946969243e-08,7.713921945651236e-09
1993,1.2740176913439427e-08,6.647049133334804e-09
1994,1.9517228722065738e-08,5.802419433820205e-09
1995,1.8978578708583882e-08,4.880205572987961e-09
1996,2.2953797085278893e-08,5.871901187504136e-09
1997,2.013855748828064e-08,4.794894259418925e-09
1998,9.536258005482523e-09,8.10582001520288e-09
1999,1.9194844824710344e-08,2.285100553223174e-09
2000,1.1045078629479121e-08,5.3016377954406835e-09
2001,1.5334240544007116e-08,6.133696661692056e-09
2002,1.445803121669087e-08,2.6287327870022636e-09
2003,2.2084691408963408e-08,1.12506919336397e-08
2004,1.7178685141061578e-08,5.726228824443069e-09
2005,1.7114247796712334e-08,8.557123898356167e-09
2006,2.3060183096390574e-08,8.64756888319107e-09
2007,3.155638950147477e-08,9.18730247434496e-09
2008,2.682186917013496e-08,1.6178271167177627e-08
2009,3.4807804638603557e-08,1.6211854969583328e-08
2010,5.9519791761886154e-08,2.220182793166714e-08
2011,6.271314134664863e-08,3.4033352136475514e-08
2012,7.182973149610916e-08,3.5063802528156884e-08
2013,8.534722439890174e-08,3.765318723480959e-08
2014,8.943288776208647e-08,4.200963488187881e-08
2015,9.353948371426668e-08,2.9702110992957387e-08
2016,9.693871305671564e-08,3.604131748602413e-08
2017,7.219804842861777e-08,3.496699818583693e-08
2018,8.983504073967197e-08,4.2852345671917647e-08
2019,9.004986623040168e-08,3.7244422657067844e-08
