year,deux_DET oies_NOUN,deux_DET rois_NOUN
1840,1.2102408297742784e-08,6.879263594328222e-07
1841,3.980740226339208e-08,5.483148708407271e-07
1842,2.4149754196400863e-08,7.446174334901912e-07
1843,6.497602011990011e-09,6.190442665143792e-07
1844,3.293136902060567e-08,7.694963009008404e-07
1845,2.678509469777879e-08,5.898301140838669e-07
1846,8.781752214304106e-09,7.482052746254908e-07
1847,2.8044763844548015e-08,6.094342959173105e-07
1848,8.84974404868899e-09,4.931720849477017e-07
1849,1.5920887941334172e-08,5.03602837653716e-07
1850,5.431196825611551e-09,6.843307893689143e-07
1851,1.3543821175687754e-08,5.049910480892095e-07
1852,1.5625309490729933e-08,4.941504068156632e-07
1853,9.555090940693844e-09,5.159749090211108e-07
1854,2.4419623212423858e-08,4.972250842172343e-07
1855,2.1227748447927297e-08,6.007452881817699e-07
1856,8.28350277259915e-09,5.042582413850027e-07
1857,1.757343248698362e-08,5.311082027503744e-07
1858,1.4681027893370668e-08,4.903463284300358e-07
1859,2.7497735644033128e-08,5.081988927457814e-07
1860,3.4328881071132855e-08,5.639090514542033e-07
1861,1.6034276573151374e-08,4.31982269510911e-07
1862,3.388489855371546e-08,6.523972440053427e-07
1863,2.7969877358646755e-08,5.209389613014537e-07
1864,2.1096803748399395e-08,4.2001816469294795e-07
1865,3.9066808454890634e-08,5.375216467484734e-07
1866,2.6274310116480848e-08,4.812091205508295e-07
1867,2.2808213984149006e-08,4.0181279992168584e-07
1868,2.321740799615668e-08,3.907440468964296e-07
1869,1.0743742229202269e-08,5.244899821121862e-07
1870,4.013834153937523e-09,4.191589799695805e-07
1871,2.6552942955504477e-08,2.82523314965033e-07
1872,1.2699412743621963e-08,4.148474821441539e-07
1873,2.514121905106137e-08,3.8250567335751384e-07
1874,1.732636678575261e-08,3.45332421325395e-07
1875,1.2015207495608138e-08,3.8963599280350536e-07
1876,3.023007311142578e-08,3.192295832121772e-07
1877,1.0514187187560253e-08,4.403589013435294e-07
1878,2.1136809524868738e-08,3.877094849613627e-07
1879,3.299035578052667e-08,3.909968295801036e-07
1880,1.7969970178555172e-08,4.325628495394085e-07
1881,2.6495528548942104e-08,3.0609309042972654e-07
1882,2.5956002014382307e-08,3.3609694227720865e-07
1883,5.2450515042323786e-08,3.6336198405706455e-07
1884,1.3203393933736152e-08,3.8223825615801843e-07
1885,2.2559724921489277e-08,3.6031104277967074e-07
1886,1.097088819790315e-08,2.987953742206173e-07
1887,1.566941915109865e-08,2.507107015325971e-07
1888,2.4094334971636044e-08,3.842412521493088e-07
1889,2.380751940034287e-08,4.147520646924363e-07
1890,6.554386366985909e-09,3.316519503471227e-07
1891,2.7409145841872373e-08,2.760037203231036e-07
1892,2.4447198931909497e-08,2.946200865494575e-07
1893,1.8475249941030114e-08,2.524950721838337e-07
1894,2.3315695596437536e-08,3.0877542656071455e-07
1895,4.032471756509892e-08,2.8347675384843285e-07
1896,2.5357223876198987e-08,2.323429451056569e-07
1897,4.4283022804236793e-08,2.1325771948355055e-07
1898,1.867257115595322e-08,2.348217233993921e-07
1899,8.291367592505594e-09,2.0617868123906646e-07
1900,2.3359739032002835e-08,2.403457645128171e-07
1901,2.0678334156087885e-08,1.9337036372135685e-07
1902,1.8659078282468045e-08,1.4632645717327364e-07
1903,1.8360748255119574e-08,1.603865458221776e-07
1904,3.815983884436491e-08,1.821997948070475e-07
1905,7.741138396966107e-09,2.1468758237830343e-07
1906,3.3951617239846854e-08,2.4692086064703744e-07
1907,2.1085658274966335e-08,2.252565438620735e-07
1908,2.4065805792616857e-08,1.969466989493185e-07
1909,3.960708327976903e-08,1.419253705670087e-07
1910,1.2825962070195374e-08,1.9132059314586058e-07
1911,2.128149700908466e-08,1.8727716888378154e-07
1912,2.9693701220079305e-08,2.21921347076659e-07
1913,1.8560464554173706e-08,1.9355912606044967e-07
1914,3.683208982252495e-08,2.5983365770088085e-07
1915,2.4739600035239562e-08,2.0145103141189225e-07
1916,1.8678685265172135e-08,1.8678685398398898e-07
1917,3.728584163642523e-08,2.555176892293787e-07
1918,1.722956533001252e-08,1.6999836827125137e-07
1919,1.0128633542993981e-08,1.1049417758535185e-07
1920,8.329454903588385e-09,1.6583187356644657e-07
1921,8.330022005509363e-09,1.8401776591403518e-07
1922,1.7707045385506603e-08,2.0510660947437032e-07
1923,1.0615948120573648e-08,2.3779723790084972e-07
1924,2.1915761205804074e-08,2.1786845560978207e-07
1925,2.3096173862313663e-08,2.2876210614697357e-07
1926,3.343841470382358e-08,1.9728664657492345e-07
1927,2.2298449531277242e-08,1.984561963652709e-07
1928,2.5137290915466792e-08,1.4054031405308365e-07
1929,1.1140406153131721e-08,2.4843106638527956e-07
1930,1.575540586884472e-08,2.3528071757539237e-07
1931,9.124285327288817e-09,2.1213963297128657e-07
1932,1.5343351700281005e-08,1.7754449399554062e-07
1933,1.7205993074753678e-08,1.9156005248710528e-07
1934,2.3963160344919743e-08,2.4562239708814104e-07
1935,2.752705441366743e-08,1.6157183857501423e-07
1936,1.333718646634452e-08,1.5640881878553614e-07
1937,2.0145789370040745e-08,2.1782634007649904e-07
1938,6.4826072287971215e-09,1.8799560219662226e-07
1939,1.5294050470515685e-08,2.3094015855207317e-07
1940,2.0286263113789005e-08,2.662572051725931e-07
1941,2.6563524713196784e-08,2.1545968920122505e-07
1942,2.1239482617119165e-08,2.457711580916566e-07
1943,2.0322646676618206e-08,3.280655844761782e-07
1944,1.927911696952833e-08,3.341713590288009e-07
1945,1.089252066321933e-08,2.6359899285566257e-07
1946,1.1136883415474585e-08,2.1299289976184355e-07
1947,3.5762612871081956e-09,2.1695985363834325e-07
1948,5.435944139264848e-09,2.2722245152095866e-07
1949,1.079870937115146e-08,1.884865605816799e-07
1950,1.4889506294579746e-08,2.818370852253338e-07
1951,1.4925962910083967e-08,3.059822208939522e-07
1952,8.43584291310151e-09,1.7398926122069724e-07
1953,1.4005975490505307e-08,2.1439916153553895e-07
1954,1.9545072449389522e-08,1.3583824998164573e-07
1955,2.9095383879962355e-08,1.745723112733799e-07
1956,1.2209597999301991e-08,2.2064488280904015e-07
1957,1.7670074847764283e-08,2.2706047486664716e-07
1958,1.9026159758794847e-08,2.2665946630695544e-07
1959,1.860179499324488e-08,1.7361674675697714e-07
1960,2.2838750723952472e-08,2.1454583709612507e-07
1961,1.5980766210343944e-08,2.473544675751782e-07
1962,1.3318108227355907e-08,1.9913742654864564e-07
1963,1.9398159301076134e-08,2.1402636818379506e-07
1964,1.64267148772268e-08,2.810793473528861e-07
1965,1.8604947471523303e-08,1.9644636228832724e-07
1966,1.9386760863326913e-08,2.0882311257963693e-07
1967,1.0353704338328384e-08,2.5785655743959524e-07
1968,1.706738025908372e-08,2.1199482791445234e-07
1969,3.451735930415367e-08,1.989289843962183e-07
1970,1.1036939917552502e-08,1.6049549689256537e-07
1971,1.592903242642052e-08,1.8292694914379126e-07
1972,1.6929484925043425e-08,1.8314624661286416e-07
1973,1.6539610570021068e-08,1.5657498853016705e-07
1974,2.137717214356627e-08,1.5807856179606006e-07
1975,1.599214494163448e-08,2.0332869166139744e-07
1976,2.1140049488721502e-08,1.656922830051144e-07
1977,2.4094805706198485e-08,1.5220864413301172e-07
1978,2.198018778098998e-08,1.5742566983334427e-07
1979,1.755592016206009e-08,1.3459538728000098e-07
1980,1.5349906457018392e-08,1.5975274081370117e-07
1981,1.644642921849737e-08,1.6446428130478807e-07
1982,1.738100685599875e-08,1.787760601779098e-07
1983,8.841442022955448e-09,1.5977749079354453e-07
1984,1.1018116474748041e-08,1.6179233952584582e-07
1985,1.0828004493035337e-08,1.431702774112864e-07
1986,1.9781802029772422e-08,1.9661912542545679e-07
1987,1.1610552075325131e-08,2.1937832705987148e-07
1988,1.2592763276586538e-08,1.4631591094271812e-07
1989,5.488122178931576e-09,1.487281151568709e-07
1990,2.0160008995517842e-08,1.4329951403269092e-07
1991,1.6412102732399347e-08,1.6119029844219313e-07
1992,1.4325855057784054e-08,1.746652260603554e-07
1993,2.437251223064152e-08,1.7060759116560575e-07
1994,1.582477948680605e-08,1.7723753620302318e-07
1995,1.3013882305124014e-08,1.919547623074891e-07
1996,1.3345230476247139e-08,1.6281180670318918e-07
1997,8.630809844589749e-09,1.8891884456806451e-07
1998,1.4304387785379902e-08,1.5973233313815172e-07
1999,1.7823783837744855e-08,1.8966334325298817e-07
2000,8.836062770356534e-09,1.7053601863992185e-07
2001,1.0076786682855499e-08,1.7743908120593233e-07
2002,1.3143664601145133e-08,1.6035271066527912e-07
2003,2.0001230061073016e-08,1.7459407430919782e-07
2004,1.673820693159911e-08,1.6077488407262308e-07
2005,1.666387328125296e-08,2.044702309689228e-07
2006,1.0706514064207084e-08,1.6224486198979093e-07
2007,1.5179021789490932e-08,1.785532273146373e-07
2008,1.362380658287421e-08,1.8732734829995934e-07
2009,1.668867311011013e-08,1.70224470963376e-07
2010,1.7478034408657805e-08,1.7855936995658794e-07
2011,2.5620612964516454e-08,1.5066449066125642e-07
2012,2.7574446503919603e-08,2.0493601970983377e-07
2013,2.5102124379117186e-08,1.5646991302631363e-07
2014,2.252062950014455e-08,1.8081467123565176e-07
2015,1.662431570181866e-08,2.389468254371252e-07
2016,2.1334802369210593e-08,1.913918237228529e-07
2017,2.037645163710522e-08,1.9747549484527838e-07
2018,2.297505452553139e-08,1.564368863338217e-07
2019,2.1683395745597522e-08,1.7984464228959496e-07
