year,aurais_VERB apporté_VERB,aurais_VERB rapporté_VERB
1890,3.2771931834929546e-09,2.6217545912032847e-09
1891,7.649063604731055e-09,1.2748440081367107e-09
1892,4.387958441043338e-09,8.149066310636499e-09
1893,9.23762488724833e-09,6.15841644346915e-09
1894,3.150769645188234e-09,0.0
1895,1.0833506536300774e-08,3.0093072478365457e-09
1896,2.358811590497112e-09,2.358811590497112e-09
1897,6.409385022720926e-09,1.7480140668268973e-09
1898,6.7900258748920805e-09,1.0185038590293516e-08
1899,8.844125432005967e-09,2.2110313580014918e-09
1900,3.633737311048435e-09,5.191053142894475e-10
1901,5.029864968975062e-09,0.0
1902,9.329538919189417e-09,2.9461704187383475e-09
1903,3.2401321625741275e-09,7.560307935250421e-09
1904,5.374625189347171e-09,5.374625189347171e-10
1905,5.676835002077496e-09,1.0321518084666081e-09
1906,4.629765903985117e-09,1.0288369045596824e-09
1907,6.685696440911215e-09,3.599990305858114e-09
1908,3.437972351250096e-09,4.911389073214423e-10
1909,6.60118004702781e-09,1.6502950117569526e-09
1910,4.275320542035388e-09,0.0
1911,2.6601871816467337e-09,2.6601871816467337e-09
1912,3.646594803896619e-09,1.0418842455450772e-09
1913,1.060597942803554e-09,5.30298971401777e-10
1914,6.696743604095445e-09,1.3393487430235496e-09
1915,3.534228465440492e-09,0.0
1916,2.197492410260793e-09,0.0
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,3.44591288836682e-09,0.0
1919,4.603924352863942e-09,3.6831393490643904e-09
1920,3.028892692213958e-09,2.2716695191604686e-09
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,8.115729421831475e-09,7.377935484775833e-10
1923,6.369568872344189e-09,1.0615948120573648e-09
1924,1.289162443462999e-09,3.867487219366694e-09
1925,5.499089184013428e-09,5.499089184013428e-09
1926,5.57306911730393e-09,0.0
1927,3.3447675740205796e-09,3.3447675740205796e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,4.4561625500705304e-09,1.1140406375176326e-09
1930,1.470504518152893e-08,2.100720708497761e-09
1931,2.2810713318222042e-09,1.1405356659111021e-09
1932,2.1919073223131136e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,4.588264879146209e-09
1934,2.3963160344919743e-09,0.0
1935,5.98414207075848e-09,0.0
1936,7.274828739411987e-09,0.0
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,5.0715658339584024e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,8.714016175304096e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,6.523132700664291e-09,0.0
1949,9.817008539414473e-09,1.9634016634739737e-09
1950,1.0635361480382244e-09,0.0
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,3.1634410646574906e-09
1953,1.0773827163745864e-08,3.232148326759443e-09
1954,7.818028890937967e-09,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,4.360570571293465e-09,8.72114158667614e-10
1957,6.184526224473075e-09,3.534015080575159e-09
1958,6.617794756635931e-09,8.272243445794913e-10
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,1.3896318540318475e-09,2.08444772553662e-09
1962,8.244543714397423e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,5.475571551727398e-09,3.041984220075733e-09
1965,3.2832261354087677e-09,4.924839203113152e-09
1966,4.431259803538978e-09,3.8773522170743036e-09
1967,7.888536934785861e-09,2.9582012395223956e-09
1968,6.737123747768692e-09,1.7965663401398047e-09
1969,6.8126366770115965e-09,0.0
1970,3.6789800095249348e-09,1.8394900047624674e-09
1971,4.624557625731995e-09,1.0276794970565106e-09
1972,2.565073486948677e-09,1.0260293725750103e-09
1973,1.6539611902288698e-09,1.102640756478479e-09
1974,3.937900228123681e-09,2.2502286700643026e-09
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,2.856763492431469e-09,0.0
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,5.940591352171509e-10
1979,3.5111840102075575e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,1.2651099057237047e-09,6.325549528618524e-10
1982,5.586751949948621e-09,0.0
1983,4.4207211225000265e-09,3.78918940668882e-09
1984,2.8995041922996734e-09,1.739702604197646e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,5.994485463567401e-10,5.994485463567401e-10
1987,2.4443267410134695e-09,6.110816852533674e-10
1988,5.396898483667201e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,1.6464366536794728e-09
1990,3.814055737905164e-09,1.089730194969718e-09
1991,2.344586080837985e-09,0.0
1992,2.2039776670368383e-09,2.7549720282848966e-09
1993,3.877445031719162e-09,0.0
1994,5.274926717646622e-09,0.0
1995,1.0844901643380922e-09,5.422450821690461e-10
1996,2.6690460952494277e-09,5.338092190498855e-10
1997,3.835915585170824e-09,4.79489448146353e-10
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,2.285100553223174e-09,4.570201161957499e-10
2000,4.418031274155965e-09,3.092622158362701e-09
2001,3.5049694258049158e-09,1.7524847129024579e-09
2002,2.6287327870022636e-09,3.504977197366088e-09
2003,2.083461403401543e-09,0.0
2004,2.2023955992267474e-09,1.7619165015858584e-09
2005,7.205999352777326e-09,0.0
2006,6.1768350434476815e-09,2.0589450144825605e-09
2007,4.7933754743212376e-09,7.988958938831558e-10
2008,2.9802078582719105e-09,1.7029758714315335e-09
2009,2.384096253749135e-09,9.53638501499654e-10
2010,9.919965293647692e-09,2.8342759250676863e-09
2011,8.795135286732148e-09,3.059177577924288e-09
2012,1.1574459612972987e-08,4.765953853791416e-09
2013,1.059867482666732e-08,1.3945624655065103e-09
2014,9.744502982300673e-09,5.413613113347537e-09
2015,1.2412821881468972e-08,2.881548111233201e-09
2016,1.864206033985738e-08,3.935546111222266e-09
2017,1.3081178806828575e-08,2.5156112748447867e-09
2018,1.4972506789945328e-08,3.0977600484760615e-09
2019,1.0459049626376782e-08,7.397864543179367e-09
