year,voudrais_VERB appeler_VERB,voudrais_VERB rappeler_VERB
1922,5.5334517412575224e-08,7.968170478989123e-08
1923,7.749642350063368e-08,7.112685551646791e-08
1924,9.668718092825657e-08,9.153053071031536e-08
1925,7.258797296572084e-08,7.808706214973427e-08
1926,9.251294841305935e-08,9.697140512798796e-08
1927,7.246995892273844e-08,8.361918446553318e-08
1928,9.140833157061934e-08,9.369353648480683e-08
1929,1.1251810150270103e-07,7.129860080112849e-08
1930,9.033099246380516e-08,9.453243166035463e-08
1931,7.983749839013399e-08,1.1975625113791466e-07
1932,6.685317543997371e-08,8.329247691563069e-08
1933,8.947116469926186e-08,1.5255980656547763e-07
1934,6.709684896577528e-08,1.2820291317439114e-07
1935,6.343190506186147e-08,1.2327332399308943e-07
1936,6.911087524485993e-08,1.0912243197935823e-07
1937,6.925115059175369e-08,1.1835651037017669e-07
1938,8.9459980756601e-08,1.1150084588962272e-07
1939,8.258787431714154e-08,1.0552894735837981e-07
1940,5.832300686847702e-08,8.114505334333444e-08
1941,2.6563522936839945e-08,1.475751361112998e-07
1942,2.1239483061208375e-08,6.068423630267716e-08
1943,8.709705845433291e-09,9.580676163523094e-08
1944,3.213186161588055e-08,1.702988612350964e-07
1945,3.485606470121638e-08,1.568522947081874e-07
1946,5.4292307538617024e-08,2.199534492319799e-07
1947,7.986983519003843e-08,2.9444549909385387e-07
1948,7.827759418432834e-08,2.9136660373296763e-07
1949,5.006674186347482e-08,2.5818732751758944e-07
1950,8.082874813908347e-08,2.5631220523791853e-07
1951,5.650542789226165e-08,2.377492620553312e-07
1952,8.752187596883232e-08,2.3514913038980012e-07
1953,9.157753311228589e-08,1.9716104304734472e-07
1954,7.231676590890856e-08,2.3063185494720528e-07
1955,6.100645322248965e-08,2.402715608695871e-07
1956,6.54085638984725e-08,2.686111599814467e-07
1957,4.59421976017893e-08,2.2617696515681018e-07
1958,6.121459961150322e-08,2.4816731070131937e-07
1959,7.983270222666761e-08,2.906530482960079e-07
1960,6.297958066170395e-08,3.072850063290389e-07
1961,6.461787904754601e-08,2.549974453813775e-07
1962,3.99543260698465e-08,1.8962450099024863e-07
1963,4.849539791962343e-08,2.263118688006216e-07
1964,6.631525195643917e-08,2.6647782647160057e-07
1965,4.9795595202795084e-08,2.533556084927113e-07
1966,4.874385695075034e-08,2.3153332051606412e-07
1967,5.521975765532261e-08,2.682102433482214e-07
1968,5.210042530734427e-08,2.474770042226737e-07
1969,6.358460780120367e-08,2.5751765519999026e-07
1970,6.530189722298019e-08,3.2604961575088964e-07
1971,7.913131838677145e-08,3.607154894780251e-07
1972,6.05357328709033e-08,3.001135837621405e-07
1973,5.292675808732383e-08,2.7786546752395225e-07
1974,6.075617164924552e-08,2.7790323997578525e-07
1975,3.541117621352896e-08,2.735799000674888e-07
1976,7.141908753283133e-08,2.862476833342953e-07
1977,5.818014159331142e-08,3.3438888635828334e-07
1978,2.9108898402796513e-08,2.0851476278949121e-07
1979,2.3407892513205297e-08,2.680203863292263e-07
1980,2.7288724169238776e-08,2.9619636165989505e-07
1981,2.783241725978769e-08,2.441662161345448e-07
1982,2.669225906970496e-08,2.6692259780247696e-07
1983,1.9577479193344516e-08,2.4629733275105536e-07
1984,1.797692661398287e-08,2.4123875164150377e-07
1985,2.285912081845254e-08,2.328020940467468e-07
1986,2.3378493807513223e-08,2.3018824890641554e-07
1987,3.116516467116526e-08,2.7315351758261386e-07
1988,3.537966719591168e-08,2.4885699190235755e-07
1989,3.018467253923518e-08,2.2940351129818737e-07
1990,2.8332985735346483e-08,2.1849091069725546e-07
1991,2.5790447111262438e-08,2.385616255651257e-07
1992,2.1488782309120324e-08,2.1268384386985417e-07
1993,2.6034275180109034e-08,2.8526918072202534e-07
1994,2.637463225596548e-08,2.88010994609067e-07
1995,2.3858783393393423e-08,2.819674307374953e-07
1996,3.683283722466513e-08,2.535593921493273e-07
1997,2.8289877107567918e-08,2.2152411816023232e-07
1998,1.621164003040576e-08,2.0836725411754742e-07
1999,2.1479944933844308e-08,2.66442725660454e-07
2000,1.5463109903635086e-08,2.2443599334565079e-07
2001,2.541102794850758e-08,2.286992497602114e-07
2002,2.4972962364699924e-08,1.7743947466897225e-07
2003,1.6667691227212345e-08,1.5459283986274386e-07
2004,2.4666830356068203e-08,1.5328673441672436e-07
2005,1.4862373554080932e-08,1.4231848410872772e-07
2006,2.2648395159308166e-08,1.3177248092688387e-07
2007,2.4765773432022797e-08,1.382089891421856e-07
2008,2.554463840453991e-08,1.1026768476085635e-07
2009,2.4794601927169424e-08,1.1109888475857588e-07
2010,1.6533276081531767e-08,9.967203595806495e-08
2011,2.0649448373433188e-08,8.259779349373275e-08
2012,2.3148919225945974e-08,5.27659160809435e-08
2013,2.621777461797592e-08,7.279616198729855e-08
2014,2.5985341878254076e-08,7.275895796965415e-08
2015,2.46039864038039e-08,7.181704120284849e-08
2016,2.4648945995409122e-08,4.9297891990818243e-08
2017,3.370919188228072e-08,7.043711747201087e-08
2018,2.5556520455438658e-08,4.724084234908332e-08
2019,2.0918099252753564e-08,5.025446014883528e-08
