year,devriez_VERB entrer_VERB,devriez_VERB rentrer_VERB
1979,1.1703946700691858e-09,5.266775904289034e-09
1980,5.685150683554241e-10,5.6851505725319385e-09
1981,6.325549528618524e-10,3.795329828193417e-09
1982,0.0,5.586751949948621e-09
1983,6.315316047889041e-10,5.052252838311233e-09
1984,1.1598016991243298e-09,5.219107812592938e-09
1985,1.2031116103372597e-09,6.617113967877231e-09
1986,0.0,4.196139880008332e-09
1987,4.277571630240118e-09,4.888653482026939e-09
1988,1.1993107618124554e-09,2.398621523624911e-09
1989,2.7440609784434855e-09,9.329808037250586e-09
1990,1.6345953479657283e-09,4.358920779878872e-09
1991,0.0,5.2753188484189195e-09
1992,1.65298330578878e-09,2.2039776670368383e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,1.0549853213248639e-09,8.439882570598911e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,0.0,4.270473752399084e-09
1997,4.79489448146353e-10,3.835915585170824e-09
1998,0.0,2.3840645013706308e-09
1999,2.7421207526856506e-09,2.285100553223174e-09
2000,2.6508188977203417e-09,3.97622823555821e-09
2001,1.7524847129024579e-09,9.20054432640427e-09
2002,3.504977197366088e-09,5.6955880012310445e-09
2003,1.2500769308587678e-09,4.583615265119079e-09
2004,8.809582507929292e-10,9.690540814233373e-09
2005,2.251874686720612e-09,6.7556245042510454e-09
2006,1.2353669198716943e-09,8.64756888319107e-09
2007,2.7961355453243186e-09,2.236908436259455e-08
2008,2.554463751636149e-09,2.5118893631770334e-08
2009,3.814554005998616e-09,3.528462499957641e-08
2010,2.8342759250676863e-09,4.6765549654992355e-08
2011,7.265546830836911e-09,6.080115610984649e-08
2012,5.1063788752969685e-09,6.468080471222493e-08
2013,9.204113027294625e-09,7.614311670067764e-08
2014,9.961047986450922e-09,8.856670774548547e-08
2015,8.422986752520956e-09,8.179163302202141e-08
2016,8.492493819289848e-09,7.643244970267915e-08
2017,5.7859059765519305e-09,8.603390710959502e-08
2018,7.744399788123246e-09,8.776986959446731e-08
2019,1.0714148679369373e-08,7.908062116257497e-08
