year,autres_ADJ règles_NOUN
1918,2.549975643972857e-07
1919,2.559781933086924e-07
1920,4.073860679909558e-07
1921,3.453172744416477e-07
1922,3.246291727654338e-07
1923,3.057393200833758e-07
1924,3.274472595293787e-07
1925,3.8383641332018215e-07
1926,3.8008331992855915e-07
1927,4.481988296056727e-07
1928,3.55349875302835e-07
1929,4.87949788574582e-07
1930,4.57957102018014e-07
1931,3.8664160229018307e-07
1932,3.04675119355835e-07
1933,4.0606144025012725e-07
1934,6.110605870190966e-07
1935,4.272677438521555e-07
1936,5.601618227046856e-07
1937,3.3996019510595943e-07
1938,4.3303815533413115e-07
1939,3.5023376643295023e-07
1940,3.042939562547531e-07
1941,2.6858674573304597e-07
1942,3.33763281901156e-07
1943,2.758073396336158e-07
1944,2.666944567408791e-07
1945,3.7034567412774777e-07
1946,3.1740118888734514e-07
1947,3.588182173608345e-07
1948,3.413772793336989e-07
1949,3.7893651771980785e-07
1950,4.5412994187365996e-07
1951,3.3050344994123293e-07
1952,4.407727898225744e-07
1953,3.393755636516005e-07
1954,3.8406067393026433e-07
1955,3.247420381491395e-07
1956,3.819860006082365e-07
1957,4.3026633056442165e-07
1958,4.3346556077850096e-07
1959,4.324917335374323e-07
1960,4.2770750052767426e-07
1961,4.599681338035566e-07
1962,4.60426023529692e-07
1963,3.4981348484564023e-07
1964,3.796396368382915e-07
1965,3.863262657555211e-07
1966,4.1266106354242993e-07
1967,4.742982904204496e-07
1968,4.621666775950217e-07
1969,4.478173265543006e-07
1970,4.741285479781254e-07
1971,4.1569635578220243e-07
1972,4.5093990452826915e-07
1973,4.283759302836643e-07
1974,4.123544035117277e-07
1975,4.3235905522465146e-07
1976,4.2508639075400367e-07
1977,4.131377533411751e-07
1978,4.1940574480037185e-07
1979,4.506019366523617e-07
1980,4.40030666126745e-07
1981,4.061002754074394e-07
1982,5.276377070817517e-07
1983,5.140667109770902e-07
1984,4.772584127898938e-07
1985,5.865169172558637e-07
1986,5.484954181955715e-07
1987,5.145307921949893e-07
1988,5.22299827832029e-07
1989,5.120417707615843e-07
1990,5.432304748254069e-07
1991,5.439439738630369e-07
1992,5.609123325811538e-07
1993,5.73307966877934e-07
1994,5.971217111877536e-07
1995,5.44414075598354e-07
1996,5.028482705782267e-07
1997,5.456589677876877e-07
1998,5.426130966768028e-07
1999,6.535387724326824e-07
2000,5.496031292295811e-07
2001,6.221320982824352e-07
2002,6.352771304563021e-07
2003,5.562841844941602e-07
2004,5.567655882998679e-07
2005,5.998994243583411e-07
2006,4.920878469150125e-07
2007,4.97312703462427e-07
2008,4.879025787829505e-07
2009,4.7634242150706996e-07
2010,4.7379643941525273e-07
2011,4.3975676788932105e-07
2012,3.639146113343372e-07
2013,5.449950473135345e-07
2014,4.382861056306808e-07
2015,5.040492183638889e-07
2016,4.604588785817043e-07
2017,4.840036318398688e-07
2018,4.1793945770862706e-07
2019,4.400453903485868e-07
