year,quelles_DET règles_NOUN
1976,1.0741430500615934e-07
1977,1.0343136125356978e-07
1978,8.673263174330259e-08
1979,1.1586907433525084e-07
1980,9.20994409625564e-08
1981,1.0057623800463489e-07
1982,1.29116047631328e-07
1983,1.0799190164334505e-07
1984,1.0090275104346347e-07
1985,1.040691515186154e-07
1986,1.1149742995542056e-07
1987,1.350490510532154e-07
1988,1.2412866645661325e-07
1989,1.690341573379328e-07
1990,1.4003033221854366e-07
1991,1.301245298179765e-07
1992,1.1350484996341947e-07
1993,1.1798512211669276e-07
1994,1.5244537721059714e-07
1995,1.2905433166565672e-07
1996,1.2010707450826885e-07
1997,1.294621512215599e-07
1998,1.5067288572367943e-07
1999,1.4487537569607412e-07
2000,1.5286389043467352e-07
2001,1.2968387075318333e-07
2002,1.2924603254305111e-07
2003,1.4834246186978817e-07
2004,1.506438582765668e-07
2005,1.409673657803978e-07
2006,1.2971353235968763e-07
2007,1.2902168577966222e-07
2008,1.2218851708212242e-07
2009,1.325557512643627e-07
2010,1.3557286138166091e-07
2011,1.2427909368284418e-07
2012,1.3072330418140155e-07
2013,1.2272149874092975e-07
2014,1.1195351135029341e-07
2015,1.2457153530931464e-07
2016,1.2448753849980676e-07
2017,1.3508832807929139e-07
2018,1.1539156119511063e-07
2019,1.2040662156209692e-07
