year,pouvons_VERB assurer_VERB,pouvons_VERB rassurer_VERB
1965,9.79495737851721e-08,1.6416130677043839e-09
1966,8.640956394856403e-08,1.1078149508847446e-09
1967,1.3065388770883146e-07,4.437302081328198e-09
1968,1.0285342000315723e-07,3.5931326802796093e-09
1969,1.1263559684948632e-07,2.2708788183223305e-09
1970,7.128024037683645e-08,3.219107425067591e-09
1971,9.197731287713395e-08,2.0553589941130213e-09
1972,1.0978514097814696e-07,3.5911027485013847e-09
1973,9.041654180919068e-08,3.3079223804577396e-09
1974,8.550868813017587e-08,2.2502286700643026e-09
1975,8.85279405338224e-08,2.8557400888473694e-09
1976,1.1255647791585943e-07,2.856763492431469e-09
1977,6.111853423362845e-08,1.7630346071939584e-09
1978,6.415838527118467e-08,1.1881182704343018e-09
1979,7.373486710093857e-08,0.0
1980,6.65162644963857e-08,5.685150683554241e-10
1981,5.8827609450418095e-08,0.0
1982,7.883527786134437e-08,1.2415004579935385e-09
1983,5.494324994970157e-08,0.0
1984,6.610869718315371e-08,6.378909400694965e-09
1985,6.556957998782309e-08,2.4062232206745193e-09
1986,6.29420995323926e-08,0.0
1987,4.0942474299754394e-08,6.110816852533674e-10
1988,5.336933028843305e-08,2.398621523624911e-09
1989,4.774666351181622e-08,1.6464366536794728e-09
1990,4.4678937882736136e-08,4.358920779878872e-09
1991,3.458264430378222e-08,2.344586080837985e-09
1992,4.683452559106627e-08,2.2039776670368383e-09
1993,3.711268803385792e-08,2.2156829704300662e-09
1994,4.800183361908239e-08,0.0
1995,4.880205750623645e-08,0.0
1996,3.736664666575962e-08,1.6014276571496566e-09
1997,3.212579358091716e-08,9.58978896292706e-10
1998,6.580018663271403e-08,4.768129224785866e-10
1999,4.2959889867688617e-08,4.570201161957499e-10
2000,3.35770380388567e-08,4.4180314962005696e-10
2001,4.687896648647438e-08,0.0
2002,2.541108479192644e-08,8.76244299341522e-10
2003,4.3752692135967663e-08,8.333845835650777e-10
2004,4.140503762073422e-08,4.404791253964646e-10
2005,4.68389949048742e-08,1.3511248786457486e-09
2006,3.1707752867760064e-08,2.4707338397433887e-09
2007,2.75619083112133e-08,0.0
2008,3.193079933794252e-08,4.257439678578834e-10
2009,3.051643204798893e-08,3.337734755248789e-09
2010,2.3146585093059002e-08,4.723793023408973e-10
2011,3.135657067332431e-08,3.82397197240536e-10
2012,2.519147024315771e-08,3.4042526575461807e-09
2013,2.7054513296320692e-08,1.3945624655065103e-09
2014,2.3170263929728208e-08,1.7323561474213989e-09
2015,2.549061761669691e-08,3.768178213903184e-09
2016,4.0391132216655024e-08,1.2428040818690533e-09
2017,2.0628013075452145e-08,1.2578056374223934e-09
2018,2.4007640320178325e-08,2.0651733656507076e-09
2019,2.3469088006322636e-08,1.2754939326953263e-09
