year,dois_VERB appliquer_VERB
1914,0.0
1915,4.712304768617059e-09
1916,5.493730803607377e-09
1917,1.0966424435210342e-09
1918,2.2972752589112133e-09
1919,0.0
1920,3.786115865267448e-09
1921,6.058197943303867e-09
1922,3.6889677978990676e-09
1923,4.246379248229459e-09
1924,1.289162443462999e-09
1925,1.0998177923937646e-09
1926,2.229227691330493e-09
1927,6.689535148041159e-09
1928,2.2852082448565625e-09
1929,7.798284684668033e-09
1930,4.201441416995522e-09
1931,1.0264820993199919e-08
1932,6.575722188983946e-09
1933,3.4411986593596566e-09
1934,0.0
1935,8.377798899061872e-09
1936,6.0623572828433225e-09
1937,1.888667711114067e-08
1938,3.8895642262559704e-09
1939,0.0
1940,0.0
1941,5.9030051957620344e-09
1942,3.034211770724937e-09
1943,0.0
1944,3.2131861615880553e-09
1945,0.0
1946,6.960552134671616e-09
1947,7.152522574216391e-09
1948,1.195907639583993e-08
1949,1.8652315247891238e-08
1950,1.1698897850465073e-08
1951,1.7058242818279723e-08
1952,1.0544804140977249e-08
1953,2.1547654771580937e-09
1954,2.9317608341017376e-09
1955,7.508486277174597e-09
1956,3.488456634670456e-09
1957,4.417518795207798e-09
1958,0.0
1959,2.325224457422337e-09
1960,8.997083078554624e-09
1961,0.0
1962,1.2683912808952869e-09
1963,1.2932106496776896e-09
1964,3.041984220075733e-09
1965,6.0192477668863376e-09
1966,3.3234448526542337e-09
1967,4.930335695263466e-09
1968,1.7965663401398047e-09
1969,4.087581828571274e-09
1970,5.978342709767048e-09
1971,2.569198631618974e-09
1972,3.5911027485013847e-09
1973,2.205281512956958e-09
1974,2.2502286700643026e-09
1975,8.567219822452898e-09
1976,1.7140580066410394e-09
1977,4.7014254711541525e-09
1978,2.3762365408686037e-09
1979,4.681578680276743e-09
1980,5.6851505725319385e-09
1981,2.5302198114474095e-09
1982,1.8622506869903077e-09
1983,5.68378455412244e-09
1984,6.958810416790584e-09
1985,3.0077789148208467e-09
1986,5.395036861699509e-09
1987,1.2221633705067347e-09
1988,1.1993107618124554e-09
1989,2.7440609784434855e-09
1990,4.358920779878872e-09
1991,4.10302547493302e-09
1992,7.162927584403178e-09
1993,7.754890063438324e-09
1994,2.637463358823311e-09
1995,3.795715741716776e-09
1996,5.3380921904988554e-09
1997,4.315404922294874e-09
1998,4.291316191284977e-09
1999,3.1991407301035224e-09
2000,3.092622158362701e-09
2001,4.8193329327261836e-09
2002,2.1906108038649563e-09
2003,3.333538334260311e-09
2004,4.845270407116686e-09
2005,1.8014998381943315e-09
2006,7.823991232669414e-09
2007,3.994479413904628e-09
2008,5.960415716543821e-09
2009,6.675469510497578e-09
2010,8.030448306328708e-09
2011,8.412738061736036e-09
2012,1.1234034147378225e-08
2013,7.530637446961919e-09
2014,8.661780626084692e-09
2015,8.644644111654998e-09
2016,9.942432654952427e-09
2017,7.2952728302766445e-09
2018,1.7812119779136992e-08
2019,1.3010037491767434e-08
