year,pas_ADV entré_VERB,pas_ADV rentré_VERB
1950,3.009807301168621e-07,3.2544207329010533e-07
1951,3.539585406997503e-07,3.9233958659679047e-07
1952,2.6045665890706005e-07,2.752193779542722e-07
1953,3.005897895036469e-07,3.145957521155651e-07
1954,3.1174388936960895e-07,2.472451683388499e-07
1955,2.78752565918694e-07,2.5528854052936367e-07
1956,3.1308897519011225e-07,3.226822400392848e-07
1957,2.482645697909902e-07,2.7565317850530846e-07
1958,2.953190971766162e-07,2.539578645155416e-07
1959,2.7515153533386183e-07,3.069296212743211e-07
1960,3.3012375411090034e-07,2.761412645213568e-07
1961,3.098878949003847e-07,2.9112786137375224e-07
1962,3.145610492083506e-07,2.587518110885867e-07
1963,2.7739369556911697e-07,2.696344267860695e-07
1964,2.8655492201323796e-07,2.7438696292847453e-07
1965,2.9056550943096227e-07,2.1122087900948827e-07
1966,3.50623423628349e-07,2.763998168120452e-07
1967,3.4265832482560654e-07,2.7116846013086615e-07
1968,3.2966991625471564e-07,2.393924773969047e-07
1969,3.2382732229052635e-07,2.379881038905296e-07
1970,3.3708653290887014e-07,1.9222670744056813e-07
1971,3.011101057381893e-07,2.0142518053489766e-07
1972,3.0319168331516266e-07,1.5954756804603676e-07
1973,2.850326268344361e-07,1.9241080906340358e-07
1974,2.418995848074701e-07,2.1208404632488964e-07
1975,2.1989198728533665e-07,1.7591358414392744e-07
1976,2.54251943943018e-07,1.571219883089725e-07
1977,2.3448359343092307e-07,1.8746933960755996e-07
1978,2.7445531713965465e-07,1.788118026979646e-07
1979,2.6450919676790363e-07,1.8024077519385173e-07
1980,2.5696880356917973e-07,1.841988819251128e-07
1981,2.3214766997625702e-07,2.232918916433846e-07
1982,2.520245914183761e-07,2.067098279212587e-07
1983,2.21667590949437e-07,2.0966849945125432e-07
1984,3.027082300377515e-07,2.1978242159548245e-07
1985,2.4964566591734183e-07,2.2558342038792034e-07
1986,2.6795351004693657e-07,2.0860809968326066e-07
1987,2.328221171410405e-07,2.1876724076719256e-07
1988,2.476576810295228e-07,2.3806317983599e-07
1989,2.8263829676689056e-07,2.376356889044473e-07
1990,2.5499687694718887e-07,2.4028551592891745e-07
1991,2.924871012055519e-07,2.1570191677255934e-07
1992,2.57314383134144e-07,2.314176583695371e-07
1993,2.7197509666621045e-07,2.0882812634681613e-07
1994,2.648013150974293e-07,2.558339531333331e-07
1995,2.4943273047028924e-07,2.3153864958658232e-07
1996,2.653031856425514e-07,2.0605035899734503e-07
1997,2.440601178932411e-07,2.0378301712753455e-07
1998,2.403137102646724e-07,2.1265856275931583e-07
1999,2.77868224429767e-07,2.0245991549927567e-07
2000,2.2311058955892804e-07,2.094146935860408e-07
2001,2.286992497602114e-07,2.1161253016543924e-07
2002,2.4534841713830247e-07,2.400909409061569e-07
2003,2.633495341797243e-07,2.741835203323717e-07
2004,2.387396875747072e-07,2.343348910471832e-07
2005,2.4590471525698376e-07,2.4320246438946924e-07
2006,2.5036771944542124e-07,2.923701742929552e-07
2007,2.4645939333822753e-07,3.443241212153225e-07
2008,2.677929558103642e-07,3.8742700780858286e-07
2009,2.946742938547686e-07,4.2818368228836334e-07
2010,3.0279514362518967e-07,5.928360451434855e-07
2011,3.116537072855863e-07,6.760782298442791e-07
2012,3.908082248926803e-07,8.214461786337779e-07
2013,4.5351174549068674e-07,8.453837949673471e-07
2014,4.562593005630333e-07,9.525793416287343e-07
2015,4.304589538151049e-07,8.970480394054903e-07
2016,4.573518879169569e-07,8.569134024583036e-07
2017,3.9419629160875047e-07,8.857467719280976e-07
2018,4.4117265929344285e-07,1.019421233650064e-06
2019,4.329026239702216e-07,9.775385478860699e-07
