year,des_DET ondes_NOUN,des_DET rondes_ADJ
1990,8.772328250472583e-07,5.44865097484859e-10
1991,6.541394945713819e-07,1.7584396161396398e-09
1992,7.763511380431964e-07,3.30596661157756e-09
1993,6.021118643673162e-07,1.1078414852150331e-09
1994,6.22968839181226e-07,5.274926717646622e-09
1995,5.72068559634431e-07,4.880205572987961e-09
1996,5.204639741407391e-07,2.135236876199542e-09
1997,5.758668137900713e-07,1.917957792585412e-09
1998,5.650233099174784e-07,2.86087753487152e-09
1999,5.470530624052117e-07,3.656160929565999e-09
2000,5.151424966598483e-07,3.5344251969604557e-09
2001,5.222404730886865e-07,3.5049694258049158e-09
2002,5.537863945193067e-07,1.752488598683044e-09
2003,5.429500831155565e-07,4.583615265119079e-09
2004,5.990516225296005e-07,1.3214374039449694e-09
2005,6.809669432783494e-07,4.503749373441224e-09
2006,6.617449201939962e-07,3.706100981659688e-09
2007,6.419128588674994e-07,3.994479413904628e-09
2008,7.305766729359675e-07,3.8316958494988285e-09
2009,8.029636369144555e-07,2.860915504498962e-09
2010,9.65543307529515e-07,3.7790344187271785e-09
2011,1.0393556095777967e-06,4.206369030868018e-09
2012,1.326977660198736e-06,3.4042526575461807e-09
2013,1.1056092219519087e-06,6.693900100884775e-09
2014,1.1747540682449653e-06,8.445236510112863e-09
2015,1.0998647397286732e-06,8.201329393386914e-09
2016,1.170721404264441e-06,5.178350193091319e-09
2017,1.2198199641488827e-06,7.043711836018929e-09
2018,1.2140637863922166e-06,3.3559066636712487e-09
2019,1.2604430352780582e-06,6.632568272380013e-09
