year,sans_ADP échauffer_VERB,sans_ADP réchauffer_VERB
1893,1.6011883374744684e-08,7.390100087434348e-09
1894,1.5753848003896564e-08,6.301539290376468e-09
1895,1.023164486468886e-08,1.2037228991346183e-09
1896,1.8280790214930676e-08,2.358811590497112e-09
1897,6.992056267307589e-09,4.078699600285063e-09
1898,1.6975064909274806e-08,1.5277558773618694e-08
1899,6.080336234504102e-09,4.9748205555033564e-09
1900,1.349673794948103e-08,1.5573159428683425e-09
1901,5.58873880507349e-09,3.912117296778206e-09
1902,1.816805017540446e-08,2.9461704187383475e-09
1903,1.0800440541913758e-08,1.3500550899436803e-08
1904,1.5048950530172078e-08,8.061937784020756e-09
1905,1.7030505006232488e-08,4.1286072338664326e-09
1906,1.9033482345776065e-08,6.6874399351490865e-09
1907,1.6457098794830927e-08,1.0799970695529737e-08
1908,1.0313916831705683e-08,7.858222517143076e-09
1909,8.801573692096554e-09,8.251475058784763e-09
1910,5.878565634276356e-09,4.809735720812114e-09
1911,7.448523575703803e-09,4.788336838146279e-09
1912,5.2094213387476884e-09,5.2094213387476884e-09
1913,6.893886794756554e-09,5.302989602995467e-09
1914,6.696743604095445e-09,4.68772043404897e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,9.888715624128963e-09,5.493730803607377e-09
1917,1.315970976634162e-08,1.315970976634162e-08
1918,3.44591288836682e-09,0.0
1919,1.4732557396257562e-08,0.0
1920,1.1358347151713133e-08,2.2716695191604686e-09
1921,1.8931869405491852e-08,1.060184651180407e-08
1922,8.115729421831475e-09,2.2133805899215986e-08
1923,1.0615948120573648e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,1.289162443462999e-09
1925,4.399271169575059e-09,5.499089184013428e-09
1926,3.343841648018042e-09,7.802296586589819e-09
1927,6.689535148041159e-09,1.5608915049369898e-08
1928,6.8556245125250825e-09,1.0283437212876834e-08
1929,1.0026365515614089e-08,5.570202965543558e-09
1930,8.402882833991043e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,1.2055489939655217e-08,4.383814644626227e-09
1933,1.1470662641954732e-08,8.02946331646126e-09
1934,4.7926320689839486e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,9.574627313213568e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,6.295559185076627e-09,3.777335333410292e-09
1938,7.779128452511941e-09,6.482607339819424e-09
1939,1.5294050470515685e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,9.744772988540262e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,4.7683483828109274e-09
1948,9.784699273041042e-09,1.3046265401328583e-08
1949,7.853606653895895e-09,2.945102384188658e-09
1950,4.2541445921528975e-09,9.571825110299415e-09
1951,3.1984206394497505e-09,7.462981344019681e-09
1952,8.435843135146115e-09,8.435843135146115e-09
1953,8.619061908632375e-09,7.54167928107563e-09
1954,5.863521668203475e-09,7.818028890937967e-09
1955,4.6928039232341234e-09,5.631364707880948e-09
1956,6.104799332717903e-09,1.1337483840634377e-08
1957,1.1485549400447326e-08,2.6505113659425206e-09
1958,9.926692356998501e-09,4.9633461784992505e-09
1959,5.425523585955716e-09,6.200598257066758e-09
1960,4.152500121534786e-09,8.305000243069571e-09
1961,8.33779090214648e-09,1.320150300188061e-08
1962,1.2683912808952869e-09,5.0735651235811474e-09
1963,4.526237162849611e-09,7.759263453976928e-09
1964,5.475571551727398e-09,4.867174663303331e-09
1965,4.377634699181954e-09,6.0192477668863376e-09
1966,9.970334780007306e-09,1.6617224263271169e-09
1967,3.944268467392931e-09,2.465167847631733e-09
1968,6.287982134978165e-09,8.084548142051062e-09
1969,4.541757636644661e-09,2.7250546263957176e-09
1970,5.518470125309705e-09,5.518470125309705e-09
1971,4.624557625731995e-09,5.652237344833111e-09
1972,2.0520587451500205e-09,3.0780880067027283e-09
1973,2.205281512956958e-09,2.7566018356850464e-09
1974,1.6876715580593782e-09,7.875800456247362e-09
1975,4.569184142155791e-09,1.1422960355389478e-09
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,1.7630346071939584e-09,4.7014254711541525e-09
1978,4.158414057542359e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,5.266775904289034e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,3.1627747087981106e-09,1.8976649140967083e-09
1982,1.8622506869903077e-09,3.7245013739806154e-09
1983,1.89459470334441e-09,3.78918940668882e-09
1984,2.3196033982486597e-09,6.378909400694965e-09
1985,3.0077789148208467e-09,4.812446441349039e-09
1986,2.3977941854269602e-09,5.994485352545098e-09
1987,0.0,1.8332451112712533e-09
1988,5.396898483667201e-09,2.398621523624911e-09
1989,5.488121956886971e-09,4.390497743145261e-09
1990,3.2691906959314565e-09,3.814055737905164e-09
1991,1.7584396161396398e-09,4.10302547493302e-09
1992,1.65298330578878e-09,4.958949695321735e-09
1993,4.985286850001103e-09,6.647049133334804e-09
1994,1.0549853213248639e-09,2.1099706426497278e-09
1995,5.422450821690461e-10,3.253470381991974e-09
1996,2.135236876199542e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,5.941261704833778e-09,3.656160929565999e-09
2000,1.7672125984802278e-09,1.7672125984802278e-09
2001,2.6287270138425356e-09,3.5049694258049158e-09
2002,1.752488598683044e-09,5.257465574004527e-09
2003,1.2500769308587678e-09,6.250384210204629e-09
2004,1.3214374039449694e-09,2.642874807889939e-09
2005,9.007499190971657e-10,2.702249757291497e-09
2006,4.1178899179428186e-10,4.117890028965121e-09
2007,1.997239706952314e-09,2.7961355453243186e-09
2008,1.7029758714315335e-09,5.960415716543821e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,4.723792912386671e-09,8.030448306328708e-09
2011,1.529588788962144e-09,3.059177577924288e-09
2012,1.7021263287730903e-09,5.446804340891731e-09
2013,1.1156500168141292e-09,4.741512515948898e-09
2014,1.7323561474213989e-09,5.846701789380404e-09
2015,2.659890530054554e-09,7.979671146074452e-09
2016,2.899876117012923e-09,6.214019965256057e-09
2017,1.0062445321423752e-09,5.282783988036499e-09
2018,4.904786798931582e-09,4.3884935685412074e-09
2019,1.7856913725466939e-09,6.12237061048404e-09
