year,quelques_DET aigles_NOUN,quelques_DET règles_NOUN
1843,2.3627644285539873e-09,6.355836532634385e-07
1844,6.586273748609983e-09,6.125234381926248e-07
1845,6.696273535666819e-09,7.192913802356316e-07
1846,4.6836010625384006e-09,6.972711332764447e-07
1847,3.775256551818984e-09,6.989617844510576e-07
1848,4.02261068899179e-09,5.800604618855232e-07
1849,1.3407063903514427e-08,6.460528663154719e-07
1850,2.0366988096043315e-09,6.103307335081354e-07
1851,1.0319102017319892e-08,5.385281411918186e-07
1852,6.510545436100301e-10,7.057431190560237e-07
1853,1.6721409590303438e-08,6.163033852146782e-07
1854,2.0782658372020535e-09,4.790402563514817e-07
1855,1.1675261646360013e-08,5.418382578170622e-07
1856,8.28350277259915e-09,5.239315417071566e-07
1857,0.0,5.267148166510083e-07
1858,1.565976326389773e-08,5.211765214951924e-07
1859,5.601390684617513e-09,5.015790769391515e-07
1860,5.492620802627357e-09,4.1927005334230216e-07
1861,1.3676294763342867e-08,3.956693426232505e-07
1862,2.710791813242963e-09,4.7077415477048135e-07
1863,1.548332440037825e-08,4.6250189811303244e-07
1864,3.835782358407869e-09,4.348818194443993e-07
1865,4.706844358715045e-10,4.575052763300391e-07
1866,4.3790516213171315e-09,4.3887829725974825e-07
1867,6.79393608038481e-09,4.6150237054121135e-07
1868,8.89177309559841e-09,4.529864412461393e-07
1869,3.906815315701806e-09,4.634459571661864e-07
1870,9.17447806614291e-09,5.000090510520749e-07
1871,1.4869648401472091e-08,4.938847222302201e-07
1872,4.8378714367913744e-09,4.4871256577039276e-07
1873,1.3767810003173508e-08,4.693027424451657e-07
1874,1.1949218503559678e-08,4.295744062687845e-07
1875,7.437985338754061e-09,4.222487035576705e-07
1876,4.836811839936672e-09,4.3168544650029617e-07
1877,4.9478527941460015e-09,3.686150336079663e-07
1878,5.435179861734696e-09,4.336065781984644e-07
1879,3.0546627449723474e-09,3.7877816616571636e-07
1880,4.492492600149944e-09,3.8699614002268845e-07
1881,3.4862537301449947e-09,3.813961644283381e-07
1882,3.9932310791357395e-09,4.552283527914369e-07
1883,7.583206895755978e-09,4.252915104530075e-07
1884,0.0,4.944671294637715e-07
1885,3.86738152613475e-09,4.499053698481248e-07
1886,9.03484920211639e-09,4.239925637250508e-07
1887,9.140494194870286e-09,4.4266108822910155e-07
1888,5.072491537916335e-09,3.950202867031294e-07
1889,2.5060546970934183e-09,4.0222178387949725e-07
1890,2.6217545912032847e-09,4.6732775160762685e-07
1891,3.1871101313640793e-09,4.6213094506697416e-07
1892,1.8805537127519756e-09,4.168560607809013e-07
1893,3.079208221734575e-09,4.40326774153732e-07
1894,6.301539290376468e-10,4.4110775476724484e-07
1895,4.213029924926559e-09,4.3093279877837176e-07
1896,1.7691086373616827e-09,3.862554027733722e-07
1897,1.7480140668268973e-09,3.717443224360295e-07
1898,3.395012826423738e-09,4.2833747215809126e-07
1899,6.080336234504102e-09,3.802973989053271e-07
1900,7.786579381274805e-09,3.747940358067581e-07
1901,3.353243460679778e-09,3.77798761164172e-07
1902,3.928227132465878e-09,3.918406505931671e-07
1903,6.480264325148255e-09,3.3859380721423804e-07
1904,5.912087708281888e-09,3.7998601243316443e-07
1905,5.160758931310738e-09,4.2369831465549623e-07
1906,2.572092316910357e-09,4.0999151984522086e-07
1907,1.028568674676933e-09,3.79027568442325e-07
1908,9.822778146428846e-10,4.926123224890944e-07
1909,5.5009836685826485e-09,3.6581541884572744e-07
1910,4.809735720812114e-09,3.5805809517341913e-07
1911,2.6601870706244313e-09,4.277580707423567e-07
1912,4.167536982180309e-09,3.698689070574801e-07
1913,1.2196876397752021e-08,3.8181525319203047e-07
1914,1.0045115850232378e-08,3.837234139325574e-07
1915,1.1780761921542648e-09,3.239709602809171e-07
1916,1.0987462051303964e-09,4.2631351959698804e-07
1917,0.0,3.75051719458952e-07
1918,2.2972752589112133e-09,3.0783487936503207e-07
1919,2.762354567309444e-09,2.955719295982817e-07
1920,6.815008557481406e-09,4.066288550319541e-07
1921,7.572747429129834e-10,4.79354898885731e-07
1922,2.951174138399182e-09,3.430739887733125e-07
1923,2.1231896241147297e-09,3.7792776019784924e-07
1924,2.578324886925998e-09,3.880378880438684e-07
1925,0.0,4.0913221788230203e-07
1926,1.1146138456652466e-09,3.990317569702029e-07
1927,1.0034302500017134e-08,4.359346910121076e-07
1928,4.570416489713125e-09,4.490434193371584e-07
1929,0.0,4.2110734899125646e-07
1930,7.352522590764465e-09,4.726621689599142e-07
1931,2.2810713318222042e-09,4.7560337179675116e-07
1932,1.0959536611565568e-09,3.770080585496771e-07
1933,1.1470662197865522e-09,4.1294384978129983e-07
1934,8.38710612072191e-09,5.032263707960283e-07
1935,3.590485242455088e-09,3.8896922305298176e-07
1936,6.0623572828433225e-09,5.03175648702836e-07
1937,6.295559074054324e-09,4.4446646896290076e-07
1938,5.186085783037697e-09,4.667477142561438e-07
1939,3.058810094103137e-09,4.710567544918831e-07
1940,0.0,4.767272017147661e-07
1941,2.9515025978810172e-09,3.630348146543838e-07
1942,0.0,3.732080351426248e-07
1943,8.709705845433291e-09,4.1225939817479684e-07
1944,6.4263723231761105e-09,4.0486145991280864e-07
1945,4.357008087652048e-09,3.92130731441398e-07
1946,5.568441707737293e-09,3.8143826586178875e-07
1947,3.5762612871081956e-09,4.351117830481144e-07
1948,1.0871887834440486e-09,4.3922426584686036e-07
1949,0.0,4.329300757888177e-07
1950,6.381216888229346e-09,5.519752761529162e-07
1951,6.396841278899501e-09,4.936229061058839e-07
1952,6.326882240337284e-09,4.3655487402816107e-07
1953,3.2321482157371406e-09,4.449590811361759e-07
1954,5.863521668203475e-09,4.6712721868402696e-07
1955,0.0,4.5895622236002964e-07
1956,0.0,4.3605708199834226e-07
1957,0.0,4.83276561880075e-07
1958,2.4816730892496253e-09,5.112246412863897e-07
1959,0.0,5.720051881041854e-07
1960,0.0,4.53314573434227e-07
1961,2.779263652552544e-09,4.217532634243071e-07
1962,1.9025869768540815e-09,4.261794579463185e-07
1963,3.879632060055371e-09,4.2611291917182825e-07
1964,3.0419841645645818e-09,3.826815984098175e-07
1965,1.0944086747954884e-09,4.44877130689747e-07
1966,1.6617224263271169e-09,4.7525261592795687e-07
1967,8.874604162656397e-09,4.826798516432973e-07
1968,3.143991039733507e-09,4.5453128194594683e-07
1969,4.087581995104728e-09,3.9876633195490285e-07
1970,9.197450023812337e-10,4.272215505807253e-07
1971,3.596878239697787e-09,3.8281060454892213e-07
1972,1.5390440033513642e-09,4.488878495578774e-07
1973,3.3079223804577396e-09,3.9088616077265215e-07
1974,1.687671502548227e-09,4.2698089330883704e-07
1975,3.4268881066168433e-09,4.4435316937097014e-07
1976,0.0,3.8966254223282704e-07
1977,2.9383909194713453e-09,4.166638412073098e-07
1978,5.940591352171509e-10,3.7663348528838014e-07
1979,1.7555920051037788e-09,4.078825526221408e-07
1980,1.1370301367108482e-09,3.5930152009200356e-07
1981,2.5302198114474095e-09,4.231792551934177e-07
1982,1.2415004579935385e-09,3.9790089445546073e-07
1983,1.89459470334441e-09,4.332306922094631e-07
1984,1.1598016991243298e-09,4.32606036326888e-07
1985,1.8046674155058895e-09,4.5236995660502544e-07
1986,1.7983456390702202e-09,4.5438198803537944e-07
1987,1.2221633705067347e-09,4.7481047715791647e-07
1988,5.996553809062277e-10,4.953153300846225e-07
1989,3.292873196336643e-09,4.4398909082588034e-07
1990,0.0,4.5932128855952215e-07
1991,5.861465202094962e-10,5.122920470057579e-07
1992,3.856960917314467e-09,4.980989558589499e-07
1993,3.323524400133948e-09,5.450580360388813e-07
1994,5.274926606624319e-10,5.032279872807521e-07
1995,1.626735190995987e-09,5.384493704241322e-07
1996,0.0,5.060511369947562e-07
1997,9.58978896292706e-10,4.7229710986584905e-07
1998,9.536258449571733e-10,5.001767462431417e-07
1999,2.742120724930075e-09,5.699040883655471e-07
2000,4.418031274155965e-09,5.036555812409915e-07
2001,8.762423564512289e-10,5.104111693299274e-07
2002,2.6287329535357173e-09,4.77115026598085e-07
2003,4.1669229178253886e-10,5.075312188296266e-07
2004,8.809582507929292e-10,5.074319417985862e-07
2005,3.15262471684008e-09,5.51258949599287e-07
2006,2.0589449589714093e-09,5.909171889584286e-07
2007,2.3966877371606188e-09,6.203426750062135e-07
2008,1.2772318758180745e-09,6.445763673923466e-07
2009,4.768192729542875e-09,6.513351209491702e-07
2010,7.558068892965508e-09,7.147098983750766e-07
2011,3.4415747196536728e-09,1.0175589153504916e-06
2012,5.106379014074847e-09,8.762546315210784e-07
2013,2.789125042035323e-09,8.278123146965299e-07
2014,5.197068386753045e-09,6.959740517231694e-07
2015,5.3197810045979566e-09,7.460992819119383e-07
2016,6.628288196086629e-09,6.80020953325311e-07
2017,2.5156113858670892e-09,7.607208445392644e-07
2018,3.872200171617379e-09,7.101614585280913e-07
2019,6.632568050335408e-09,7.823879570878489e-07
