year,telles_ADJ règles_NOUN
1923,5.8387715995422695e-08
1924,5.9301473953610184e-08
1925,4.6192347724627325e-08
1926,5.3501466368288675e-08
1927,6.578042643923254e-08
1928,8.6837914636817e-08
1929,7.352668518478822e-08
1930,8.612954616182833e-08
1931,5.1324104077821175e-08
1932,5.589363638591749e-08
1933,8.832410003378754e-08
1934,6.949316855298093e-08
1935,7.4203363453762e-08
1936,7.63857030960935e-08
1937,7.051026074123001e-08
1938,9.07565009811151e-08
1939,9.329370698196726e-08
1940,9.382397081481031e-08
1941,5.9030050181263505e-08
1942,3.3376331032286544e-08
1943,1.0451646659248581e-07
1944,6.105053529381621e-08
1945,7.406913482554955e-08
1946,5.4292307538617024e-08
1947,1.1444036118746226e-07
1948,7.175445659868274e-08
1949,6.577395339490977e-08
1950,5.8494489252325366e-08
1951,1.0448173526356186e-07
1952,8.541291407482277e-08
1953,7.97263197682696e-08
1954,7.915754451914836e-08
1955,1.1450441661509103e-07
1956,7.674604773910687e-08
1957,1.2104001712032186e-07
1958,9.843969905887207e-08
1959,1.0386001747519913e-07
1960,1.0796500049536917e-07
1961,1.3340465443434368e-07
1962,1.0654486715111489e-07
1963,1.0151703833116699e-07
1964,9.186792482296369e-08
1965,9.138312151435457e-08
1966,9.859552818625161e-08
1967,1.0698828134536598e-07
1968,1.1587852810635013e-07
1969,1.0900218683218554e-07
1970,1.1634774210733667e-07
1971,1.130447415675917e-07
1972,1.1542830691269046e-07
1973,1.3783009933376889e-07
1974,1.2545024219434708e-07
1975,1.0337779343672082e-07
1976,1.4055275698865444e-07
1977,1.1988635151283233e-07
1978,8.851480970406556e-08
1979,1.2464703047498915e-07
1980,1.227992498797903e-07
1981,1.220831080672724e-07
1982,1.0987279353003032e-07
1983,1.282009094438763e-07
1984,1.3047768732121767e-07
1985,1.5881073522905353e-07
1986,1.330775774022186e-07
1987,1.4849284468709811e-07
1988,1.505135003299074e-07
1989,1.2897086776320066e-07
1990,1.6890818699266674e-07
1991,1.6939634406298865e-07
1992,1.6860428786458215e-07
1993,1.6562229632199887e-07
1994,1.7987500200433715e-07
1995,1.4532167824654607e-07
1996,1.6921752887810726e-07
1997,1.4864173181194928e-07
1998,1.5734826774860267e-07
1999,1.8052294592507678e-07
2000,1.5639831474345556e-07
2001,1.656098049807042e-07
2002,1.7787759531984193e-07
2003,1.283412274233342e-07
2004,1.3214373950631852e-07
2005,1.7969961163544212e-07
2006,1.3465499648646073e-07
2007,1.2063327403666335e-07
2008,1.1665384391790212e-07
2009,1.3350938843359472e-07
2010,1.0911961823012462e-07
2011,1.04012038093515e-07
2012,6.97871840316111e-08
2013,1.071024016141564e-07
2014,7.882220387500638e-08
2015,8.888467561973812e-08
2016,8.036799670207984e-08
2017,9.735416028888721e-08
2018,8.054175992810997e-08
2019,9.566203829081132e-08
