year,vous_PRON amenez_VERB,vous_PRON ramenez_VERB
1874,4.77968735701495e-08,2.3898437340186263e-08
1875,3.1468400663037244e-08,2.403041388099325e-08
1876,6.650616235504003e-08,2.6602465785785512e-08
1877,3.092408029647942e-08,1.855444720089139e-08
1878,3.865016884319061e-08,3.0799352290777904e-08
1879,1.893890888560179e-08,2.138263865969492e-08
1880,1.9253539651487017e-08,2.631316942114381e-08
1881,4.6018551247417605e-08,2.3706525742461793e-08
1882,3.5939081044489285e-08,1.5972923872453748e-08
1883,3.854796792879256e-08,2.0221884611260066e-08
1884,3.1688145440966764e-08,1.4523733327109767e-08
1885,2.2559724977000428e-08,3.674012294396789e-08
1886,1.8715045291273213e-08,2.4523162389655795e-08
1887,2.4157021494275455e-08,3.395040970577412e-08
1888,2.9800889755904336e-08,1.8387781963724592e-08
1889,3.4458252695657166e-08,3.445825202952335e-08
1890,2.490666928256502e-08,2.7528422485989523e-08
1891,2.42220359325529e-08,2.4859458935821976e-08
1892,1.3790727226847821e-08,2.0059238936553925e-08
1893,1.539604183031784e-08,2.5249507817903805e-08
1894,1.1342771166766852e-08,2.5836311312588123e-08
1895,1.745398270358578e-08,7.824199066419624e-09
1896,2.6536630670648265e-08,1.5921978624433564e-08
1897,1.573212637939747e-08,3.088158218034209e-08
1898,3.50818010197429e-08,2.7160103499568322e-08
1899,2.5979618456517528e-08,2.266307141951529e-08
1900,2.5436161177339045e-08,2.5955266269583888e-08
1901,2.4590450786732276e-08,1.7325091139497317e-08
1902,1.5221879756666112e-08,2.0623192042990013e-08
1903,1.6200660368781428e-08,3.186129848842256e-08
1904,2.042357571951925e-08,1.8811187274536678e-08
1905,2.5287719251920748e-08,1.7030505006232488e-08
1906,2.520650421722337e-08,1.9547901963790082e-08
1907,1.2342823985100893e-08,1.7485667580530162e-08
1908,1.9154416719402434e-08,1.964555629285769e-08
1909,1.980354014108343e-08,3.355600064480768e-08
1910,2.672075405385499e-08,1.4429207162436342e-08
1911,1.8621309716415624e-08,1.3300935242099854e-08
1912,1.7712032174266312e-08,1.1981668990301841e-08
1913,2.2802855714765258e-08,2.4393752795504042e-08
1914,1.1384464038144415e-08,8.036092513652449e-09
1915,9.424609537234119e-09,1.8849219074468238e-08
1916,2.5271163162088328e-08,3.2962384821644264e-08
1917,1.2063067211798284e-08,2.522277586791688e-08
1918,2.8715940736390166e-08,1.4932289182922887e-08
1919,4.327688785110695e-08,3.1306683911935806e-08
1920,2.4231140649533245e-08,2.6502810612782923e-08
1921,2.0446417892117097e-08,2.044641889131782e-08
1922,1.696925178151787e-08,1.9182633037573282e-08
1923,1.2739137300599168e-08,1.9108706617032567e-08
1924,1.6759112098085893e-08,3.0939898643111974e-08
1925,1.979671959695395e-08,2.1996355181741478e-08
1926,1.89484357093761e-08,2.5636118117233764e-08
1927,3.567751882815884e-08,1.3379069851993108e-08
1928,6.51284337571667e-08,1.4853853702589959e-08
1929,4.233354333749162e-08,3.0079096546842266e-08
1930,2.520864939015155e-08,1.1553964007759987e-08
1931,1.3686427990933225e-08,2.052964109822142e-08
1932,1.3151444377967891e-08,2.301502677326539e-08
1933,1.1470662419910127e-08,1.605892663292252e-08
1934,1.3179738189705859e-08,9.585264137967897e-09
1935,8.377798899061872e-09,2.2739739868882225e-08
1936,1.6974600391961303e-08,1.8187071848529968e-08
1937,8.813782592653752e-09,1.1332006222275481e-08
1938,2.8523471029551217e-08,1.1668692678767911e-08
1939,1.3764645423464117e-08,9.176430282309411e-09
1940,1.7750480196809804e-08,5.0715658339584024e-09
1941,4.132103548215582e-08,4.132103725851266e-08
1942,3.3376328811840494e-08,1.517105907566929e-08
1943,3.774205747930637e-08,2.6129116648121453e-08
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,4.35700817646989e-08,2.832055301382752e-08
1946,1.5313214696277555e-08,2.9234318965620787e-08
1947,3.099426493236024e-08,1.6689219339838246e-08
1948,2.3918154123947488e-08,2.3918154123947488e-08
1949,1.3743811311250909e-08,3.435952899977224e-08
1950,2.3397795700930146e-08,1.595304199852876e-08
1951,1.8124383327489113e-08,1.8124383327489113e-08
1952,1.687168627029223e-08,2.003512733494972e-08
1953,2.693456935265459e-08,1.508335856215126e-08
1954,2.5408594339637602e-08,2.6385848173049453e-08
1955,1.0324168631115072e-08,1.6894095011821264e-08
1956,1.1337484062678982e-08,1.2209597777257386e-08
1957,2.120409026140635e-08,1.2369052670990754e-08
1958,2.895285167170414e-08,2.3162281870270363e-08
1959,1.3951346078400206e-08,1.5501495642666896e-08
1960,1.6610000264094538e-08,2.2146667166822454e-08
1961,1.32015025577914e-08,2.501337359461786e-08
1962,3.107558699255719e-08,1.1415521528057582e-08
1963,2.2631187146515686e-08,2.909723928468111e-08
1964,2.1902285762820384e-08,1.3993127101485925e-08
1965,2.517139974234084e-08,2.134096854788936e-08
1966,3.157272576714831e-08,1.8832854387085263e-08
1967,2.218651079521905e-08,1.9228308723029386e-08
1968,2.2906219976359665e-08,2.8745060998147665e-08
1969,2.0437909808990185e-08,2.4071316939711096e-08
1970,1.793502701907812e-08,1.6555410375929114e-08
1971,1.849823083599489e-08,2.8261185391897925e-08
1972,2.205963101076236e-08,1.6416469517110954e-08
1973,2.205281557365879e-08,1.4334330167287135e-08
1974,1.1813700462326437e-08,1.4626486244395664e-08
1975,1.5420996479775795e-08,1.2565255946839216e-08
1976,1.599787480266457e-08,2.0568696523781682e-08
1977,1.704266816560107e-08,1.7042667055378047e-08
1978,2.138612964497355e-08,2.1386127979639014e-08
1979,1.8726314721106974e-08,1.5215130710899416e-08
1980,2.1035058250795657e-08,1.705545238372963e-08
1981,1.3283653954587749e-08,1.5181319312773667e-08
1982,1.5518756057986138e-08,1.1173504121941846e-08
1983,1.7682884045910896e-08,1.4525226799122493e-08
1984,2.551563804686907e-08,2.203623239438457e-08
1985,2.3460676512598866e-08,2.4062231318566774e-08
1986,2.997242676272549e-08,1.7384007566789705e-08
1987,1.955461326197394e-08,1.4665960890170027e-08
1988,1.7989661205142227e-08,2.0388283061834045e-08
1989,2.359892459224966e-08,2.1952489270837816e-08
1990,2.2339469163412673e-08,1.4166492423584032e-08
1991,2.2859714121636898e-08,9.964491121117192e-09
1992,1.7080827419135858e-08,1.7080827197091253e-08
1993,1.938722604677423e-08,1.606370148010683e-08
1994,1.47697947205927e-08,2.162719953124892e-08
1995,1.626735279813829e-08,1.4640616718963884e-08
1996,1.441284891434691e-08,2.4555223632205525e-08
1997,2.9728346673252304e-08,1.6302641014931396e-08
1998,1.954932971059975e-08,2.527108389216437e-08
1999,2.6507165795663923e-08,1.5538683784122043e-08
2000,2.474097637872319e-08,1.988114117779105e-08
2001,1.533424121014093e-08,2.1029815666651075e-08
2002,2.6725451185427573e-08,2.1906107150471144e-08
2003,1.5417615184531996e-08,2.2918076325595393e-08
2004,3.1274018041926865e-08,2.290491496470537e-08
2005,2.341949834061552e-08,2.2068373239925165e-08
2006,2.7589861728571918e-08,2.306018376252439e-08
2007,2.876025217979361e-08,2.8760252845927425e-08
2008,2.8524845596678006e-08,2.809910260026527e-08
2009,3.766872191945936e-08,3.480780619291579e-08
2010,3.967986117459077e-08,5.337886133105485e-08
2011,6.194834734074561e-08,4.93292375836063e-08
2012,7.625525988430581e-08,6.67233530649014e-08
2013,7.251725442358747e-08,5.466684882549089e-08
2014,6.539644292757885e-08,6.972733590515645e-08
2015,7.248201594478587e-08,5.7187646618217514e-08
2016,8.243933447005247e-08,6.607574665196125e-08
2017,9.710259352146977e-08,6.867618740358239e-08
2018,7.486253394972664e-08,7.25392119704793e-08
2019,5.9438013622070685e-08,6.1733905099004e-08
