year,pourrez_VERB envoyer_VERB,pourrez_VERB renvoyer_VERB
1971,6.679916619845017e-09,0.0
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,5.513203671370093e-09,1.102640756478479e-09
1974,5.06301445213353e-09,1.1251143350321513e-09
1975,1.1994108817248161e-08,5.711480177694739e-10
1976,2.285410749536254e-09,0.0
1977,5.876781727920388e-09,0.0
1978,5.940591130126904e-09,0.0
1979,7.022368020415115e-09,2.3407893401383717e-09
1980,7.95921106799824e-09,0.0
1981,4.427884725544118e-09,0.0
1982,1.2415004579935385e-09,0.0
1983,5.68378455412244e-09,0.0
1984,4.059305780401701e-09,0.0
1985,5.414002135495366e-09,1.2031116103372597e-09
1986,6.593933843390687e-09,5.994485463567401e-10
1987,5.49973533381376e-09,0.0
1988,4.797243047249822e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,0.0
1990,4.358920779878872e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,5.509944056569793e-09,5.509944167592096e-10
1993,4.985286850001103e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,3.795715741716776e-09,5.422450821690461e-10
1996,8.007138063703678e-09,0.0
1997,3.3564262480467733e-09,0.0
1998,4.7681290027412615e-09,4.768129224785866e-10
1999,8.226361813967742e-09,0.0
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,3.066848330846028e-09,0.0
2002,5.6955880012310445e-09,0.0
2003,3.333538334260311e-09,1.2500769308587678e-09
2004,3.9643119897903034e-09,8.809582507929292e-10
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,5.7650457740976435e-09,1.6471559671771274e-09
2007,5.991719120856942e-09,0.0
2008,8.51487946817997e-09,0.0
2009,1.0966842545201416e-08,0.0
2010,9.447585824773341e-09,9.447586046817946e-10
2011,1.6825476123472072e-08,7.64794394481072e-10
2012,2.382976838077866e-08,3.404252713057332e-10
2013,1.9802786965783525e-08,8.367375126105969e-10
2014,1.5591204771681078e-08,6.496335691608124e-10
2015,2.0614150386677466e-08,0.0
2016,1.3670844012381167e-08,1.86420612280358e-09
2017,1.5345229087415646e-08,1.7609279590047322e-09
2018,2.0393587263356494e-08,5.162933414126769e-10
2019,7.90806176098613e-09,0.0
